id_periode,id_petani,bulan_tanam,luas_tanam_m2,bulan_panen,luas_panen_m2,produksi_dalam_gunca,gunca_kg,pengeluaran_rp,harga_jual_perkg,hasil_panen_dijual,status_pengelolaan,jml_tanam_padi_1th,jenis_lahan,air_multi_tanam,pemupukan,jenis_pupuk,pengendalian_hama,jenis_hama,penyakit_padi,pestisida,pengendalian_gulma,cara_pengendalian_gulma
PRD077,PTN042,des - feb,3200,Maret,3200,15.0,2700,2.000.000,6500,Tidak,Bagi hasil,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Wereng, penggerek batang padi, Tikus, walang sangit","Blas, Busuk batang",Ada,Ada,Mencabut rumput
PRD078,PTN043,des - feb,3500,Maret,3500,7.0,1260,2.500.000,6500,Tidak,Bagi hasil,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Wereng, penggerek batang padi, Tikus, walang sangit","Blas, Busuk batang",Ada,Ada,Mencabut rumput
PRD079,PTN044,des - feb,3000,Maret,3000,7.0,1260,2.200.000,6500,Tidak,Bagi hasil,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Wereng, penggerek batang padi, Tikus, walang sangit","Blas, Busuk batang",Ada,Ada,Mencabut rumput
PRD080,PTN044,des - feb,2700,Maret,2700,7.0,1260,2.500.000,6500,Tidak,Bagi hasil,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Wereng, penggerek batang padi, Tikus, walang sangit","Blas, Busuk batang",Ada,Ada,Mencabut rumput
PRD081,PTN045,des - feb,5000,Maret,5000,7.0,1260,5.000.000,6500,Ya sebagian,Bagi hasil,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Wereng, penggerek batang padi, Tikus, walang sangit","Blas, Busuk batang",Ada,Ada,Mencabut rumput
PRD082,PTN045,des - feb,3500,Maret,3500,7.5,1350,2.500.000,6500,Ya sebagian,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Wereng, walang sangit, Belalang, Siput Murbai/Keong","Blas, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD083,PTN046,des - feb,3000,Maret,3000,7.0,1260,2.500.000,6500,Tidak,Bagi hasil,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk Kandang",Ada,"Tikus, Wereng, walang sangit, Belalang, Siput Murbai/Keong","Blas, Hawar daun bakteri, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD084,PTN047,des - feb,3200,Maret,3200,7.5,1350,2.700.000,6500,Ya sebagian,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Wereng, walang sangit, Siput Murbai/Keong","Blas, Bercak daun, Hawar daun bakteri, Busuk batang",Ada,Ada,Mencabut rumput
PRD085,PTN048,des - feb,3500,Maret,3500,7.5,1350,2.700.000,6500,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, Pupuk Kandang",Ada,"Tikus, Wereng, walang sangit, Hama putih, Siput Murbai/Keong","Blas, Hawar daun bakteri, Hawar pelepah daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD086,PTN049,des - feb,3500,Maret,3500,7.5,1350,2.700.001,6500,Tidak,Milik sendiri,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, Pupuk Kandang",Ada,"Tikus, Wereng, walang sangit, Hama putih, Siput Murbai/Keong","Blas, Hawar daun bakteri, Hawar pelepah daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD087,PTN050,des - feb,8000,Maret,8000,16.0,2880,8.500.000,6500,Ya sebagian,Bagi hasil,1,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, Pupuk Kandang",Ada,"Tikus, Wereng, walang sangit, Belalang, Siput Murbai/Keong","Blas, Tungro, Hawar pelepah daun, Busuk batang",Ada,Ada,Mencabut rumput
