Date,RH_AVG,RH_AVG_SMA30,RH_AVG_EWMA30
2022-04-29,77.0,77.56666666666666,77.28188890310615
2022-04-30,76.0,77.36666666666666,77.19918639322835
2022-05-01,76.0,77.43333333333334,77.12181952914909
2022-05-02,76.0,77.33333333333333,77.0494440756556
2022-05-03,73.0,76.7,76.78818961916168
2022-05-04,82.0,76.83333333333333,77.12443545018351
2022-05-05,76.0,76.4,77.05189122759103
2022-05-06,82.0,76.3,77.37112405161741
2022-05-07,74.0,76.13333333333334,77.15363217731952
2022-05-08,73.0,75.93333333333334,76.88565590781504
2022-05-09,78.0,75.9,76.95754907505277
2022-05-10,77.0,76.0,76.9602878444042
2022-05-11,79.0,76.03333333333333,77.0918821770233
2022-05-12,64.0,75.86666666666666,76.24724461721534
2022-05-13,75.0,75.83333333333333,76.16677722255629
2022-05-14,71.0,75.83333333333333,75.83343675658492
2022-05-15,72.0,75.76666666666667,75.58611825616009
2022-05-16,73.0,75.7,75.41927191705298
2022-05-17,70.0,75.63333333333334,75.0696414707915
2022-05-18,59.0,75.16666666666667,74.03289040815979
2022-05-19,58.0,74.56666666666666,72.99851038182689
2022-05-20,62.0,73.83333333333333,72.28892906687032
2022-05-21,66.0,73.43333333333334,71.8831917077174
2022-05-22,64.0,72.9,71.37459869431628
2022-05-23,58.0,72.26666666666667,70.51172135919909
2022-05-24,58.0,71.83333333333333,69.70451352957333
2022-05-25,61.0,71.2,69.14293201153633
2022-05-26,61.0,70.7,68.61758155917916
2022-05-27,60.0,70.1,68.06160855536115
2022-05-28,64.0,69.83333333333333,67.79956929372494
2022-05-29,77.0,69.83333333333333,68.39314546832333
2022-05-30,81.0,70.0,69.20649092197988
2022-05-31,80.0,70.13333333333334,69.90284634636828
2022-06-01,80.0,70.26666666666667,70.55427561434452
2022-06-02,70.0,70.16666666666667,70.51851589729003
2022-06-03,68.0,69.7,70.35603100069068
2022-06-04,73.0,69.6,70.5266096458074
2022-06-05,76.0,69.4,70.8797316041424
2022-06-06,73.0,69.36666666666666,71.01652311355257
2022-06-07,69.0,69.23333333333333,70.88642484816208
2022-06-08,67.0,68.86666666666666,70.63568776118387
2022-06-09,66.0,68.5,70.33661113143008
2022-06-10,83.0,68.63333333333334,71.1536039616604
2022-06-11,65.0,68.66666666666667,70.75659725445651
2022-06-12,65.0,68.33333333333333,70.38520388320124
2022-06-13,68.0,68.23333333333333,70.2313197617044
2022-06-14,78.0,68.43333333333334,70.73252493836863
2022-06-15,78.0,68.6,71.20139429718355
2022-06-16,71.0,68.63333333333334,71.18840111672009
2022-06-17,74.0,69.13333333333334,71.36979459306073
2022-06-18,75.0,69.7,71.60400139350843
2022-06-19,77.0,70.2,71.95213033586272
2022-06-20,70.0,70.33333333333333,71.82618644322642
2022-06-21,77.0,70.76666666666667,72.15998086624407
2022-06-22,73.0,71.26666666666667,72.21417564906703
2022-06-23,83.0,72.1,72.9100352846111
2022-06-24,72.0,72.46666666666667,72.85132333076523
2022-06-25,65.0,72.6,72.3447863416836
2022-06-26,72.0,73.0,72.32254206157498
2022-06-27,74.0,73.33333333333333,72.4307651543766
2022-06-28,71.0,73.13333333333334,72.33845772506199
2022-06-29,62.0,72.5,71.67146045247733
2022-06-30,52.0,71.56666666666666,70.40233397167235
2022-07-01,72.0,71.3,70.50540919930638
2022-07-02,71.0,71.33333333333333,70.5373182832221
2022-07-03,63.0,71.16666666666667,70.05103968430456
2022-07-04,68.0,71.0,69.91871454338168
2022-07-05,62.0,70.53333333333333,69.40782973413124
2022-07-06,55.0,69.93333333333334,68.47829233192924
