Date,Year,Month,Day,Prec,StDev,%Time,Q,S,is_outlier_Prec
2010-01-25,2010,Januari,25,-0.01,0.18,1.0,1,5,False
2010-01-26,2010,Januari,26,-0.01,0.22,1.0,1,5,False
2010-01-27,2010,Januari,27,-0.02,0.2,1.0,1,5,False
2010-01-28,2010,Januari,28,-0.01,0.13,1.0,1,5,False
2010-01-29,2010,Januari,29,0.0,0.18,1.0,1,5,False
2010-01-30,2010,Januari,30,-0.01,0.23,1.0,1,5,False
2010-01-31,2010,Januari,31,-0.01,0.24,1.0,1,5,False
2010-02-01,2010,Februari,1,-0.02,0.2,1.0,1,5,False
2010-02-02,2010,Februari,2,-0.01,0.17,1.0,1,5,False
2010-02-03,2010,Februari,3,-0.02,0.15,0.0,1,5,False
2010-02-04,2010,Februari,4,0.0,0.13,1.0,1,5,False
2010-02-05,2010,Februari,5,0.0,0.18,1.0,1,5,False
2010-02-06,2010,Februari,6,-0.01,0.21,1.0,1,5,False
2010-02-07,2010,Februari,7,-0.01,0.18,1.0,1,5,False
2010-02-08,2010,Februari,8,-0.01,0.17,1.0,1,5,False
2010-02-09,2010,Februari,9,-0.01,0.21,1.0,1,5,False
2010-02-10,2010,Februari,10,-0.01,0.22,1.0,1,5,False
2010-02-11,2010,Februari,11,-0.01,0.17,1.0,1,5,False
2010-02-12,2010,Februari,12,-0.01,0.15,1.0,1,5,False
2010-02-13,2010,Februari,13,0.0,0.2,1.0,1,5,False
2010-02-14,2010,Februari,14,-0.01,0.25,1.0,1,5,False
2010-02-15,2010,Februari,15,-0.01,0.21,1.0,1,5,False
2010-02-16,2010,Februari,16,-0.01,0.13,0.0,1,5,False
2010-02-17,2010,Februari,17,-0.01,0.14,1.0,1,5,False
2010-02-18,2010,Februari,18,-0.01,0.15,1.0,1,5,False
2010-02-19,2010,Februari,19,-0.01,0.16,1.0,1,5,False
2010-02-20,2010,Februari,20,0.0,0.16,1.0,1,5,False
2010-02-21,2010,Februari,21,-0.02,0.15,0.0,1,5,False
2010-02-22,2010,Februari,22,-0.03,0.13,1.0,1,5,False
2010-02-23,2010,Februari,23,-0.01,0.14,1.0,1,5,False
2010-02-24,2010,Februari,24,-0.01,0.11,0.0,1,5,False
2010-02-25,2010,Februari,25,-0.01,0.1,0.0,1,5,False
2010-02-26,2010,Februari,26,-0.01,0.11,0.0,1,5,False
2010-02-27,2010,Februari,27,-0.01,0.1,0.0,1,5,False
2010-02-28,2010,Februari,28,0.0,0.12,1.0,1,5,False
2010-03-01,2010,Maret,1,-0.01,0.15,1.0,1,5,False
2010-03-02,2010,Maret,2,-0.01,0.16,1.0,1,5,False
2010-03-03,2010,Maret,3,0.0,0.2,1.0,1,5,False
2010-03-04,2010,Maret,4,-0.01,0.2,1.0,1,5,False
2010-03-05,2010,Maret,5,0.0,0.15,1.0,1,5,False
2010-03-06,2010,Maret,6,0.0,0.16,1.0,1,5,False
2010-03-07,2010,Maret,7,-0.02,0.13,0.0,1,5,False
2010-11-02,2010,November,2,-0.01,0.16,0.0,2,5,False
2010-11-03,2010,November,3,-0.02,0.18,0.0,2,5,False
2010-11-04,2010,November,4,,22.34,66.0,2,5,True
2010-11-05,2010,November,5,0.09,0.39,4.0,2,5,False
2010-11-06,2010,November,6,0.22,1.34,5.0,2,5,False
2010-11-07,2010,November,7,-0.01,0.08,0.0,2,5,False
2010-11-08,2010,November,8,-0.01,0.09,0.0,2,5,False
2010-11-09,2010,November,9,0.54,3.55,4.0,2,5,False
2010-11-10,2010,November,10,,7.17,17.0,2,5,True
2010-11-11,2010,November,11,0.0,0.02,0.0,2,5,False
2010-11-12,2010,November,12,-0.01,0.01,0.0,2,5,False
2010-11-13,2010,November,13,0.16,1.08,4.0,2,5,False
2010-11-14,2010,November,14,0.09,0.77,1.0,2,5,False
2010-11-15,2010,November,15,0.92,5.13,6.0,2,5,False
2010-11-16,2010,November,16,-0.01,0.04,0.0,2,5,False
2010-11-17,2010,November,17,-0.01,0.11,0.0,2,5,False
2010-11-18,2010,November,18,0.37,2.6,4.0,2,5,False
2010-11-19,2010,November,19,0.41,2.5,4.0,2,5,False
2010-11-20,2010,November,20,0.46,2.58,5.0,2,5,False
2010-11-21,2010,November,21,0.0,0.03,0.0,2,5,False
2010-11-22,2010,November,22,0.93,3.52,13.0,2,5,False
2010-11-23,2010,November,23,0.33,2.46,4.0,2,5,False
2010-11-24,2010,November,24,0.26,1.29,5.0,2,5,False
2010-11-25,2010,November,25,0.0,0.06,0.0,2,5,False
2010-11-26,2010,November,26,0.0,0.02,0.0,2,5,False
2010-11-27,2010,November,27,0.0,0.03,0.0,2,5,False
2010-11-28,2010,November,28,0.02,0.26,1.0,2,5,False
2010-11-29,2010,November,29,0.29,1.88,4.0,2,5,False
2010-11-30,2010,November,30,0.31,1.28,8.0,2,5,False
2010-12-01,2010,Desember,1,,6.0,21.0,2,5,True
2010-12-02,2010,Desember,2,1.05,3.84,11.0,2,5,False
2010-12-03,2010,Desember,3,0.14,0.67,5.0,2,5,False
2010-12-04,2010,Desember,4,0.1,0.78,3.0,2,5,False
2010-12-05,2010,Desember,5,0.0,0.12,0.0,2,5,False
2010-12-06,2010,Desember,6,0.47,1.65,12.0,2,5,False
2010-12-07,2010,Desember,7,,8.14,32.0,2,5,True
2010-12-08,2010,Desember,8,0.04,0.16,0.0,2,5,False
2010-12-09,2010,Desember,9,0.1,0.8,2.0,2,5,False
2010-12-10,2010,Desember,10,1.16,3.49,24.0,2,5,False
2010-12-11,2010,Desember,11,0.11,0.74,3.0,2,5,False
2010-12-12,2010,Desember,12,0.0,0.05,0.0,2,5,False
2010-12-13,2010,Desember,13,0.0,0.02,0.0,2,5,False
2010-12-14,2010,Desember,14,0.0,0.02,0.0,2,5,False
2010-12-15,2010,Desember,15,0.0,0.03,0.0,2,5,False
2010-12-16,2010,Desember,16,0.0,0.02,0.0,2,5,False
2010-12-17,2010,Desember,17,0.0,0.03,0.0,2,5,False
2010-12-18,2010,Desember,18,0.0,0.03,0.0,2,5,False
2010-12-19,2010,Desember,19,0.0,0.13,1.0,2,5,False
2010-12-20,2010,Desember,20,0.63,1.7,15.0,2,5,False
2010-12-21,2010,Desember,21,-0.01,0.02,0.0,2,5,False
2010-12-22,2010,Desember,22,0.02,0.37,1.0,2,5,False
2010-12-23,2010,Desember,23,0.02,0.2,1.0,2,5,False
2010-12-24,2010,Desember,24,1.31,4.76,9.0,2,5,False
2010-12-25,2010,Desember,25,0.79,3.59,8.0,2,5,False
2010-12-26,2010,Desember,26,0.19,0.73,6.0,2,5,False
2010-12-27,2010,Desember,27,-0.03,0.03,0.0,2,5,False
2010-12-28,2010,Desember,28,0.07,0.95,1.0,2,5,False
2010-12-29,2010,Desember,29,-0.03,0.03,0.0,2,5,False
2010-12-30,2010,Desember,30,1.81,5.12,17.0,2,5,False
2010-12-31,2010,Desember,31,0.53,1.56,16.0,2,5,False
2011-01-01,2011,Januari,1,0.32,1.59,6.0,2,5,False
2011-01-02,2011,Januari,2,0.11,0.31,5.0,2,5,False
2011-01-03,2011,Januari,3,0.42,1.56,8.0,2,5,False
2011-01-04,2011,Januari,4,0.94,2.83,12.0,2,5,False
2011-01-05,2011,Januari,5,1.68,4.43,21.0,2,5,False
2011-01-06,2011,Januari,6,0.65,2.04,13.0,2,5,False
2011-01-07,2011,Januari,7,1.54,6.03,18.0,2,5,False
2011-01-08,2011,Januari,8,0.4,3.01,8.0,2,5,False
2011-01-09,2011,Januari,9,0.19,1.2,4.0,2,5,False
2011-01-10,2011,Januari,10,0.14,0.94,2.0,2,5,False
2011-01-11,2011,Januari,11,0.06,0.36,1.0,2,5,False
2011-01-12,2011,Januari,12,0.02,0.14,0.0,2,5,False
2011-01-13,2011,Januari,13,-0.01,0.01,0.0,2,5,False
2011-01-14,2011,Januari,14,-0.01,0.03,0.0,2,5,False
2011-01-15,2011,Januari,15,0.09,0.87,1.0,2,5,False
2011-01-16,2011,Januari,16,0.18,0.79,4.0,2,5,False
2011-01-17,2011,Januari,17,-0.01,0.05,0.0,2,5,False
2011-01-18,2011,Januari,18,-0.02,0.04,0.0,2,5,False
2011-01-19,2011,Januari,19,-0.01,0.01,0.0,2,5,False
2011-01-20,2011,Januari,20,0.0,0.16,1.0,2,5,False
2011-01-21,2011,Januari,21,-0.02,0.02,0.0,2,5,False
2011-01-22,2011,Januari,22,-0.02,0.04,0.0,2,5,False
2011-01-23,2011,Januari,23,-0.01,0.04,0.0,2,5,False
2011-01-24,2011,Januari,24,1.7,9.47,7.0,2,5,False
2011-01-25,2011,Januari,25,0.31,2.01,5.0,2,5,False
2011-01-26,2011,Januari,26,0.03,0.34,1.0,2,5,False
2011-01-27,2011,Januari,27,,5.92,56.0,2,5,True
2011-01-28,2011,Januari,28,0.06,0.5,2.0,2,5,False
2011-01-29,2011,Januari,29,1.45,3.37,26.0,2,5,False
2011-01-30,2011,Januari,30,0.5,3.2,5.0,2,5,False
2011-01-31,2011,Januari,31,1.33,3.76,18.0,2,5,False
2011-02-01,2011,Februari,1,,7.34,30.0,2,5,True
2011-02-02,2011,Februari,2,0.04,0.25,2.0,2,5,False
2011-02-03,2011,Februari,3,-0.01,0.02,0.0,2,5,False
2011-02-04,2011,Februari,4,0.0,0.04,0.0,2,5,False
2011-02-05,2011,Februari,5,-0.01,0.04,0.0,2,5,False
2011-02-06,2011,Februari,6,0.73,4.03,5.0,2,5,False
2011-02-07,2011,Februari,7,0.11,0.58,4.0,2,5,False
2011-02-08,2011,Februari,8,0.0,0.05,0.0,2,5,False
2011-02-09,2011,Februari,9,-0.02,0.04,0.0,2,5,False
2011-02-10,2011,Februari,10,0.23,0.9,5.0,2,5,False
2011-02-11,2011,Februari,11,0.26,2.28,2.0,2,5,False
2011-02-12,2011,Februari,12,0.43,1.87,7.0,2,5,False
2011-02-13,2011,Februari,13,,9.93,9.0,2,5,True
2011-02-14,2011,Februari,14,0.47,1.51,9.0,2,5,False
2011-02-15,2011,Februari,15,0.68,4.45,4.0,2,5,False
2011-02-16,2011,Februari,16,-0.01,0.02,0.0,2,5,False
2011-02-17,2011,Februari,17,0.0,0.02,0.0,2,5,False
2011-02-18,2011,Februari,18,0.14,0.81,4.0,2,5,False
2011-02-19,2011,Februari,19,-0.02,0.02,0.0,2,5,False
2011-02-20,2011,Februari,20,-0.02,0.04,0.0,2,5,False
2011-02-21,2011,Februari,21,-0.01,0.03,0.0,2,5,False
2011-02-22,2011,Februari,22,-0.02,0.03,0.0,2,5,False
2011-02-23,2011,Februari,23,-0.03,0.03,0.0,2,5,False
2011-02-24,2011,Februari,24,0.04,0.61,1.0,2,5,False
2011-02-25,2011,Februari,25,0.01,0.15,1.0,2,5,False
2011-02-26,2011,Februari,26,0.35,2.14,4.0,2,5,False
2011-02-27,2011,Februari,27,0.1,0.35,5.0,2,5,False
2011-02-28,2011,Februari,28,0.08,0.33,4.0,2,5,False
2011-03-01,2011,Maret,1,-0.01,0.02,0.0,2,5,False
2011-03-02,2011,Maret,2,0.43,3.36,4.0,2,5,False
2011-03-03,2011,Maret,3,-0.01,0.04,0.0,2,5,False
2011-03-04,2011,Maret,4,-0.01,0.05,0.0,2,5,False
2011-03-05,2011,Maret,5,-0.01,0.04,0.0,2,5,False
2011-03-06,2011,Maret,6,-0.01,0.01,0.0,2,5,False
2011-03-07,2011,Maret,7,-0.01,0.01,0.0,2,5,False
2011-03-08,2011,Maret,8,-0.01,0.02,0.0,2,5,False
2011-03-09,2011,Maret,9,-0.01,0.01,0.0,2,5,False
2011-03-10,2011,Maret,10,1.37,3.52,18.0,2,5,False
2011-03-11,2011,Maret,11,0.36,2.37,6.0,2,5,False
2011-03-12,2011,Maret,12,-0.02,0.01,0.0,2,5,False
2011-03-13,2011,Maret,13,-0.01,0.01,0.0,2,5,False
2011-03-14,2011,Maret,14,0.0,0.01,0.0,2,5,False
2011-03-15,2011,Maret,15,-0.01,0.01,0.0,2,5,False
2011-03-16,2011,Maret,16,0.38,1.49,11.0,2,5,False
2011-03-17,2011,Maret,17,,7.56,33.0,2,5,True
2011-03-18,2011,Maret,18,0.26,1.13,9.0,2,5,False
2011-03-19,2011,Maret,19,1.15,4.71,11.0,2,5,False
2011-03-20,2011,Maret,20,0.2,1.26,4.0,2,5,False
2011-03-21,2011,Maret,21,-0.01,0.02,0.0,2,5,False
2011-03-22,2011,Maret,22,0.13,1.18,2.0,2,5,False
2011-03-23,2011,Maret,23,0.62,2.93,6.0,2,5,False
2011-03-24,2011,Maret,24,0.09,0.56,4.0,2,5,False
2011-03-25,2011,Maret,25,0.27,1.97,4.0,2,5,False
2011-03-26,2011,Maret,26,-0.01,0.02,0.0,2,5,False
2011-03-27,2011,Maret,27,0.56,2.89,5.0,2,5,False
2011-03-28,2011,Maret,28,-0.01,0.01,0.0,2,5,False
2011-03-29,2011,Maret,29,-0.01,0.02,0.0,2,5,False
2011-03-30,2011,Maret,30,-0.01,0.04,0.0,2,5,False
2011-03-31,2011,Maret,31,-0.01,0.01,0.0,2,5,False
2011-04-01,2011,April,1,-0.01,0.01,0.0,2,5,False
2011-04-02,2011,April,2,-0.01,0.02,0.0,2,5,False
2011-04-03,2011,April,3,-0.01,0.01,0.0,2,5,False
2011-04-04,2011,April,4,-0.01,0.19,0.0,2,5,False
2011-04-05,2011,April,5,-0.01,0.02,0.0,2,5,False
2011-05-16,2011,Mei,16,-0.01,0.02,0.0,2,5,False
2011-05-17,2011,Mei,17,-0.01,0.01,0.0,2,5,False
2011-05-18,2011,Mei,18,-0.01,0.03,0.0,2,5,False
2011-05-19,2011,Mei,19,-0.01,0.03,0.0,2,5,False
2011-05-20,2011,Mei,20,-0.01,0.02,0.0,2,5,False
2011-05-21,2011,Mei,21,-0.01,0.02,0.0,2,5,False
2011-05-22,2011,Mei,22,-0.01,0.02,0.0,2,5,False
2011-05-23,2011,Mei,23,-0.01,0.03,0.0,2,5,False
2011-05-24,2011,Mei,24,-0.01,0.02,0.0,2,5,False
2011-05-25,2011,Mei,25,-0.01,0.03,0.0,2,5,False
2011-05-26,2011,Mei,26,-0.01,0.02,0.0,2,5,False
2011-05-27,2011,Mei,27,0.0,0.01,0.0,2,5,False
2011-06-04,2011,Juni,4,-0.01,0.02,0.0,2,5,False
2011-06-05,2011,Juni,5,0.01,0.21,1.0,2,5,False
2011-06-06,2011,Juni,6,0.71,3.1,10.0,2,5,False
2011-06-07,2011,Juni,7,0.07,0.28,1.0,2,5,False
2011-06-08,2011,Juni,8,0.0,0.01,0.0,2,5,False
2011-06-09,2011,Juni,9,0.12,1.15,1.0,2,5,False
2011-06-10,2011,Juni,10,0.47,2.76,6.0,2,5,False
2011-06-11,2011,Juni,11,0.04,0.49,1.0,2,5,False
2011-06-12,2011,Juni,12,-0.02,0.07,0.0,2,5,False
2011-06-13,2011,Juni,13,0.01,0.3,1.0,2,5,False
2011-06-14,2011,Juni,14,-0.02,0.09,0.0,2,5,False
2011-06-15,2011,Juni,15,-0.05,0.21,0.0,2,5,False
2011-06-16,2011,Juni,16,-0.03,0.03,0.0,2,5,False
2011-06-17,2011,Juni,17,-0.02,0.03,0.0,2,5,False
2011-06-18,2011,Juni,18,-0.03,0.05,0.0,2,5,False
2011-06-19,2011,Juni,19,-0.02,0.02,0.0,2,5,False
2011-06-20,2011,Juni,20,-0.03,0.03,0.0,2,5,False
2011-06-21,2011,Juni,21,-0.02,0.04,0.0,2,5,False
2011-06-22,2011,Juni,22,-0.02,0.03,0.0,2,5,False
2011-06-23,2011,Juni,23,-0.02,0.03,0.0,2,5,False
2011-06-24,2011,Juni,24,-0.02,0.02,0.0,2,5,False
2011-06-25,2011,Juni,25,-0.02,0.02,0.0,2,5,False
2011-06-26,2011,Juni,26,-0.02,0.03,0.0,2,5,False
2011-06-27,2011,Juni,27,-0.02,0.04,0.0,2,5,False
2011-06-28,2011,Juni,28,0.01,0.19,1.0,2,5,False
2011-06-29,2011,Juni,29,0.01,0.27,1.0,2,5,False
2011-06-30,2011,Juni,30,-0.02,0.04,0.0,2,5,False
2011-07-01,2011,Juli,1,0.0,0.18,1.0,2,5,False
2011-07-02,2011,Juli,2,0.13,0.62,4.0,2,5,False
2011-07-03,2011,Juli,3,0.05,0.23,1.0,2,5,False
2011-07-04,2011,Juli,4,0.03,0.44,1.0,2,5,False
2011-07-05,2011,Juli,5,0.18,1.54,1.0,2,5,False
2011-07-06,2011,Juli,6,0.0,0.26,1.0,2,5,False
2011-07-07,2011,Juli,7,0.01,0.21,1.0,2,5,False
2011-07-08,2011,Juli,8,0.02,0.3,1.0,2,5,False
2011-07-09,2011,Juli,9,0.0,0.02,0.0,2,5,False
2011-07-10,2011,Juli,10,,8.39,18.0,2,5,True
2011-07-11,2011,Juli,11,0.31,1.74,5.0,2,5,False
2011-07-12,2011,Juli,12,-0.01,0.11,1.0,2,5,False
2011-07-13,2011,Juli,13,-0.01,0.11,0.0,2,5,False
2011-07-14,2011,Juli,14,-0.02,0.02,0.0,2,5,False
2011-07-15,2011,Juli,15,-0.02,0.02,0.0,2,5,False
2011-07-16,2011,Juli,16,-0.01,0.1,1.0,2,5,False
2011-07-17,2011,Juli,17,-0.01,0.03,0.0,2,5,False
2011-07-18,2011,Juli,18,-0.01,0.03,0.0,2,5,False
2011-07-19,2011,Juli,19,0.0,0.12,1.0,2,5,False
2011-07-20,2011,Juli,20,0.07,0.9,1.0,2,5,False
2011-07-21,2011,Juli,21,-0.02,0.03,0.0,2,5,False
2011-07-22,2011,Juli,22,0.07,0.6,1.0,2,5,False
2011-07-23,2011,Juli,23,,6.54,16.0,2,5,True
2011-07-24,2011,Juli,24,1.75,3.46,36.0,2,5,False
2011-07-25,2011,Juli,25,,6.75,70.0,2,5,True
2011-07-26,2011,Juli,26,0.76,2.94,10.0,2,5,False
2011-07-27,2011,Juli,27,-0.03,0.02,0.0,2,5,False
2011-07-28,2011,Juli,28,0.19,1.87,1.0,2,5,False
2011-07-29,2011,Juli,29,0.38,1.7,8.0,2,5,False
2011-07-30,2011,Juli,30,0.05,0.28,1.0,2,5,False
2011-07-31,2011,Juli,31,-0.05,0.3,1.0,2,5,False
2011-08-01,2011,Agustus,1,-0.07,0.22,0.0,2,5,False
2011-08-02,2011,Agustus,2,-0.04,0.04,0.0,2,5,False
2011-08-03,2011,Agustus,3,-0.03,0.07,0.0,2,5,False
2011-08-04,2011,Agustus,4,-0.02,0.04,0.0,2,5,False
2011-08-05,2011,Agustus,5,-0.02,0.03,0.0,2,5,False
2011-08-06,2011,Agustus,6,0.0,0.06,0.0,2,5,False
2011-08-07,2011,Agustus,7,-0.02,0.07,0.0,2,5,False
2011-08-08,2011,Agustus,8,0.02,0.19,1.0,2,5,False
2011-08-09,2011,Agustus,9,-0.02,0.08,0.0,2,5,False
2011-08-10,2011,Agustus,10,-0.03,0.16,0.0,2,5,False
2011-08-11,2011,Agustus,11,0.02,0.62,1.0,2,5,False
2011-08-12,2011,Agustus,12,0.11,0.94,1.0,2,5,False
2011-08-13,2011,Agustus,13,,5.24,22.0,2,5,True
2011-08-14,2011,Agustus,14,0.47,1.41,13.0,2,5,False
2011-08-15,2011,Agustus,15,0.04,0.41,1.0,2,5,False
2011-08-16,2011,Agustus,16,0.52,1.33,15.0,2,5,False
2011-08-17,2011,Agustus,17,0.14,0.69,6.0,2,5,False
2011-08-18,2011,Agustus,18,0.15,1.03,3.0,2,5,False
2011-08-19,2011,Agustus,19,0.02,0.21,1.0,2,5,False
2011-08-20,2011,Agustus,20,0.08,0.71,3.0,2,5,False
2011-08-21,2011,Agustus,21,0.32,2.18,4.0,2,5,False
2011-08-22,2011,Agustus,22,0.02,0.35,1.0,2,5,False
2011-08-23,2011,Agustus,23,0.46,2.02,8.0,2,5,False
2011-08-24,2011,Agustus,24,0.04,0.21,1.0,2,5,False
2011-08-25,2011,Agustus,25,0.01,0.14,1.0,2,5,False
2011-08-26,2011,Agustus,26,0.02,0.17,1.0,2,5,False
2011-08-27,2011,Agustus,27,0.0,0.03,0.0,2,5,False
2011-08-28,2011,Agustus,28,0.0,0.03,0.0,2,5,False
2011-08-29,2011,Agustus,29,-0.01,0.03,0.0,2,5,False
2011-08-30,2011,Agustus,30,-0.01,0.04,0.0,2,5,False
2011-08-31,2011,Agustus,31,0.07,0.47,2.0,2,5,False
2011-09-01,2011,September,1,0.01,0.02,0.0,2,5,False
2011-09-02,2011,September,2,0.01,0.18,1.0,2,5,False
2011-09-03,2011,September,3,0.0,0.02,0.0,2,5,False
2011-09-04,2011,September,4,0.0,0.05,0.0,2,5,False
2011-09-05,2011,September,5,-0.01,0.04,0.0,2,5,False
2011-09-06,2011,September,6,0.11,0.97,1.0,2,5,False
2011-09-07,2011,September,7,0.57,1.95,10.0,2,5,False
2011-09-08,2011,September,8,0.0,0.03,0.0,2,5,False
2011-09-09,2011,September,9,0.18,1.57,2.0,2,5,False
2011-09-10,2011,September,10,-0.01,0.12,1.0,2,5,False
2011-09-11,2011,September,11,-0.01,0.1,1.0,2,5,False
2011-09-12,2011,September,12,0.67,2.37,12.0,2,5,False
2011-09-13,2011,September,13,0.47,1.76,9.0,2,5,False
2011-09-14,2011,September,14,0.09,1.08,1.0,2,5,False
2011-09-15,2011,September,15,-0.01,0.07,0.0,2,5,False
2011-09-16,2011,September,16,-0.02,0.03,0.0,2,5,False
2011-09-17,2011,September,17,-0.01,0.05,0.0,2,5,False
2011-09-18,2011,September,18,-0.01,0.02,0.0,2,5,False
2011-09-19,2011,September,19,-0.01,0.08,0.0,2,5,False
2011-09-20,2011,September,20,0.29,1.6,4.0,2,5,False
2011-09-21,2011,September,21,-0.02,0.02,0.0,2,5,False
2011-09-22,2011,September,22,0.0,0.14,1.0,2,5,False
2011-09-23,2011,September,23,0.13,1.13,2.0,2,5,False
2011-09-24,2011,September,24,-0.01,0.02,0.0,2,5,False
2011-09-25,2011,September,25,-0.01,0.01,0.0,2,5,False
2011-09-26,2011,September,26,-0.01,0.01,0.0,2,5,False
2011-09-27,2011,September,27,-0.01,0.02,0.0,2,5,False
2011-09-28,2011,September,28,0.08,0.97,1.0,2,5,False
2011-09-29,2011,September,29,-0.01,0.03,0.0,2,5,False
2011-09-30,2011,September,30,-0.01,0.03,0.0,2,5,False
2011-10-01,2011,Oktober,1,-0.01,0.03,0.0,2,5,False
2011-10-02,2011,Oktober,2,-0.01,0.06,0.0,2,5,False
2011-10-03,2011,Oktober,3,0.02,0.32,2.0,2,5,False
2011-10-04,2011,Oktober,4,-0.01,0.02,0.0,2,5,False
2011-10-05,2011,Oktober,5,0.08,0.66,1.0,2,5,False
2011-10-06,2011,Oktober,6,-0.01,0.03,0.0,2,5,False
2011-10-07,2011,Oktober,7,0.85,4.73,7.0,2,5,False
2011-10-08,2011,Oktober,8,1.41,4.54,18.0,2,5,False
2011-10-09,2011,Oktober,9,0.52,2.63,6.0,2,5,False
2011-10-10,2011,Oktober,10,0.32,1.92,3.0,2,5,False
2011-10-11,2011,Oktober,11,0.4,1.47,10.0,2,5,False
2011-10-12,2011,Oktober,12,0.06,0.29,2.0,2,5,False
2011-10-13,2011,Oktober,13,-0.01,0.01,0.0,2,5,False
2011-10-14,2011,Oktober,14,-0.01,0.04,0.0,2,5,False
2011-10-15,2011,Oktober,15,0.05,0.5,1.0,2,5,False
2011-10-16,2011,Oktober,16,0.24,1.24,5.0,2,5,False
2011-10-17,2011,Oktober,17,,7.29,24.0,2,5,True
2011-10-18,2011,Oktober,18,-0.01,0.03,0.0,2,5,False
2011-10-19,2011,Oktober,19,0.0,0.03,0.0,2,5,False
2011-10-20,2011,Oktober,20,0.0,0.02,0.0,2,5,False
2011-10-21,2011,Oktober,21,0.11,0.9,2.0,2,5,False
2011-10-22,2011,Oktober,22,0.15,0.82,4.0,2,5,False
2011-10-23,2011,Oktober,23,0.44,3.07,4.0,2,5,False
2011-10-24,2011,Oktober,24,0.11,0.88,2.0,2,5,False
2011-10-25,2011,Oktober,25,0.13,1.38,1.0,2,5,False
2011-10-26,2011,Oktober,26,0.0,0.01,0.0,2,5,False
2011-10-27,2011,Oktober,27,0.03,0.22,1.0,2,5,False
2011-10-28,2011,Oktober,28,0.76,4.1,5.0,2,5,False
2011-10-29,2011,Oktober,29,0.0,0.03,0.0,2,5,False
2011-10-30,2011,Oktober,30,0.3,1.77,4.0,2,5,False
2011-10-31,2011,Oktober,31,0.16,1.05,4.0,2,5,False
2011-11-01,2011,November,1,0.5,2.17,8.0,2,5,False
2011-11-02,2011,November,2,0.22,0.87,6.0,2,5,False
2011-11-03,2011,November,3,0.0,0.03,0.0,2,5,False
2011-11-04,2011,November,4,0.0,0.09,0.0,2,5,False
2011-11-05,2011,November,5,0.0,0.01,0.0,2,5,False
2011-11-06,2011,November,6,0.0,0.01,0.0,2,5,False
2011-11-07,2011,November,7,0.0,0.01,0.0,2,5,False
2011-11-08,2011,November,8,0.01,0.1,1.0,2,5,False
2011-11-09,2011,November,9,0.0,0.02,0.0,2,5,False
2011-11-10,2011,November,10,0.35,1.66,6.0,2,5,False
2011-11-11,2011,November,11,0.65,4.21,4.0,2,5,False
2011-11-12,2011,November,12,0.0,0.01,0.0,2,5,False
2011-11-13,2011,November,13,0.0,0.02,0.0,2,5,False
2011-11-14,2011,November,14,0.0,0.03,0.0,2,5,False
2011-11-15,2011,November,15,0.1,0.73,3.0,2,5,False
2011-11-16,2011,November,16,0.03,0.35,1.0,2,5,False
2011-11-17,2011,November,17,0.13,0.79,4.0,2,5,False
2011-11-18,2011,November,18,0.0,0.09,0.0,2,5,False
2011-11-19,2011,November,19,-0.02,0.03,0.0,2,5,False
2011-11-20,2011,November,20,-0.02,0.02,0.0,2,5,False
2011-11-21,2011,November,21,1.22,5.13,19.0,2,5,False
2011-11-22,2011,November,22,1.35,6.28,9.0,2,5,False
2011-11-23,2011,November,23,0.16,0.77,4.0,2,5,False
2011-11-24,2011,November,24,0.31,1.65,4.0,2,5,False
2011-11-25,2011,November,25,0.92,3.6,11.0,2,5,False
2011-11-26,2011,November,26,,8.85,34.0,2,5,True
2011-11-27,2011,November,27,0.0,0.12,1.0,2,5,False
2011-11-28,2011,November,28,0.13,1.16,2.0,2,5,False
2011-11-29,2011,November,29,-0.02,0.03,0.0,2,5,False
2011-11-30,2011,November,30,-0.01,0.03,0.0,2,5,False
2011-12-01,2011,Desember,1,0.96,1.47,32.0,2,5,False
2011-12-02,2011,Desember,2,-0.01,0.02,0.0,2,5,False
2011-12-03,2011,Desember,3,0.39,2.17,6.0,2,5,False
2011-12-04,2011,Desember,4,0.03,0.31,1.0,2,5,False
2011-12-05,2011,Desember,5,0.0,0.02,0.0,2,5,False
2011-12-06,2011,Desember,6,-0.01,0.03,0.0,2,5,False
2011-12-07,2011,Desember,7,0.0,0.01,0.0,2,5,False
2011-12-08,2011,Desember,8,1.06,5.46,6.0,2,5,False
2011-12-09,2011,Desember,9,0.04,0.34,1.0,2,5,False
2011-12-10,2011,Desember,10,0.06,0.49,1.0,2,5,False
2011-12-11,2011,Desember,11,0.25,1.66,2.0,2,5,False
2011-12-12,2011,Desember,12,0.13,0.72,3.0,2,5,False
2011-12-13,2011,Desember,13,,7.67,21.0,2,5,True
2011-12-14,2011,Desember,14,-0.03,0.02,0.0,2,5,False
2011-12-15,2011,Desember,15,-0.02,0.02,0.0,2,5,False
2011-12-16,2011,Desember,16,0.04,0.38,1.0,2,5,False
2011-12-17,2011,Desember,17,0.25,1.42,5.0,2,5,False
2011-12-18,2011,Desember,18,1.18,2.8,20.0,2,5,False
2011-12-19,2011,Desember,19,0.0,0.13,1.0,2,5,False
2011-12-20,2011,Desember,20,-0.01,0.06,0.0,2,5,False
2011-12-21,2011,Desember,21,-0.02,0.06,0.0,2,5,False
