Date,Year,Month,Day,SWRad,StDev,Max
2005-03-23,2005,3,23,1378.07,2,5
2005-03-24,2005,3,24,1167.27,2,5
2005-03-25,2005,3,25,1319.84,2,5
2005-03-26,2005,3,26,503.26,2,5
2005-03-27,2005,3,27,1098.65,2,5
2005-03-28,2005,3,28,653.58,2,5
2005-03-29,2005,3,29,1252.58,2,5
2005-03-30,2005,3,30,1333.83,2,5
2005-03-31,2005,3,31,1188.93,2,5
2005-04-01,2005,4,1,779.06,2,5
2005-04-02,2005,4,2,1228.2,2,5
2005-04-03,2005,4,3,1182.61,2,5
2005-04-04,2005,4,4,1110.39,2,5
2005-04-05,2005,4,5,1158.69,2,5
2005-04-06,2005,4,6,1105.88,2,5
2005-04-07,2005,4,7,1086.47,2,5
2005-04-08,2005,4,8,1108.13,2,5
2005-04-09,2005,4,9,1124.83,2,5
2005-04-10,2005,4,10,1115.36,2,5
2005-04-11,2005,4,11,1084.21,2,5
2005-04-12,2005,4,12,1182.61,2,5
2005-04-13,2005,4,13,879.73,2,5
2005-04-14,2005,4,14,1206.54,2,5
2005-04-15,2005,4,15,1485.05,2,5
2005-04-16,2005,4,16,1388.45,2,5
2005-04-17,2005,4,17,1143.34,2,5
2005-04-18,2005,4,18,1235.88,2,5
2005-04-19,2005,4,19,1098.65,2,5
2005-04-20,2005,4,20,1149.66,2,5
2005-04-21,2005,4,21,1233.62,2,5
2005-04-22,2005,4,22,1234.07,2,5
2005-04-23,2005,4,23,1135.22,2,5
2005-04-24,2005,4,24,1216.92,2,5
2005-04-25,2005,4,25,1206.54,2,5
2005-04-26,2005,4,26,1127.09,2,5
2005-04-27,2005,4,27,1072.47,2,5
2005-04-28,2005,4,28,1126.64,2,5
2005-04-29,2005,4,29,1038.17,2,5
2005-04-30,2005,4,30,1061.64,2,5
2005-05-01,2005,5,1,1157.34,2,5
2005-05-02,2005,5,2,1169.07,2,5
2005-05-03,2005,5,3,153.88,2,5
2005-05-04,2005,5,4,203.53,2,5
2005-05-05,2005,5,5,1230.46,2,5
2005-05-06,2005,5,6,1201.57,2,5
2005-05-07,2005,5,7,191.34,2,5
2005-05-08,2005,5,8,412.08,2,5
2005-05-09,2005,5,9,914.03,2,5
2005-05-10,2005,5,10,862.12,2,5
2005-05-11,2005,5,11,1202.93,2,5
2005-05-12,2005,5,12,903.2,2,5
2005-05-13,2005,5,13,970.46,2,5
2005-05-14,2005,5,14,1122.13,2,5
2005-05-15,2005,5,15,1076.08,2,5
2005-05-16,2005,5,16,1120.77,2,5
2005-05-17,2005,5,17,1177.65,2,5
2005-05-18,2005,5,18,1126.19,2,5
2005-05-19,2005,5,19,1161.4,2,5
2005-05-20,2005,5,20,1105.88,2,5
2005-05-21,2005,5,21,1089.63,2,5
2005-05-22,2005,5,22,1016.95,2,5
2005-05-23,2005,5,23,1126.64,2,5
2005-05-24,2005,5,24,661.7,2,5
2005-05-25,2005,5,25,906.81,2,5
2005-05-26,2005,5,26,1018.3,2,5
2005-05-27,2005,5,27,1178.55,2,5
2005-05-28,2005,5,28,1126.64,2,5
2005-05-29,2005,5,29,1049.9,2,5
2005-05-30,2005,5,30,1215.11,2,5
2005-05-31,2005,5,31,1129.35,2,5
2005-06-01,2005,6,1,1116.71,2,5
2005-06-02,2005,6,2,1143.34,2,5
2005-06-03,2005,6,3,1121.67,2,5
2005-06-04,2005,6,4,758.75,2,5
2005-06-05,2005,6,5,1054.42,2,5
2005-06-06,2005,6,6,1059.83,2,5
2005-06-07,2005,6,7,1084.21,2,5
2005-06-08,2005,6,8,1053.51,2,5
2005-06-09,2005,6,9,1116.71,2,5
2005-06-10,2005,6,10,915.39,2,5
2005-06-11,2005,6,11,964.14,2,5
2005-06-12,2005,6,12,1191.64,2,5
2005-06-13,2005,6,13,1049.45,2,5
2005-06-14,2005,6,14,307.81,2,5
2005-06-15,2005,6,15,991.67,2,5
2005-06-16,2005,6,16,434.2,2,5
2005-06-17,2005,6,17,659.44,2,5
2005-06-18,2005,6,18,991.22,2,5
2005-06-19,2005,6,19,1054.42,2,5
2005-06-20,2005,6,20,969.55,2,5
2005-06-21,2005,6,21,1105.42,2,5
2005-06-22,2005,6,22,1004.31,2,5
2005-06-23,2005,6,23,1029.14,2,5
2005-06-24,2005,6,24,1000.7,2,5
2005-06-25,2005,6,25,1062.09,2,5
2005-06-26,2005,6,26,715.42,2,5
2005-06-27,2005,6,27,1311.26,2,5
2005-06-28,2005,6,28,1083.31,2,5
2005-06-29,2005,6,29,1114.0,2,5
2005-06-30,2005,6,30,1062.99,2,5
2005-07-01,2005,7,1,1061.64,2,5
2005-07-02,2005,7,2,1274.7,2,5
2005-07-03,2005,7,3,1082.85,2,5
2005-07-04,2005,7,4,1273.34,2,5
2005-07-05,2005,7,5,1019.21,2,5
2005-07-06,2005,7,6,1024.62,2,5
2005-07-07,2005,7,7,1074.73,2,5
2005-07-08,2005,7,8,1134.31,2,5
2005-07-09,2005,7,9,1121.67,2,5
2005-07-10,2005,7,10,457.22,2,5
2005-07-11,2005,7,11,995.73,2,5
2005-07-12,2005,7,12,215.27,2,5
2005-07-13,2005,7,13,1010.63,2,5
2005-07-14,2005,7,14,907.26,2,5
2005-07-15,2005,7,15,1018.3,2,5
2005-07-16,2005,7,16,1039.52,2,5
2005-07-17,2005,7,17,1284.18,2,5
2005-07-18,2005,7,18,1054.87,2,5
2005-07-19,2005,7,19,485.2,2,5
2005-07-20,2005,7,20,1047.19,2,5
2005-07-21,2005,7,21,1034.1,2,5
2005-07-22,2005,7,22,1007.92,2,5
2005-07-23,2005,7,23,1116.71,2,5
2005-07-24,2005,7,24,1350.53,2,5
2005-07-25,2005,7,25,1187.58,2,5
2005-07-26,2005,7,26,1214.21,2,5
2005-07-27,2005,7,27,1103.17,2,5
2005-07-28,2005,7,28,1152.37,2,5
2005-07-29,2005,7,29,1127.54,2,5
2005-07-30,2005,7,30,1079.24,2,5
2005-07-31,2005,7,31,1142.44,2,5
2005-08-01,2005,8,1,984.9,2,5
2005-08-02,2005,8,2,973.62,2,5
2005-08-03,2005,8,3,1047.65,2,5
2005-08-04,2005,8,4,1073.38,2,5
2005-08-05,2005,8,5,1069.76,2,5
2005-08-06,2005,8,6,1030.04,2,5
2005-08-07,2005,8,7,1067.96,2,5
2005-08-08,2005,8,8,1126.19,2,5
2005-08-09,2005,8,9,1084.21,2,5
2005-08-10,2005,8,10,1081.05,2,5
2005-08-11,2005,8,11,1186.22,2,5
2005-08-12,2005,8,12,961.43,2,5
2005-08-13,2005,8,13,1234.07,2,5
2005-08-14,2005,8,14,1089.63,2,5
2005-08-15,2005,8,15,1094.14,2,5
2005-08-16,2005,8,16,1086.47,2,5
2005-08-17,2005,8,17,1119.87,2,5
2005-08-18,2005,8,18,933.89,2,5
2005-08-19,2005,8,19,468.95,2,5
2005-08-20,2005,8,20,1200.22,2,5
2005-08-21,2005,8,21,491.52,2,5
2005-08-22,2005,8,22,1206.99,2,5
2005-08-23,2005,8,23,1067.51,2,5
2005-08-24,2005,8,24,782.22,2,5
2005-08-25,2005,8,25,1022.37,2,5
2005-08-26,2005,8,26,1260.25,2,5
2005-08-27,2005,8,27,1094.59,2,5
2005-08-28,2005,8,28,1082.4,2,5
2005-08-29,2005,8,29,1160.04,2,5
2005-08-30,2005,8,30,1193.9,2,5
2005-08-31,2005,8,31,1188.03,2,5
2005-09-01,2005,9,1,380.48,2,5
2005-09-02,2005,9,2,751.08,2,5
2005-09-03,2005,9,3,555.17,2,5
2005-09-04,2005,9,4,1186.22,2,5
2005-09-05,2005,9,5,1245.36,2,5
2005-09-06,2005,9,6,1048.1,2,5
2005-09-07,2005,9,7,1225.04,2,5
2005-09-08,2005,9,8,1303.14,2,5
2005-09-09,2005,9,9,1197.96,2,5
2005-09-10,2005,9,10,1147.86,2,5
2005-09-11,2005,9,11,1178.55,2,5
2005-09-12,2005,9,12,1239.04,2,5
2005-09-13,2005,9,13,1094.59,2,5
2005-09-14,2005,9,14,1393.42,2,5
2005-09-15,2005,9,15,1183.06,2,5
2005-09-16,2005,9,16,1247.16,2,5
2005-09-17,2005,9,17,1174.94,2,5
2005-09-18,2005,9,18,1238.59,2,5
2005-09-19,2005,9,19,1225.04,2,5
2005-09-20,2005,9,20,1167.27,2,5
2005-09-21,2005,9,21,1095.49,2,5
2005-09-22,2005,9,22,1118.06,2,5
2005-09-23,2005,9,23,1104.07,2,5
2005-09-24,2005,9,24,1203.83,2,5
2005-09-25,2005,9,25,1190.29,2,5
2005-09-26,2005,9,26,1128.45,2,5
2005-09-27,2005,9,27,1492.72,2,5
2005-09-28,2005,9,28,1267.93,2,5
2005-09-29,2005,9,29,1179.0,2,5
2005-09-30,2005,9,30,1264.77,2,5
2005-10-01,2005,10,1,383.19,2,5
2005-10-02,2005,10,2,1115.36,2,5
2005-10-03,2005,10,3,1271.09,2,5
2005-10-04,2005,10,4,417.95,2,5
2005-10-05,2005,10,5,1153.72,2,5
2005-10-06,2005,10,6,1152.82,2,5
2005-10-07,2005,10,7,1288.69,2,5
2005-10-08,2005,10,8,1355.95,2,5
2005-10-09,2005,10,9,1264.77,2,5
2005-10-10,2005,10,10,659.44,2,5
2005-10-11,2005,10,11,1351.89,2,5
2005-10-12,2005,10,12,425.17,2,5
2005-10-13,2005,10,13,1389.8,2,5
2005-10-14,2005,10,14,412.08,2,5
2005-10-15,2005,10,15,1304.94,2,5
2005-10-16,2005,10,16,432.84,2,5
2005-10-17,2005,10,17,1058.93,2,5
2005-10-18,2005,10,18,1160.04,2,5
2005-10-19,2005,10,19,1180.36,2,5
2005-10-20,2005,10,20,1346.47,2,5
2005-10-21,2005,10,21,1272.89,2,5
2005-10-22,2005,10,22,1245.81,2,5
2005-10-23,2005,10,23,1109.49,2,5
2005-10-24,2005,10,24,1172.68,2,5
2005-10-25,2005,10,25,1264.32,2,5
2005-10-26,2005,10,26,706.84,2,5
2005-10-27,2005,10,27,1411.47,2,5
2005-10-28,2005,10,28,1355.5,2,5
2005-10-29,2005,10,29,1413.73,2,5
2005-10-30,2005,10,30,1035.91,2,5
2005-10-31,2005,10,31,1218.73,2,5
2005-11-01,2005,11,1,703.68,2,5
2005-11-02,2005,11,2,861.67,2,5
2005-11-03,2005,11,3,922.61,2,5
2005-11-04,2005,11,4,1131.15,2,5
2005-11-05,2005,11,5,1095.95,2,5
2005-11-06,2005,11,6,1115.36,2,5
2005-11-07,2005,11,7,1163.2,2,5
2005-11-08,2005,11,8,1199.77,2,5
2005-11-09,2005,11,9,1211.05,2,5
2005-11-10,2005,11,10,1115.36,2,5
2005-11-11,2005,11,11,1355.5,2,5
2005-11-12,2005,11,12,1219.63,2,5
2005-11-13,2005,11,13,1205.63,2,5
2005-11-14,2005,11,14,489.27,2,5
2005-11-15,2005,11,15,660.35,2,5
2005-11-16,2005,11,16,351.14,2,5
2005-11-17,2005,11,17,1229.56,2,5
2005-11-18,2005,11,18,990.77,2,5
2005-11-19,2005,11,19,866.18,2,5
2005-11-20,2005,11,20,1081.95,2,5
2005-11-21,2005,11,21,1190.29,2,5
2005-11-22,2005,11,22,1074.73,2,5
2005-11-23,2005,11,23,905.0,2,5
2005-11-24,2005,11,24,1119.42,2,5
2005-11-25,2005,11,25,1151.02,2,5
2005-11-26,2005,11,26,735.73,2,5
2005-11-27,2005,11,27,819.24,2,5
2005-11-28,2005,11,28,1056.67,2,5
2005-11-29,2005,11,29,1384.39,2,5
2005-11-30,2005,11,30,1035.91,2,5
2005-12-01,2005,12,1,1093.24,2,5
2005-12-02,2005,12,2,1142.89,2,5
2005-12-03,2005,12,3,934.8,2,5
2005-12-04,2005,12,4,831.88,2,5
2005-12-05,2005,12,5,1355.05,2,5
2005-12-06,2005,12,6,1266.12,2,5
2005-12-07,2005,12,7,725.8,2,5
2005-12-08,2005,12,8,1159.59,2,5
2005-12-09,2005,12,9,1026.43,2,5
2005-12-10,2005,12,10,1251.68,2,5
2005-12-11,2005,12,11,945.63,2,5
2005-12-12,2005,12,12,1176.29,2,5
2005-12-13,2005,12,13,1039.97,2,5
2005-12-14,2005,12,14,257.25,2,5
2005-12-15,2005,12,15,1108.13,2,5
2005-12-16,2005,12,16,1072.02,2,5
2005-12-17,2005,12,17,1036.36,2,5
2005-12-18,2005,12,18,1099.56,2,5
2005-12-19,2005,12,19,1054.42,2,5
2005-12-20,2005,12,20,760.11,2,5
2005-12-21,2005,12,21,1189.38,2,5
2005-12-22,2005,12,22,1161.4,2,5
2005-12-23,2005,12,23,1230.01,2,5
2005-12-24,2005,12,24,1271.09,2,5
2005-12-25,2005,12,25,1127.54,2,5
2005-12-26,2005,12,26,1021.46,2,5
2005-12-27,2005,12,27,976.32,2,5
2005-12-28,2005,12,28,337.6,2,5
2005-12-29,2005,12,29,1238.59,2,5
2005-12-30,2005,12,30,1155.98,2,5
2005-12-31,2005,12,31,1093.69,2,5
2006-01-01,2006,1,1,1032.75,2,5
2006-01-02,2006,1,2,1095.49,2,5
2006-01-03,2006,1,3,1086.47,2,5
2006-01-04,2006,1,4,1035.46,2,5
2006-01-05,2006,1,5,1062.54,2,5
2006-01-06,2006,1,6,1205.18,2,5
2006-01-07,2006,1,7,838.65,2,5
2006-01-08,2006,1,8,1177.65,2,5
2006-01-09,2006,1,9,858.06,2,5
2006-01-10,2006,1,10,928.03,2,5
2006-01-11,2006,1,11,651.77,2,5
2006-01-12,2006,1,12,1175.84,2,5
2006-01-13,2006,1,13,1176.75,2,5
2006-01-14,2006,1,14,1154.18,2,5
2006-01-15,2006,1,15,1050.81,2,5
2006-01-16,2006,1,16,542.08,2,5
2006-01-17,2006,1,17,1156.88,2,5
2006-01-18,2006,1,18,1351.44,2,5
2006-01-19,2006,1,19,1292.3,2,5
2006-01-20,2006,1,20,1226.85,2,5
2006-01-21,2006,1,21,1131.61,2,5
2006-01-22,2006,1,22,510.93,2,5
2006-01-23,2006,1,23,1157.79,2,5
2006-01-24,2006,1,24,1149.66,2,5
2006-01-25,2006,1,25,1147.86,2,5
2006-01-26,2006,1,26,1072.02,2,5
2006-01-27,2006,1,27,1179.9,2,5
2006-01-28,2006,1,28,1123.48,2,5
2006-01-29,2006,1,29,1214.21,2,5
2006-01-30,2006,1,30,1190.74,2,5
2006-01-31,2006,1,31,1288.24,2,5
2006-02-01,2006,2,1,1251.68,2,5
2006-02-02,2006,2,2,1185.77,2,5
2006-02-03,2006,2,3,1100.01,2,5
2006-02-04,2006,2,4,1144.24,2,5
2006-02-05,2006,2,5,1123.48,2,5
2006-02-06,2006,2,6,1151.92,2,5
2006-02-07,2006,2,7,1239.94,2,5
2006-02-08,2006,2,8,1133.41,2,5
2006-02-09,2006,2,9,1132.96,2,5
2006-02-10,2006,2,10,1131.15,2,5
2006-02-11,2006,2,11,1145.15,2,5
2006-02-12,2006,2,12,1065.7,2,5
2006-02-13,2006,2,13,331.28,2,5
2006-02-14,2006,2,14,1224.14,2,5
2006-02-15,2006,2,15,1417.79,2,5
2006-02-16,2006,2,16,1127.99,2,5
2006-02-17,2006,2,17,1110.84,2,5
2006-02-18,2006,2,18,1215.57,2,5
2006-02-19,2006,2,19,1062.54,2,5
2006-02-20,2006,2,20,1233.17,2,5
2006-02-21,2006,2,21,1192.54,2,5
2006-02-22,2006,2,22,1205.18,2,5
2006-02-23,2006,2,23,1324.35,2,5
2006-02-24,2006,2,24,876.11,2,5
2006-02-25,2006,2,25,1179.45,2,5
2006-02-26,2006,2,26,1266.12,2,5
2006-02-27,2006,2,27,1169.97,2,5
2006-02-28,2006,2,28,1218.73,2,5
2006-03-01,2006,3,1,1200.22,2,5
2006-03-02,2006,3,2,1211.05,2,5
2006-03-03,2006,3,3,1095.49,2,5
2006-03-04,2006,3,4,1113.1,2,5
2006-03-05,2006,3,5,1183.06,2,5
2006-03-06,2006,3,6,1157.79,2,5
2006-03-07,2006,3,7,1087.37,2,5
2006-03-08,2006,3,8,1092.79,2,5
2006-03-09,2006,3,9,1259.8,2,5
2006-03-10,2006,3,10,1155.08,2,5
2006-03-11,2006,3,11,1103.17,2,5
2006-03-12,2006,3,12,1188.93,2,5
2006-03-13,2006,3,13,1171.78,2,5
2006-03-14,2006,3,14,1057.58,2,5
2006-03-15,2006,3,15,570.52,2,5
2006-03-16,2006,3,16,1226.85,2,5
2006-03-17,2006,3,17,1136.12,2,5
2006-03-18,2006,3,18,1254.84,2,5
2006-03-19,2006,3,19,455.41,2,5
2006-03-20,2006,3,20,1071.57,2,5
2006-03-21,2006,3,21,500.1,2,5
2006-03-22,2006,3,22,1186.68,2,5
2006-03-23,2006,3,23,876.57,2,5
2006-03-24,2006,3,24,1085.56,2,5
2006-03-25,2006,3,25,1362.27,2,5
2006-03-26,2006,3,26,1121.22,2,5
2006-03-27,2006,3,27,1165.46,2,5
2006-03-28,2006,3,28,1185.32,2,5
2006-03-29,2006,3,29,932.09,2,5
2006-03-30,2006,3,30,1119.87,2,5
2006-03-31,2006,3,31,1071.12,2,5
2006-04-01,2006,4,1,1190.29,2,5
2006-04-02,2006,4,2,1176.75,2,5
2006-04-03,2006,4,3,1167.27,2,5
2006-04-04,2006,4,4,1129.8,2,5
2006-04-05,2006,4,5,1188.48,2,5
2006-04-06,2006,4,6,1183.06,2,5
2006-04-07,2006,4,7,1101.36,2,5
2006-04-08,2006,4,8,1058.93,2,5
2006-04-09,2006,4,9,1010.18,2,5
2006-04-10,2006,4,10,1180.81,2,5
2006-04-11,2006,4,11,1123.03,2,5
2006-04-12,2006,4,12,1167.27,2,5
2006-04-13,2006,4,13,1144.7,2,5
2006-04-14,2006,4,14,1166.36,2,5
2006-04-15,2006,4,15,1165.46,2,5
2006-04-16,2006,4,16,1300.43,2,5
2006-04-17,2006,4,17,1301.33,2,5
2006-04-18,2006,4,18,1115.81,2,5
2006-04-19,2006,4,19,555.62,2,5
2006-04-20,2006,4,20,303.74,2,5
2006-04-21,2006,4,21,1166.81,2,5
2006-04-22,2006,4,22,255.44,2,5
2006-04-23,2006,4,23,635.07,2,5
2006-04-24,2006,4,24,957.82,2,5
2006-04-25,2006,4,25,949.24,2,5
2006-04-26,2006,4,26,1133.41,2,5
2006-04-27,2006,4,27,1073.83,2,5
2006-04-28,2006,4,28,1124.83,2,5
2006-04-29,2006,4,29,1161.85,2,5
2006-04-30,2006,4,30,1065.25,2,5
2006-05-01,2006,5,1,1001.6,2,5
2006-05-02,2006,5,2,1158.69,2,5
2006-05-03,2006,5,3,1106.78,2,5
2006-05-04,2006,5,4,1097.75,2,5
2006-05-05,2006,5,5,1040.87,2,5
2006-05-06,2006,5,6,1094.59,2,5
2006-05-07,2006,5,7,1027.33,2,5
2006-05-08,2006,5,8,816.98,2,5
2006-05-09,2006,5,9,1190.74,2,5
2006-05-10,2006,5,10,1016.05,2,5
2006-05-11,2006,5,11,988.06,2,5
2006-05-12,2006,5,12,1207.44,2,5
2006-05-13,2006,5,13,1055.77,2,5
2006-05-14,2006,5,14,1138.83,2,5
2006-05-15,2006,5,15,1021.46,2,5
2006-05-16,2006,5,16,1053.97,2,5
2006-05-17,2006,5,17,268.08,2,5
2006-05-18,2006,5,18,1121.22,2,5
2006-05-19,2006,5,19,990.77,2,5
2006-05-20,2006,5,20,750.63,2,5
2006-05-21,2006,5,21,844.07,2,5
2006-05-22,2006,5,22,1033.65,2,5
2006-09-12,2006,9,12,1317.65,2,1
2006-09-13,2006,9,13,816.05,2,1
2006-09-14,2006,9,14,1211.63,2,1
2006-09-15,2006,9,15,901.99,2,1
2006-09-16,2006,9,16,986.33,2,1
2006-09-17,2006,9,17,1178.7,2,1
2006-09-18,2006,9,18,1069.46,2,1
2006-09-19,2006,9,19,1077.09,2,1
2006-09-20,2006,9,20,1057.41,2,1
2006-09-21,2006,9,21,1123.68,2,1
2006-09-22,2006,9,22,1203.19,2,1
2006-09-23,2006,9,23,1124.48,2,1
2006-09-24,2006,9,24,1136.13,2,1
2006-09-25,2006,9,25,1163.44,2,1
2006-09-26,2006,9,26,1293.15,2,1
2006-09-27,2006,9,27,1136.13,2,1
2006-09-28,2006,9,28,1132.11,2,1
2006-09-29,2006,9,29,1227.29,2,1
2006-09-30,2006,9,30,1158.21,2,1
2006-10-01,2006,10,1,1135.72,2,1
2006-10-02,2006,10,2,1204.0,2,1
2006-10-03,2006,10,3,1116.85,2,1
2006-10-04,2006,10,4,1114.44,2,1
2006-10-05,2006,10,5,1095.97,2,1
2006-10-06,2006,10,6,1105.6,2,1
2006-10-07,2006,10,7,1102.79,2,1
2006-10-08,2006,10,8,1130.1,2,1
2006-10-09,2006,10,9,1213.23,2,1
2006-10-10,2006,10,10,1125.28,2,1
2006-10-11,2006,10,11,636.94,2,1
2006-10-12,2006,10,12,1149.78,2,1
2006-10-13,2006,10,13,1139.34,2,1
2006-10-14,2006,10,14,1242.15,2,1
2006-10-15,2006,10,15,1196.77,2,1
2006-10-16,2006,10,16,1083.12,2,1
2006-10-17,2006,10,17,1356.2,2,1
2006-10-18,2006,10,18,1032.92,2,1
2006-10-19,2006,10,19,1157.81,2,1
2006-10-20,2006,10,20,647.38,2,1
2006-10-21,2006,10,21,1131.31,2,1
2006-10-22,2006,10,22,953.0,2,1
2006-10-23,2006,10,23,1021.67,2,1
2006-10-24,2006,10,24,1176.69,2,1
2006-10-25,2006,10,25,592.36,2,1
2006-10-26,2006,10,26,1014.04,2,1
2006-10-27,2006,10,27,1075.48,2,1
2006-10-28,2006,10,28,959.42,2,1
2006-10-29,2006,10,29,1203.6,2,1
2006-10-30,2006,10,30,1232.11,2,1
2006-10-31,2006,10,31,1040.95,2,1
2007-09-29,2007,9,29,1168.45,2,1
2007-09-30,2007,9,30,413.19,2,1
2007-10-01,2007,10,1,1117.17,2,1
2007-10-02,2007,10,2,1210.48,2,1
2007-10-03,2007,10,3,1182.3,2,1
2007-10-04,2007,10,4,1137.03,2,1
2007-10-05,2007,10,5,1136.11,2,1
2007-10-06,2007,10,6,771.19,2,1
2007-10-07,2007,10,7,1010.0,2,1
2007-10-08,2007,10,8,1116.25,2,1
2007-10-09,2007,10,9,276.0,2,1
2007-10-10,2007,10,10,1155.51,2,1
2007-10-11,2007,10,11,1116.71,2,1
2007-10-12,2007,10,12,1200.78,2,1
2007-10-13,2007,10,13,356.84,2,1
2007-10-14,2007,10,14,1146.74,2,1
2007-10-15,2007,10,15,1155.97,2,1
2007-10-16,2007,10,16,336.51,2,1
2007-10-17,2007,10,17,235.35,2,1
2007-10-18,2007,10,18,1157.82,2,1
2007-10-19,2007,10,19,1208.63,2,1
2007-10-20,2007,10,20,626.14,2,1
2007-10-21,2007,10,21,1083.45,2,1
2007-10-22,2007,10,22,1194.78,2,1
2007-10-23,2007,10,23,1301.02,2,1
2007-10-24,2007,10,24,1087.15,2,1
2007-10-25,2007,10,25,1250.67,2,1
2007-10-26,2007,10,26,1210.48,2,1
2007-10-27,2007,10,27,1236.35,2,1
2007-10-28,2007,10,28,1119.48,2,1
2007-10-29,2007,10,29,1193.39,2,1
2007-10-30,2007,10,30,1057.12,2,1
2007-10-31,2007,10,31,1137.03,2,1
2007-11-01,2007,11,1,1350.45,2,1
2007-11-02,2007,11,2,1109.78,2,1
2007-11-03,2007,11,3,1269.61,2,1
2007-11-04,2007,11,4,917.62,2,1
2007-11-05,2007,11,5,1307.02,2,1
2007-11-06,2007,11,6,1335.66,2,1
2007-11-07,2007,11,7,1234.96,2,1
2007-11-08,2007,11,8,330.97,2,1
2007-11-09,2007,11,9,1035.87,2,1
2007-11-10,2007,11,10,1274.23,2,1
2007-11-11,2007,11,11,1060.35,2,1
2007-11-12,2007,11,12,1306.56,2,1
2007-11-13,2007,11,13,1160.59,2,1
2007-11-14,2007,11,14,1276.07,2,1
2007-11-15,2007,11,15,1239.12,2,1
2007-11-16,2007,11,16,1149.97,2,1
2007-11-17,2007,11,17,1135.19,2,1
2007-11-18,2007,11,18,1031.25,2,1
2007-11-19,2007,11,19,1179.07,2,1
2007-11-20,2007,11,20,1249.28,2,1
2007-11-21,2007,11,21,1080.68,2,1
