Date,Year,Month,Day,RH,Q,S
2012-12-07,2012,Desember,7,76.7,2,1
2012-12-08,2012,Desember,8,72.9,2,1
2012-12-09,2012,Desember,9,69.4,2,1
2012-12-10,2012,Desember,10,68.7,2,1
2012-12-11,2012,Desember,11,71.0,2,1
2012-12-12,2012,Desember,12,73.2,2,1
2012-12-13,2012,Desember,13,78.9,2,1
2012-12-14,2012,Desember,14,80.1,2,1
2012-12-15,2012,Desember,15,86.1,2,1
2012-12-16,2012,Desember,16,82.0,2,1
2012-12-17,2012,Desember,17,83.9,2,1
2012-12-18,2012,Desember,18,86.5,2,1
2012-12-19,2012,Desember,19,82.3,2,1
2012-12-20,2012,Desember,20,87.3,2,1
2012-12-21,2012,Desember,21,82.7,2,1
2012-12-22,2012,Desember,22,89.9,2,1
2012-12-23,2012,Desember,23,89.2,2,1
2012-12-24,2012,Desember,24,84.2,2,1
2012-12-25,2012,Desember,25,85.0,2,1
2012-12-26,2012,Desember,26,86.9,2,1
2012-12-27,2012,Desember,27,89.9,2,1
2012-12-28,2012,Desember,28,83.9,2,1
2012-12-29,2012,Desember,29,81.2,2,1
2012-12-30,2012,Desember,30,80.4,2,1
2012-12-31,2012,Desember,31,80.1,2,1
2013-01-01,2013,Januari,1,85.0,2,1
2013-01-02,2013,Januari,2,92.6,2,1
2013-01-03,2013,Januari,3,85.0,2,1
2013-01-04,2013,Januari,4,89.2,2,1
2013-01-05,2013,Januari,5,85.4,2,1
2013-01-06,2013,Januari,6,86.9,2,1
2013-01-07,2013,Januari,7,86.9,2,1
2013-01-08,2013,Januari,8,84.2,2,1
2013-01-09,2013,Januari,9,78.9,2,1
2013-01-10,2013,Januari,10,82.3,2,1
2013-01-11,2013,Januari,11,80.1,2,1
2013-01-12,2013,Januari,12,76.3,2,1
2013-01-13,2013,Januari,13,73.2,2,1
2013-01-14,2013,Januari,14,72.1,2,1
2013-01-15,2013,Januari,15,67.9,2,1
2013-01-16,2013,Januari,16,68.7,2,1
2013-01-17,2013,Januari,17,76.7,2,1
2013-01-18,2013,Januari,18,80.1,2,1
2013-01-19,2013,Januari,19,78.9,2,1
2013-01-20,2013,Januari,20,84.6,2,1
2013-01-21,2013,Januari,21,86.9,2,1
2013-01-22,2013,Januari,22,84.2,2,1
2013-01-23,2013,Januari,23,85.4,2,1
2013-01-24,2013,Januari,24,89.2,2,1
2013-01-25,2013,Januari,25,87.7,2,1
2013-01-26,2013,Januari,26,78.6,2,1
2013-01-27,2013,Januari,27,76.3,2,1
2013-01-28,2013,Januari,28,82.3,2,1
2013-01-29,2013,Januari,29,83.5,2,1
2013-01-30,2013,Januari,30,80.8,2,1
2013-01-31,2013,Januari,31,80.1,2,1
2013-02-01,2013,Februari,1,81.6,2,1
2013-02-02,2013,Februari,2,85.8,2,1
2013-02-03,2013,Februari,3,85.0,2,1
2013-02-04,2013,Februari,4,86.5,2,1
2013-02-05,2013,Februari,5,85.4,2,1
2013-02-06,2013,Februari,6,83.9,2,1
2013-02-07,2013,Februari,7,83.9,2,1
2013-02-08,2013,Februari,8,80.4,2,1
2013-02-09,2013,Februari,9,77.8,2,1
2013-02-10,2013,Februari,10,80.1,2,1
2013-02-11,2013,Februari,11,77.0,2,1
2013-02-12,2013,Februari,12,77.4,2,1
2013-02-13,2013,Februari,13,78.6,2,1
2013-02-14,2013,Februari,14,80.4,2,1
2013-02-15,2013,Februari,15,78.2,2,1
2013-02-16,2013,Februari,16,78.9,2,1
2013-02-17,2013,Februari,17,77.4,2,1
2013-02-18,2013,Februari,18,76.3,2,1
2013-02-19,2013,Februari,19,77.4,2,1
2013-02-20,2013,Februari,20,80.1,2,1
2013-02-21,2013,Februari,21,75.5,2,1
2013-02-22,2013,Februari,22,74.0,2,1
2013-02-23,2013,Februari,23,74.8,2,1
2013-02-24,2013,Februari,24,79.3,2,1
2013-02-25,2013,Februari,25,80.4,2,1
2013-02-26,2013,Februari,26,80.4,2,1
2013-02-27,2013,Februari,27,78.9,2,1
2013-02-28,2013,Februari,28,78.2,2,1
2013-03-01,2013,Maret,1,79.3,2,1
2013-03-02,2013,Maret,2,85.4,2,1
2013-03-03,2013,Maret,3,82.7,2,1
2013-03-04,2013,Maret,4,76.3,2,1
2013-03-05,2013,Maret,5,80.1,2,1
2013-03-06,2013,Maret,6,80.1,2,1
2013-03-07,2013,Maret,7,78.6,2,1
2013-03-08,2013,Maret,8,78.9,2,1
2013-03-09,2013,Maret,9,78.2,2,1
2013-03-10,2013,Maret,10,78.6,2,1
2013-03-11,2013,Maret,11,78.2,2,1
2013-03-12,2013,Maret,12,78.6,2,1
2013-03-13,2013,Maret,13,78.2,2,1
2013-03-14,2013,Maret,14,74.8,2,1
2013-03-15,2013,Maret,15,73.6,2,1
2013-03-16,2013,Maret,16,75.1,2,1
2013-03-17,2013,Maret,17,80.8,2,1
2013-03-18,2013,Maret,18,79.3,2,1
2013-03-19,2013,Maret,19,80.4,2,1
2013-03-20,2013,Maret,20,78.6,2,1
2013-03-21,2013,Maret,21,74.8,2,1
2013-03-22,2013,Maret,22,74.8,2,1
2013-03-23,2013,Maret,23,75.9,2,1
2013-03-24,2013,Maret,24,77.4,2,1
2013-03-25,2013,Maret,25,78.2,2,1
2013-03-26,2013,Maret,26,78.2,2,1
2013-03-27,2013,Maret,27,74.4,2,1
2013-03-28,2013,Maret,28,71.3,2,1
2013-03-29,2013,Maret,29,67.9,2,1
2013-03-30,2013,Maret,30,71.7,2,1
2013-03-31,2013,Maret,31,70.6,2,1
2013-04-01,2013,April,1,71.3,2,1
2013-04-02,2013,April,2,74.4,2,1
2013-04-03,2013,April,3,77.4,2,1
2013-04-04,2013,April,4,77.0,2,1
2013-04-05,2013,April,5,78.2,2,1
2013-04-06,2013,April,6,79.7,2,1
2013-04-07,2013,April,7,77.8,2,1
2013-04-08,2013,April,8,77.8,2,1
2013-04-09,2013,April,9,72.9,2,1
2013-04-10,2013,April,10,69.8,2,1
2013-04-11,2013,April,11,69.1,2,1
2013-04-12,2013,April,12,72.1,2,1
2013-04-13,2013,April,13,74.4,2,1
2013-04-14,2013,April,14,77.4,2,1
2013-04-15,2013,April,15,75.5,2,1
2013-04-16,2013,April,16,75.9,2,1
2013-04-17,2013,April,17,74.0,2,1
2013-04-18,2013,April,18,75.9,2,1
2013-04-19,2013,April,19,72.1,2,1
2013-04-20,2013,April,20,72.5,2,1
2013-04-21,2013,April,21,71.3,2,1
2013-04-22,2013,April,22,66.4,2,1
2013-04-23,2013,April,23,67.2,2,1
2013-04-24,2013,April,24,69.1,2,1
2013-04-25,2013,April,25,73.2,2,1
2013-04-26,2013,April,26,73.6,2,1
2013-04-27,2013,April,27,70.2,2,1
2013-04-28,2013,April,28,69.8,2,1
2013-04-29,2013,April,29,71.0,2,1
2013-04-30,2013,April,30,72.9,2,1
2013-05-01,2013,Mei,1,75.5,2,1
2013-05-02,2013,Mei,2,79.7,2,1
2013-05-03,2013,Mei,3,75.9,2,1
2013-05-04,2013,Mei,4,78.9,2,1
2013-05-05,2013,Mei,5,81.2,2,1
2013-05-06,2013,Mei,6,78.6,2,1
2013-05-07,2013,Mei,7,77.4,2,1
2013-05-08,2013,Mei,8,74.8,2,1
2013-05-09,2013,Mei,9,76.3,2,1
2013-05-10,2013,Mei,10,80.4,2,1
2013-05-11,2013,Mei,11,88.4,2,1
2013-05-12,2013,Mei,12,80.4,2,1
2013-05-13,2013,Mei,13,77.8,2,1
2013-05-14,2013,Mei,14,80.8,2,1
2013-05-15,2013,Mei,15,82.7,2,1
2013-05-16,2013,Mei,16,83.9,2,1
2013-05-17,2013,Mei,17,83.5,2,1
2013-05-18,2013,Mei,18,83.5,2,1
2013-05-19,2013,Mei,19,80.8,2,1
2013-05-20,2013,Mei,20,81.6,2,1
2013-05-21,2013,Mei,21,79.7,2,1
2013-05-22,2013,Mei,22,80.1,2,1
2013-05-23,2013,Mei,23,80.4,2,1
2013-05-24,2013,Mei,24,79.7,2,1
2013-05-25,2013,Mei,25,80.1,2,1
2013-05-26,2013,Mei,26,80.8,2,1
2013-05-27,2013,Mei,27,81.6,2,1
2013-05-28,2013,Mei,28,82.0,2,1
2013-05-29,2013,Mei,29,79.3,2,1
2013-05-30,2013,Mei,30,80.4,2,1
2013-05-31,2013,Mei,31,81.2,2,1
2013-06-01,2013,Juni,1,83.5,2,1
2013-06-02,2013,Juni,2,79.7,2,1
2013-06-03,2013,Juni,3,80.4,2,1
2013-06-04,2013,Juni,4,81.6,2,1
2013-06-05,2013,Juni,5,82.3,2,1
2013-06-06,2013,Juni,6,82.7,2,1
2013-06-07,2013,Juni,7,82.3,2,1
2013-06-08,2013,Juni,8,79.7,2,1
2013-06-09,2013,Juni,9,80.1,2,1
2013-06-10,2013,Juni,10,83.1,2,1
2013-06-11,2013,Juni,11,83.5,2,1
2013-06-12,2013,Juni,12,82.0,2,1
2013-06-13,2013,Juni,13,81.6,2,1
2013-06-14,2013,Juni,14,82.7,2,1
2013-06-15,2013,Juni,15,82.3,2,1
2013-06-16,2013,Juni,16,81.2,2,1
2013-06-17,2013,Juni,17,85.0,2,1
2013-06-18,2013,Juni,18,84.2,2,1
2013-06-19,2013,Juni,19,83.1,2,1
2013-06-20,2013,Juni,20,82.3,2,1
2013-06-21,2013,Juni,21,81.6,2,1
2013-06-22,2013,Juni,22,83.1,2,1
2013-06-23,2013,Juni,23,83.9,2,1
2014-12-04,2014,Desember,4,82.7,2,1
2014-12-05,2014,Desember,5,83.9,2,1
2014-12-06,2014,Desember,6,84.3,2,1
2014-12-07,2014,Desember,7,85.4,2,1
2014-12-08,2014,Desember,8,81.9,2,1
2014-12-09,2014,Desember,9,79.9,2,1
2014-12-10,2014,Desember,10,79.9,2,1
2014-12-11,2014,Desember,11,77.6,2,1
2014-12-12,2014,Desember,12,72.1,2,1
2014-12-13,2014,Desember,13,76.4,2,1
2014-12-14,2014,Desember,14,81.1,2,1
2014-12-15,2014,Desember,15,85.0,2,1
2014-12-16,2014,Desember,16,82.7,2,1
2014-12-17,2014,Desember,17,78.8,2,1
2014-12-18,2014,Desember,18,83.5,2,1
2014-12-19,2014,Desember,19,89.8,2,1
2014-12-20,2014,Desember,20,90.2,2,1
2014-12-21,2014,Desember,21,85.8,2,1
2014-12-22,2014,Desember,22,88.2,2,1
2014-12-23,2014,Desember,23,82.7,2,1
2014-12-24,2014,Desember,24,75.6,2,1
2014-12-25,2014,Desember,25,86.2,2,1
2014-12-26,2014,Desember,26,84.7,2,1
2014-12-27,2014,Desember,27,85.8,2,1
2014-12-28,2014,Desember,28,81.9,2,1
2014-12-29,2014,Desember,29,79.9,2,1
2014-12-30,2014,Desember,30,82.3,2,1
2014-12-31,2014,Desember,31,81.9,2,1
2015-01-01,2015,Januari,1,79.2,2,1
2015-01-02,2015,Januari,2,80.3,2,1
2015-01-03,2015,Januari,3,79.5,2,1
2015-01-04,2015,Januari,4,72.9,2,1
2015-01-05,2015,Januari,5,73.6,2,1
2015-01-06,2015,Januari,6,74.0,2,1
2015-01-07,2015,Januari,7,75.2,2,1
2015-01-08,2015,Januari,8,74.8,2,1
2015-01-09,2015,Januari,9,72.9,2,1
2015-01-10,2015,Januari,10,70.5,2,1
2015-01-11,2015,Januari,11,65.4,2,1
2015-01-12,2015,Januari,12,68.1,2,1
2015-01-13,2015,Januari,13,72.9,2,1
2015-01-14,2015,Januari,14,74.8,2,1
2015-01-15,2015,Januari,15,72.1,2,1
2015-01-16,2015,Januari,16,76.0,2,1
2015-01-17,2015,Januari,17,81.5,2,1
2015-01-18,2015,Januari,18,81.5,2,1
2015-01-19,2015,Januari,19,74.4,2,1
2015-01-20,2015,Januari,20,73.6,2,1
2015-01-21,2015,Januari,21,77.6,2,1
2015-01-22,2015,Januari,22,74.8,2,1
2015-01-23,2015,Januari,23,71.3,2,1
2015-01-24,2015,Januari,24,64.6,2,1
2015-01-25,2015,Januari,25,69.3,2,1
2015-01-26,2015,Januari,26,74.8,2,1
2015-01-27,2015,Januari,27,79.5,2,1
2015-01-28,2015,Januari,28,75.6,2,1
2015-01-29,2015,Januari,29,76.8,2,1
2015-01-30,2015,Januari,30,77.6,2,1
2015-01-31,2015,Januari,31,81.1,2,1
2015-02-01,2015,Februari,1,81.5,2,1
2015-02-02,2015,Februari,2,79.5,2,1
2015-02-03,2015,Februari,3,72.1,2,1
2015-02-04,2015,Februari,4,71.7,2,1
2015-02-05,2015,Februari,5,76.0,2,1
2015-02-06,2015,Februari,6,78.8,2,1
2015-02-07,2015,Februari,7,79.5,2,1
2015-02-08,2015,Februari,8,74.8,2,1
2015-02-09,2015,Februari,9,78.8,2,1
2015-02-10,2015,Februari,10,78.8,2,1
2015-02-11,2015,Februari,11,81.1,2,1
2015-02-12,2015,Februari,12,76.8,2,1
2015-02-13,2015,Februari,13,77.6,2,1
2015-02-14,2015,Februari,14,72.5,2,1
2015-02-15,2015,Februari,15,63.8,2,1
2015-02-16,2015,Februari,16,66.2,2,1
2015-02-17,2015,Februari,17,70.1,2,1
2015-02-18,2015,Februari,18,72.1,2,1
2015-02-19,2015,Februari,19,76.8,2,1
2015-02-20,2015,Februari,20,77.2,2,1
2015-02-21,2015,Februari,21,78.8,2,1
2015-02-22,2015,Februari,22,78.8,2,1
2015-02-23,2015,Februari,23,75.2,2,1
2015-02-24,2015,Februari,24,76.0,2,1
2015-02-25,2015,Februari,25,75.6,2,1
2015-02-26,2015,Februari,26,73.6,2,1
2015-02-27,2015,Februari,27,71.3,2,1
2015-02-28,2015,Februari,28,72.5,2,1
2015-03-01,2015,Maret,1,75.6,2,1
2015-03-02,2015,Maret,2,79.5,2,1
2015-03-03,2015,Maret,3,80.7,2,1
2015-03-04,2015,Maret,4,74.4,2,1
2015-03-05,2015,Maret,5,75.6,2,1
2015-03-06,2015,Maret,6,74.4,2,1
2015-03-07,2015,Maret,7,74.8,2,1
2015-03-08,2015,Maret,8,73.3,2,1
2015-03-09,2015,Maret,9,78.4,2,1
2015-03-10,2015,Maret,10,82.3,2,1
2015-03-11,2015,Maret,11,80.3,2,1
2015-03-12,2015,Maret,12,77.6,2,1
2015-03-13,2015,Maret,13,73.6,2,1
2015-03-14,2015,Maret,14,72.9,2,1
2015-03-15,2015,Maret,15,76.0,2,1
2015-03-16,2015,Maret,16,76.4,2,1
2015-03-17,2015,Maret,17,70.1,2,1
2015-03-18,2015,Maret,18,67.8,2,1
2015-03-19,2015,Maret,19,70.9,2,1
2015-03-20,2015,Maret,20,71.7,2,1
2015-03-21,2015,Maret,21,77.2,2,1
2015-03-22,2015,Maret,22,73.6,2,1
2015-03-23,2015,Maret,23,69.7,2,1
2015-03-24,2015,Maret,24,74.4,2,1
2015-03-25,2015,Maret,25,79.5,2,1
2015-03-26,2015,Maret,26,78.0,2,1
2015-03-27,2015,Maret,27,79.5,2,1
2015-03-28,2015,Maret,28,78.8,2,1
2015-03-29,2015,Maret,29,79.9,2,1
2015-03-30,2015,Maret,30,80.3,2,1
2015-03-31,2015,Maret,31,79.2,2,1
2015-04-01,2015,April,1,80.3,2,1
2015-04-02,2015,April,2,74.0,2,1
2015-04-03,2015,April,3,76.4,2,1
2015-04-04,2015,April,4,75.2,2,1
2015-04-05,2015,April,5,74.0,2,1
2015-04-06,2015,April,6,79.2,2,1
2015-04-07,2015,April,7,77.2,2,1
2015-04-08,2015,April,8,76.8,2,1
2015-04-09,2015,April,9,77.2,2,1
2015-04-10,2015,April,10,78.0,2,1
2015-04-11,2015,April,11,72.9,2,1
2015-04-12,2015,April,12,79.9,2,1
2015-04-13,2015,April,13,82.7,2,1
2015-04-14,2015,April,14,74.0,2,1
2015-04-15,2015,April,15,79.5,2,1
2015-04-16,2015,April,16,79.9,2,1
2015-04-17,2015,April,17,79.9,2,1
2015-04-18,2015,April,18,80.3,2,1
2015-04-19,2015,April,19,78.0,2,1
2015-04-20,2015,April,20,78.0,2,1
2015-04-21,2015,April,21,76.0,2,1
2015-04-22,2015,April,22,76.4,2,1
2015-04-23,2015,April,23,71.3,2,1
2015-04-24,2015,April,24,76.8,2,1
2015-04-25,2015,April,25,72.9,2,1
2015-04-26,2015,April,26,72.9,2,1
2015-04-27,2015,April,27,75.2,2,1
2015-04-28,2015,April,28,76.4,2,1
2015-04-29,2015,April,29,75.2,2,1
2015-04-30,2015,April,30,76.4,2,1
2015-05-01,2015,Mei,1,78.8,2,1
2015-05-02,2015,Mei,2,77.2,2,1
2015-05-03,2015,Mei,3,75.2,2,1
2015-05-04,2015,Mei,4,70.1,2,1
2015-05-05,2015,Mei,5,76.8,2,1
2015-05-06,2015,Mei,6,76.4,2,1
2015-05-07,2015,Mei,7,76.4,2,1
2015-05-08,2015,Mei,8,76.8,2,1
2015-05-09,2015,Mei,9,78.0,2,1
2015-05-10,2015,Mei,10,76.8,2,1
2015-05-11,2015,Mei,11,78.4,2,1
2015-05-12,2015,Mei,12,81.1,2,1
2015-05-13,2015,Mei,13,82.7,2,1
2015-05-14,2015,Mei,14,81.5,2,1
2015-05-15,2015,Mei,15,83.5,2,1
2015-05-16,2015,Mei,16,85.0,2,1
2015-05-17,2015,Mei,17,79.2,2,1
2015-05-18,2015,Mei,18,80.7,2,1
2015-05-19,2015,Mei,19,81.1,2,1
2015-05-20,2015,Mei,20,81.5,2,1
2015-05-21,2015,Mei,21,82.7,2,1
2015-05-22,2015,Mei,22,79.2,2,1
2015-05-23,2015,Mei,23,78.4,2,1
2015-05-24,2015,Mei,24,79.5,2,1
2015-05-25,2015,Mei,25,83.9,2,1
2015-05-26,2015,Mei,26,84.3,2,1
2015-05-27,2015,Mei,27,85.8,2,1
2015-05-28,2015,Mei,28,82.7,2,1
2015-05-29,2015,Mei,29,83.1,2,1
2015-05-30,2015,Mei,30,89.0,2,1
2015-05-31,2015,Mei,31,81.1,2,1
2015-06-01,2015,Juni,1,80.3,2,1
2015-06-02,2015,Juni,2,79.9,2,1
2015-06-03,2015,Juni,3,79.2,2,1
2015-06-04,2015,Juni,4,75.6,2,1
2015-06-05,2015,Juni,5,74.0,2,1
2015-06-06,2015,Juni,6,72.9,2,1
2015-06-07,2015,Juni,7,78.0,2,1
2015-06-08,2015,Juni,8,81.1,2,1
2015-06-09,2015,Juni,9,79.9,2,1
2015-06-10,2015,Juni,10,78.8,2,1
2015-06-11,2015,Juni,11,77.2,2,1
2015-06-12,2015,Juni,12,78.0,2,1
2015-06-13,2015,Juni,13,80.7,2,1
2015-06-14,2015,Juni,14,78.8,2,1
2015-06-15,2015,Juni,15,79.9,2,1
2015-06-16,2015,Juni,16,85.4,2,1
2015-06-17,2015,Juni,17,82.3,2,1
2015-06-18,2015,Juni,18,80.3,2,1
2015-06-19,2015,Juni,19,79.9,2,1
2015-06-20,2015,Juni,20,79.2,2,1
2015-06-21,2015,Juni,21,79.9,2,1
2015-06-22,2015,Juni,22,79.9,2,1
2015-06-23,2015,Juni,23,78.8,2,1
2015-06-24,2015,Juni,24,79.2,2,1
2015-06-25,2015,Juni,25,76.8,2,1
2015-06-26,2015,Juni,26,79.2,2,1
2015-06-27,2015,Juni,27,81.5,2,1
2015-06-28,2015,Juni,28,81.1,2,1
2015-06-29,2015,Juni,29,79.5,2,1
2015-06-30,2015,Juni,30,81.5,2,1
2015-07-01,2015,Juli,1,79.5,2,1
2015-07-02,2015,Juli,2,78.4,2,1
2015-07-03,2015,Juli,3,79.2,2,1
2015-07-04,2015,Juli,4,80.3,2,1
2015-07-05,2015,Juli,5,80.3,2,1
2015-07-06,2015,Juli,6,79.5,2,1
2015-07-07,2015,Juli,7,78.8,2,1
2015-07-08,2015,Juli,8,76.8,2,1
2015-07-09,2015,Juli,9,75.2,2,1
2015-07-10,2015,Juli,10,77.6,2,1
2015-07-11,2015,Juli,11,79.5,2,1
2015-07-12,2015,Juli,12,81.1,2,1
2015-07-13,2015,Juli,13,80.3,2,1
2015-07-14,2015,Juli,14,79.9,2,1
2015-07-15,2015,Juli,15,80.7,2,1
2015-07-16,2015,Juli,16,79.9,2,1
2015-07-17,2015,Juli,17,81.5,2,1
2015-07-18,2015,Juli,18,80.7,2,1
2015-07-19,2015,Juli,19,82.7,2,1
2015-07-20,2015,Juli,20,81.5,2,1
2015-07-21,2015,Juli,21,81.9,2,1
2015-07-22,2015,Juli,22,83.5,2,1
2015-07-23,2015,Juli,23,81.9,2,1
2015-07-24,2015,Juli,24,78.8,2,1
2015-07-25,2015,Juli,25,79.2,2,1
2015-07-26,2015,Juli,26,78.4,2,1
2015-07-27,2015,Juli,27,79.2,2,1
2015-07-28,2015,Juli,28,78.0,2,1
2015-07-29,2015,Juli,29,78.8,2,1
2015-07-30,2015,Juli,30,78.0,2,1
2015-07-31,2015,Juli,31,78.8,2,1
2015-08-01,2015,Agustus,1,78.8,2,1
2015-08-02,2015,Agustus,2,80.3,2,1
2015-08-03,2015,Agustus,3,78.8,2,1
2015-08-04,2015,Agustus,4,79.2,2,1
2015-08-05,2015,Agustus,5,79.9,2,1
2015-08-06,2015,Agustus,6,80.3,2,1
2015-08-07,2015,Agustus,7,81.1,2,1
2015-08-08,2015,Agustus,8,81.5,2,1
2015-08-09,2015,Agustus,9,80.3,2,1
2015-08-10,2015,Agustus,10,80.3,2,1
2015-08-11,2015,Agustus,11,80.7,2,1
2015-08-12,2015,Agustus,12,79.5,2,1
2015-08-13,2015,Agustus,13,81.5,2,1
2015-08-14,2015,Agustus,14,81.9,2,1
2015-08-15,2015,Agustus,15,82.3,2,1
2015-08-16,2015,Agustus,16,80.3,2,1
2015-08-17,2015,Agustus,17,78.8,2,1
2015-08-18,2015,Agustus,18,78.8,2,1
2015-08-19,2015,Agustus,19,77.6,2,1
2015-08-20,2015,Agustus,20,78.0,2,1
2015-08-21,2015,Agustus,21,79.5,2,1
2015-08-22,2015,Agustus,22,80.7,2,1
2015-08-23,2015,Agustus,23,79.5,2,1
2015-08-24,2015,Agustus,24,79.5,2,1
2015-08-25,2015,Agustus,25,77.2,2,1
2015-08-26,2015,Agustus,26,77.2,2,1
2015-08-27,2015,Agustus,27,79.2,2,1
2015-08-28,2015,Agustus,28,78.4,2,1
2015-08-29,2015,Agustus,29,78.8,2,1
2015-08-30,2015,Agustus,30,82.7,2,1
2015-08-31,2015,Agustus,31,80.7,2,1
2015-09-01,2015,September,1,79.2,2,1
2015-09-02,2015,September,2,79.2,2,1
2015-09-03,2015,September,3,78.4,2,1
2015-09-04,2015,September,4,81.5,2,1
2015-09-05,2015,September,5,79.5,2,1
2015-09-06,2015,September,6,76.8,2,1
2015-09-07,2015,September,7,77.6,2,1
2015-09-08,2015,September,8,77.6,2,1
2015-09-09,2015,September,9,78.0,2,1
2015-09-10,2015,September,10,80.3,2,1
2015-09-11,2015,September,11,81.5,2,1
2015-09-12,2015,September,12,80.3,2,1
2015-09-13,2015,September,13,78.8,2,1
2015-09-14,2015,September,14,78.0,2,1
2015-09-15,2015,September,15,78.4,2,1
2015-09-16,2015,September,16,78.4,2,1
2015-09-17,2015,September,17,78.8,2,1
2015-09-18,2015,September,18,80.3,2,1
2015-09-19,2015,September,19,79.9,2,1
2015-09-20,2015,September,20,78.8,2,1
2015-09-21,2015,September,21,79.2,2,1
2015-09-22,2015,September,22,79.9,2,1
2015-09-23,2015,September,23,79.9,2,1
2015-09-24,2015,September,24,80.3,2,1
2015-09-25,2015,September,25,84.3,2,1
2015-09-26,2015,September,26,86.6,2,1
2015-09-27,2015,September,27,83.5,2,1
2015-09-28,2015,September,28,80.7,2,1
2015-09-29,2015,September,29,83.1,2,1
2015-09-30,2015,September,30,81.1,2,1
2015-10-01,2015,Oktober,1,81.5,2,1
2015-10-02,2015,Oktober,2,79.5,2,1
2015-10-03,2015,Oktober,3,79.2,2,1
2015-10-04,2015,Oktober,4,78.8,2,1
2015-10-05,2015,Oktober,5,81.9,2,1
2015-10-06,2015,Oktober,6,81.5,2,1
2015-10-07,2015,Oktober,7,81.9,2,1
2015-10-08,2015,Oktober,8,79.9,2,1
2015-10-09,2015,Oktober,9,78.0,2,1
2015-10-10,2015,Oktober,10,78.4,2,1
2015-10-11,2015,Oktober,11,78.8,2,1
2015-10-12,2015,Oktober,12,78.4,2,1
2015-10-13,2015,Oktober,13,74.0,2,1
2015-10-14,2015,Oktober,14,75.6,2,1
2015-10-15,2015,Oktober,15,79.5,2,1
2015-10-16,2015,Oktober,16,78.0,2,1
2015-10-17,2015,Oktober,17,76.4,2,1
2015-10-18,2015,Oktober,18,72.9,2,1
2015-10-19,2015,Oktober,19,74.4,2,1
2015-10-20,2015,Oktober,20,71.3,2,1
2015-10-21,2015,Oktober,21,70.9,2,1
2015-10-22,2015,Oktober,22,77.2,2,1
2015-10-23,2015,Oktober,23,77.6,2,1
2015-10-24,2015,Oktober,24,77.2,2,1
2015-10-25,2015,Oktober,25,78.8,2,1
2015-10-26,2015,Oktober,26,77.2,2,1
2015-10-27,2015,Oktober,27,80.7,2,1
2015-10-28,2015,Oktober,28,79.2,2,1
2015-10-29,2015,Oktober,29,78.4,2,1
2015-10-30,2015,Oktober,30,77.2,2,1
2015-10-31,2015,Oktober,31,79.2,2,1
2015-11-01,2015,November,1,80.7,2,1
2015-11-02,2015,November,2,79.9,2,1
2015-11-03,2015,November,3,77.2,2,1
2015-11-04,2015,November,4,77.6,2,1
2015-11-05,2015,November,5,80.7,2,1
2015-11-06,2015,November,6,82.3,2,1
2015-11-07,2015,November,7,81.5,2,1
2015-11-08,2015,November,8,79.9,2,1
2015-11-09,2015,November,9,80.3,2,1
2015-11-10,2015,November,10,76.8,2,1
2015-11-11,2015,November,11,80.7,2,1
2015-11-12,2015,November,12,80.3,2,1
2015-11-13,2015,November,13,79.9,2,1
2015-11-14,2015,November,14,80.7,2,1
2015-11-15,2015,November,15,80.7,2,1
2015-11-16,2015,November,16,78.8,2,1
2015-11-17,2015,November,17,76.0,2,1
2015-11-18,2015,November,18,76.0,2,1
2015-11-19,2015,November,19,78.0,2,1
2015-11-20,2015,November,20,81.1,2,1
2015-11-21,2015,November,21,76.8,2,1
2015-11-22,2015,November,22,76.8,2,1
2015-11-23,2015,November,23,76.0,2,1
2015-11-24,2015,November,24,79.2,2,1
2015-11-25,2015,November,25,81.9,2,1
2015-11-26,2015,November,26,85.0,2,1
2015-11-27,2015,November,27,82.3,2,1
2015-11-28,2015,November,28,79.9,2,1
2015-11-29,2015,November,29,81.1,2,1
2015-11-30,2015,November,30,81.9,2,1
2015-12-01,2015,Desember,1,79.9,2,1
2015-12-02,2015,Desember,2,79.2,2,1
2015-12-03,2015,Desember,3,77.6,2,1
2015-12-04,2015,Desember,4,80.3,2,1
2015-12-05,2015,Desember,5,82.7,2,1
2015-12-06,2015,Desember,6,82.7,2,1
2015-12-07,2015,Desember,7,81.1,2,1
2015-12-08,2015,Desember,8,81.1,2,1
2015-12-09,2015,Desember,9,81.9,2,1
2015-12-10,2015,Desember,10,82.3,2,1
2015-12-11,2015,Desember,11,77.6,2,1
2015-12-12,2015,Desember,12,74.0,2,1
2015-12-13,2015,Desember,13,71.3,2,1
2015-12-14,2015,Desember,14,71.3,2,1
2015-12-15,2015,Desember,15,76.4,2,1
2015-12-16,2015,Desember,16,79.2,2,1
2015-12-17,2015,Desember,17,75.6,2,1
2015-12-18,2015,Desember,18,76.0,2,1
2015-12-19,2015,Desember,19,75.2,2,1
2015-12-20,2015,Desember,20,71.7,2,1
2015-12-21,2015,Desember,21,72.1,2,1
2015-12-22,2015,Desember,22,72.1,2,1
2015-12-23,2015,Desember,23,70.9,2,1
2015-12-24,2015,Desember,24,75.2,2,1
2015-12-25,2015,Desember,25,78.4,2,1
2015-12-26,2015,Desember,26,81.9,2,1
2015-12-27,2015,Desember,27,76.8,2,1
2015-12-28,2015,Desember,28,79.5,2,1
