Date,Year,Month,Day,RH,Q,S,is_outlier_RH
2018-04-06,2018,April,6,77.3,2,5,False
2018-04-07,2018,April,7,78.6,2,5,False
2018-04-08,2018,April,8,78.2,2,5,False
2018-04-09,2018,April,9,77.4,2,5,False
2018-04-10,2018,April,10,80.4,2,5,False
2018-04-11,2018,April,11,71.6,2,5,False
2018-04-12,2018,April,12,73.8,2,5,False
2018-04-13,2018,April,13,80.5,2,5,False
2018-04-14,2018,April,14,83.2,2,5,False
2018-04-15,2018,April,15,74.4,2,5,False
2018-04-16,2018,April,16,79.4,2,5,False
2018-04-17,2018,April,17,74.1,2,5,False
2018-04-18,2018,April,18,75.9,2,5,False
2018-04-19,2018,April,19,76.2,2,5,False
2018-04-20,2018,April,20,83.8,2,5,False
2018-04-21,2018,April,21,80.8,2,5,False
2018-04-22,2018,April,22,82.0,2,5,False
2018-04-23,2018,April,23,76.6,2,5,False
2018-04-24,2018,April,24,76.5,2,5,False
2018-04-25,2018,April,25,84.4,2,5,False
2018-04-26,2018,April,26,79.7,2,5,False
2018-04-27,2018,April,27,76.6,2,5,False
2018-04-28,2018,April,28,76.5,2,5,False
2018-04-29,2018,April,29,76.3,2,5,False
2018-04-30,2018,April,30,80.1,2,5,False
2018-05-01,2018,Mei,1,74.4,2,5,False
2018-05-02,2018,Mei,2,77.6,2,5,False
2018-05-03,2018,Mei,3,71.5,2,5,False
2018-05-04,2018,Mei,4,74.2,2,5,False
2018-05-05,2018,Mei,5,75.5,2,5,False
2018-05-06,2018,Mei,6,79.4,2,5,False
2018-05-07,2018,Mei,7,78.3,2,5,False
2018-05-08,2018,Mei,8,79.2,2,5,False
2018-05-09,2018,Mei,9,78.9,2,5,False
2018-05-10,2018,Mei,10,78.1,2,5,False
2018-05-11,2018,Mei,11,76.4,2,5,False
2018-05-12,2018,Mei,12,78.0,2,5,False
2018-05-13,2018,Mei,13,73.9,2,5,False
2018-05-14,2018,Mei,14,77.5,2,5,False
2018-05-15,2018,Mei,15,80.8,2,5,False
2018-05-16,2018,Mei,16,79.6,2,5,False
2018-05-17,2018,Mei,17,80.8,2,5,False
2018-05-18,2018,Mei,18,73.8,2,5,False
2018-05-19,2018,Mei,19,76.8,2,5,False
2018-05-20,2018,Mei,20,76.1,2,5,False
2018-05-21,2018,Mei,21,75.5,2,5,False
2018-05-22,2018,Mei,22,77.0,2,5,False
2018-05-23,2018,Mei,23,81.2,2,5,False
2018-05-24,2018,Mei,24,75.0,2,5,False
2018-05-25,2018,Mei,25,78.8,2,5,False
2018-05-26,2018,Mei,26,75.9,2,5,False
2018-05-27,2018,Mei,27,76.1,2,5,False
2018-05-28,2018,Mei,28,77.5,2,5,False
2018-05-29,2018,Mei,29,74.2,2,5,False
2018-05-30,2018,Mei,30,74.1,2,5,False
2018-06-01,2018,Juni,1,77.3,2,1,False
2018-06-02,2018,Juni,2,74.4,2,1,False
2018-06-03,2018,Juni,3,78.9,2,1,False
2018-06-04,2018,Juni,4,77.3,2,1,False
2018-06-05,2018,Juni,5,80.2,2,1,False
2018-06-06,2018,Juni,6,78.1,2,1,False
2018-06-07,2018,Juni,7,74.0,2,1,False
2018-06-08,2018,Juni,8,76.9,2,1,False
2018-06-09,2018,Juni,9,75.6,2,1,False
2018-06-10,2018,Juni,10,76.1,2,1,False
2018-06-11,2018,Juni,11,77.3,2,1,False
2018-06-12,2018,Juni,12,77.7,2,1,False
2018-06-13,2018,Juni,13,80.2,2,1,False
2018-06-14,2018,Juni,14,77.7,2,1,False
2018-06-15,2018,Juni,15,77.3,2,1,False
2018-06-16,2018,Juni,16,78.9,2,1,False
2018-06-17,2018,Juni,17,80.6,2,1,False
2018-06-18,2018,Juni,18,81.0,2,1,False
2018-06-19,2018,Juni,19,83.9,2,1,False
2018-06-20,2018,Juni,20,80.6,2,1,False
2018-06-21,2018,Juni,21,78.5,2,1,False
2018-06-22,2018,Juni,22,78.9,2,1,False
2018-06-23,2018,Juni,23,79.8,2,1,False
2018-06-24,2018,Juni,24,79.8,2,1,False
2018-06-25,2018,Juni,25,76.5,2,1,False
2018-06-26,2018,Juni,26,78.9,2,1,False
2018-06-27,2018,Juni,27,78.1,2,1,False
2018-06-28,2018,Juni,28,75.2,2,1,False
2018-06-29,2018,Juni,29,73.2,2,1,False
2018-06-30,2018,Juni,30,72.3,2,1,False
2018-07-01,2018,Juli,1,71.5,2,1,False
2018-07-02,2018,Juli,2,70.3,2,1,False
2018-07-03,2018,Juli,3,71.5,2,1,False
2018-07-04,2018,Juli,4,71.9,2,1,False
2018-07-05,2018,Juli,5,79.8,2,1,False
2018-07-06,2018,Juli,6,79.4,2,1,False
2018-07-07,2018,Juli,7,71.5,2,1,False
2018-07-08,2018,Juli,8,82.3,2,1,False
2018-07-09,2018,Juli,9,76.5,2,1,False
2018-07-10,2018,Juli,10,74.0,2,1,False
2018-07-11,2018,Juli,11,74.0,2,1,False
2018-07-12,2018,Juli,12,73.2,2,1,False
2018-07-13,2018,Juli,13,72.7,2,1,False
2018-07-14,2018,Juli,14,78.5,2,1,False
2018-07-15,2018,Juli,15,77.3,2,1,False
2018-07-16,2018,Juli,16,75.2,2,1,False
2018-07-17,2018,Juli,17,78.5,2,1,False
2018-07-18,2018,Juli,18,80.6,2,1,False
2018-07-19,2018,Juli,19,83.1,2,1,False
2018-07-20,2018,Juli,20,76.1,2,1,False
2018-07-21,2018,Juli,21,77.7,2,1,False
2018-07-22,2018,Juli,22,76.1,2,1,False
2018-07-23,2018,Juli,23,75.2,2,1,False
2018-07-24,2018,Juli,24,77.3,2,1,False
2018-07-25,2018,Juli,25,82.3,2,1,False
2018-07-26,2018,Juli,26,80.6,2,1,False
2018-07-27,2018,Juli,27,84.3,2,1,False
2018-07-28,2018,Juli,28,82.7,2,1,False
2018-07-29,2018,Juli,29,82.7,2,1,False
2018-07-30,2018,Juli,30,76.9,2,1,False
2018-07-31,2018,Juli,31,79.4,2,1,False
2018-08-01,2018,Agustus,1,76.9,2,1,False
2018-08-02,2018,Agustus,2,79.4,2,1,False
2018-08-03,2018,Agustus,3,83.9,2,1,False
2018-08-04,2018,Agustus,4,80.6,2,1,False
2018-08-05,2018,Agustus,5,76.9,2,1,False
2018-08-06,2018,Agustus,6,81.4,2,1,False
2018-08-07,2018,Agustus,7,75.6,2,1,False
2018-08-08,2018,Agustus,8,71.1,2,1,False
2018-08-09,2018,Agustus,9,72.7,2,1,False
2018-08-10,2018,Agustus,10,72.3,2,1,False
2018-08-11,2018,Agustus,11,75.2,2,1,False
2018-08-12,2018,Agustus,12,77.7,2,1,False
2018-08-13,2018,Agustus,13,78.5,2,1,False
2018-08-14,2018,Agustus,14,79.4,2,1,False
2018-08-15,2018,Agustus,15,83.1,2,1,False
2018-08-16,2018,Agustus,16,84.7,2,1,False
2018-08-17,2018,Agustus,17,83.5,2,1,False
2018-08-18,2018,Agustus,18,80.6,2,1,False
2018-08-19,2018,Agustus,19,82.7,2,1,False
2018-08-20,2018,Agustus,20,85.6,2,1,False
2018-08-21,2018,Agustus,21,83.5,2,1,False
2018-08-22,2018,Agustus,22,79.4,2,1,False
2018-08-23,2018,Agustus,23,78.1,2,1,False
2018-08-24,2018,Agustus,24,78.9,2,1,False
2018-08-25,2018,Agustus,25,78.5,2,1,False
2018-08-26,2018,Agustus,26,79.4,2,1,False
2018-08-27,2018,Agustus,27,78.9,2,1,False
2018-08-28,2018,Agustus,28,79.8,2,1,False
2018-08-29,2018,Agustus,29,79.4,2,1,False
2018-08-30,2018,Agustus,30,78.9,2,1,False
2018-08-31,2018,Agustus,31,78.1,2,1,False
2018-09-01,2018,September,1,76.9,2,1,False
2018-09-02,2018,September,2,75.6,2,1,False
2018-09-03,2018,September,3,75.2,2,1,False
2018-09-04,2018,September,4,78.1,2,1,False
2019-11-20,2019,November,20,82.6,2,1,False
2019-11-21,2019,November,21,81.9,2,1,False
2019-11-22,2019,November,22,84.5,2,1,False
2019-11-23,2019,November,23,83.0,2,1,False
2019-11-24,2019,November,24,84.5,2,1,False
2019-11-25,2019,November,25,81.5,2,1,False
2019-11-26,2019,November,26,84.1,2,1,False
2019-11-27,2019,November,27,83.0,2,1,False
2019-11-28,2019,November,28,84.5,2,1,False
2019-11-29,2019,November,29,85.3,2,1,False
2019-11-30,2019,November,30,86.0,2,1,False
2019-12-01,2019,Desember,1,86.4,2,1,False
2019-12-02,2019,Desember,2,85.3,2,1,False
2019-12-03,2019,Desember,3,86.4,2,1,False
2019-12-04,2019,Desember,4,84.9,2,1,False
2019-12-05,2019,Desember,5,81.9,2,1,False
2019-12-06,2019,Desember,6,83.4,2,1,False
2019-12-07,2019,Desember,7,83.4,2,1,False
2019-12-08,2019,Desember,8,81.5,2,1,False
2019-12-09,2019,Desember,9,79.6,2,1,False
2019-12-10,2019,Desember,10,81.5,2,1,False
2019-12-11,2019,Desember,11,77.3,2,1,False
2019-12-12,2019,Desember,12,81.5,2,1,False
2019-12-13,2019,Desember,13,81.1,2,1,False
2019-12-14,2019,Desember,14,84.5,2,1,False
2019-12-15,2019,Desember,15,86.0,2,1,False
2019-12-16,2019,Desember,16,80.7,2,1,False
2019-12-17,2019,Desember,17,82.6,2,1,False
2019-12-18,2019,Desember,18,75.1,2,1,False
2019-12-19,2019,Desember,19,75.1,2,1,False
2019-12-20,2019,Desember,20,77.7,2,1,False
2019-12-21,2019,Desember,21,77.7,2,1,False
2019-12-22,2019,Desember,22,81.5,2,1,False
2019-12-23,2019,Desember,23,78.1,2,1,False
2019-12-24,2019,Desember,24,77.3,2,1,False
2019-12-25,2019,Desember,25,80.0,2,1,False
2019-12-26,2019,Desember,26,81.1,2,1,False
2019-12-27,2019,Desember,27,88.7,2,1,False
2019-12-28,2019,Desember,28,79.2,2,1,False
2019-12-29,2019,Desember,29,88.3,2,1,False
2019-12-30,2019,Desember,30,78.5,2,1,False
2019-12-31,2019,Desember,31,77.7,2,1,False
2020-01-01,2020,Januari,1,82.2,2,1,False
2020-01-02,2020,Januari,2,78.8,2,1,False
2020-01-03,2020,Januari,3,75.8,2,1,False
2020-01-04,2020,Januari,4,77.3,2,1,False
2020-01-05,2020,Januari,5,77.3,2,1,False
2020-01-06,2020,Januari,6,76.6,2,1,False
2020-01-07,2020,Januari,7,78.8,2,1,False
2020-01-08,2020,Januari,8,82.2,2,1,False
2020-01-09,2020,Januari,9,80.4,2,1,False
2020-01-10,2020,Januari,10,79.2,2,1,False
2020-01-11,2020,Januari,11,78.5,2,1,False
2020-01-12,2020,Januari,12,78.5,2,1,False
2020-01-13,2020,Januari,13,83.0,2,1,False
2020-01-14,2020,Januari,14,84.9,2,1,False
2020-01-15,2020,Januari,15,82.2,2,1,False
2020-01-16,2020,Januari,16,78.5,2,1,False
2020-01-17,2020,Januari,17,77.7,2,1,False
2020-01-18,2020,Januari,18,76.6,2,1,False
2020-01-19,2020,Januari,19,76.2,2,1,False
2020-01-20,2020,Januari,20,78.8,2,1,False
2020-01-21,2020,Januari,21,76.6,2,1,False
2020-01-22,2020,Januari,22,80.4,2,1,False
2020-01-23,2020,Januari,23,76.2,2,1,False
2020-01-24,2020,Januari,24,78.1,2,1,False
2020-01-25,2020,Januari,25,77.7,2,1,False
2020-01-26,2020,Januari,26,83.8,2,1,False
2020-01-27,2020,Januari,27,82.2,2,1,False
2020-01-28,2020,Januari,28,73.9,2,1,False
2020-01-29,2020,Januari,29,75.4,2,1,False
2020-01-30,2020,Januari,30,74.3,2,1,False
2020-01-31,2020,Januari,31,75.1,2,1,False
2020-02-01,2020,Februari,1,83.0,2,1,False
2020-02-02,2020,Februari,2,79.6,2,1,False
2020-02-03,2020,Februari,3,84.1,2,1,False
2020-02-04,2020,Februari,4,78.8,2,1,False
2020-02-05,2020,Februari,5,75.8,2,1,False
2020-02-06,2020,Februari,6,74.3,2,1,False
2020-02-07,2020,Februari,7,77.0,2,1,False
2020-02-08,2020,Februari,8,80.0,2,1,False
2020-02-09,2020,Februari,9,77.0,2,1,False
2020-02-10,2020,Februari,10,75.4,2,1,False
2020-02-11,2020,Februari,11,78.5,2,1,False
2020-02-12,2020,Februari,12,78.5,2,1,False
2020-02-13,2020,Februari,13,73.9,2,1,False
2020-02-14,2020,Februari,14,73.9,2,1,False
2020-02-15,2020,Februari,15,75.8,2,1,False
2020-02-16,2020,Februari,16,77.0,2,1,False
2020-02-17,2020,Februari,17,77.3,2,1,False
2020-02-18,2020,Februari,18,77.3,2,1,False
2020-02-19,2020,Februari,19,76.2,2,1,False
2020-02-20,2020,Februari,20,73.6,2,1,False
2020-02-21,2020,Februari,21,73.9,2,1,False
2020-02-22,2020,Februari,22,75.1,2,1,False
2020-02-23,2020,Februari,23,79.2,2,1,False
2020-02-24,2020,Februari,24,78.1,2,1,False
2020-02-25,2020,Februari,25,77.3,2,1,False
2020-02-26,2020,Februari,26,80.0,2,1,False
2020-02-27,2020,Februari,27,77.3,2,1,False
2020-02-28,2020,Februari,28,78.5,2,1,False
2020-02-29,2020,Februari,29,78.8,2,1,False
2020-03-01,2020,Maret,1,82.2,2,1,False
2020-03-02,2020,Maret,2,81.5,2,1,False
2020-03-03,2020,Maret,3,75.8,2,1,False
2020-03-04,2020,Maret,4,74.3,2,1,False
2020-03-05,2020,Maret,5,74.7,2,1,False
2020-03-06,2020,Maret,6,74.3,2,1,False
2020-03-07,2020,Maret,7,74.3,2,1,False
2020-03-08,2020,Maret,8,72.8,2,1,False
2020-03-09,2020,Maret,9,69.8,2,1,False
2020-03-10,2020,Maret,10,70.9,2,1,False
2020-03-11,2020,Maret,11,69.0,2,1,False
2020-03-12,2020,Maret,12,71.7,2,1,False
2020-03-13,2020,Maret,13,72.4,2,1,False
2020-03-14,2020,Maret,14,70.5,2,1,False
2020-03-15,2020,Maret,15,73.2,2,1,False
2020-03-16,2020,Maret,16,78.5,2,1,False
2020-03-17,2020,Maret,17,80.7,2,1,False
2020-03-18,2020,Maret,18,72.4,2,1,False
2020-03-19,2020,Maret,19,72.8,2,1,False
2020-03-20,2020,Maret,20,75.1,2,1,False
2020-03-21,2020,Maret,21,81.1,2,1,False
2020-03-22,2020,Maret,22,78.5,2,1,False
2020-03-23,2020,Maret,23,76.2,2,1,False
2020-03-24,2020,Maret,24,71.3,2,1,False
2020-03-25,2020,Maret,25,70.9,2,1,False
2020-03-26,2020,Maret,26,69.0,2,1,False
2020-03-27,2020,Maret,27,70.1,2,1,False
2020-03-28,2020,Maret,28,70.9,2,1,False
2020-03-29,2020,Maret,29,69.4,2,1,False
2020-03-30,2020,Maret,30,71.7,2,1,False
2020-03-31,2020,Maret,31,74.7,2,1,False
2020-04-01,2020,April,1,75.4,2,1,False
2020-04-02,2020,April,2,70.9,2,1,False
2020-04-03,2020,April,3,,2,1,True
2020-04-04,2020,April,4,68.6,2,1,False
2020-04-05,2020,April,5,80.7,2,1,False
2020-04-06,2020,April,6,75.1,2,1,False
2020-04-07,2020,April,7,77.0,2,1,False
2020-04-08,2020,April,8,80.0,2,1,False
2020-04-09,2020,April,9,79.2,2,1,False
2020-04-10,2020,April,10,73.9,2,1,False
2020-04-11,2020,April,11,72.8,2,1,False
2020-04-12,2020,April,12,71.7,2,1,False
2020-04-13,2020,April,13,74.7,2,1,False
2020-04-14,2020,April,14,70.9,2,1,False
2020-04-15,2020,April,15,77.3,2,1,False
2020-04-16,2020,April,16,80.0,2,1,False
2020-04-17,2020,April,17,73.6,2,1,False
2020-04-18,2020,April,18,71.3,2,1,False
2020-04-19,2020,April,19,75.1,2,1,False
2020-04-20,2020,April,20,77.7,2,1,False
2020-04-21,2020,April,21,74.7,2,1,False
2020-04-22,2020,April,22,78.1,2,1,False
2020-04-23,2020,April,23,79.2,2,1,False
2020-04-24,2020,April,24,78.1,2,1,False
2020-04-25,2020,April,25,77.7,2,1,False
2020-04-26,2020,April,26,75.1,2,1,False
2020-04-27,2020,April,27,79.6,2,1,False
2020-04-28,2020,April,28,78.8,2,1,False
2020-04-29,2020,April,29,78.8,2,1,False
2020-04-30,2020,April,30,81.5,2,1,False
2020-05-01,2020,Mei,1,79.6,2,1,False
2020-05-02,2020,Mei,2,80.4,2,1,False
2020-05-03,2020,Mei,3,77.3,2,1,False
2020-05-04,2020,Mei,4,80.0,2,1,False
2020-05-05,2020,Mei,5,81.1,2,1,False
2020-05-06,2020,Mei,6,81.5,2,1,False
2020-05-07,2020,Mei,7,82.6,2,1,False
2020-05-08,2020,Mei,8,78.8,2,1,False
2020-05-09,2020,Mei,9,78.8,2,1,False
2020-05-10,2020,Mei,10,78.5,2,1,False
2020-05-11,2020,Mei,11,80.4,2,1,False
2020-05-12,2020,Mei,12,81.5,2,1,False
2020-05-13,2020,Mei,13,83.8,2,1,False
2020-05-14,2020,Mei,14,80.7,2,1,False
2020-05-15,2020,Mei,15,88.3,2,1,False
2020-05-16,2020,Mei,16,85.3,2,1,False
2020-05-17,2020,Mei,17,79.2,2,1,False
2020-05-18,2020,Mei,18,84.1,2,1,False
2020-05-19,2020,Mei,19,81.5,2,1,False
2020-05-20,2020,Mei,20,80.7,2,1,False
2020-05-21,2020,Mei,21,80.4,2,1,False
2020-05-22,2020,Mei,22,79.6,2,1,False
2020-05-23,2020,Mei,23,80.0,2,1,False
2020-05-24,2020,Mei,24,79.6,2,1,False
2020-05-25,2020,Mei,25,77.7,2,1,False
2020-05-26,2020,Mei,26,76.6,2,1,False
2020-05-27,2020,Mei,27,79.2,2,1,False
2020-05-28,2020,Mei,28,78.1,2,1,False
2020-05-29,2020,Mei,29,78.8,2,1,False
2020-05-30,2020,Mei,30,77.7,2,1,False
2020-05-31,2020,Mei,31,79.2,2,1,False
2020-06-01,2020,Juni,1,81.9,2,1,False
2020-06-02,2020,Juni,2,78.5,2,1,False
2020-06-03,2020,Juni,3,76.2,2,1,False
2020-06-04,2020,Juni,4,76.6,2,1,False
2020-06-05,2020,Juni,5,75.1,2,1,False
2020-06-06,2020,Juni,6,73.2,2,1,False
2020-06-07,2020,Juni,7,75.1,2,1,False
