Date,Year,Month,Day,SWRad,Prec,RH,SST,StDev,Max,StDev_rain,%Time,Location
2012-05-15,2012,5,15,267.19,0.0,75.9,30.18,357.78,1245.58,0.03,0.0,0N90E
2012-05-16,2012,5,16,278.99,0.49,75.5,30.34,368.9,1033.61,3.6,2.8,0N90E
2012-05-17,2012,5,17,244.71,0.0,74.9,30.41,331.06,1090.64,0.03,0.0,0N90E
2012-05-18,2012,5,18,280.45,-0.01,76.1,30.51,365.26,1046.92,0.06,0.0,0N90E
2012-05-19,2012,5,19,239.01,1.1,79.2,30.47,309.91,1142.45,5.76,5.6,0N90E
2012-05-20,2012,5,20,232.75,0.1,81.5,30.18,328.92,1078.76,0.53,2.1,0N90E
2012-05-21,2012,5,21,38.02,1.73,82.0,29.95,61.09,237.52,7.7,13.4,0N90E
2012-05-22,2012,5,22,100.66,0.02,79.3,29.95,135.99,686.66,0.24,2.1,0N90E
2012-05-23,2012,5,23,268.46,-0.02,76.0,30.12,349.97,1062.12,0.04,0.0,0N90E
2012-05-24,2012,5,24,267.66,0.21,79.0,30.09,356.67,1049.29,1.54,2.8,0N90E
2012-05-25,2012,5,25,243.64,0.01,79.9,30.04,328.63,1137.22,0.16,0.7,0N90E
2012-05-26,2012,5,26,250.52,-0.01,78.4,30.02,342.31,1059.27,0.12,0.7,0N90E
2012-05-27,2012,5,27,239.77,0.37,80.3,30.01,331.63,1068.78,2.51,3.5,0N90E
2012-05-28,2012,5,28,154.69,1.08,80.4,29.92,213.81,708.52,4.23,13.2,0N90E
2012-05-29,2012,5,29,223.34,0.27,78.4,29.89,320.55,1042.64,1.79,4.2,0N90E
2012-05-30,2012,5,30,98.46,0.26,80.4,29.79,168.73,952.81,1.39,4.9,0N90E
2012-05-31,2012,5,31,174.4,0.0,77.8,29.75,243.2,899.58,0.07,0.0,0N90E
2012-06-01,2012,6,1,175.19,0.0,80.6,29.72,254.03,998.91,0.03,0.0,0N90E
2012-06-02,2012,6,2,253.39,0.02,79.2,29.78,349.19,1090.17,0.21,1.4,0N90E
2012-06-03,2012,6,3,212.02,-0.02,79.1,29.73,287.31,935.7,0.11,0.0,0N90E
2012-06-04,2012,6,4,241.96,0.0,77.9,29.74,332.12,1035.98,0.13,0.7,0N90E
2012-06-05,2012,6,5,148.89,0.0,77.3,29.65,188.19,602.06,0.06,0.0,0N90E
2012-06-06,2012,6,6,231.97,0.0,79.6,29.65,315.07,1131.99,0.08,0.0,0N90E
2012-06-07,2012,6,7,256.65,0.1,77.1,29.71,345.97,1126.29,0.42,4.2,0N90E
2012-06-08,2012,6,8,178.32,0.14,79.4,29.56,254.76,803.1,1.37,2.1,0N90E
2012-06-09,2012,6,9,150.3,0.19,79.0,29.51,214.8,777.43,1.68,2.8,0N90E
2012-06-10,2012,6,10,147.25,0.0,79.8,29.46,200.3,774.11,0.11,0.7,0N90E
2012-06-11,2012,6,11,266.49,-0.01,76.1,29.47,343.89,984.65,0.02,0.0,0N90E
2012-06-12,2012,6,12,271.93,-0.01,74.7,29.42,353.01,979.9,0.02,0.0,0N90E
2012-06-13,2012,6,13,269.64,-0.01,74.3,29.47,349.54,1005.57,0.04,0.0,0N90E
2012-06-14,2012,6,14,273.89,-0.01,76.3,29.55,353.24,1004.14,0.03,0.0,0N90E
2012-06-15,2012,6,15,278.36,0.0,74.1,29.66,354.44,1066.4,0.02,0.0,0N90E
2012-06-16,2012,6,16,283.86,0.0,71.2,29.83,360.27,964.69,0.02,0.0,0N90E
2012-06-17,2012,6,17,261.03,0.22,77.1,29.57,347.63,1005.09,2.03,2.1,0N90E
2012-06-18,2012,6,18,248.81,0.31,77.8,29.77,329.92,1074.96,2.33,2.8,0N90E
2012-06-19,2012,6,19,186.89,0.25,79.6,29.48,252.14,1062.6,1.08,6.9,0N90E
2012-06-20,2012,6,20,186.89,0.05,80.6,29.34,274.17,1269.34,0.51,1.4,0N90E
2012-06-21,2012,6,21,218.73,-0.01,77.4,29.52,288.29,906.23,0.01,0.0,0N90E
2012-06-22,2012,6,22,274.31,0.0,73.2,29.96,358.45,955.66,0.03,0.0,0N90E
2012-06-23,2012,6,23,280.35,-0.01,70.8,30.06,353.25,950.91,0.05,0.0,0N90E
2012-06-24,2012,6,24,284.08,-0.02,72.2,29.77,359.26,968.97,0.03,0.0,0N90E
2012-06-25,2012,6,25,272.76,-0.02,76.5,29.81,356.94,1078.76,0.02,0.0,0N90E
2012-06-26,2012,6,26,253.26,0.0,77.2,29.96,336.11,946.63,0.3,0.7,0N90E
2012-06-27,2012,6,27,136.04,0.56,78.7,29.82,235.98,1121.53,3.31,4.9,0N90E
2012-06-28,2012,6,28,269.16,-0.03,71.9,29.76,356.67,1224.67,0.03,0.0,0N90E
2012-06-29,2012,6,29,261.07,-0.02,76.1,29.86,339.53,1060.22,0.03,0.0,0N90E
2012-06-30,2012,6,30,219.67,0.16,76.7,29.76,306.51,1038.84,1.04,3.5,0N90E
2012-07-01,2012,7,1,62.96,0.47,79.2,29.61,108.5,705.19,1.28,13.2,0N90E
2012-07-02,2012,7,2,130.34,0.0,77.2,29.59,179.59,661.47,0.04,0.0,0N90E
2012-07-03,2012,7,3,183.89,0.76,77.1,29.71,279.19,1074.01,3.12,9.7,0N90E
2012-07-04,2012,7,4,126.7,1.36,80.9,29.42,198.75,878.19,6.19,15.3,0N90E
2012-07-05,2012,7,5,225.42,0.0,76.8,29.64,323.33,1065.93,0.03,0.0,0N90E
2012-07-06,2012,7,6,176.76,0.03,79.4,29.55,258.42,1155.75,0.38,0.7,0N90E
2012-07-07,2012,7,7,198.69,-0.01,78.6,29.56,268.7,933.32,0.02,0.0,0N90E
2012-07-08,2012,7,8,154.11,0.05,77.1,29.43,250.54,1098.72,0.56,1.4,0N90E
2012-07-09,2012,7,9,223.35,0.17,76.3,29.37,325.34,1101.1,1.6,1.4,0N90E
2012-07-10,2012,7,10,195.36,0.12,78.7,29.36,298.3,1084.46,0.75,4.2,0N90E
2012-07-11,2012,7,11,247.36,0.0,78.5,29.38,330.86,1048.82,0.14,0.7,0N90E
2012-07-12,2012,7,12,212.87,-0.01,77.3,29.38,295.99,1074.48,0.01,0.0,0N90E
2012-07-13,2012,7,13,252.49,-0.02,77.6,29.32,333.18,987.51,0.02,0.0,0N90E
2012-07-14,2012,7,14,229.2,-0.02,76.7,29.34,307.94,1069.73,0.05,0.0,0N90E
2012-07-15,2012,7,15,244.48,0.04,77.2,29.44,341.18,1109.18,0.24,2.1,0N90E
2012-07-16,2012,7,16,156.58,-0.01,77.0,29.31,236.56,918.12,0.09,0.0,0N90E
2012-07-17,2012,7,17,178.19,-0.02,75.1,29.28,232.88,932.37,0.02,0.0,0N90E
2012-07-18,2012,7,18,248.75,-0.02,77.5,29.44,340.99,1232.75,0.09,0.0,0N90E
2012-07-19,2012,7,19,247.4,0.0,75.4,29.75,343.06,1032.18,0.03,0.0,0N90E
2012-07-20,2012,7,20,82.86,1.21,82.9,29.33,163.31,1154.8,4.73,13.4,0N90E
2012-07-21,2012,7,21,105.24,0.02,78.5,29.13,132.33,533.14,0.22,0.7,0N90E
2012-07-22,2012,7,22,104.66,0.5,82.5,29.04,138.92,552.15,1.81,9.7,0N90E
2012-07-23,2012,7,23,44.38,0.58,76.5,28.87,74.63,401.02,1.7,13.9,0N90E
2012-07-24,2012,7,24,243.07,-0.01,78.8,29.04,346.12,1231.32,0.04,0.0,0N90E
2012-07-25,2012,7,25,247.71,-0.01,75.0,29.24,336.15,992.26,0.02,0.0,0N90E
2012-07-26,2012,7,26,256.98,-0.01,73.4,29.22,341.87,1049.29,0.02,0.0,0N90E
2012-07-27,2012,7,27,274.5,-0.03,72.5,29.3,355.24,1116.78,0.02,0.0,0N90E
2012-07-28,2012,7,28,286.17,-0.01,75.4,29.27,368.48,990.83,0.15,0.7,0N90E
2012-07-29,2012,7,29,270.13,-0.02,76.3,29.32,345.12,1064.03,0.02,0.0,0N90E
2012-07-30,2012,7,30,137.36,0.05,76.6,29.31,171.83,545.98,0.57,1.4,0N90E
2012-07-31,2012,7,31,209.51,0.02,77.7,29.29,295.58,1143.4,0.34,1.4,0N90E
2012-08-01,2012,8,1,229.58,-0.02,75.7,29.22,309.53,1209.46,0.02,0.0,0N90E
2012-08-02,2012,8,2,249.35,-0.02,74.8,29.16,359.75,1291.21,0.01,0.0,0N90E
2012-08-03,2012,8,3,283.51,-0.02,72.8,29.2,369.64,1079.23,0.01,0.0,0N90E
2012-08-04,2012,8,4,283.0,-0.02,72.3,29.25,372.45,1083.04,0.01,0.0,0N90E
2012-08-05,2012,8,5,285.73,-0.02,70.6,29.27,372.67,1078.28,0.01,0.0,0N90E
2012-08-06,2012,8,6,284.71,-0.02,72.0,29.26,368.35,1136.74,0.03,0.0,0N90E
2012-08-07,2012,8,7,265.81,-0.02,75.2,29.4,352.03,1201.38,0.01,0.0,0N90E
2012-08-08,2012,8,8,259.79,0.38,80.9,29.29,363.07,1170.96,1.94,9.7,0N90E
2012-08-09,2012,8,9,150.18,0.17,82.5,29.23,249.99,1069.25,1.41,2.1,0N90E
2012-08-10,2012,8,10,159.39,-0.02,77.9,29.22,227.3,1028.86,0.04,0.0,0N90E
2012-08-11,2012,8,11,285.81,-0.03,78.2,29.38,371.47,1072.11,0.01,0.0,0N90E
2012-08-12,2012,8,12,262.42,0.34,79.2,29.48,361.03,1154.33,1.84,4.9,0N90E
2012-08-13,2012,8,13,227.89,0.01,80.7,29.38,323.47,1155.28,0.42,1.4,0N90E
2012-08-14,2012,8,14,267.37,0.03,78.7,29.37,358.19,1020.3,0.69,0.7,0N90E
2012-08-15,2012,8,15,214.33,-0.01,80.2,29.32,328.95,1153.85,0.05,0.0,0N90E
2012-08-16,2012,8,16,52.41,1.11,80.2,29.29,89.18,509.85,5.02,13.2,0N90E
2012-08-17,2012,8,17,252.93,0.24,78.6,29.37,341.79,1172.86,1.48,2.8,0N90E
2012-08-18,2012,8,18,178.79,0.18,82.9,29.17,268.55,971.35,0.47,6.6,0N90E
2012-08-19,2012,8,19,162.15,0.52,80.9,29.18,226.6,1012.7,3.12,4.9,0N90E
2012-08-20,2012,8,20,149.3,0.21,79.0,29.18,231.93,1109.65,0.63,7.6,0N90E
2012-08-21,2012,8,21,159.65,0.21,78.4,29.27,225.85,1052.14,1.64,2.1,0N90E
2012-08-22,2012,8,22,261.55,0.26,81.8,29.3,357.05,1219.44,0.87,8.3,0N90E
2012-08-23,2012,8,23,59.18,0.13,78.9,29.19,86.16,329.25,0.55,4.9,0N90E
2012-08-24,2012,8,24,270.9,-0.01,75.6,29.49,365.02,1280.75,0.03,0.0,0N90E
2012-08-25,2012,8,25,246.4,0.0,78.5,29.26,332.97,1207.08,0.01,0.0,0N90E
2012-08-26,2012,8,26,63.81,0.24,79.3,29.16,100.14,681.43,1.18,4.2,0N90E
2012-08-27,2012,8,27,116.18,0.39,80.2,29.07,207.93,856.81,1.01,11.8,0N90E
2012-08-28,2012,8,28,201.59,-0.01,76.7,28.94,325.15,1132.94,0.07,0.0,0N90E
2012-08-29,2012,8,29,254.88,-0.03,76.5,28.86,343.2,1124.39,0.02,0.0,0N90E
2012-08-30,2012,8,30,293.64,-0.04,75.8,29.03,378.51,1176.19,0.02,0.0,0N90E
2012-08-31,2012,8,31,280.76,-0.02,76.4,29.24,386.04,1137.69,0.01,0.0,0N90E
2012-09-01,2012,9,1,285.54,0.0,79.4,29.22,379.89,1114.88,0.23,1.4,0N90E
2012-09-02,2012,9,2,284.45,-0.04,81.3,29.17,380.1,1088.26,0.04,0.0,0N90E
2012-09-03,2012,9,3,173.0,0.83,80.9,29.01,274.06,1181.89,4.65,6.2,0N90E
2012-09-04,2012,9,4,82.18,0.0,78.7,28.89,114.55,440.94,0.13,0.0,0N90E
2012-09-05,2012,9,5,173.5,0.55,81.5,28.84,267.26,1397.67,3.2,4.9,0N90E
2012-09-06,2012,9,6,295.46,-0.01,81.0,29.0,392.15,1360.12,0.01,0.0,0N90E
2012-09-07,2012,9,7,223.53,0.6,83.1,28.97,313.14,1152.9,3.43,6.9,0N90E
2012-09-08,2012,9,8,145.99,-0.01,78.6,28.96,204.06,861.56,0.01,0.0,0N90E
2012-09-09,2012,9,9,280.87,-0.01,74.0,29.17,368.96,1205.66,0.01,0.0,0N90E
2012-09-10,2012,9,10,288.19,0.09,71.6,29.29,374.55,1055.47,0.83,1.4,0N90E
2012-09-11,2012,9,11,75.19,0.72,80.8,29.01,127.69,673.82,2.16,13.9,0N90E
2012-09-12,2012,9,12,225.62,0.4,80.5,29.08,341.69,1273.62,2.41,6.9,0N90E
2012-09-13,2012,9,13,252.06,-0.01,78.8,29.04,362.2,1253.18,0.01,0.0,0N90E
2012-09-14,2012,9,14,229.77,-0.02,71.3,29.03,311.69,1076.38,0.01,0.0,0N90E
2012-09-15,2012,9,15,297.68,-0.01,67.6,29.0,389.15,1106.8,0.03,0.0,0N90E
2012-09-16,2012,9,16,288.08,-0.01,70.8,29.09,389.54,1105.37,0.01,0.0,0N90E
2012-09-17,2012,9,17,238.0,-0.01,73.1,29.16,328.72,1232.27,0.01,0.0,0N90E
2012-09-18,2012,9,18,299.87,0.0,74.8,29.39,395.19,1178.09,0.01,0.0,0N90E
2012-09-19,2012,9,19,294.92,0.0,71.4,29.75,389.05,1097.29,0.01,0.0,0N90E
2012-09-20,2012,9,20,216.35,-0.01,73.8,29.41,273.49,1307.84,0.03,0.0,0N90E
2012-09-21,2012,9,21,297.78,-0.01,77.7,29.35,394.79,1072.11,0.01,0.0,0N90E
2012-09-22,2012,9,22,146.61,0.14,82.3,29.2,225.71,1084.46,0.82,3.5,0N90E
2012-09-23,2012,9,23,150.12,0.1,79.3,29.16,257.54,1235.12,0.51,4.2,0N90E
2012-09-24,2012,9,24,280.91,-0.01,75.8,29.29,367.54,1115.83,0.02,0.0,0N90E
2012-09-25,2012,9,25,219.76,0.93,76.2,29.2,319.2,1221.82,6.26,2.8,0N90E
2012-09-26,2012,9,26,239.33,0.02,76.0,29.13,369.68,1142.45,0.46,1.4,0N90E
2012-09-27,2012,9,27,312.8,-0.04,73.5,29.23,400.04,1150.53,0.02,0.0,0N90E
2012-09-28,2012,9,28,217.7,-0.03,74.0,29.22,297.41,1285.5,0.07,0.0,0N90E
2012-09-29,2012,9,29,300.07,-0.03,76.2,29.26,393.14,1115.36,0.02,0.0,0N90E
2012-09-30,2012,9,30,242.55,0.04,72.1,29.27,317.52,1037.89,0.7,1.4,0N90E
2012-10-01,2012,10,1,311.48,-0.01,67.1,29.62,404.1,1150.05,0.03,0.0,0N90E
2012-10-02,2012,10,2,294.28,-0.01,69.2,29.74,395.1,1234.17,0.03,0.0,0N90E
2012-10-03,2012,10,3,284.95,-0.02,70.3,29.66,369.78,1223.72,0.02,0.0,0N90E
2012-10-04,2012,10,4,292.62,-0.01,70.2,29.78,385.85,1249.38,0.01,0.0,0N90E
2012-10-05,2012,10,5,314.56,-0.01,70.2,29.93,400.98,1088.74,0.02,0.0,0N90E
2012-10-06,2012,10,6,313.32,0.01,72.6,29.95,402.21,1166.21,0.23,0.7,0N90E
2012-10-07,2012,10,7,211.14,0.1,77.2,29.54,287.96,1069.73,0.83,2.1,0N90E
2012-10-08,2012,10,8,306.45,-0.03,73.5,29.53,406.06,1160.03,0.05,0.0,0N90E
2012-10-09,2012,10,9,316.43,0.06,73.1,29.58,403.04,1075.91,0.76,2.1,0N90E
2012-10-10,2012,10,10,295.58,-0.03,76.4,29.48,388.67,1217.54,0.02,0.0,0N90E
2012-10-11,2012,10,11,192.45,0.24,78.4,29.58,298.03,1169.54,1.94,2.1,0N90E
2012-10-12,2012,10,12,209.58,-0.02,75.0,29.58,282.94,992.26,0.02,0.0,0N90E
2012-10-13,2012,10,13,294.53,-0.03,76.6,29.52,398.04,1140.54,0.04,0.0,0N90E
2012-10-14,2012,10,14,249.16,1.76,80.3,29.38,349.24,1241.3,8.35,9.7,0N90E
2012-10-15,2012,10,15,213.59,0.01,81.3,29.29,315.67,1389.11,0.16,0.7,0N90E
2012-10-16,2012,10,16,208.43,0.78,80.6,29.34,321.04,1255.56,5.62,4.2,0N90E
2012-10-17,2012,10,17,97.58,0.05,82.4,29.1,152.14,826.86,0.24,1.4,0N90E
2012-10-18,2012,10,18,234.25,0.15,78.7,29.12,316.89,985.13,0.72,3.5,0N90E
2012-10-19,2012,10,19,234.38,0.01,75.8,29.39,320.73,1386.26,0.04,0.0,0N90E
2012-10-20,2012,10,20,258.43,0.0,75.9,29.63,364.94,1294.06,0.05,0.0,0N90E
2012-10-21,2012,10,21,185.79,1.0,81.2,29.44,328.76,1271.25,4.22,8.3,0N90E
2012-10-22,2012,10,22,138.62,0.74,83.3,29.3,235.85,1335.41,3.73,8.3,0N90E
2012-10-23,2012,10,23,182.56,0.27,81.2,29.31,314.67,1341.11,1.03,7.7,0N90E
2012-10-24,2012,10,24,227.26,0.77,82.6,29.46,350.49,1250.33,5.0,3.5,0N90E
2012-10-25,2012,10,25,112.66,0.75,85.6,29.29,188.73,776.48,2.25,15.3,0N90E
2012-10-26,2012,10,26,244.16,1.3,80.6,29.36,341.43,1136.74,3.64,16.0,0N90E
2012-10-27,2012,10,27,181.21,0.41,79.3,29.17,276.1,1075.91,1.26,11.8,0N90E
2012-10-28,2012,10,28,198.58,0.0,80.3,29.23,302.61,1267.92,0.02,0.0,0N90E
2012-10-29,2012,10,29,222.9,0.06,76.3,29.24,327.16,1255.56,0.77,1.4,0N90E
2012-10-30,2012,10,30,132.64,0.24,81.1,29.01,224.28,1230.85,1.43,4.9,0N90E
2012-10-31,2012,10,31,215.33,0.01,78.8,29.02,310.42,1099.2,0.33,1.4,0N90E
2012-11-01,2012,11,1,30.74,2.58,85.8,29.14,55.13,486.57,6.35,45.8,0N90E
2012-11-02,2012,11,2,35.01,1.62,84.0,28.91,47.56,194.27,6.41,14.6,0N90E
2012-11-03,2012,11,3,53.73,0.37,83.0,28.77,91.54,410.52,0.91,11.1,0N90E
2012-11-04,2012,11,4,159.62,0.11,79.8,28.89,217.4,876.29,0.73,2.1,0N90E
2012-11-05,2012,11,5,177.07,0.61,83.2,28.91,277.85,1103.47,4.41,2.8,0N90E
2012-11-06,2012,11,6,249.81,0.02,78.0,29.03,361.67,1352.99,0.16,1.4,0N90E
2012-11-07,2012,11,7,246.68,0.01,79.5,28.99,327.68,1130.56,0.26,0.7,0N90E
2012-11-08,2012,11,8,126.48,5.61,89.3,29.03,233.05,1035.51,11.17,39.6,0N90E
2012-11-09,2012,11,9,201.74,0.57,82.2,29.07,321.57,1228.47,1.41,15.3,0N90E
2012-11-10,2012,11,10,188.77,0.32,80.3,28.92,266.41,1058.32,1.43,9.0,0N90E
2012-11-11,2012,11,11,216.17,0.7,80.9,28.88,340.77,1245.58,2.91,13.2,0N90E
2012-11-12,2012,11,12,209.43,0.3,80.8,28.85,330.67,1276.0,1.47,6.9,0N90E
2012-11-13,2012,11,13,88.7,0.3,83.1,28.73,122.55,571.64,1.8,4.9,0N90E
2012-11-14,2012,11,14,213.38,0.71,82.3,28.71,299.09,1287.4,2.82,12.5,0N90E
2012-11-15,2012,11,15,239.7,0.01,79.2,28.83,334.51,1283.13,0.31,1.4,0N90E
2012-11-16,2012,11,16,201.68,0.52,84.3,28.92,293.86,1124.86,2.14,11.1,0N90E
2012-11-17,2012,11,17,49.81,0.5,84.2,28.8,70.59,249.88,1.44,13.9,0N90E
2012-11-18,2012,11,18,262.15,-0.02,81.3,28.86,353.01,1157.65,0.01,0.0,0N90E
2012-11-19,2012,11,19,224.83,0.41,80.1,29.01,335.85,1090.64,2.25,4.2,0N90E
2012-11-20,2012,11,20,254.16,0.08,80.3,29.08,343.3,1168.59,0.69,2.1,0N90E
2012-11-21,2012,11,21,291.03,0.25,80.7,29.39,372.16,1042.16,1.49,2.8,0N90E
2012-11-22,2012,11,22,110.9,0.43,82.1,29.0,196.97,1265.07,1.21,11.8,0N90E
2012-11-23,2012,11,23,288.77,-0.01,74.7,29.29,389.82,1164.31,0.02,0.0,0N90E
2012-11-24,2012,11,24,289.26,-0.02,77.0,29.15,377.2,1137.22,0.02,0.0,0N90E
2012-11-25,2012,11,25,283.06,0.07,82.5,29.1,384.33,1125.34,0.4,3.5,0N90E
2012-11-26,2012,11,26,75.62,0.89,86.4,28.89,106.1,415.28,2.5,18.1,0N90E
2012-11-27,2012,11,27,175.84,1.05,84.0,28.97,298.54,1225.14,5.28,7.6,0N90E
2012-11-28,2012,11,28,114.45,1.63,85.8,28.85,183.63,1038.84,3.33,29.2,0N90E
2012-11-29,2012,11,29,117.07,0.04,81.5,28.76,172.73,793.59,0.36,2.8,0N90E
2012-11-30,2012,11,30,190.17,1.21,82.4,28.68,281.75,1067.35,4.27,20.1,0N90E
2012-12-01,2012,12,1,98.34,0.5,82.6,28.64,155.73,720.88,2.05,14.6,0N90E
2012-12-02,2012,12,2,179.91,0.27,81.8,28.71,259.72,1081.61,2.34,3.5,0N90E
2012-12-03,2012,12,3,241.01,-0.01,78.0,28.96,357.81,1047.87,0.04,0.0,0N90E
2012-12-04,2012,12,4,280.97,0.0,77.2,29.23,364.98,1039.79,0.02,0.0,0N90E
2012-12-05,2012,12,5,273.61,-0.01,78.2,29.32,357.92,1087.79,0.01,0.0,0N90E
2012-12-06,2012,12,6,287.68,-0.02,76.2,29.31,371.95,1073.53,0.26,1.4,0N90E
2012-12-07,2012,12,7,294.67,0.0,72.1,29.96,374.74,996.54,0.03,0.0,0N90E
2012-12-08,2012,12,8,244.13,-0.01,76.0,29.28,325.01,1129.14,0.05,0.0,0N90E
2012-12-09,2012,12,9,280.09,0.01,75.2,29.4,365.04,1087.31,0.15,0.7,0N90E
2012-12-10,2012,12,10,195.71,-0.01,78.2,29.06,288.86,1194.25,0.04,0.0,0N90E
2012-12-11,2012,12,11,192.66,0.21,78.2,29.05,269.98,1323.05,1.38,2.8,0N90E
2012-12-12,2012,12,12,287.45,-0.01,75.9,29.19,385.74,1178.57,0.02,0.0,0N90E
2012-12-13,2012,12,13,275.31,0.0,76.7,29.33,376.98,1088.74,0.02,0.0,0N90E
2012-12-14,2012,12,14,106.35,3.84,84.2,29.05,191.88,1051.67,12.63,20.8,0N90E
2012-12-15,2012,12,15,63.99,0.37,78.9,28.88,93.94,420.5,2.68,4.9,0N90E
2012-12-16,2012,12,16,116.32,0.2,80.0,28.85,154.4,679.05,1.73,1.4,0N90E
2012-12-17,2012,12,17,266.51,-0.02,75.5,29.31,368.37,1352.52,0.03,0.0,0N90E
2012-12-18,2012,12,18,116.31,0.04,78.6,28.92,194.11,944.26,0.27,2.1,0N90E
2012-12-19,2012,12,19,235.64,2.2,80.8,28.94,335.8,1400.52,8.34,17.4,0N90E
2012-12-20,2012,12,20,191.06,0.04,79.4,28.92,271.83,1080.18,0.41,1.4,0N90E
2012-12-21,2012,12,21,286.69,0.0,79.1,29.16,372.04,1016.97,0.04,0.0,0N90E
2012-12-22,2012,12,22,139.6,0.23,79.8,28.99,200.43,838.75,1.16,3.5,0N90E
2012-12-23,2012,12,23,97.91,0.49,83.2,28.83,158.05,655.76,1.9,7.6,0N90E
2012-12-24,2012,12,24,113.35,0.53,82.4,28.92,159.28,817.83,3.54,5.6,0N90E
2012-12-25,2012,12,25,211.31,0.25,83.3,28.99,308.61,1277.9,1.34,4.9,0N90E
2012-12-26,2012,12,26,64.48,2.36,88.0,28.84,103.25,414.8,4.35,33.3,0N90E
2012-12-27,2012,12,27,27.07,0.99,84.6,28.73,43.24,178.59,1.77,28.5,0N90E
2012-12-28,2012,12,28,237.85,0.67,79.9,28.72,333.01,1053.57,2.76,10.4,0N90E
2012-12-29,2012,12,29,124.97,0.59,84.8,28.67,184.64,1117.73,2.2,13.2,0N90E
2012-12-30,2012,12,30,77.21,1.63,84.6,28.61,137.06,878.19,6.05,13.9,0N90E
2012-12-31,2012,12,31,261.35,0.11,81.5,28.68,346.72,1182.37,0.56,4.2,0N90E
2013-01-01,2013,1,1,259.79,-0.02,79.1,29.07,354.83,1108.23,0.04,0.0,0N90E
2013-01-02,2013,1,2,221.33,-0.02,81.3,28.74,289.27,1160.03,0.21,0.7,0N90E
2013-01-03,2013,1,3,64.25,0.02,79.9,28.76,84.34,274.59,0.48,2.1,0N90E
2013-01-04,2013,1,4,235.45,-0.04,77.9,28.88,332.78,1225.62,0.11,0.0,0N90E
2013-01-05,2013,1,5,193.05,0.35,79.8,28.78,293.03,1198.05,2.68,3.5,0N90E
2013-01-06,2013,1,6,277.21,0.0,79.0,28.85,361.23,1019.82,0.12,0.7,0N90E
2013-01-07,2013,1,7,288.63,0.03,77.2,28.84,370.61,1059.75,0.27,1.4,0N90E
2013-01-08,2013,1,8,254.91,0.0,77.8,28.92,347.03,1041.21,0.03,0.0,0N90E
2013-01-09,2013,1,9,283.8,0.0,78.8,28.96,368.09,1001.76,0.01,0.0,0N90E
2013-01-10,2013,1,10,294.21,-0.03,77.3,29.05,381.37,1065.93,0.04,0.0,0N90E
2013-01-11,2013,1,11,278.44,-0.01,76.2,29.06,366.41,1045.01,0.02,0.0,0N90E
2013-01-12,2013,1,12,222.81,0.01,79.5,28.93,312.99,1168.11,0.12,0.7,0N90E
2013-01-13,2013,1,13,239.12,0.03,80.0,28.81,323.37,1013.17,0.28,1.4,0N90E
2013-01-14,2013,1,14,258.37,0.0,79.7,29.13,335.69,1123.43,0.01,0.0,0N90E
2013-01-15,2013,1,15,244.41,0.0,79.0,29.31,337.57,1171.91,0.03,0.0,0N90E
2013-01-16,2013,1,16,189.41,1.07,83.2,29.17,306.96,1088.74,4.84,8.3,0N90E
2013-01-17,2013,1,17,260.2,0.19,80.6,29.06,353.94,1132.46,2.2,2.1,0N90E
2013-01-18,2013,1,18,240.08,-0.02,77.3,29.05,329.31,1120.11,0.04,0.0,0N90E
2013-01-19,2013,1,19,291.82,-0.02,77.5,29.3,377.9,1164.78,0.02,0.0,0N90E
2013-01-20,2013,1,20,239.35,0.09,81.8,29.17,338.22,1160.03,1.01,1.4,0N90E
2013-01-21,2013,1,21,279.0,0.01,78.6,29.25,379.3,1146.72,0.11,0.7,0N90E
2013-01-22,2013,1,22,278.81,0.0,77.5,29.42,373.99,1111.08,0.01,0.0,0N90E
2013-01-23,2013,1,23,268.01,0.43,80.2,29.16,371.39,1083.04,3.01,7.6,0N90E
2013-01-24,2013,1,24,77.43,0.3,82.0,29.0,109.57,491.79,1.27,4.9,0N90E
2013-01-25,2013,1,25,265.67,0.08,80.2,29.07,367.53,1191.87,0.51,3.5,0N90E
2013-01-26,2013,1,26,258.81,0.12,80.2,29.02,367.83,1200.9,0.89,2.1,0N90E
2013-01-27,2013,1,27,177.0,0.18,80.2,28.96,257.38,1205.18,1.04,3.5,0N90E
2013-01-28,2013,1,28,279.82,0.97,82.1,29.07,378.85,1145.3,4.72,6.9,0N90E
2013-01-29,2013,1,29,278.92,0.22,80.8,29.07,368.86,1296.91,1.38,3.5,0N90E
2013-01-30,2013,1,30,111.59,0.02,81.5,29.04,175.16,1139.59,0.12,0.7,0N90E
2013-01-31,2013,1,31,289.81,-0.01,79.2,29.22,383.01,1081.61,0.04,0.0,0N90E
2013-02-01,2013,2,1,176.75,1.09,79.7,29.02,253.98,1023.63,5.72,5.6,0N90E
2013-02-02,2013,2,2,239.71,0.87,80.7,29.04,341.02,1131.04,4.22,7.6,0N90E
2013-02-03,2013,2,3,10.48,3.09,83.3,28.71,14.89,89.24,8.46,34.7,0N90E
2013-02-04,2013,2,4,198.85,0.73,80.0,28.86,332.97,1209.93,2.58,10.4,0N90E
2013-02-05,2013,2,5,133.37,0.61,81.9,28.85,213.77,1029.33,1.87,16.7,0N90E
