Date,Year,Month,Day,SWRad,Prec,RH,SST,StDev,Max,StDev_rain,%Time,Location
2005-01-01,2005,1,1,155.61,0.36,91.5,29.14,189.97,681.56,1.2,9.7,0N90E
2005-01-02,2005,1,2,57.16,0.19,90.5,29.02,83.72,289.75,0.46,6.9,0N90E
2005-01-03,2005,1,3,130.86,0.0,84.8,29.06,171.2,694.65,0.01,0.0,0N90E
2005-01-04,2005,1,4,269.79,0.13,83.8,29.45,352.19,1284.63,1.13,1.4,0N90E
2005-01-05,2005,1,5,79.43,0.95,91.7,29.14,134.5,645.0,3.48,10.4,0N90E
2005-01-06,2005,1,6,201.02,0.23,85.8,29.15,323.93,1440.81,1.13,5.6,0N90E
2005-01-07,2005,1,7,207.99,0.0,84.1,29.17,293.37,1116.26,0.05,0.0,0N90E
2005-01-08,2005,1,8,220.28,1.23,84.2,29.06,319.87,1175.39,3.45,18.1,0N90E
2005-01-09,2005,1,9,151.15,0.37,82.5,28.85,231.7,956.01,1.72,8.3,0N90E
2005-01-10,2005,1,10,263.52,0.85,83.9,28.75,362.88,1267.93,4.33,10.4,0N90E
2005-01-11,2005,1,11,172.85,0.95,85.5,28.68,324.14,1221.43,2.66,19.4,0N90E
2005-01-12,2005,1,12,253.74,0.09,83.8,28.65,355.2,1231.36,0.83,2.8,0N90E
2005-01-13,2005,1,13,263.74,0.0,85.1,28.62,353.8,1166.36,0.24,0.7,0N90E
2005-01-14,2005,1,14,287.46,-0.01,84.0,28.66,385.61,1138.83,0.12,0.7,0N90E
2005-01-15,2005,1,15,292.67,-0.02,83.8,28.8,378.93,1072.47,0.02,0.0,0N90E
2005-01-16,2005,1,16,232.07,0.76,87.7,28.93,347.95,1176.29,4.5,4.9,0N90E
2005-01-17,2005,1,17,282.34,0.0,83.1,29.2,370.14,1040.42,0.09,0.0,0N90E
2005-01-18,2005,1,18,276.43,-0.01,83.3,29.38,372.54,1041.78,0.08,0.0,0N90E
2005-01-19,2005,1,19,285.37,0.28,90.1,29.04,384.28,1060.28,1.12,7.6,0N90E
2005-01-20,2005,1,20,274.95,0.0,86.7,29.13,368.08,1238.59,0.14,0.0,0N90E
2005-01-21,2005,1,21,300.97,0.0,80.9,29.65,386.57,1082.85,0.17,0.0,0N90E
2005-01-22,2005,1,22,309.28,-0.01,82.0,30.01,399.68,1184.87,0.14,0.0,0N90E
2005-01-23,2005,1,23,301.83,-0.01,84.8,29.6,390.35,1090.98,0.13,0.0,0N90E
2005-01-24,2005,1,24,297.73,0.0,86.2,29.63,390.46,1293.21,0.11,0.0,0N90E
2005-01-25,2005,1,25,234.32,3.26,90.9,29.4,339.89,1411.47,9.22,21.5,0N90E
2005-01-26,2005,1,26,96.61,0.24,92.7,29.17,151.22,748.82,0.72,9.7,0N90E
2005-01-27,2005,1,27,238.49,-0.02,87.5,29.55,318.47,1219.63,0.02,0.0,0N90E
2005-01-28,2005,1,28,178.69,2.52,89.2,29.48,274.18,1386.64,8.04,23.6,0N90E
2005-01-29,2005,1,29,160.67,0.01,87.8,29.29,266.51,1297.27,0.1,0.0,0N90E
2005-01-30,2005,1,30,315.25,0.0,86.2,29.54,396.59,1299.53,0.09,0.0,0N90E
2005-01-31,2005,1,31,301.13,0.0,87.6,29.46,403.93,1272.44,0.12,0.0,0N90E
2005-02-01,2005,2,1,193.73,0.0,89.8,29.21,322.05,1287.79,0.08,0.0,0N90E
2005-02-02,2005,2,2,292.21,0.0,87.8,29.31,379.78,1165.46,0.06,0.0,0N90E
2005-02-03,2005,2,3,274.78,0.0,85.0,29.46,397.81,1297.72,0.05,0.0,0N90E
2005-02-04,2005,2,4,293.4,0.0,90.3,29.7,393.58,1288.69,0.05,0.0,0N90E
2005-02-05,2005,2,5,301.2,0.0,90.8,29.65,409.58,1222.79,0.04,0.0,0N90E
2005-02-06,2005,2,6,298.1,0.0,90.5,29.55,413.34,1419.15,0.06,0.0,0N90E
2005-02-07,2005,2,7,248.14,0.02,90.7,29.4,345.27,1102.72,0.25,1.4,0N90E
2005-02-08,2005,2,8,278.48,0.16,92.6,29.5,383.13,1104.97,1.32,1.4,0N90E
2005-02-09,2005,2,9,273.87,0.14,91.9,29.74,390.4,1273.34,1.23,2.1,0N90E
2005-02-10,2005,2,10,247.73,0.13,90.0,29.61,363.59,1346.47,1.25,1.4,0N90E
2005-02-11,2005,2,11,292.75,-0.01,88.8,29.61,386.38,1119.87,0.01,0.0,0N90E
2005-02-12,2005,2,12,285.27,-0.01,88.5,29.81,391.66,1194.35,0.01,0.0,0N90E
2005-02-13,2005,2,13,310.1,0.0,86.3,30.03,398.59,1241.29,0.02,0.0,0N90E
2005-02-14,2005,2,14,311.14,-0.01,88.9,29.8,401.21,1105.88,0.04,0.0,0N90E
2005-02-15,2005,2,15,317.26,0.0,86.5,30.21,409.32,1122.13,0.03,0.0,0N90E
2005-02-16,2005,2,16,255.61,-0.01,87.7,30.29,363.59,1176.75,0.04,0.0,0N90E
2005-02-17,2005,2,17,276.94,0.41,88.2,30.34,394.2,1208.34,2.25,5.6,0N90E
2005-02-18,2005,2,18,148.79,-0.01,92.7,30.12,252.99,1419.6,0.02,0.0,0N90E
2005-02-19,2005,2,19,265.67,-0.01,89.1,30.06,366.71,1408.76,0.03,0.0,0N90E
2005-02-20,2005,2,20,273.99,0.01,90.6,30.15,417.46,1402.44,0.1,0.7,0N90E
2005-02-21,2005,2,21,311.22,2.99,93.4,30.16,412.87,1205.63,8.14,25.0,0N90E
2005-02-22,2005,2,22,144.71,0.18,88.1,30.15,206.9,1013.34,0.87,4.9,0N90E
2005-02-23,2005,2,23,313.27,-0.01,88.7,30.44,399.67,1282.37,0.05,0.0,0N90E
2005-02-24,2005,2,24,313.36,-0.01,88.0,30.79,413.95,1291.4,0.05,0.0,0N90E
2005-02-25,2005,2,25,306.82,-0.01,87.4,30.54,407.18,1255.29,0.05,0.0,0N90E
2005-02-26,2005,2,26,216.93,0.05,93.6,30.34,321.97,1292.3,0.45,1.4,0N90E
2005-02-27,2005,2,27,274.76,-0.01,89.8,30.34,385.04,1287.34,0.05,0.0,0N90E
2005-02-28,2005,2,28,214.69,0.0,91.7,29.99,344.58,1505.36,0.08,0.0,0N90E
2005-03-01,2005,3,1,326.15,0.01,85.3,30.49,418.68,1118.97,0.1,0.0,0N90E
2005-03-02,2005,3,2,304.26,0.0,92.1,30.43,419.56,1252.58,0.03,0.0,0N90E
2005-03-03,2005,3,3,269.18,0.15,90.2,30.12,382.69,1274.7,1.09,2.1,0N90E
2005-03-04,2005,3,4,319.37,-0.01,87.2,30.35,419.64,1146.95,0.09,0.0,0N90E
2005-03-05,2005,3,5,320.43,0.0,88.6,30.28,419.56,1190.29,0.08,0.0,0N90E
2005-03-06,2005,3,6,313.13,0.07,89.6,30.64,412.11,1117.61,0.7,1.4,0N90E
2005-03-07,2005,3,7,289.09,-0.01,90.2,30.71,385.18,1104.52,0.13,0.0,0N90E
2005-03-08,2005,3,8,299.67,-0.01,92.2,30.55,389.74,1084.21,0.12,0.0,0N90E
2005-03-09,2005,3,9,275.76,3.88,92.2,30.55,389.04,1156.88,13.58,20.7,0N90E
2005-03-10,2005,3,10,224.48,-0.02,85.7,30.21,319.43,1368.14,0.14,0.0,0N90E
2005-03-11,2005,3,11,322.37,0.0,85.9,30.29,419.05,1202.47,0.11,0.0,0N90E
2005-03-12,2005,3,12,295.24,-0.01,84.7,30.37,412.45,1227.75,0.12,0.0,0N90E
2005-03-13,2005,3,13,332.16,0.0,85.8,30.69,419.63,1109.94,0.19,0.0,0N90E
2005-03-14,2005,3,14,157.57,0.01,87.7,30.28,221.1,1016.05,0.17,0.7,0N90E
2005-03-15,2005,3,15,291.7,0.0,87.1,30.39,397.49,1150.56,0.14,0.0,0N90E
2005-03-16,2005,3,16,278.57,-0.01,86.6,30.49,379.27,1208.34,0.13,0.0,0N90E
2005-03-17,2005,3,17,144.84,-0.01,88.2,30.16,202.3,927.12,0.11,0.0,0N90E
2005-03-18,2005,3,18,310.74,-0.01,87.6,30.06,412.1,1239.04,0.16,0.0,0N90E
2005-03-19,2005,3,19,121.66,0.02,89.1,29.92,188.89,825.11,0.23,1.4,0N90E
2005-03-20,2005,3,20,302.32,0.05,90.3,30.11,410.87,1245.36,0.46,1.4,0N90E
2005-03-21,2005,3,21,36.1,1.16,,30.0,56.47,291.1,5.13,18.8,0N90E
2005-03-22,2005,3,22,173.65,0.29,,29.98,309.08,1270.64,1.94,5.6,0N90E
2005-03-23,2005,3,23,307.46,0.12,,30.26,405.72,1378.07,1.33,1.4,0N90E
2005-03-24,2005,3,24,205.31,2.32,,30.08,312.71,1167.27,6.66,18.1,0N90E
2005-03-25,2005,3,25,202.76,0.12,,30.01,306.87,1319.84,0.69,4.2,0N90E
2005-03-26,2005,3,26,92.36,0.69,,29.82,132.39,503.26,2.52,12.5,0N90E
2005-03-27,2005,3,27,166.2,0.14,,29.74,266.21,1098.65,0.63,4.9,0N90E
2005-03-28,2005,3,28,81.88,0.21,,29.63,117.9,653.58,1.72,2.1,0N90E
2005-03-29,2005,3,29,215.45,-0.02,,29.56,325.42,1252.58,0.04,0.0,0N90E
2005-03-30,2005,3,30,224.73,0.59,,29.63,338.99,1333.83,3.69,5.6,0N90E
2005-03-31,2005,3,31,204.9,0.01,,29.52,286.31,1188.93,0.14,0.7,0N90E
2005-04-01,2005,4,1,74.27,0.54,,29.43,138.03,779.06,2.43,9.0,0N90E
2005-04-02,2005,4,2,243.23,0.0,,29.56,355.07,1228.2,0.04,0.0,0N90E
2005-04-03,2005,4,3,307.12,0.0,,29.53,399.18,1182.61,0.01,0.0,0N90E
2005-04-04,2005,4,4,297.03,0.0,,29.64,397.0,1110.39,0.02,0.0,0N90E
2005-04-05,2005,4,5,299.45,0.0,,29.9,399.28,1158.69,0.02,0.0,0N90E
2005-04-06,2005,4,6,320.66,-0.01,,30.04,408.97,1105.88,0.02,0.0,0N90E
2005-04-07,2005,4,7,321.86,0.0,,30.11,411.14,1086.47,0.02,0.0,0N90E
2005-04-08,2005,4,8,302.56,0.0,,30.48,397.98,1108.13,0.02,0.0,0N90E
2005-04-09,2005,4,9,281.52,0.0,,30.42,386.76,1124.83,0.02,0.0,0N90E
2005-04-10,2005,4,10,318.07,-0.01,,30.43,405.31,1115.36,0.03,0.0,0N90E
2005-04-11,2005,4,11,322.5,-0.01,,30.37,407.83,1084.21,0.05,0.0,0N90E
2005-04-12,2005,4,12,315.35,0.01,,30.4,410.23,1182.61,0.18,0.7,0N90E
2005-04-13,2005,4,13,144.52,0.0,,30.55,229.51,879.73,0.11,0.0,0N90E
2005-04-14,2005,4,14,292.85,-0.01,,30.56,387.09,1206.54,0.06,0.0,0N90E
2005-04-15,2005,4,15,202.15,-0.01,,30.1,323.54,1485.05,0.03,0.0,0N90E
2005-04-16,2005,4,16,289.38,0.0,,30.14,397.64,1388.45,0.06,0.0,0N90E
2005-04-17,2005,4,17,309.86,1.79,,30.05,402.16,1143.34,7.54,12.5,0N90E
2005-04-18,2005,4,18,215.83,-0.01,,30.0,323.5,1235.88,0.13,0.0,0N90E
2005-04-19,2005,4,19,314.32,0.0,,30.62,404.92,1098.65,0.13,0.0,0N90E
2005-04-20,2005,4,20,287.26,0.02,,30.47,399.38,1149.66,0.26,2.1,0N90E
2005-04-21,2005,4,21,285.26,0.11,,30.5,401.54,1233.62,1.01,1.4,0N90E
2005-04-22,2005,4,22,228.34,0.0,,30.49,319.01,1234.07,0.07,0.0,0N90E
2005-04-23,2005,4,23,313.19,0.0,,30.49,407.09,1135.22,0.06,0.0,0N90E
2005-04-24,2005,4,24,317.68,0.0,,30.68,397.62,1216.92,0.1,0.0,0N90E
2005-04-25,2005,4,25,307.08,0.0,,31.06,396.7,1206.54,0.09,0.0,0N90E
2005-04-26,2005,4,26,285.86,0.02,,30.93,380.61,1127.09,0.08,0.0,0N90E
2005-04-27,2005,4,27,148.53,0.38,,30.67,223.57,1072.47,1.8,11.1,0N90E
2005-04-28,2005,4,28,278.89,-0.01,,31.22,374.38,1126.64,0.09,0.0,0N90E
2005-04-29,2005,4,29,286.65,0.0,,31.04,384.9,1038.17,0.06,0.0,0N90E
2005-04-30,2005,4,30,275.3,0.0,,31.1,376.76,1061.64,0.07,0.0,0N90E
2005-05-01,2005,5,1,245.79,0.42,,30.7,385.92,1157.34,1.63,12.5,0N90E
2005-05-02,2005,5,2,260.69,0.82,,30.64,375.48,1169.07,2.74,10.4,0N90E
2005-05-03,2005,5,3,30.02,2.86,,30.36,42.81,153.88,8.31,20.8,0N90E
2005-05-04,2005,5,4,40.88,1.4,,30.35,54.41,203.53,3.34,20.8,0N90E
2005-05-05,2005,5,5,135.4,0.66,,30.3,266.43,1230.46,3.0,7.6,0N90E
2005-05-06,2005,5,6,250.7,1.14,,30.4,326.43,1201.57,3.53,15.3,0N90E
2005-05-07,2005,5,7,35.67,0.78,,30.14,49.72,191.34,2.71,14.6,0N90E
2005-05-08,2005,5,8,48.28,1.04,,29.99,91.5,412.08,3.62,14.6,0N90E
2005-05-09,2005,5,9,117.44,0.0,,30.0,165.44,914.03,0.19,1.4,0N90E
2005-05-10,2005,5,10,153.52,-0.01,,29.94,223.38,862.12,0.26,1.4,0N90E
2005-05-11,2005,5,11,228.81,0.08,,29.82,340.97,1202.93,0.88,1.4,0N90E
2005-05-12,2005,5,12,163.4,-0.02,,29.74,221.42,903.2,0.09,0.0,0N90E
2005-05-13,2005,5,13,232.74,-0.01,,29.78,300.21,970.46,0.05,0.0,0N90E
2005-05-14,2005,5,14,291.55,0.01,,29.85,377.53,1122.13,0.13,0.7,0N90E
2005-05-15,2005,5,15,302.83,-0.01,,29.81,383.41,1076.08,0.06,0.0,0N90E
2005-05-16,2005,5,16,292.89,-0.01,,30.03,377.45,1120.77,0.06,0.0,0N90E
2005-05-17,2005,5,17,290.1,-0.01,,30.17,373.05,1177.65,0.05,0.0,0N90E
2005-05-18,2005,5,18,289.19,-0.01,,30.14,372.82,1126.19,0.05,0.0,0N90E
2005-05-19,2005,5,19,279.62,-0.01,,30.26,364.16,1161.4,0.07,0.0,0N90E
2005-05-20,2005,5,20,269.86,-0.02,,30.05,362.15,1105.88,0.03,0.0,0N90E
2005-05-21,2005,5,21,287.23,-0.02,,30.03,369.62,1089.63,0.02,0.0,0N90E
2005-05-22,2005,5,22,289.14,-0.02,,30.04,367.17,1016.95,0.02,0.0,0N90E
2005-05-23,2005,5,23,265.56,-0.02,,30.03,352.46,1126.64,0.02,0.0,0N90E
2005-05-24,2005,5,24,202.6,-0.01,,30.11,238.98,661.7,0.05,0.0,0N90E
2005-05-25,2005,5,25,238.76,-0.01,,30.26,298.83,906.81,0.08,0.0,0N90E
2005-05-26,2005,5,26,277.64,-0.01,,30.21,368.23,1018.3,0.07,0.0,0N90E
2005-05-27,2005,5,27,229.76,0.15,,30.08,326.62,1178.55,1.17,2.1,0N90E
2005-05-28,2005,5,28,251.96,0.01,,30.33,336.49,1126.64,0.13,0.0,0N90E
2005-05-29,2005,5,29,249.97,0.14,,30.15,363.87,1049.9,1.55,2.1,0N90E
2005-05-30,2005,5,30,250.21,0.01,,30.38,336.83,1215.11,0.34,2.8,0N90E
2005-05-31,2005,5,31,272.92,0.02,,30.35,356.41,1129.35,0.22,0.7,0N90E
2005-06-01,2005,6,1,227.5,-0.01,,30.48,305.81,1116.71,0.11,0.7,0N90E
2005-06-02,2005,6,2,252.9,0.03,,30.47,337.08,1143.34,0.19,0.7,0N90E
2005-06-03,2005,6,3,231.45,0.02,,30.21,321.67,1121.67,0.26,2.1,0N90E
2005-06-04,2005,6,4,179.71,0.02,,30.28,240.43,758.75,0.23,0.7,0N90E
2005-06-05,2005,6,5,260.5,-0.01,,30.35,344.25,1054.42,0.05,0.0,0N90E
2005-06-06,2005,6,6,285.7,0.03,,30.43,363.93,1059.83,0.39,1.4,0N90E
2005-06-07,2005,6,7,210.84,0.07,,30.32,303.35,1084.21,0.72,2.1,0N90E
2005-06-08,2005,6,8,255.98,0.03,,30.32,345.99,1053.51,0.3,2.1,0N90E
2005-06-09,2005,6,9,227.83,-0.01,,30.38,317.66,1116.71,0.1,0.0,0N90E
2005-06-10,2005,6,10,186.93,-0.01,,30.14,262.46,915.39,0.12,0.0,0N90E
2005-06-11,2005,6,11,177.2,-0.01,,30.08,249.09,964.14,0.11,0.0,0N90E
2005-06-12,2005,6,12,224.1,-0.01,,30.1,334.5,1191.64,0.07,0.0,0N90E
2005-06-13,2005,6,13,188.07,0.91,,30.05,275.67,1049.45,3.95,8.3,0N90E
2005-06-14,2005,6,14,75.25,0.53,,29.92,104.19,307.81,2.27,9.0,0N90E
2005-06-15,2005,6,15,221.61,0.02,,29.93,317.06,991.67,0.57,1.4,0N90E
2005-06-16,2005,6,16,81.48,0.86,,29.8,121.12,434.2,4.47,6.9,0N90E
2005-06-17,2005,6,17,159.59,0.16,,29.68,208.24,659.44,1.27,2.8,0N90E
2005-06-18,2005,6,18,211.29,0.13,,29.63,291.01,991.22,1.32,1.4,0N90E
2005-06-19,2005,6,19,227.35,0.04,,29.59,309.03,1054.42,0.52,0.7,0N90E
2005-06-20,2005,6,20,239.3,0.01,,29.58,329.27,969.55,0.16,0.7,0N90E
2005-06-21,2005,6,21,260.0,-0.01,,29.57,348.84,1105.42,0.01,0.0,0N90E
2005-06-22,2005,6,22,279.18,0.0,,29.6,353.89,1004.31,0.02,0.0,0N90E
2005-06-23,2005,6,23,255.53,-0.01,,29.59,339.91,1029.14,0.01,0.0,0N90E
2005-06-24,2005,6,24,280.07,-0.01,,29.51,364.17,1000.7,0.02,0.0,0N90E
2005-06-25,2005,6,25,189.49,-0.02,,29.35,248.73,1062.09,0.02,0.0,0N90E
2005-06-26,2005,6,26,154.49,0.09,,29.33,200.96,715.42,0.87,1.4,0N90E
2005-06-27,2005,6,27,259.1,-0.02,,29.42,337.67,1311.26,0.03,0.0,0N90E
2005-06-28,2005,6,28,266.03,0.01,,29.49,357.96,1083.31,0.02,0.0,0N90E
2005-06-29,2005,6,29,208.84,0.0,,29.72,286.92,1114.0,0.03,0.0,0N90E
2005-06-30,2005,6,30,269.79,0.0,,29.87,355.54,1062.99,0.03,0.0,0N90E
2005-07-01,2005,7,1,240.87,0.0,,29.99,330.73,1061.64,0.04,0.0,0N90E
2005-07-02,2005,7,2,242.29,-0.02,,29.53,339.31,1274.7,0.1,0.0,0N90E
2005-07-03,2005,7,3,262.77,-0.01,,29.48,355.8,1082.85,0.02,0.0,0N90E
2005-07-04,2005,7,4,220.82,0.0,,29.69,310.77,1273.34,0.02,0.0,0N90E
2005-07-05,2005,7,5,264.11,0.0,,29.95,351.43,1019.21,0.11,0.7,0N90E
2005-07-06,2005,7,6,260.07,0.01,,30.2,333.53,1024.62,0.09,0.0,0N90E
2005-07-07,2005,7,7,258.26,0.13,,29.97,347.19,1074.73,0.6,5.6,0N90E
2005-07-08,2005,7,8,252.19,-0.01,,29.91,354.5,1134.31,0.03,0.0,0N90E
2005-07-09,2005,7,9,143.91,0.13,,29.72,215.22,1121.67,0.68,5.6,0N90E
2005-07-10,2005,7,10,51.71,1.33,,29.59,74.93,457.22,4.05,22.9,0N90E
2005-07-11,2005,7,11,158.36,0.65,,29.56,209.09,995.73,2.45,11.1,0N90E
2005-07-12,2005,7,12,32.5,1.48,,29.48,52.09,215.27,5.66,15.3,0N90E
2005-07-13,2005,7,13,146.52,1.91,,29.48,224.8,1010.63,6.46,22.2,0N90E
2005-07-14,2005,7,14,151.0,0.02,,29.43,231.57,907.26,0.34,1.4,0N90E
2005-07-15,2005,7,15,209.88,1.07,,29.41,327.87,1018.3,3.8,14.2,0N90E
2005-07-16,2005,7,16,243.59,0.01,,29.21,324.29,1039.52,0.3,0.7,0N90E
2005-07-17,2005,7,17,281.95,-0.01,,29.19,359.71,1284.18,0.05,0.0,0N90E
2005-07-18,2005,7,18,150.67,0.69,,29.14,199.81,1054.87,3.1,8.3,0N90E
2005-07-19,2005,7,19,91.65,-0.01,,29.16,126.01,485.2,0.08,0.0,0N90E
2005-07-20,2005,7,20,211.61,0.41,,29.25,296.0,1047.19,1.93,7.6,0N90E
2005-07-21,2005,7,21,248.8,0.05,,29.3,351.24,1034.1,0.25,3.5,0N90E
2005-07-22,2005,7,22,151.22,0.23,,29.17,244.19,1007.92,1.15,5.6,0N90E
2005-07-23,2005,7,23,177.52,0.02,,29.15,253.73,1116.71,0.25,1.4,0N90E
2005-07-24,2005,7,24,244.1,-0.01,,29.19,347.49,1350.53,0.03,0.0,0N90E
2005-07-25,2005,7,25,283.45,-0.02,,29.27,361.42,1187.58,0.03,0.0,0N90E
2005-07-26,2005,7,26,246.62,-0.02,,29.28,343.3,1214.21,0.03,0.0,0N90E
2005-07-27,2005,7,27,277.56,-0.03,,29.24,371.05,1103.17,0.02,0.0,0N90E
2005-07-28,2005,7,28,268.46,-0.02,,29.31,359.88,1152.37,0.01,0.0,0N90E
2005-07-29,2005,7,29,244.38,-0.01,,29.37,327.0,1127.54,0.01,0.0,0N90E
2005-07-30,2005,7,30,233.79,-0.02,,29.28,309.66,1079.24,0.01,0.0,0N90E
2005-07-31,2005,7,31,205.97,-0.02,,29.25,289.26,1142.44,0.01,0.0,0N90E
2005-08-01,2005,8,1,241.2,-0.02,,29.27,309.1,984.9,0.01,0.0,0N90E
2005-08-02,2005,8,2,219.49,-0.02,,29.23,295.47,973.62,0.01,0.0,0N90E
2005-08-03,2005,8,3,235.06,-0.02,,29.21,312.1,1047.65,0.02,0.0,0N90E
2005-08-04,2005,8,4,284.54,-0.02,,29.34,370.94,1073.38,0.01,0.0,0N90E
2005-08-05,2005,8,5,291.88,-0.01,,29.5,373.76,1069.76,0.01,0.0,0N90E
2005-08-06,2005,8,6,289.08,-0.01,,29.47,371.59,1030.04,0.01,0.0,0N90E
2005-08-07,2005,8,7,294.56,-0.01,,29.43,381.12,1067.96,0.1,0.7,0N90E
2005-08-08,2005,8,8,293.04,-0.02,,29.35,378.04,1126.19,0.01,0.0,0N90E
2005-08-09,2005,8,9,294.21,-0.01,,29.44,377.97,1084.21,0.01,0.0,0N90E
2005-08-10,2005,8,10,291.34,-0.01,,29.61,380.88,1081.05,0.02,0.0,0N90E
2005-08-11,2005,8,11,144.58,0.04,,29.2,214.01,1186.22,0.5,1.4,0N90E
2005-08-12,2005,8,12,163.86,0.01,,29.06,222.95,961.43,0.25,1.4,0N90E
2005-08-13,2005,8,13,273.81,0.03,,29.14,366.82,1234.07,0.47,1.4,0N90E
2005-08-14,2005,8,14,246.51,-0.02,,29.23,336.18,1089.63,0.01,0.0,0N90E
2005-08-15,2005,8,15,296.88,0.02,,29.36,389.28,1094.14,0.29,1.4,0N90E
2005-08-16,2005,8,16,178.5,2.44,,29.33,259.44,1086.47,11.84,7.6,0N90E
2005-08-17,2005,8,17,224.72,0.07,,29.35,325.41,1119.87,0.45,2.8,0N90E
2005-08-18,2005,8,18,197.84,0.64,,29.29,272.18,933.89,3.08,6.9,0N90E
2005-08-19,2005,8,19,95.17,0.16,,29.12,134.9,468.95,0.79,4.2,0N90E
2005-08-20,2005,8,20,217.02,0.13,,29.32,316.85,1200.22,1.61,0.7,0N90E
2005-08-21,2005,8,21,58.67,0.43,,29.09,98.68,491.52,2.16,8.3,0N90E
2005-08-22,2005,8,22,258.93,0.2,,29.28,351.02,1206.99,2.01,2.1,0N90E
2005-08-23,2005,8,23,256.83,0.0,,29.29,353.47,1067.51,0.08,0.0,0N90E
2005-08-24,2005,8,24,109.95,1.2,,29.13,179.0,782.22,4.57,8.3,0N90E
2005-08-25,2005,8,25,140.01,0.13,,29.07,217.6,1022.37,1.06,2.1,0N90E
2005-08-26,2005,8,26,235.79,0.1,,29.18,328.05,1260.25,0.35,2.8,0N90E
2005-08-27,2005,8,27,231.97,0.0,,29.16,322.91,1094.59,0.1,0.0,0N90E
2005-08-28,2005,8,28,113.59,1.5,,28.84,181.88,1082.4,4.48,18.1,0N90E
2005-08-29,2005,8,29,196.38,0.22,,28.88,323.09,1160.04,1.8,2.1,0N90E
2005-08-30,2005,8,30,148.49,1.57,,28.86,234.45,1193.9,5.09,18.1,0N90E
2005-08-31,2005,8,31,247.0,1.69,,28.91,359.14,1188.03,6.18,20.8,0N90E
2005-09-01,2005,9,1,80.83,0.74,,28.8,113.22,380.48,2.94,11.1,0N90E
2005-09-02,2005,9,2,125.55,0.75,,28.73,171.69,751.08,2.08,18.8,0N90E
2005-09-03,2005,9,3,102.98,0.36,,28.59,144.73,555.17,1.68,6.9,0N90E
2005-09-04,2005,9,4,280.8,0.07,,28.69,380.13,1186.22,0.83,1.4,0N90E
2005-09-05,2005,9,5,238.16,-0.02,,28.52,336.59,1245.36,0.18,0.7,0N90E
2005-09-06,2005,9,6,140.22,0.01,,28.33,181.18,1048.1,0.17,0.7,0N90E
2005-09-07,2005,9,7,208.3,-0.01,,28.24,288.31,1225.04,0.04,0.0,0N90E
2005-09-08,2005,9,8,282.23,0.05,,28.37,367.29,1303.14,0.46,1.4,0N90E
2005-09-09,2005,9,9,307.73,0.0,,28.74,400.04,1197.96,0.02,0.0,0N90E
2005-09-10,2005,9,10,303.42,0.0,,29.21,394.03,1147.86,0.02,0.0,0N90E
2005-09-11,2005,9,11,303.29,0.0,,29.26,402.57,1178.55,0.02,0.0,0N90E
2005-09-12,2005,9,12,309.98,-0.01,,29.28,408.64,1239.04,0.01,0.0,0N90E
2005-09-13,2005,9,13,314.52,0.0,,29.31,403.7,1094.59,0.01,0.0,0N90E
2005-09-14,2005,9,14,282.03,-0.01,,29.44,375.86,1393.42,0.01,0.0,0N90E
2005-09-15,2005,9,15,304.86,-0.01,,29.26,402.15,1183.06,0.01,0.0,0N90E
2005-09-16,2005,9,16,312.07,-0.02,,29.08,398.9,1247.16,0.01,0.0,0N90E
2005-09-17,2005,9,17,303.4,-0.02,,29.09,399.64,1174.94,0.01,0.0,0N90E
2005-09-18,2005,9,18,259.85,-0.02,,29.29,372.33,1238.59,0.01,0.0,0N90E
2005-09-19,2005,9,19,299.46,-0.01,,29.27,399.05,1225.04,0.01,0.0,0N90E
2005-09-20,2005,9,20,312.44,-0.01,,29.4,405.79,1167.27,0.01,0.0,0N90E
2005-09-21,2005,9,21,316.68,-0.01,,29.62,408.2,1095.49,0.02,0.0,0N90E
2005-09-22,2005,9,22,305.68,-0.01,,29.42,403.51,1118.06,0.01,0.0,0N90E
2005-09-23,2005,9,23,323.52,-0.01,,29.49,406.95,1104.07,0.02,0.0,0N90E
2005-09-24,2005,9,24,259.91,-0.01,,29.15,359.88,1203.83,0.01,0.0,0N90E
2005-09-25,2005,9,25,314.42,-0.01,,29.34,413.28,1190.29,0.04,0.0,0N90E
2005-09-26,2005,9,26,294.78,-0.01,,29.42,402.45,1128.45,0.03,0.0,0N90E
2005-09-27,2005,9,27,256.12,0.66,,29.41,345.97,1492.72,3.07,6.9,0N90E
2005-09-28,2005,9,28,277.98,-0.01,,29.68,379.55,1267.93,0.04,0.0,0N90E
2005-09-29,2005,9,29,307.0,-0.02,,29.49,397.07,1179.0,0.02,0.0,0N90E
2005-09-30,2005,9,30,249.56,0.9,,29.63,367.86,1264.77,3.37,10.4,0N90E
2005-10-01,2005,10,1,57.3,2.17,,29.31,85.09,383.19,6.52,23.6,0N90E
2005-10-02,2005,10,2,120.5,0.99,,29.05,226.84,1115.36,2.22,20.8,0N90E
2005-10-03,2005,10,3,226.42,0.68,,28.93,311.2,1271.09,3.34,10.6,0N90E
2005-10-04,2005,10,4,69.42,1.76,,28.78,115.97,417.95,6.7,15.3,0N90E
2005-10-05,2005,10,5,288.89,0.01,,28.97,395.86,1153.72,0.15,0.0,0N90E
