Tanggal,Suhu,Kelembaban,Curah_Hujan
10/5/2013,26.1,87,1.2
10/6/2013,26.9,81,4.3
10/7/2013,25.9,82,9.1
10/8/2013,25.3,85,4.5
10/9/2013,27.1,76,
10/10/2013,26.7,81,
10/11/2013,27.3,79,
10/12/2013,26.2,79,0.8
10/13/2013,26.9,80,
10/14/2013,27.1,80,
10/15/2013,27.2,81,8888
10/16/2013,26.9,82,
10/17/2013,26.4,86,1.3
10/18/2013,25.5,87,13.5
10/19/2013,26.2,84,8888
10/20/2013,25.7,79,16.5
10/21/2013,26,83,
10/22/2013,26.9,80,
10/23/2013,25.5,88,2.6
10/24/2013,26.4,85,
10/25/2013,26.9,83,
10/26/2013,26.5,84,
10/27/2013,26.7,82,0.8
10/28/2013,26.4,86,8888
10/29/2013,25.9,85,8888
10/30/2013,26.9,81,
10/31/2013,25.9,88,
11/1/2013,26.7,80,
11/2/2013,26.3,84,2
11/3/2013,26.2,86,8888
11/4/2013,24.8,92,3.6
11/5/2013,26.4,82,
11/6/2013,26,87,17.4
11/7/2013,25.4,92,27
11/8/2013,27.3,80,8888
11/9/2013,26.5,88,
11/10/2013,26.9,80,
11/11/2013,26.8,86,8888
11/12/2013,26.5,86,9
11/13/2013,25.4,91,4
11/14/2013,25.6,93,5.1
11/15/2013,25.3,94,6
11/16/2013,26.4,86,
11/17/2013,25.6,87,20
11/18/2013,26.3,85,2
11/19/2013,26.1,87,7.5
11/20/2013,25.4,89,1
11/21/2013,26.8,83,
11/22/2013,26.3,84,8888
11/23/2013,26.5,86,8888
11/24/2013,27.8,80,
11/25/2013,27.1,84,
11/26/2013,27.2,82,9.6
11/27/2013,25.9,90,2.6
11/28/2013,26.7,84,
11/29/2013,25.8,88,29.4
11/30/2013,26.5,88,3.6
12/1/2013,25.9,87,3
12/2/2013,26.7,84,5.4
12/3/2013,25.3,94,4.5
12/4/2013,25.9,90,0.4
12/5/2013,25.9,88,0.5
12/6/2013,25.4,91,10.9
12/7/2013,26.6,87,
12/8/2013,26.2,83,8.5
12/9/2013,25.8,90,22.6
12/10/2013,25.7,90,11.3
12/11/2013,25.7,90,22.5
12/12/2013,26.3,88,8888
12/13/2013,26.8,88,19.5
12/14/2013,26.8,86,
12/15/2013,27.3,87,
12/16/2013,27.2,85,
12/17/2013,27.2,82,
12/18/2013,27,81,
12/19/2013,27.4,84,
12/20/2013,25.7,88,13.5
12/21/2013,25.7,85,0.4
12/22/2013,24.8,93,13.8
12/23/2013,25.8,84,7
12/24/2013,26.5,86,
12/25/2013,26.2,83,
12/26/2013,26.1,87,
12/27/2013,26.6,84,2.8
12/28/2013,25.1,91,21.5
12/29/2013,25.6,89,18.2
12/30/2013,26.1,82,0.6
12/31/2013,25.5,88,27.9
1/1/2014,26.2,88,85
1/2/2014,25.9,90,18.3
1/3/2014,25.9,89,8888
1/4/2014,26.3,84,0
1/5/2014,25.1,91,11
1/6/2014,26.3,82,1
1/7/2014,26.7,84,0
1/8/2014,26.8,78,8888
1/9/2014,26.4,78,0
1/10/2014,25.9,88,4.9
1/11/2014,25.7,87,1.6
1/12/2014,26.3,84,0
1/13/2014,26.2,80,0
1/14/2014,25.9,79,0
1/15/2014,26,76,0
1/16/2014,25.9,80,0
1/17/2014,24.4,88,8.2
1/18/2014,25.8,79,0
1/19/2014,25.4,78,8888
1/20/2014,25.5,75,0
1/21/2014,25,87,0
1/22/2014,25.4,79,0
1/23/2014,24.8,78,0
1/24/2014,24.9,82,0
1/25/2014,25,82,0
1/26/2014,25.4,83,12.5
1/27/2014,24.6,84,8888
1/28/2014,26.5,74,0
1/29/2014,25.4,80,0
1/30/2014,26.2,80,0
1/31/2014,26,74,0
2/1/2014,25,80,0
2/2/2014,26,80,0
2/3/2014,25.5,80,0
2/4/2014,25.8,79,0
2/5/2014,26.5,77,0
2/6/2014,25.7,78,0
2/7/2014,24.9,78,0
2/8/2014,26.2,83,8888
2/9/2014,25.9,84,0
2/10/2014,26.1,80,0
2/11/2014,25.6,80,0
2/12/2014,25,82,0
2/13/2014,27.1,72,0
2/14/2014,26.5,78,0
2/15/2014,26.7,78,0.6
2/16/2014,26.7,86,0
2/17/2014,27.2,85,14.3
2/18/2014,26.9,88,4.5
2/19/2014,26.2,88,19.6
2/20/2014,24.1,95,48.6
2/21/2014,26.3,81,0
2/22/2014,26.9,84,0
2/23/2014,26.7,81,0
2/24/2014,25.9,83,0
2/25/2014,26,80,0
2/26/2014,24.9,77,0
2/27/2014,25.5,79,0
2/28/2014,26.4,84,0
3/1/2014,26.2,85,0
3/2/2014,26.2,89,8888
3/3/2014,27,83,0.2
3/4/2014,26.4,82,8888
3/5/2014,26.8,84,0
3/6/2014,27.1,82,0
3/7/2014,25.6,80,0
3/8/2014,26.6,81,0
3/9/2014,26.5,80,0
3/10/2014,25.6,79,0
3/11/2014,26.7,77,0
3/12/2014,26,79,0
3/13/2014,26.5,81,0
3/14/2014,27.1,76,0
3/15/2014,27.4,82,0.5
3/16/2014,26.9,84,0.3
3/17/2014,27.4,84,6
3/18/2014,27,85,0
3/19/2014,27.1,83,8888
3/20/2014,27.2,84,0
3/21/2014,26.4,81,0
3/22/2014,26.9,80,0
3/23/2014,27.2,79,0
3/24/2014,26.9,83,8888
3/25/2014,27.6,82,0
3/26/2014,28.1,80,0
3/27/2014,28.2,81,0
3/28/2014,28.5,81,0
3/29/2014,27.7,79,0
3/30/2014,27.7,81,0
3/31/2014,28.5,77,0
4/1/2014,27,82,5.3
4/2/2014,27.2,83,17.5
4/3/2014,26.9,80,0
4/4/2014,27,83,0.1
4/5/2014,26.9,81,11
4/6/2014,27.5,74,0
4/7/2014,27.6,78,0
4/8/2014,27.3,76,0
4/9/2014,27.2,80,0
4/10/2014,27.1,78,0
4/11/2014,27.4,81,0
4/12/2014,26.9,83,0
4/13/2014,26.3,82,0
4/14/2014,26.5,84,1.1
4/15/2014,26,85,8888
4/16/2014,27.3,78,0
4/17/2014,27.9,79,0
4/18/2014,28.1,76,0
4/19/2014,28.1,75,0
4/20/2014,27.4,80,8888
4/21/2014,27.2,81,0
4/22/2014,27.3,84,6.9
4/23/2014,28.6,76,1.4
4/24/2014,27.4,84,20.3
4/25/2014,27.1,87,32.5
4/26/2014,27.9,78,0
4/27/2014,26.5,89,0.4
4/28/2014,27.5,80,8888
4/29/2014,28.5,79,15.5
4/30/2014,28.2,79,0
5/1/2014,28.1,78,8888
5/2/2014,25.7,91,9.4
5/3/2014,27.3,82,0
5/4/2014,28.8,79,0
5/5/2014,28.9,81,3.3
5/6/2014,25.7,93,52.5
5/7/2014,26.8,84,8888
5/8/2014,27.1,83,0
5/9/2014,27.7,85,8888
5/10/2014,27.9,84,1
5/11/2014,28.5,82,2
5/12/2014,28.2,81,8888
5/13/2014,27.8,81,0
5/14/2014,28.1,80,0
5/15/2014,27.7,79,0.1
5/16/2014,27.3,80,0
5/17/2014,28.3,74,0.7
5/18/2014,28.3,77,8888
5/19/2014,28.1,78,0
5/20/2014,28.9,76,0
5/21/2014,28.6,76,0
5/22/2014,29.1,68,0
5/23/2014,28.1,72,0
5/24/2014,28.3,79,8888
5/25/2014,29.2,78,0.9
5/26/2014,27.7,82,8888
5/27/2014,28.1,79,0
5/28/2014,27.4,82,2
5/29/2014,27.5,82,0.2
5/30/2014,26.8,88,5.9
5/31/2014,27.2,83,0
6/1/2014,28.3,80,0
6/2/2014,28.1,80,0
6/3/2014,27.9,81,1.5
6/4/2014,26.4,87,34
6/5/2014,28.7,74,8888
6/6/2014,29.2,75,0
6/7/2014,29.2,75,0
6/8/2014,28.9,78,3.6
6/9/2014,29,78,0
6/10/2014,29.5,72,0
6/11/2014,28.2,74,7.7
6/12/2014,26.9,76,4.3
6/13/2014,30.9,55,12.3
6/14/2014,27.6,74,1.6
6/15/2014,29.9,68,3.4
6/16/2014,28.7,74,8888
6/17/2014,29.2,71,0
6/18/2014,31.1,55,0
6/19/2014,30.9,56,0.1
6/20/2014,29.5,70,0
6/21/2014,30.7,60,0
6/22/2014,29.8,63,0
6/23/2014,29.9,63,0
6/24/2014,30.4,56,0
6/25/2014,29.8,60,0
6/26/2014,28.2,66,0
6/27/2014,28,69,0
6/28/2014,28.4,68,0.8
6/29/2014,28.4,70,0
6/30/2014,28.9,70,0
7/1/2014,28.2,73,0
7/2/2014,27.9,76,1
7/3/2014,27.6,77,0.1
7/4/2014,27.7,69,0.2
7/5/2014,29.9,57,8888
7/6/2014,27.3,72,14.4
7/7/2014,28.7,66,4.4
7/8/2014,29.9,59,1.9
7/9/2014,30,61,5.4
7/10/2014,27.2,79,3.4
7/11/2014,30.1,61,0
7/12/2014,30.3,60,0
7/13/2014,30.4,61,0
7/14/2014,29.7,65,8888
7/15/2014,29.9,65,8888
7/16/2014,29.1,65,0.4
7/17/2014,28.9,65,0
7/18/2014,28,69,0
7/19/2014,30.6,56,0
7/20/2014,29.8,66,0
7/21/2014,29.5,64,0
7/22/2014,29.4,61,0
7/23/2014,29.2,64,0
7/24/2014,28.9,65,8888
7/25/2014,28.5,70,0
7/26/2014,28.6,68,1.9
7/27/2014,28.9,68,0
7/28/2014,29.1,65,0
7/29/2014,28.1,63,0
7/30/2014,28.1,67,0
7/31/2014,29.3,57,0
8/1/2014,29,62,0
8/2/2014,28.4,64,0
8/3/2014,29.6,62,4.5
8/4/2014,28.1,71,0
8/5/2014,29.8,61,12.4
8/6/2014,26.2,82,4.3
8/7/2014,26.4,78,0.5
8/8/2014,26.8,75,0
8/9/2014,28,77,0
8/10/2014,27.4,79,0.6
8/11/2014,27.9,81,0.8
8/12/2014,27.2,78,0
8/13/2014,28.2,70,0
8/14/2014,28.1,67,8888
8/15/2014,26.5,79,4
8/16/2014,26.8,80,16.1
8/17/2014,27.3,80,0
8/18/2014,27.8,75,0
8/19/2014,27.6,75,0
8/20/2014,27.5,75,0
8/21/2014,26.7,79,0
8/22/2014,27.8,79,0
8/23/2014,26,86,8888
8/24/2014,25.2,90,84.5
8/25/2014,25.6,88,0
8/26/2014,25.8,81,5.8
8/27/2014,26.6,79,0
8/28/2014,27.6,69,0
8/29/2014,26.6,82,0
8/30/2014,27.5,76,0
8/31/2014,27.7,76,0
9/1/2014,27.1,76,0
9/2/2014,27.6,76,0
9/3/2014,27.6,78,8888
9/4/2014,27,82,0
9/5/2014,27.9,73,0
9/6/2014,29.4,58,0
9/7/2014,26.4,72,0
9/8/2014,28.4,70,13.6
9/9/2014,26.5,76,0
9/10/2014,28.3,68,0
9/11/2014,26.9,77,3.6
9/12/2014,26.6,82,4.7
9/13/2014,25.2,90,15.4
9/14/2014,25.2,84,14
9/15/2014,25.9,81,8888
9/16/2014,28.2,67,5.5
9/17/2014,27,80,0
9/18/2014,27.2,85,6.3
9/19/2014,26.4,88,2.5
9/20/2014,27.1,80,0
9/21/2014,26.3,82,1
9/22/2014,26.7,84,20.6
9/23/2014,27.1,82,0
9/24/2014,25.4,88,3
9/25/2014,26.2,85,3.7
9/26/2014,26.1,83,0
9/27/2014,26.2,85,7
9/28/2014,26.3,87,39.2
9/29/2014,26.4,86,0
9/30/2014,26.2,88,1
10/1/2014,26.4,85,1.3
10/2/2014,26,90,8888
10/3/2014,26.7,80,1.3
10/4/2014,26.1,84,4.3
10/5/2014,27,75,79.6
10/6/2014,24.4,93,61.1
10/7/2014,24.1,94,62.8
10/8/2014,26.8,80,6
10/9/2014,28,77,0
10/10/2014,26.8,84,0
10/11/2014,26.5,82,0
10/12/2014,27,83,12.8
10/13/2014,28.1,76,0
10/14/2014,27,82,4.4
10/15/2014,25.1,92,32.6
10/16/2014,25,91,23.6
10/17/2014,26.4,90,23.5
10/18/2014,25.3,92,2.7
10/19/2014,25.3,93,4.6
10/20/2014,25.6,87,5
10/21/2014,25.9,86,82.2
10/22/2014,25.8,90,9.3
10/23/2014,26.2,87,0
10/24/2014,26,87,3.6
10/25/2014,26.9,84,0
10/26/2014,26.7,86,12.6
10/27/2014,27,82,0
10/28/2014,26.8,84,0
10/29/2014,25.1,92,15
10/30/2014,26.2,88,8888
10/31/2014,25.8,87,18.2
11/1/2014,26,89,21.2
11/2/2014,24.7,94,188.8
11/3/2014,24.6,92,37
11/4/2014,26.8,83,0
11/5/2014,28.4,71,0
11/6/2014,28.1,75,0
11/7/2014,27.7,78,0
11/8/2014,26.5,84,8888
11/9/2014,25,94,9.4
11/10/2014,25.8,86,6.6
11/11/2014,26.8,84,16.6
11/12/2014,26.5,84,0
11/13/2014,26.8,80,0
11/14/2014,26.9,80,1.3
11/15/2014,27,82,4
11/16/2014,26.9,87,8888
11/17/2014,27.2,79,0
11/18/2014,27.7,77,13.4
11/19/2014,26.5,86,26
11/20/2014,26.6,85,25.6
11/21/2014,25.8,92,82.6
11/22/2014,26.5,84,0
11/23/2014,25.8,91,28.5
11/24/2014,26.2,91,0.3
11/25/2014,26,89,40.6
11/26/2014,26.3,86,8888
11/27/2014,27.3,78,0
11/28/2014,27,81,7
11/29/2014,27.2,82,0
11/30/2014,27.3,85,1.8
12/1/2014,27.7,81,8888
12/2/2014,27.3,83,0.5
12/3/2014,26.1,86,0
12/4/2014,26.7,84,2.2
12/5/2014,26.7,88,17.3
12/6/2014,26.4,88,0
12/7/2014,26.6,82,1.5
12/8/2014,26.4,88,9.2
12/9/2014,26.7,84,3
12/10/2014,27.1,84,1
12/11/2014,27,80,0
12/12/2014,26.6,78,0
12/13/2014,26.9,80,0
12/14/2014,27.8,78,8888
12/15/2014,27.1,83,3.7
12/16/2014,27.1,83,0.1
12/17/2014,26.5,81,0.3
12/18/2014,26.2,88,13.8
12/19/2014,26.4,88,13.8
12/20/2014,26.4,85,
12/21/2014,25.4,92,69.5
12/22/2014,24.8,93,19
12/23/2014,25.4,91,65.3
12/24/2014,25,94,75.9
12/25/2014,24.4,98,85.2
12/26/2014,26.2,86,8888
12/27/2014,26.9,86,5
12/28/2014,25.9,88,32.3
12/29/2014,26.8,79,8888
12/30/2014,26.3,81,0
12/31/2014,27.1,84,6.5
1/1/2015,27.4,82,6.5
1/2/2015,28.9,74,
1/3/2015,27.3,79,
1/4/2015,28.9,74,1
1/5/2015,28.9,74,
1/6/2015,25.6,87,7
1/7/2015,26.5,84,6.4
1/8/2015,28.9,74,2.3
1/9/2015,26.1,87,8888
1/10/2015,26.9,82,5.3
1/11/2015,25.4,91,8888
1/12/2015,,,
1/13/2015,28.7,72,2.4
1/14/2015,,,
1/15/2015,,,
1/16/2015,26.8,82,3.5
1/17/2015,27.2,75,
1/18/2015,26.8,76,
1/19/2015,26.7,78,
1/20/2015,27.4,74,
1/21/2015,27.2,80,
1/22/2015,26.8,78,6.5
1/23/2015,26.9,77,
1/24/2015,26.8,76,
1/25/2015,26.7,80,
1/26/2015,28.9,74,
1/27/2015,26.4,81,8.5
1/28/2015,26.7,80,
1/29/2015,28.9,74,
1/30/2015,26.9,82,
1/31/2015,26.9,82,11.4
2/1/2015,27.2,72,0
2/2/2015,25.9,77,0
2/3/2015,26.1,76,0
2/4/2015,,,
2/5/2015,26,80,0
2/6/2015,27.4,78,0
2/7/2015,27,77,0
2/8/2015,26.4,82,5
2/9/2015,26.1,83,8888
2/10/2015,,,
2/11/2015,,,
2/12/2015,26.2,75,0
2/13/2015,25.7,75,0
2/14/2015,25.9,77,0
2/15/2015,26,83,0
2/16/2015,26.7,78,0
2/17/2015,26.7,81,0.5
2/18/2015,,,
2/19/2015,25.9,81,0
2/20/2015,26.4,79,0
2/21/2015,,,
2/22/2015,26.7,76,0
2/23/2015,,,
2/24/2015,,,
2/25/2015,,,
2/26/2015,,,
2/27/2015,,,
2/28/2015,,,
3/1/2015,26.5,81,0
3/2/2015,27.5,78,0
3/3/2015,27.3,77,0
3/4/2015,26.3,81,1
3/5/2015,27.5,77,0
3/6/2015,27.3,76,0
3/7/2015,,,
3/8/2015,25.4,89,6.8
3/9/2015,,,
3/10/2015,,,
3/11/2015,26.5,82,0
3/12/2015,,,
3/13/2015,26.7,81,0
3/14/2015,28,77,0
3/15/2015,27.3,72,0
3/16/2015,26.2,76,0
3/17/2015,26.8,78,0
3/18/2015,28.1,76,8888
3/19/2015,28.6,77,0
3/20/2015,,,
3/21/2015,,,
3/22/2015,27.7,77,0
3/23/2015,27.6,79,8888
3/24/2015,27.2,82,8888
3/25/2015,28.2,76,8888
3/26/2015,,,
3/27/2015,,,
3/28/2015,,,
3/29/2015,,,
3/30/2015,,,
3/31/2015,,,
4/1/2015,26,86,4.5
4/2/2015,26.6,82,0
4/3/2015,27.1,79,0
4/4/2015,27.5,81,0
4/5/2015,27.3,84,0.6
4/6/2015,27.5,81,2
4/7/2015,28.7,81,0
4/8/2015,28.3,80,0
4/9/2015,,,
4/10/2015,,,
4/11/2015,,,
4/12/2015,,,
4/13/2015,,,
4/14/2015,,,
4/15/2015,,,
4/16/2015,26.7,81,0
4/17/2015,27.2,86,19.2
4/18/2015,26.7,84,32
4/19/2015,27.1,85,17.3
4/20/2015,27.1,83,0
4/21/2015,27.5,86,8888
4/22/2015,25.9,91,110
4/23/2015,25.7,86,3.6
4/24/2015,26.2,83,1.5
4/25/2015,27.6,79,0
4/26/2015,26,89,69.6
4/27/2015,25.9,87,0
4/28/2015,26.2,87,5
4/29/2015,27.1,82,0
4/30/2015,24.9,92,4.5
5/1/2015,27.1,79,0
5/2/2015,28.1,78,0
5/3/2015,29.1,71,0
5/4/2015,27.7,82,0
5/5/2015,28.4,76,0
5/6/2015,28.1,79,0
5/7/2015,,,
5/8/2015,,,
5/9/2015,,,
5/10/2015,,,
5/11/2015,,,
5/12/2015,27,83,0
5/13/2015,26.1,85,7.7
5/14/2015,,,
5/15/2015,,,
5/16/2015,,,
5/17/2015,,,
5/18/2015,,,
5/19/2015,,,
5/20/2015,,,
5/21/2015,,,
5/22/2015,,,
5/23/2015,,,
5/24/2015,,,
5/25/2015,,,
5/26/2015,,,
5/27/2015,,,
5/28/2015,,,
5/29/2015,,,
5/30/2015,,,
5/31/2015,,,
6/1/2015,27.9,75,0
6/2/2015,,,
6/3/2015,,,
6/4/2015,,,
6/5/2015,,,
6/6/2015,,,
6/7/2015,,,
6/8/2015,,,
6/9/2015,27.5,81,0
6/10/2015,,,
6/11/2015,,,
6/12/2015,,,
6/13/2015,,,
6/14/2015,,,
6/15/2015,,,
6/16/2015,,,
6/17/2015,,,
6/18/2015,,,
6/19/2015,,,
6/20/2015,,,
6/21/2015,,,
6/22/2015,,,
6/23/2015,,,
6/24/2015,,,
6/25/2015,,,
6/26/2015,,,
6/27/2015,,,
6/28/2015,,,
6/29/2015,,,
6/30/2015,,,
7/1/2015,29,70,
7/2/2015,28.9,74,
7/3/2015,28.7,72,
7/4/2015,28.9,74,5
7/5/2015,29.2,65,2.5
7/6/2015,27.2,78,3.8
7/7/2015,26.4,82,7.5
7/8/2015,29.4,65,6.8
7/9/2015,29.8,64,2
7/10/2015,29.6,65,1.6
7/11/2015,30.2,64,
7/12/2015,28.3,80,0.5
7/13/2015,28.4,74,3
7/14/2015,26.5,82,16.1
7/15/2015,27.6,73,16.9
7/16/2015,28.7,69,0.1
7/17/2015,29.4,68,
7/18/2015,27.2,77,0
7/19/2015,29.2,71,0.1
7/20/2015,28.1,71,
7/21/2015,28.9,74,5
7/22/2015,28.6,74,8888
7/23/2015,27.9,82,
7/24/2015,29.1,78,6
7/25/2015,27.4,80,8888
7/26/2015,,,
7/27/2015,27.5,79,
7/28/2015,27.9,78,2.5
7/29/2015,27.4,79,1.6
7/30/2015,26.8,82,
7/31/2015,26.9,78,2
8/1/2015,27.1,83,0
8/2/2015,27.9,76,0.5
8/3/2015,27.4,72,
8/4/2015,29.4,58,2.5
8/5/2015,28.4,69,
8/6/2015,29.4,63,10
8/7/2015,28.9,70,10
8/8/2015,27.1,77,0.9
8/9/2015,28.9,74,4.6
8/10/2015,28.9,74,
8/11/2015,28.9,74,25.5
8/12/2015,28.9,74,
8/13/2015,28.9,74,8888
8/14/2015,28.9,74,
8/15/2015,28.9,74,
8/16/2015,28.9,74,1
8/17/2015,28.9,74,8888
8/18/2015,28.9,74,8888
8/19/2015,28.9,74,3
8/20/2015,28.9,74,
8/21/2015,28.9,74,
8/22/2015,28.9,74,
8/23/2015,28.9,74,
8/24/2015,29.4,62,
8/25/2015,28.9,74,
8/26/2015,28.2,74,
8/27/2015,28.9,74,
8/28/2015,28.9,74,
8/29/2015,28.9,74,13
8/30/2015,28.9,74,
8/31/2015,27.4,77,8888
9/1/2015,28.9,74,1
9/2/2015,28.9,74,
9/3/2015,28.9,74,0.5
9/4/2015,28.9,74,1.8
9/5/2015,28.9,74,13.4
9/6/2015,28,78,
9/7/2015,27.6,79,
9/8/2015,28.9,74,
9/9/2015,28.9,74,8888
9/10/2015,27.1,78,3.7
9/11/2015,26.9,79,
9/12/2015,27.4,80,1
9/13/2015,26.5,84,41
9/14/2015,28.4,67,43
9/15/2015,,,
9/16/2015,29.2,67,
9/17/2015,27.4,77,8888
9/18/2015,28.3,76,7.5
9/19/2015,29,79,
9/20/2015,,,
9/21/2015,29.2,75,1.5
9/22/2015,,,
9/23/2015,,,
9/24/2015,28,71,8888
9/25/2015,27.9,75,7.5
9/26/2015,28.2,74,0.4
9/27/2015,25.5,87,5.5
9/28/2015,28.7,71,20
9/29/2015,26.6,81,0
9/30/2015,,,
10/1/2015,27.4,80,
10/2/2015,27.6,78,
10/3/2015,27.4,74,
10/4/2015,29.8,65,
10/5/2015,26.6,83,
10/6/2015,27,81,1.4
10/7/2015,26.6,83,
10/8/2015,27.7,78,0.4
10/9/2015,27.1,80,8888
10/10/2015,27.6,78,8888
10/11/2015,27.4,80,
10/12/2015,26.5,85,
10/13/2015,27.5,82,6
10/14/2015,27.1,84,
10/15/2015,25.7,88,1
10/16/2015,27.2,84,47.2
10/17/2015,27.4,83,2
10/18/2015,27.9,80,
10/19/2015,28.3,78,
10/20/2015,27.3,84,
10/21/2015,27.5,82,8888
10/22/2015,27.7,83,
10/23/2015,27.7,83,23
10/24/2015,26.6,85,11.9
10/25/2015,26.6,86,0.5
10/26/2015,25.9,90,28.5
10/27/2015,25.9,91,41.5
10/28/2015,,,
10/29/2015,26.9,86,34.5
10/30/2015,27.3,81,
10/31/2015,27.6,83,0.5
11/1/2015,26.8,86,
11/2/2015,26.7,87,10.8
11/3/2015,27.1,83,
11/4/2015,26.9,85,
11/5/2015,25.6,90,0.5
11/6/2015,27,82,22.5
11/7/2015,27.1,83,8.7
11/8/2015,27.7,81,
11/9/2015,27.4,78,1.8
11/10/2015,25.4,92,
11/11/2015,27.6,82,14
11/12/2015,27,86,5.5
11/13/2015,26.9,87,5.2
11/14/2015,,,
11/15/2015,26.4,85,4.2
11/16/2015,26.8,85,
11/17/2015,29.2,72,
11/18/2015,27.7,81,
11/19/2015,25.6,92,1.8
11/20/2015,27,85,16.2
11/21/2015,27.9,80,
11/22/2015,27.6,81,
11/23/2015,29.4,74,
11/24/2015,27.1,84,6.2
11/25/2015,26.5,88,0.5
11/26/2015,29,78,
11/27/2015,,,
11/28/2015,26.5,88,
11/29/2015,26.8,85,20.4
11/30/2015,27.9,79,10.4
12/1/2015,25.8,88,
12/2/2015,27,85,
12/3/2015,28.6,80,3
12/4/2015,,,
12/5/2015,27.4,86,30.3
12/6/2015,26.3,89,8.1
12/7/2015,27.8,81,33.5
12/8/2015,29.2,76,
12/9/2015,27.8,85,
12/10/2015,26.8,86,12
12/11/2015,27.6,83,3.5
12/12/2015,27.1,84,
12/13/2015,26.9,84,
12/14/2015,27.5,82,
12/15/2015,26.9,83,
12/16/2015,27.5,80,
12/17/2015,27.6,75,
12/18/2015,27.4,78,
12/19/2015,25.6,88,
12/20/2015,27.4,76,3
12/21/2015,27,78,
12/22/2015,26.7,80,
12/23/2015,27.8,78,
12/24/2015,27.7,80,
12/25/2015,28.2,80,
12/26/2015,28.1,78,
12/27/2015,26.4,88,36
12/28/2015,27.1,84,2
12/29/2015,26.4,87,4
12/30/2015,27.1,78,1.5
12/31/2015,27.2,74,
1/1/2016,27.7,76,
1/2/2016,28,78,
1/3/2016,27.8,81,
1/4/2016,28.3,78,
1/5/2016,28.6,78,
1/6/2016,28.1,82,0.5
1/7/2016,28.3,81,1.5
1/8/2016,28.5,79,
1/9/2016,27.6,81,
1/10/2016,28.3,77,
1/11/2016,27.4,83,
1/12/2016,27.6,83,0.6
1/13/2016,28.7,80,7.5
1/14/2016,27.6,84,
1/15/2016,27.9,83,146
1/16/2016,28,81,14.4
1/17/2016,26.4,87,
1/18/2016,27.2,84,3.8
1/19/2016,28.5,83,7
1/20/2016,28.7,82,0.8
1/21/2016,28.4,82,
1/22/2016,27.5,84,1.4
1/23/2016,28,83,14.2
1/24/2016,28.3,79,
1/25/2016,28.4,79,
1/26/2016,27.6,82,
1/27/2016,26.5,89,69.8
1/28/2016,27,86,34.3
1/29/2016,26.8,87,
1/30/2016,28,82,
1/31/2016,27,88,
2/1/2016,27.7,81,6.2
2/2/2016,27.6,79,
2/3/2016,28.2,75,
2/4/2016,28.6,79,
2/5/2016,27.4,84,108
2/6/2016,27.6,85,18.8
2/7/2016,27.4,82,
2/8/2016,27.1,80,1.5
2/9/2016,27.4,77,0.5
2/10/2016,25.8,90,3
2/11/2016,25.3,92,61.6
2/12/2016,27.7,82,46.5
2/13/2016,28,82,
2/14/2016,27.6,85,
2/15/2016,27.7,84,12.8
2/16/2016,27.8,84,5
2/17/2016,27.7,82,4.4
2/18/2016,28.3,78,
2/19/2016,28.1,80,
2/20/2016,27.9,79,
2/21/2016,28.2,72,
2/22/2016,27.6,78,
2/23/2016,28.2,77,
2/24/2016,27.3,83,
2/25/2016,28.2,77,1.4
2/26/2016,28.1,75,
2/27/2016,28,76,
2/28/2016,28.9,71,
2/29/2016,28.2,77,
3/1/2016,27.9,78,
3/2/2016,27.7,81,
3/3/2016,27.9,79,
3/4/2016,29.2,75,
3/5/2016,28.3,80,1.8
3/6/2016,28.3,81,
3/7/2016,28.4,83,
3/8/2016,28.8,82,
3/9/2016,28.9,83,
3/10/2016,28.7,78,
3/11/2016,28.1,77,
3/12/2016,28.8,77,
3/13/2016,28.4,79,
3/14/2016,28.8,80,
3/15/2016,28.3,83,
3/16/2016,28.5,81,7
3/17/2016,28.6,75,
3/18/2016,28.9,77,
3/19/2016,28.6,80,
3/20/2016,28.4,81,
3/21/2016,26.5,87,8888
3/22/2016,28,78,38.3
3/23/2016,28.2,77,
3/24/2016,28.5,76,
3/25/2016,28.8,79,
3/26/2016,28.2,84,
3/27/2016,27.4,85,5.5
3/28/2016,29.3,78,27.5
3/29/2016,28.9,80,
3/30/2016,28.6,78,
3/31/2016,28.7,79,
4/1/2016,28.1,80,
4/2/2016,29,78,
4/3/2016,28.8,81,
4/4/2016,26.7,87,8888
4/5/2016,28,82,30
4/6/2016,28.7,82,
4/7/2016,28.8,83,2
4/8/2016,28.8,78,
4/9/2016,27.9,85,
4/10/2016,29.6,79,13
4/11/2016,27.3,83,2
4/12/2016,28.9,75,
4/13/2016,28.5,78,
4/14/2016,29.2,77,
4/15/2016,28.4,78,
4/16/2016,29.4,76,
4/17/2016,27.5,88,
4/18/2016,28.8,81,2
4/19/2016,29.8,79,
4/20/2016,29.5,78,
4/21/2016,29.2,78,
4/22/2016,28.3,80,
4/23/2016,28.2,81,8888
4/24/2016,29.2,77,
4/25/2016,29.4,74,
4/26/2016,29.4,77,
4/27/2016,29.6,76,
4/28/2016,30,74,
4/29/2016,29,77,
4/30/2016,29.1,78,
5/1/2016,29.1,76,
5/2/2016,29.8,76,
5/3/2016,30.1,75,
5/4/2016,27.7,84,
5/5/2016,27.9,82,1.3
5/6/2016,28.9,80,2
5/7/2016,27.9,80,
5/8/2016,28.8,77,
5/9/2016,29.1,77,1
