Tanggal,Suhu,Kelembaban,Curah_Hujan
3/27/2011,25.7,86,28
3/28/2011,26.1,86,1
3/29/2011,26.2,89,5
3/30/2011,27,79,0
3/31/2011,25.5,84,0
4/1/2011,26.4,82,0
4/2/2011,27.4,80,0
4/3/2011,27.3,78,0
4/4/2011,27.1,76,0
4/5/2011,27.4,82,0
4/6/2011,27.6,83,0
4/7/2011,26.9,86,2
4/8/2011,27.2,82,8888
4/9/2011,27.1,79,0
4/10/2011,26.9,81,0
4/11/2011,26.6,84,19
4/12/2011,25,90,20
4/13/2011,24.7,90,50
4/14/2011,27.1,84,5
4/15/2011,26.6,86,0
4/16/2011,26.8,86,0
4/17/2011,26.7,87,14
4/18/2011,26.3,85,0
4/19/2011,26.1,87,1
4/20/2011,26.3,85,10
4/21/2011,27.2,82,0
4/22/2011,27.9,82,0
4/23/2011,27.4,83,0
4/24/2011,27,86,1
4/25/2011,27.4,84,4
4/26/2011,26.6,86,8888
4/27/2011,27.5,80,0
4/28/2011,26.9,85,17
4/29/2011,26.9,84,0
4/30/2011,27.4,79,0
5/1/2011,27.5,77,0
5/2/2011,28.1,76,0
5/3/2011,28.1,76,0
5/4/2011,28.1,75,8888
5/5/2011,28.1,75,4
5/6/2011,27.1,80,2
5/7/2011,28.1,75,2
5/8/2011,28.5,75,2
5/9/2011,26.7,87,13
5/10/2011,27,84,8
5/11/2011,27.5,79,0
5/12/2011,27.1,78,0
5/13/2011,27.6,77,0
5/14/2011,27.4,81,0
5/15/2011,27.2,83,0
5/16/2011,28,82,0
5/17/2011,27.4,80,0
5/18/2011,26.8,83,0
5/19/2011,26.4,84,6
5/20/2011,27.6,80,0
5/21/2011,28.1,79,0
5/22/2011,27.3,83,0
5/23/2011,27.3,82,0
5/24/2011,28,80,0
5/25/2011,27.8,78,0
5/26/2011,27.9,79,0
5/27/2011,27.1,74,0
5/28/2011,29.3,66,1
5/29/2011,27.6,80,19
5/30/2011,27.4,79,3
5/31/2011,28.5,76,0
6/1/2011,26.7,84,2
6/2/2011,27.4,78,10
6/3/2011,27.5,82,0
6/4/2011,27.6,79,0
6/5/2011,28.2,74,0
6/6/2011,29,74,0
6/7/2011,28.3,76,0
6/8/2011,27.7,76,0
6/9/2011,28.1,73,0
6/10/2011,28.5,68,0
6/11/2011,29.4,64,0
6/12/2011,29.1,70,0
6/13/2011,28.6,70,0
