city,lat,lon,temperature,feels_like,humidity,pressure,wind_speed,wind_gust,wind_deg,visibility,cloud_coverage,weather_main,weather_description,rain_1h,sunrise,sunset,timestamp
Bungcala,5.2971,95.6109,32.51,35.32,50,1011,2.44,2.47,48,10000,9,Clear,clear sky,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 06:30:08.388184
Bungcala,5.2971,95.6109,32.79,35.87,50,1011,2.32,2.26,50,10000,54,Clouds,broken clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 07:00:10.125327
Bungcala,5.2971,95.6109,32.47,35.51,51,1010,2.12,1.92,41,10000,38,Clouds,scattered clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 07:30:08.121992
Bungcala,5.2971,95.6109,32.47,35.51,51,1010,2.12,1.92,41,10000,38,Clouds,scattered clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 08:00:11.716586
Bungcala,5.2971,95.6109,31.12,34.6,58,1009,1.73,1.9,36,10000,44,Clouds,scattered clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 08:30:08.053827
Bungcala,5.2971,95.6109,31.12,34.6,58,1009,1.73,1.9,36,10000,44,Clouds,scattered clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 09:00:10.071116
Bungcala,5.2971,95.6109,29.18,33.12,70,1010,1.74,2.3,37,10000,52,Clouds,broken clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 09:30:08.034898
Bungcala,5.2971,95.6109,29.18,33.12,70,1010,1.74,2.3,37,10000,52,Clouds,broken clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 10:00:10.307747
Bungcala,5.2971,95.6109,27.3,30.76,83,1011,1.77,2.73,38,10000,55,Clouds,broken clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 10:30:07.719742
Bungcala,5.2971,95.6109,27.3,30.76,83,1011,1.77,2.73,38,10000,55,Clouds,broken clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 11:00:11.328797
Bungcala,5.2971,95.6109,24.64,25.64,95,1012,1.49,1.88,51,10000,53,Clouds,broken clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 11:30:08.193305
Bungcala,5.2971,95.6109,24.64,25.64,95,1012,1.49,1.88,51,10000,53,Clouds,broken clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 12:00:11.433961
Bungcala,5.2971,95.6109,23.91,24.92,98,1013,1.15,1.35,73,10000,76,Clouds,broken clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 12:30:08.348304
Bungcala,5.2971,95.6109,23.94,24.92,97,1013,1.22,1.42,68,10000,17,Clouds,few clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 13:00:10.774771
Bungcala,5.2971,95.6109,23.6,24.57,98,1014,0.89,1.14,92,10000,15,Clouds,few clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 13:30:07.918723
Bungcala,5.2971,95.6109,23.6,24.57,98,1014,0.89,1.14,92,10000,15,Clouds,few clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 14:00:10.791768
Bungcala,5.2971,95.6109,23.36,24.34,99,1015,0.78,0.9,115,10000,41,Clouds,scattered clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 14:30:08.047699
Bungcala,5.2971,95.6109,23.36,24.34,99,1015,0.78,0.9,115,10000,41,Clouds,scattered clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 15:00:10.754941
Bungcala,5.2971,95.6109,23.23,24.19,99,1014,0.75,0.96,137,10000,56,Clouds,broken clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 15:30:08.284414
Bungcala,5.2971,95.6109,23.23,24.19,99,1014,0.75,0.96,137,10000,56,Clouds,broken clouds,0,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 16:00:11.145666
Bungcala,5.2971,95.6109,23.12,24.07,99,1014,0.97,1.14,127,10000,65,Rain,light rain,0.27,2025-02-16 23:52:50+00:00,2025-02-17 11:50:36+00:00,2025-02-17 16:30:18.606900
Bungcala,5.2971,95.6109,23.12,24.07,99,1014,0.97,1.14,127,10000,65,Rain,light rain,0.32,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-17 17:00:11.619630
Bungcala,5.2971,95.6109,22.95,23.89,99,1013,1.02,1.22,128,10000,71,Clouds,broken clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-17 17:30:08.471800
Bungcala,5.2971,95.6109,22.95,23.89,99,1013,1.02,1.22,128,10000,71,Clouds,broken clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-17 18:00:09.820309
Bungcala,5.2971,95.6109,22.7,23.58,98,1013,0.96,0.88,144,10000,75,Clouds,broken clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-17 18:30:07.915887
Bungcala,5.2971,95.6109,22.7,23.58,98,1013,0.96,0.88,144,10000,75,Clouds,broken clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-17 19:00:11.250427
Bungcala,5.2971,95.6109,22.53,23.35,96,1012,0.99,0.96,127,10000,81,Clouds,broken clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-17 19:30:08.105572
Bungcala,5.2971,95.6109,22.53,23.35,96,1012,0.99,0.96,127,10000,81,Clouds,broken clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-17 20:00:11.002777
Bungcala,5.2971,95.6109,22.33,23.13,96,1012,1.01,0.98,146,10000,76,Clouds,broken clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-17 20:30:11.579928
Bungcala,5.2971,95.6109,22.33,23.13,96,1012,1.01,0.98,146,10000,76,Clouds,broken clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-17 21:00:10.158816
Bungcala,5.2971,95.6109,22.21,22.97,95,1012,0.97,1.01,148,10000,70,Clouds,broken clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-17 21:30:08.019353
Bungcala,5.2971,95.6109,22.21,22.97,95,1012,0.97,1.01,148,10000,70,Clouds,broken clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-17 22:00:10.211647
Bungcala,5.2971,95.6109,22.22,22.98,95,1013,1.13,1.14,149,10000,76,Clouds,broken clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-17 22:30:08.141503
Bungcala,5.2971,95.6109,22.22,22.98,95,1013,1.13,1.14,149,10000,76,Clouds,broken clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-17 23:00:11.105559
Bungcala,5.2971,95.6109,22.26,23,94,1013,1.2,1.16,148,10000,80,Clouds,broken clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-17 23:30:08.112455
Bungcala,5.2971,95.6109,22.26,23,94,1013,1.2,1.16,148,10000,80,Clouds,broken clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 00:00:11.673498
Bungcala,5.2971,95.6109,24.43,25.25,89,1014,1.01,1.87,127,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 00:30:07.942160
Bungcala,5.2971,95.6109,24.43,25.25,89,1014,1.01,1.87,127,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 01:00:10.527285
Bungcala,5.2971,95.6109,27.23,29.74,75,1014,1.35,1.96,78,10000,88,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 01:30:07.640861
Bungcala,5.2971,95.6109,27.23,29.74,75,1014,1.35,1.96,78,10000,88,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 02:00:10.633251
Bungcala,5.2971,95.6109,29.18,32.01,64,1014,1.74,2.03,59,10000,87,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 02:30:08.025912
Bungcala,5.2971,95.6109,29.18,32.01,64,1014,1.74,2.03,59,10000,87,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 03:00:11.604691
Bungcala,5.2971,95.6109,30.85,34.06,58,1014,1.81,1.59,45,10000,92,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 03:30:07.776559
Bungcala,5.2971,95.6109,30.85,34.06,58,1014,1.81,1.59,45,10000,92,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 04:00:11.409016
Bungcala,5.2971,95.6109,32.26,35.36,52,1013,1.7,1.37,27,10000,85,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 04:30:08.021421
Bungcala,5.2971,95.6109,32.26,35.36,52,1013,1.7,1.37,27,10000,85,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 05:00:10.609907
Bungcala,5.2971,95.6109,32.3,35.44,52,1012,1.35,1.03,18,10000,83,Clouds,broken clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 05:30:08.555368
Bungcala,5.2971,95.6109,32.3,35.44,52,1012,1.35,1.03,18,10000,83,Clouds,broken clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 06:00:11.389070
Bungcala,5.2971,95.6109,31.28,35.19,59,1011,0.95,1.31,20,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 06:30:08.174191
Bungcala,5.2971,95.6109,31.28,35.19,59,1011,0.95,1.31,20,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 07:00:11.716559
Bungcala,5.2971,95.6109,30.54,34.59,63,1010,0.5,1.57,347,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 07:30:08.119900
Bungcala,5.2971,95.6109,30.54,34.59,63,1010,0.5,1.57,347,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 08:00:10.556321
Bungcala,5.2971,95.6109,29.27,33.53,71,1010,0.51,1.59,347,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 08:30:08.140302
Bungcala,5.2971,95.6109,29.27,33.53,71,1010,0.51,1.59,347,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 09:00:10.966830
Bungcala,5.2971,95.6109,28.31,32.38,77,1010,0.69,1.79,354,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 09:30:08.236828
Bungcala,5.2971,95.6109,28.31,32.38,77,1010,0.69,1.79,354,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 10:00:10.747722
Bungcala,5.2971,95.6109,26.6,26.6,86,1011,0.68,2.1,349,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 10:30:08.520388
Bungcala,5.2971,95.6109,26.6,26.6,86,1011,0.68,2.1,349,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 11:00:11.425827
Bungcala,5.2971,95.6109,24.84,25.83,94,1012,0.58,0.95,2,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 11:30:09.234781
Bungcala,5.2971,95.6109,24.84,25.83,94,1012,0.58,0.95,2,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 12:00:11.316018
Bungcala,5.2971,95.6109,24.63,25.6,94,1013,0.56,0.78,30,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 12:30:08.597797
Bungcala,5.2971,95.6109,24.63,25.6,94,1013,0.56,0.78,30,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 13:00:11.366430
Bungcala,5.2971,95.6109,24.45,25.43,95,1014,0.65,0.98,67,10000,100,Rain,light rain,0.21,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 13:30:08.251250
Bungcala,5.2971,95.6109,24.45,25.43,95,1014,0.65,0.98,67,10000,100,Rain,moderate rain,2.37,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 14:00:11.240265
Bungcala,5.2971,95.6109,24.19,25.17,96,1014,0.4,0.48,83,10000,100,Rain,light rain,0.32,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 14:30:08.519472
Bungcala,5.2971,95.6109,24.19,25.17,96,1014,0.4,0.48,83,10000,100,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 15:00:11.861552
Bungcala,5.2971,95.6109,23.68,24.64,97,1014,0.72,0.74,90,10000,97,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 15:30:08.651957
Bungcala,5.2971,95.6109,23.68,24.64,97,1014,0.72,0.74,90,10000,97,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 16:00:12.532573
Bungcala,5.2971,95.6109,23.41,24.34,97,1014,0.43,0.55,114,10000,85,Clouds,overcast clouds,0,2025-02-17 23:52:38+00:00,2025-02-18 11:50:40+00:00,2025-02-18 16:30:08.426736
Bungcala,5.2971,95.6109,23.41,24.34,97,1014,0.43,0.55,114,10000,85,Clouds,overcast clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-18 17:00:11.740623
Bungcala,5.2971,95.6109,23.19,24.12,98,1013,0.67,0.72,130,10000,81,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-18 17:30:08.524139
Bungcala,5.2971,95.6109,23.19,24.12,98,1013,0.67,0.72,130,10000,81,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-18 18:00:11.936905
Bungcala,5.2971,95.6109,22.88,23.78,98,1012,0.48,0.55,135,10000,96,Clouds,overcast clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-18 18:30:08.472031
Bungcala,5.2971,95.6109,23.03,23.92,97,1013,0.66,0.68,131,10000,92,Clouds,overcast clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-18 19:00:11.217369
Bungcala,5.2971,95.6109,22.79,23.68,98,1012,0.81,0.84,135,10000,90,Clouds,overcast clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-18 19:30:08.214161
Bungcala,5.2971,95.6109,22.79,23.68,98,1012,0.81,0.84,135,10000,90,Clouds,overcast clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-18 20:00:10.621977
Bungcala,5.2971,95.6109,22.68,23.56,98,1012,0.72,0.68,138,10000,93,Clouds,overcast clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-18 20:30:13.537869
Bungcala,5.2971,95.6109,22.68,23.56,98,1012,0.72,0.68,138,10000,93,Clouds,overcast clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-18 21:00:11.262935
Bungcala,5.2971,95.6109,22.56,23.4,97,1012,0.81,0.68,118,10000,93,Clouds,overcast clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-18 21:30:08.556391
Bungcala,5.2971,95.6109,22.56,23.4,97,1012,0.81,0.68,118,10000,93,Clouds,overcast clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-18 22:00:17.745514
Bungcala,5.2971,95.6109,22.37,23.22,98,1012,0.9,0.92,100,10000,90,Clouds,overcast clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-18 22:30:07.973941
Bungcala,5.2971,95.6109,22.37,23.22,98,1012,0.9,0.92,100,10000,90,Clouds,overcast clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-18 23:00:12.687901
Bungcala,5.2971,95.6109,22.2,23.03,98,1013,1.09,1.23,108,10000,81,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-18 23:30:08.280568
Bungcala,5.2971,95.6109,22.2,23.03,98,1013,1.09,1.23,108,10000,81,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 00:00:11.377971
Bungcala,5.2971,95.6109,23.96,24.81,92,1013,1.03,1.65,87,10000,46,Clouds,scattered clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 00:30:08.877241
Bungcala,5.2971,95.6109,23.96,24.81,92,1013,1.03,1.65,87,10000,46,Clouds,scattered clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 01:00:10.907569
Bungcala,5.2971,95.6109,26.11,26.11,82,1014,1.68,2.58,63,10000,58,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 01:30:08.463301
Bungcala,5.2971,95.6109,26.11,26.11,82,1014,1.68,2.58,63,10000,58,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 02:00:10.845644
Bungcala,5.2971,95.6109,28.1,30.72,69,1014,1.99,2.85,58,10000,59,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 02:30:08.219379
Bungcala,5.2971,95.6109,28.1,30.72,69,1014,1.99,2.85,58,10000,59,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 03:00:12.467247
Bungcala,5.2971,95.6109,29.93,32.32,58,1014,2.52,3.03,54,10000,54,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 03:30:08.317445
Bungcala,5.2971,95.6109,29.93,32.32,58,1014,2.52,3.03,54,10000,54,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 04:00:11.070319
Bungcala,5.2971,95.6109,31.14,33.48,53,1013,2.84,2.94,54,10000,51,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 04:30:08.348399
Bungcala,5.2971,95.6109,31.14,33.48,53,1013,2.84,2.94,54,10000,51,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 05:00:11.867429
Bungcala,5.2971,95.6109,32.14,34.38,49,1011,2.92,2.6,55,10000,46,Clouds,scattered clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 05:30:08.071178
Bungcala,5.2971,95.6109,32.14,34.38,49,1011,2.92,2.6,55,10000,46,Clouds,scattered clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 06:00:11.353237
Bungcala,5.2971,95.6109,32.67,35.11,48,1010,3.03,2.29,48,10000,3,Clear,clear sky,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 06:30:08.095146
Bungcala,5.2971,95.6109,32.67,35.11,48,1010,3.03,2.29,48,10000,3,Clear,clear sky,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 07:00:11.848837
Bungcala,5.2971,95.6109,32.5,34.79,48,1009,2.88,2.31,43,10000,14,Clouds,few clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 07:30:08.430788
Bungcala,5.2971,95.6109,32.5,34.79,48,1009,2.88,2.31,43,10000,14,Clouds,few clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 08:00:11.727132
Bungcala,5.2971,95.6109,31.71,34.3,52,1008,2.62,2.08,40,10000,12,Clouds,few clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 08:30:08.306236
Bungcala,5.2971,95.6109,31.71,34.3,52,1008,2.62,2.08,40,10000,12,Clouds,few clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 09:00:11.459700
Bungcala,5.2971,95.6109,30.01,32.85,60,1008,2.61,2.62,37,10000,32,Clouds,scattered clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 09:30:08.273918
Bungcala,5.2971,95.6109,30.01,32.85,60,1008,2.61,2.62,37,10000,32,Clouds,scattered clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 10:00:11.452632
Bungcala,5.2971,95.6109,27.81,30.81,74,1009,2.15,2.81,34,10000,39,Clouds,scattered clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 10:30:08.240676
Bungcala,5.2971,95.6109,27.81,30.81,74,1009,2.15,2.81,34,10000,39,Rain,light rain,0.13,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 11:00:12.430263
Bungcala,5.2971,95.6109,24.63,25.45,88,1010,1.77,2.13,45,10000,39,Rain,light rain,0.1,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 11:30:08.847176
Bungcala,5.2971,95.6109,24.63,25.45,88,1010,1.77,2.13,45,10000,39,Clouds,scattered clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 12:00:11.711851
Bungcala,5.2971,95.6109,23.75,24.58,92,1011,1.33,2,75,10000,35,Clouds,scattered clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 12:30:08.256267
Bungcala,5.2971,95.6109,23.74,24.57,92,1011,1.21,1.59,75,10000,39,Clouds,scattered clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 13:00:11.574789
Bungcala,5.2971,95.6109,23.32,24.19,95,1012,1.08,1.68,102,10000,60,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 13:30:08.038853
Bungcala,5.2971,95.6109,23.32,24.19,95,1012,1.08,1.68,102,10000,60,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 14:00:11.956627
Bungcala,5.2971,95.6109,23.01,23.87,96,1013,1.24,1.68,112,10000,63,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 14:30:09.060258
Bungcala,5.2971,95.6109,23.01,23.87,96,1013,1.24,1.68,112,10000,63,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 15:00:12.499702
Bungcala,5.2971,95.6109,22.8,23.67,97,1013,1.31,1.58,118,10000,53,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 15:30:08.229343
Bungcala,5.2971,95.6109,22.8,23.67,97,1013,1.31,1.58,118,10000,53,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 16:00:12.478194
Bungcala,5.2971,95.6109,22.77,23.64,97,1013,1.29,1.68,124,10000,54,Clouds,broken clouds,0,2025-02-18 23:52:25+00:00,2025-02-19 11:50:43+00:00,2025-02-19 16:30:08.365422
Bungcala,5.2971,95.6109,22.77,23.64,97,1013,1.29,1.68,124,10000,54,Clouds,broken clouds,0,2025-02-19 23:52:11+00:00,2025-02-20 11:50:45+00:00,2025-02-19 17:00:12.015656
Bungcala,5.2971,95.6109,22.72,23.58,97,1012,1.29,1.32,137,10000,49,Clouds,scattered clouds,0,2025-02-19 23:52:11+00:00,2025-02-20 11:50:45+00:00,2025-02-19 17:30:08.427865
Bungcala,5.2971,95.6109,22.72,23.58,97,1012,1.29,1.32,137,10000,49,Clouds,scattered clouds,0,2025-02-19 23:52:11+00:00,2025-02-20 11:50:45+00:00,2025-02-19 18:00:11.780343
Bungcala,5.2971,95.6109,22.65,23.5,97,1011,1.34,1.43,139,10000,57,Clouds,broken clouds,0,2025-02-19 23:52:11+00:00,2025-02-20 11:50:45+00:00,2025-02-19 18:30:08.188334
Bungcala,5.2971,95.6109,22.76,23.62,97,1011,1.35,1.79,134,10000,95,Clouds,overcast clouds,0,2025-02-19 23:52:11+00:00,2025-02-20 11:50:45+00:00,2025-02-19 19:00:10.768318
Bungcala,5.2971,95.6109,22.69,23.47,94,1010,1.58,1.7,133,10000,92,Clouds,overcast clouds,0,2025-02-19 23:52:11+00:00,2025-02-20 11:50:45+00:00,2025-02-19 19:30:08.326854
Bungcala,5.2971,95.6109,22.69,23.47,94,1010,1.58,1.7,133,10000,92,Clouds,overcast clouds,0,2025-02-19 23:52:11+00:00,2025-02-20 11:50:45+00:00,2025-02-19 20:00:11.077928
Bungcala,5.2971,95.6109,22.67,23.37,91,1010,1.54,1.53,129,10000,76,Clouds,broken clouds,0,2025-02-19 23:52:11+00:00,2025-02-20 11:50:45+00:00,2025-02-19 20:30:09.919259
Bungcala,5.2971,95.6109,22.67,23.37,91,1010,1.54,1.53,129,10000,76,Clouds,broken clouds,0,2025-02-19 23:52:11+00:00,2025-02-20 11:50:45+00:00,2025-02-19 21:00:11.256565
Bungcala,5.2971,95.6109,22.59,23.23,89,1010,1.53,1.43,117,10000,70,Clouds,broken clouds,0,2025-02-19 23:52:11+00:00,2025-02-20 11:50:45+00:00,2025-02-19 21:30:08.319815
Bungcala,5.2971,95.6109,22.59,23.23,89,1010,1.53,1.43,117,10000,70,Clouds,broken clouds,0,2025-02-19 23:52:11+00:00,2025-02-20 11:50:45+00:00,2025-02-19 22:00:10.996008
Bungcala,5.2971,95.6109,22.36,23,90,1011,1.61,1.53,125,10000,58,Clouds,broken clouds,0,2025-02-19 23:52:11+00:00,2025-02-20 11:50:45+00:00,2025-02-19 22:30:08.151790
