Tanggal,RR,TAVG,RH_AVG,Skor,Kategori,Keputusan
2025-04-15,0.9650810412036723,27.2619261202115,86.76842136126662,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-04-16,-8.091103495301205,27.028443508294064,85.88228312730428,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-04-17,1.4016627116916625,26.947655856432693,85.65687451406222,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-04-18,11.321634768998534,26.956890273488302,85.95590389017104,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-04-19,3.1861437351302273,26.846949407725685,85.27714426124903,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-20,9.415465238592999,26.946664583966186,87.72918770394364,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Panen Sesuai Jadwal
2025-04-21,3.2705207083428487,26.955502445854677,85.37125998374306,100,Optimal / Optimal / Optimal,Panen Sesuai Jadwal
2025-04-22,8.420599280937717,26.950018544775446,85.78519895303914,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Panen Sesuai Jadwal
2025-04-23,3.7717930848966965,26.902082273220998,85.4879571643926,100,Optimal / Optimal / Optimal,Panen Sesuai Jadwal
2025-04-24,9.173152262987758,26.920677930619085,83.96584667536156,100,Optimal / Optimal / Optimal,Panen Sesuai Jadwal
2025-04-25,5.881395324772439,26.820153032140176,85.38579134556558,100,Optimal / Optimal / Optimal,Panen Sesuai Jadwal
2025-04-26,7.153526995328352,26.92946629362051,86.46240944900713,100,Optimal / Optimal / Optimal,Panen Sesuai Jadwal
2025-04-27,0.15805031671509026,26.87644459680828,85.80970237855733,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-04-28,2.68231724048405,27.037865625497766,86.17663663640059,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-29,4.225775795697893,26.823840558835975,85.8730112308159,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-30,5.200668201401027,27.128637063807936,86.09257178926785,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-01,5.575304608715947,26.971224639299447,85.77390580115302,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-02,1.8413873354888666,27.199568379125736,86.17922193479052,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-03,8.524372834138921,26.85195576024059,87.00161788943397,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-04,2.259129448867006,27.113692885387103,86.79058626816467,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-05,2.7057524621601097,27.17526399446998,87.30182918541972,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-06,3.417533681591107,27.404154495939853,86.2041922343367,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-07,-6.169117667115717,27.39998664359341,85.90669503945585,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-08,8.56366092137319,27.68595153951036,84.65668214695523,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-09,-6.554186889678315,27.500251082323135,85.73631177311182,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-10,9.709680428214972,27.262258979659418,85.7247119505263,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-11,3.370799638708293,27.139048849600375,86.33439612040365,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-12,5.490337977723351,27.187159286060158,86.30415833533648,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-13,2.988564987597192,26.920428800024748,85.21661217172104,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-14,6.435595371584962,26.85879922098094,85.87527591605766,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-15,5.501183313269352,26.925649404130187,86.81780381172113,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-16,6.511285702995373,27.118089782692454,85.93166557775879,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-17,2.895082144041521,27.025025548038283,85.70625696451674,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-18,2.829598264261429,27.172856712182348,86.00528634062556,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-19,1.6715416248718504,27.17350627049083,85.32652671170355,60,Kering (Risiko) / Optimal / Optimal,Bera (Periode Transisi Risiko)
2025-05-20,2.931223341819794,27.131000294618463,87.77857015439815,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-21,14.416599155993659,27.13135266094519,85.42064243419757,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-22,-3.2024107414488667,27.189433284946972,85.83458140349366,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-23,0.06467203414304054,27.31839954443036,85.53733961484711,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-24,0.8153460556453294,27.06116582667258,84.01522912581608,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-25,2.0490349995243853,27.09016801735044,85.4351737960201,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-26,4.410452120500417,26.950084566845554,86.51179189946164,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-27,2.247142448343094,26.89128356933482,85.85908482901185,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-28,2.3865824453949633,27.32984278737027,86.2260190868551,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-29,6.147286003748494,27.177396180410632,85.92239368127042,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-30,13.351463304190647,27.09169702557436,86.14195423972237,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-31,3.3729072173609174,27.168340121121165,85.82328825160754,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-01,2.449906227831227,27.297225954897915,86.22860438524503,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-02,2.096922513619332,27.240647788435812,87.05100033988849,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-03,2.2145251018864163,27.198874490618728,86.83996871861919,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-04,3.9309723605120706,27.10864343451721,87.35121163587424,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-05,4.025251817298905,27.16568619898978,86.25357468479122,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-06,4.437678878818427,27.67573422865736,85.95607748991037,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-07,3.08204339969315,27.40890538735358,84.70606459740975,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-08,2.0460101107452697,27.204165149846478,85.78569422356634,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-09,4.033199948647504,26.752456249307674,85.77409440098081,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-10,12.460876827831875,27.324386075654242,86.38377857085817,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-11,2.720328331758656,27.552929447393183,86.353540785791,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-12,2.6941704692376414,27.81016485957696,85.26599462217555,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-13,13.240228635833097,27.52010227411068,85.92465836651218,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-06-14,3.481571050305324,27.449205435168285,86.86718626217565,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-15,2.033722897605696,27.31094294328924,85.98104802821331,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-16,2.488426228620626,27.534898940322105,85.75563941497126,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-17,3.6145079709759793,27.44487153665427,86.05466879108008,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-18,3.3280761310326303,27.31626581515061,85.37590916215807,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-19,5.669381096855892,27.40185809006899,87.82795260485267,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-20,6.947241356453064,27.144605048686667,85.47002488465209,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-21,10.626903843104392,27.401371707438447,85.88396385394817,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-22,3.95571853379082,27.743942758490412,85.58672206530163,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-23,3.0273484854951045,27.377292613808837,84.0646115762706,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-24,1.810351660209646,27.66311685360269,85.48455624647461,60,Kering (Risiko) / Optimal / Optimal,Bera (Periode Transisi Risiko)
2025-06-25,13.11143014113836,27.90162654863257,86.56117434991616,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-06-26,7.22037517265436,27.76387614610738,85.90846727946636,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-27,6.241821817658164,27.5020214847797,86.27540153730962,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-28,4.809788537951781,27.507075463769606,85.97177613172494,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-29,5.135412465034404,27.35028493637806,86.19133669017688,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-30,8.939712887367739,27.41273965435971,85.87267070206205,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-07-01,5.728278849886621,27.641958718926276,86.27798683569955,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-02,3.528152658121532,27.65168312400123,87.100382790343,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-03,4.361425161543557,27.68062006605003,86.8893511690737,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-04,2.126922192962371,27.690741780775276,87.40059408632875,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-05,3.754572411380934,27.46301533904798,86.30295713524573,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-06,8.56202146084563,27.7451500719067,86.00545994036489,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-07,4.879428012486666,27.52713390945169,84.75544704786427,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-08,2.4211197340164334,27.37038651123096,85.83507667402085,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-09,2.8880774162744904,27.09475093038284,85.82347685143533,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-10,5.353740032748315,27.071998829830168,86.43316102131269,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-11,7.639903620789997,26.99699075882137,86.40292323624551,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-12,6.056126514810299,27.136544210290317,85.31537707263007,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-13,5.951535235675814,27.037582094773203,85.97404081696669,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-14,4.915733622703732,27.38109148340312,86.91656871263017,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-15,9.739018226106136,27.401007365911333,86.03043047866782,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Bera (Data Hujan Tidak Tersedia di Musim Kering)
2025-07-16,2.104998058661533,27.468131373579798,85.80502186542577,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-17,2.612663340462773,27.33059454154236,86.10405124153459,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-18,4.917434644385489,27.684293798008525,85.42529161261258,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-19,5.8696247383149345,27.37660273894386,87.87733505530719,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-20,3.0467652424082563,27.658790100058713,85.5194073351066,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-21,5.0325255063224175,27.645229128355133,85.93334630440269,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-22,8.045575376958691,27.641264773254594,85.63610451575614,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-23,3.3806671763223486,27.43290307567789,84.11399402672511,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-24,2.5992414975036553,27.767437876111487,85.53393869692913,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-25,11.410706084015436,27.625513713990554,86.61055680037067,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Bera (Data Hujan Tidak Tersedia di Musim Kering)
2025-07-26,5.991764393911109,27.545261502417112,85.95784972992088,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-27,2.7033128962120974,27.53147423579894,86.32478398776414,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-28,2.096146964311409,27.346007433605028,86.02115858217945,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-29,5.199817832680948,27.345760045876784,86.2407191406314,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
