Tanggal,RR,TAVG,RH_AVG,Skor,Kategori,Keputusan
2025-04-20,1.8502041608001978,26.940664745214377,85.33169992981891,60,Kering (Risiko) / Optimal / Optimal,Percepat Panen 1-2 Hari (Risiko Hujan)
2025-04-21,4.367548802324875,26.95091328812187,85.40507151744497,100,Optimal / Optimal / Optimal,Percepat Panen 1-2 Hari (Risiko Hujan)
2025-04-22,1.8880587538767308,26.946833911167897,85.40341293782471,60,Kering (Risiko) / Optimal / Optimal,Percepat Panen 1-2 Hari (Risiko Hujan)
2025-04-23,5.4133037752263675,26.89946631880524,84.69202998671743,100,Optimal / Optimal / Optimal,Percepat Panen 1-2 Hari (Risiko Hujan)
2025-04-24,11.153685370701716,26.918720127093156,85.35590200278118,100,Optimal / Optimal / Optimal,Percepat Panen 1-2 Hari (Risiko Hujan)
2025-04-25,7.714876027442159,26.818250121955813,86.09160426572805,100,Optimal / Optimal / Optimal,Percepat Panen 1-2 Hari (Risiko Hujan)
2025-04-26,9.009224521142931,26.928325959906786,86.00660668433687,100,Optimal / Optimal / Optimal,Percepat Panen 1-2 Hari (Risiko Hujan)
2025-04-27,9.089150778817649,26.876885331259675,85.16742207630102,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-04-28,3.2420874734627407,27.03873115228128,85.24060696697873,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-29,5.348993244300561,26.82377003220481,85.23890627758581,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-04-30,6.371912661778027,27.128407506129424,84.52885022079055,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-01,1.68960057804399,26.97215633493673,85.19139632471365,60,Kering (Risiko) / Optimal / Optimal,Bera (Periode Transisi Risiko)
2025-05-02,6.914257882256014,27.201286835463556,85.92563331055442,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-03,2.005169714040199,26.85343650135567,85.8407540477793,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-04,3.112454149980275,27.11608101565168,85.00314422278313,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-05,3.2564943873976038,27.17781289976106,85.07614241651248,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-06,4.169101583205107,27.406187293040258,85.07439961734693,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-07,-1.4699665632672865,27.402365612460184,84.36567045486366,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-08,9.69643478426092,27.688721020899848,85.02689064664612,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-09,-2.17189529855502,27.503159135900543,85.7596623553808,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-10,12.592683084878717,27.26454993832484,85.67490141122174,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-11,4.494692959382565,27.140178486682004,84.83886636926526,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-12,5.797405889045279,27.18892041203386,84.91167786604623,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-13,3.538181648578713,26.922836182356182,84.90989295710804,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-14,7.216615168508713,26.860625349701973,84.20249068893678,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-15,6.463612155548731,26.927152253296327,84.8623849685786,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-16,8.02220698668565,27.1198540924735,85.59369140020716,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-17,9.362627320419165,27.027448039245716,85.50904877466417,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-18,3.1891959924457414,27.175577598423086,84.67458851574737,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-19,2.657923070246472,27.175445166003996,84.74721331558,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-20,3.81474669374447,27.131851171792274,84.74538629686916,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-21,1.6691476601182447,27.131192496124832,84.0393109230099,60,Kering (Risiko) / Optimal / Optimal,Bera (Periode Transisi Risiko)
2025-05-22,5.368038470560146,27.188904019578032,84.69787929051107,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-23,6.779823995879228,27.31762827748132,85.42772044503354,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-24,8.837687906629705,27.059634803520254,85.3431961381066,35,Data Hujan Tidak Tersedia / Optimal / Optimal,Tanam Dengan Caution (Data Hujan Tidak Lengkap)
2025-05-25,1.9172392281812036,27.087802262681627,84.5103106622295,60,Kering (Risiko) / Optimal / Optimal,Bera (Periode Transisi Risiko)
2025-05-26,4.6865414774459175,26.94727992579659,84.58274876511375,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-27,2.402505125634525,26.888314765183686,84.58087963663027,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-28,2.367764335826722,27.32678409042141,83.876131157083,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-29,6.438990953421148,27.174248073255836,84.53337361244354,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-05-30,1.9826207688276178,27.087714882813085,85.26174948985991,60,Kering (Risiko) / Optimal / Optimal,Bera (Periode Transisi Risiko)
2025-05-31,3.7613464525395823,27.16353977591413,85.17734350154906,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-01,2.8556859421745395,27.292323291471195,84.34603280871161,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-02,2.5980228272818815,27.235139730503473,84.4182842146475,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-03,2.837778752386456,27.191641899844655,84.41637297639139,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-04,4.694386096418672,27.100841092178513,83.71295139115611,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-05,4.1556701930976985,27.158077881780727,84.36886793437601,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-06,4.56796684487178,27.66735292897509,85.09577853468627,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-07,4.002321951533107,27.400754741127603,85.01149086499149,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-08,2.7625283113951213,27.19649837414068,84.18175495519372,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-09,4.46762516760523,26.74457018290079,84.25381966418126,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-10,11.518248928406392,27.316527986063875,84.25186631615249,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-11,2.841746980989679,27.54588180076147,83.54977162522923,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-12,3.203319708669067,27.803290670136878,84.20436225630849,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-13,1.802593170383466,27.51241855251116,84.92980757951266,60,Kering (Risiko) / Optimal / Optimal,Bera (Periode Transisi Risiko)
2025-06-14,3.378345767313763,27.44174907138307,84.84563822843393,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-15,2.1199113256064877,27.304590080319063,84.01747710167585,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-16,2.6239529176496372,27.52870038728351,84.08935511371502,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-17,3.93352424511138,27.43852490851168,84.0873596559136,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-18,3.919544345028348,27.3107514297196,83.38659185930234,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-19,5.740224740523835,27.39680379969397,84.03985657824096,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-20,7.442361068138858,27.140104873646322,84.76383662433902,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-21,10.915201547142285,27.397788055822712,84.67978559187635,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-22,3.777490713947535,27.741379522547415,83.85319924815796,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-23,3.3040401043031373,27.376035291396725,83.92489056324877,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-24,2.3531879469056163,27.66223596654451,83.92285299567472,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-25,1.5876241282723087,27.899860540053826,83.22341209337544,60,Kering (Risiko) / Optimal / Optimal,Bera (Periode Transisi Risiko)
2025-06-26,7.540305105458609,27.762242956074022,83.87535090017343,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-27,7.219523979087401,27.50177448987844,84.59786566916539,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-28,5.187506592346561,27.507142450882796,84.5139329553188,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-29,5.3673335522871115,27.349404760576995,83.68892139464009,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-06-30,10.893995434812592,27.410908924833183,83.76042601278253,100,Optimal / Optimal / Optimal,Tanam (Periode Transisi Optimal)
2025-07-01,6.155589866705586,27.63982742262352,83.75834633543583,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-02,4.137238439030347,27.649330311843478,83.06023232744856,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-03,4.942561176759697,27.678378550887032,83.7108452221059,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-04,2.6739946612094103,27.688371357680392,84.43189471399177,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-05,3.9732608949185155,27.459820035934328,84.34808031876123,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-06,8.920034227434794,27.740961548298127,83.52464354112222,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-07,5.610383284402194,27.522939881270386,83.59596146231628,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-08,2.8159386612199984,27.366566787481013,83.59383967519695,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-09,3.8396237186964726,27.08989250775181,82.89705256152168,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-10,5.865503058122116,27.06520082200436,83.54633954403837,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-11,7.109785562470071,26.988458649842283,84.26592375881813,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-12,7.187531988824977,27.126779372235358,84.18222768220366,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-13,6.512570929829548,27.02717442341452,83.36036568760433,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-14,5.544707104019406,27.36996253111614,83.43149691185003,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-15,2.106082106262123,27.389388717268236,83.42933301495805,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-16,2.7048836618582084,27.456648038205806,82.73387279559479,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-17,2.9204829041777205,27.319707620449673,83.38183386597085,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-18,5.136686355277549,27.67296023721487,84.0999528036445,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-19,6.538722535929477,27.363179836561756,84.0163750456461,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-20,4.1517125121392855,27.643943260538645,83.19608783408644,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-21,6.262552454401562,27.629600900958398,83.2670323613838,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-22,9.444844410612127,27.624391938198254,83.26482635471916,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-23,4.575773006982683,27.414486861514842,82.57069302966791,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-24,3.278389232961858,27.747942875595406,83.21732818790332,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-25,1.9053658603453538,27.60604676357556,83.93398184847088,45,Kering (Risiko) / Optimal / Optimal,Bera (Musim Kering Risiko Tinggi)
2025-07-26,6.785793028007098,27.526389029298695,83.85052240908853,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-27,3.2822865237106496,27.512059675948663,83.03180998056857,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-28,2.894656899509587,27.32691751518655,83.10256781091755,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
2025-07-29,6.310089521746987,27.328215863110145,83.10031969448028,100,Optimal / Optimal / Optimal,Tanam (Kondisi Kering Optimal)
