_id,forecast_date,split_ratio,config_id,timestamp,parameters.RR_imputed.forecast_value,parameters.RR_imputed.model_metadata.alpha,parameters.RR_imputed.model_metadata.beta,parameters.RR_imputed.model_metadata.gamma,parameters.RR_imputed.model_metadata.use_seasonal,parameters.RR_imputed.model_metadata.seasonal_periods,parameters.RR_imputed.model_metadata.lambda_boxcox,parameters.TAVG.forecast_value,parameters.TAVG.model_metadata.alpha,parameters.TAVG.model_metadata.beta,parameters.TAVG.model_metadata.gamma,parameters.TAVG.model_metadata.use_seasonal,parameters.TAVG.model_metadata.seasonal_periods,parameters.TAVG.model_metadata.lambda_boxcox,parameters.RH_AVG_preprocessed.forecast_value,parameters.RH_AVG_preprocessed.model_metadata.alpha,parameters.RH_AVG_preprocessed.model_metadata.beta,parameters.RH_AVG_preprocessed.model_metadata.gamma,parameters.RH_AVG_preprocessed.model_metadata.use_seasonal,parameters.RH_AVG_preprocessed.model_metadata.seasonal_periods,parameters.RH_AVG_preprocessed.model_metadata.lambda_boxcox,parameters.ALLSKY_SFC_SW_DWN.forecast_value,parameters.ALLSKY_SFC_SW_DWN.model_metadata.alpha,parameters.ALLSKY_SFC_SW_DWN.model_metadata.beta,parameters.ALLSKY_SFC_SW_DWN.model_metadata.gamma,parameters.ALLSKY_SFC_SW_DWN.model_metadata.use_seasonal,parameters.ALLSKY_SFC_SW_DWN.model_metadata.seasonal_periods,parameters.ALLSKY_SFC_SW_DWN.model_metadata.lambda_boxcox
696216e2aea0d23a7f0be787,2026-03-31,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.917876,0.3971151239694448,0.3,0.1,0.3,true,182,,28.14736085650387,0.5,0.1,0.5,true,730,,75.35962009934933,0.5,0.3,0.5,true,365,,20.440130476753676,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be788,2026-04-01,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.917898,7.5447208992339485,0.3,0.1,0.3,true,182,,28.547069745752186,0.5,0.1,0.5,true,730,,76.11386292961642,0.5,0.3,0.5,true,365,,19.37897154196819,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be789,2026-04-02,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.917920,0,0.3,0.1,0.3,true,182,,28.45666295907031,0.5,0.1,0.5,true,730,,75.93949894632073,0.5,0.3,0.5,true,365,,18.99358464324981,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be78a,2026-04-03,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.917943,0,0.3,0.1,0.3,true,182,,28.30627296865899,0.5,0.1,0.5,true,730,,76.63913060806122,0.5,0.3,0.5,true,365,,19.686715842142924,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be78b,2026-04-04,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.917965,2.2704213304071432,0.3,0.1,0.3,true,182,,28.65577150006959,0.5,0.1,0.5,true,730,,75.85091238683043,0.5,0.3,0.5,true,365,,18.98770687616674,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be78c,2026-04-05,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.917987,4.692286662560742,0.3,0.1,0.3,true,182,,28.680403643927377,0.5,0.1,0.5,true,730,,75.91914843569063,0.5,0.3,0.5,true,365,,19.260266869694377,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be78d,2026-04-06,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918009,0.041162648993015694,0.3,0.1,0.3,true,182,,28.730004996482506,0.5,0.1,0.5,true,730,,76.12641163914908,0.5,0.3,0.5,true,365,,20.226959851712337,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be78e,2026-04-07,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918032,1.9098419903408113,0.3,0.1,0.3,true,182,,28.414619883223853,0.5,0.1,0.5,true,730,,76.28985355091015,0.5,0.3,0.5,true,365,,20.46297531463592,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be78f,2026-04-08,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918055,0,0.3,0.1,0.3,true,182,,28.399098412592465,0.5,0.1,0.5,true,730,,76.99461491948693,0.5,0.3,0.5,true,365,,21.21308843178443,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be790,2026-04-09,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918077,0,0.3,0.1,0.3,true,182,,28.21356970808356,0.5,0.1,0.5,true,730,,75.31068983549838,0.5,0.3,0.5,true,365,,21.005159669453974,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be791,2026-04-10,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918099,3.0326938163459127,0.3,0.1,0.3,true,182,,28.518083043052666,0.5,0.1,0.5,true,730,,75.58877644164035,0.5,0.3,0.5,true,365,,20.544568999863518,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be792,2026-04-11,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918123,1.2887734776871045,0.3,0.1,0.3,true,182,,28.492740883875086,0.5,0.1,0.5,true,730,,75.50551090042781,0.5,0.3,0.5,true,365,,18.34945736657418,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be793,2026-04-12,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918145,0,0.3,0.1,0.3,true,182,,28.492499869048963,0.5,0.1,0.5,true,730,,74.19711903198235,0.5,0.3,0.5,true,365,,19.403318213357963,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be794,2026-04-13,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918168,0,0.3,0.1,0.3,true,182,,28.38726063199757,0.5,0.1,0.5,true,730,,75.00678263224381,0.5,0.3,0.5,true,365,,19.984446490473896,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be795,2026-04-14,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918190,1.2138158334954072,0.3,0.1,0.3,true,182,,28.476917408818743,0.5,0.1,0.5,true,730,,76.4160295465809,0.5,0.3,0.5,true,365,,20.98956701648552,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be796,2026-04-15,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918212,3.5616661173251423,0.3,0.1,0.3,true,182,,28.551537075215727,0.5,0.1,0.5,true,730,,75.10599011754798,0.5,0.3,0.5,true,365,,20.44917570559208,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be797,2026-04-16,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918233,3.614849570433223,0.3,0.1,0.3,true,182,,28.426257284448262,0.5,0.1,0.5,true,730,,75.54017877560149,0.5,0.3,0.5,true,365,,19.505181949052076,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be798,2026-04-17,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918256,3.055183315672589,0.3,0.1,0.3,true,182,,28.45101919866744,0.5,0.1,0.5,true,730,,75.84041187083098,0.5,0.3,0.5,true,365,,20.899156450061533,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be799,2026-04-18,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918277,0.35480873954288583,0.3,0.1,0.3,true,182,,28.060745120014744,0.5,0.1,0.5,true,730,,77.17772327334274,0.5,0.3,0.5,true,365,,20.463300622152662,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be79a,2026-04-19,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918300,1.3978434446042827,0.3,0.1,0.3,true,182,,28.305350018390136,0.5,0.1,0.5,true,730,,75.19746504914707,0.5,0.3,0.5,true,365,,19.646395870038866,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be79b,2026-04-20,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918322,5.067614703894023,0.3,0.1,0.3,true,182,,28.30515545370712,0.5,0.1,0.5,true,730,,76.30897086047379,0.5,0.3,0.5,true,365,,20.262113787004303,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be79c,2026-04-21,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918344,3.512364892736002,0.3,0.1,0.3,true,182,,28.390625781428856,0.5,0.1,0.5,true,730,,75.41770174463697,0.5,0.3,0.5,true,365,,20.144378313369725,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be79d,2026-04-22,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918366,3.0602918231615828,0.3,0.1,0.3,true,182,,28.514596991092212,0.5,0.1,0.5,true,730,,76.48032584811493,0.5,0.3,0.5,true,365,,18.182914977654313,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be79e,2026-04-23,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918387,0.6909520306489725,0.3,0.1,0.3,true,182,,28.499340450302334,0.5,0.1,0.5,true,730,,75.31625364459224,0.5,0.3,0.5,true,365,,19.30625266480573,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be79f,2026-04-24,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918410,1.3149514530265374,0.3,0.1,0.3,true,182,,28.579157872841517,0.5,0.1,0.5,true,730,,76.7658773886902,0.5,0.3,0.5,true,365,,18.83812107581301,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7a0,2026-04-25,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918433,3.3091157620557587,0.3,0.1,0.3,true,182,,28.609036590332565,0.5,0.1,0.5,true,730,,77.19260298942362,0.5,0.3,0.5,true,365,,20.192239901417178,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7a1,2026-04-26,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918455,5.707095656539046,0.3,0.1,0.3,true,182,,28.388192178096247,0.5,0.1,0.5,true,730,,75.0583797092524,0.5,0.3,0.5,true,365,,18.84094730386458,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7a2,2026-04-27,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918477,0,0.3,0.1,0.3,true,182,,28.61307136927924,0.5,0.1,0.5,true,730,,77.05938779564582,0.5,0.3,0.5,true,365,,19.75124107867804,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7a3,2026-04-28,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918500,1.456115396878832,0.3,0.1,0.3,true,182,,28.133367734433804,0.5,0.1,0.5,true,730,,77.54726202908161,0.5,0.3,0.5,true,365,,19.23946279365977,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7a4,2026-04-29,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918523,3.4949666022697476,0.3,0.1,0.3,true,182,,28.454748325367515,0.5,0.1,0.5,true,730,,75.85098871440742,0.5,0.3,0.5,true,365,,20.16678901688276,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7a5,2026-04-30,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918561,1.6646128141092316,0.3,0.1,0.3,true,182,,28.51996590658162,0.5,0.1,0.5,true,730,,76.08422354176926,0.5,0.3,0.5,true,365,,20.104990037974794,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7a6,2026-05-01,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918584,0,0.3,0.1,0.3,true,182,,28.51604831121758,0.5,0.1,0.5,true,730,,74.75934777557848,0.5,0.3,0.5,true,365,,19.516491491339142,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7a7,2026-05-02,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918607,0.6018771117392112,0.3,0.1,0.3,true,182,,28.62705177843544,0.5,0.1,0.5,true,730,,74.1912210013322,0.5,0.3,0.5,true,365,,18.31801606366078,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7a8,2026-05-03,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918630,0,0.3,0.1,0.3,true,182,,28.37767858142498,0.5,0.1,0.5,true,730,,73.89923559316172,0.5,0.3,0.5,true,365,,18.56629555212549,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7a9,2026-05-04,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918654,2.759966641952601,0.3,0.1,0.3,true,182,,28.711231426927657,0.5,0.1,0.5,true,730,,74.37038594057194,0.5,0.3,0.5,true,365,,17.882739461003606,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7aa,2026-05-05,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918678,2.622749764134799,0.3,0.1,0.3,true,182,,28.89595161441421,0.5,0.1,0.5,true,730,,74.35864150663991,0.5,0.3,0.5,true,365,,17.30277365132277,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7ab,2026-05-06,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918701,4.775346132745178,0.3,0.1,0.3,true,182,,28.25070738458806,0.5,0.1,0.5,true,730,,74.4105224157078,0.5,0.3,0.5,true,365,,17.95829658040522,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7ac,2026-05-07,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918724,1.930921867732473,0.3,0.1,0.3,true,182,,28.385269630686427,0.5,0.1,0.5,true,730,,73.76993208931735,0.5,0.3,0.5,true,365,,16.89016781886687,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7ad,2026-05-08,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918746,0,0.3,0.1,0.3,true,182,,28.589959445099,0.5,0.1,0.5,true,730,,73.87387237409555,0.5,0.3,0.5,true,365,,18.343505695585243,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7ae,2026-05-09,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918769,0,0.3,0.1,0.3,true,182,,28.384574369982424,0.5,0.1,0.5,true,730,,74.20347972209716,0.5,0.3,0.5,true,365,,19.102566916758267,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7af,2026-05-10,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918793,5.84955897066204,0.3,0.1,0.3,true,182,,28.17414348881328,0.5,0.1,0.5,true,730,,73.64519832879029,0.5,0.3,0.5,true,365,,18.008343324427273,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7b0,2026-05-11,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918816,0.20807987984034826,0.3,0.1,0.3,true,182,,28.08371159885719,0.5,0.1,0.5,true,730,,73.48514004435646,0.5,0.3,0.5,true,365,,19.498254954820972,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7b1,2026-05-12,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918846,0,0.3,0.1,0.3,true,182,,28.05333595730593,0.5,0.1,0.5,true,730,,72.88640113274826,0.5,0.3,0.5,true,365,,19.432197356876827,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7b2,2026-05-13,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918869,0,0.3,0.1,0.3,true,182,,28.662966878615272,0.5,0.1,0.5,true,730,,70.39434249312528,0.5,0.3,0.5,true,365,,18.480565703823256,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7b3,2026-05-14,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918892,0,0.3,0.1,0.3,true,182,,28.182493195791693,0.5,0.1,0.5,true,730,,73.76216600271448,0.5,0.3,0.5,true,365,,19.33721215594953,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7b4,2026-05-15,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918914,0,0.3,0.1,0.3,true,182,,28.492068175855856,0.5,0.1,0.5,true,730,,73.95121917374362,0.5,0.3,0.5,true,365,,19.873287011664967,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7b5,2026-05-16,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918936,2.396819902181872,0.3,0.1,0.3,true,182,,28.351850426978192,0.5,0.1,0.5,true,730,,75.40666778174337,0.5,0.3,0.5,true,365,,19.01064249590007,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7b6,2026-05-17,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918959,4.963420649783296,0.3,0.1,0.3,true,182,,28.696537727715253,0.5,0.1,0.5,true,730,,76.15373274034728,0.5,0.3,0.5,true,365,,18.898492223289416,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7b7,2026-05-18,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.918981,0.33698667196911236,0.3,0.1,0.3,true,182,,28.241368419751588,0.5,0.1,0.5,true,730,,75.68119868290785,0.5,0.3,0.5,true,365,,19.835159978093717,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7b8,2026-05-19,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919010,0,0.3,0.1,0.3,true,182,,28.576150794455575,0.5,0.1,0.5,true,730,,72.91628603654374,0.5,0.3,0.5,true,365,,19.128406882202263,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7b9,2026-05-20,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919033,4.148898633818673,0.3,0.1,0.3,true,182,,28.329464078254613,0.5,0.1,0.5,true,730,,73.44261523872864,0.5,0.3,0.5,true,365,,18.47157859979529,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7ba,2026-05-21,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919055,2.0273095589408534,0.3,0.1,0.3,true,182,,28.590711761436584,0.5,0.1,0.5,true,730,,72.33351348583102,0.5,0.3,0.5,true,365,,18.589347977473782,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7bb,2026-05-22,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919078,1.6318332416232353,0.3,0.1,0.3,true,182,,28.35052673909012,0.5,0.1,0.5,true,730,,72.83250695686758,0.5,0.3,0.5,true,365,,17.2739820235897,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7bc,2026-05-23,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919102,2.5476893187501775,0.3,0.1,0.3,true,182,,28.57037397372673,0.5,0.1,0.5,true,730,,73.42767851354157,0.5,0.3,0.5,true,365,,18.129202580726655,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7bd,2026-05-24,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919125,0,0.3,0.1,0.3,true,182,,28.54512432154644,0.5,0.1,0.5,true,730,,76.1259583990328,0.5,0.3,0.5,true,365,,18.19155426091095,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7be,2026-05-25,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919146,0,0.3,0.1,0.3,true,182,,28.42977958257599,0.5,0.1,0.5,true,730,,73.81218837536709,0.5,0.3,0.5,true,365,,16.120646717421284,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7bf,2026-05-26,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919169,0,0.3,0.1,0.3,true,182,,28.289449086419335,0.5,0.1,0.5,true,730,,73.80233536524005,0.5,0.3,0.5,true,365,,17.856956419447794,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7c0,2026-05-27,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919190,2.812278614993464,0.3,0.1,0.3,true,182,,28.53926569261586,0.5,0.1,0.5,true,730,,73.96253986799941,0.5,0.3,0.5,true,365,,18.636218743558945,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7c1,2026-05-28,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919213,4.959927827384533,0.3,0.1,0.3,true,182,,28.409084966247896,0.5,0.1,0.5,true,730,,75.02384477588097,0.5,0.3,0.5,true,365,,18.01520964580509,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7c2,2026-05-29,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919235,5.155620657767516,0.3,0.1,0.3,true,182,,28.508833106203884,0.5,0.1,0.5,true,730,,75.42086978348297,0.5,0.3,0.5,true,365,,19.46515589084053,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7c3,2026-05-30,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919258,0.32308601800141856,0.3,0.1,0.3,true,182,,28.463659887902907,0.5,0.1,0.5,true,730,,75.90413265419915,0.5,0.3,0.5,true,365,,18.399903955833057,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7c4,2026-05-31,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919281,0.35225178487802467,0.3,0.1,0.3,true,182,,28.343439453749717,0.5,0.1,0.5,true,730,,75.33187296683136,0.5,0.3,0.5,true,365,,18.613073649481024,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7c5,2026-06-01,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919304,2.8068535166689914,0.3,0.1,0.3,true,182,,28.3582464712862,0.5,0.1,0.5,true,730,,74.587733846099,0.5,0.3,0.5,true,365,,18.605874967635962,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7c6,2026-06-02,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919326,0.8472110115033331,0.3,0.1,0.3,true,182,,28.628008733162808,0.5,0.1,0.5,true,730,,74.29893519011334,0.5,0.3,0.5,true,365,,18.03284543425426,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7c7,2026-06-03,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919349,1.3088929236071445,0.3,0.1,0.3,true,182,,28.59169050621263,0.5,0.1,0.5,true,730,,74.28946859144709,0.5,0.3,0.5,true,365,,18.057175034910777,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7c8,2026-06-04,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919371,0,0.3,0.1,0.3,true,182,,28.49759526964815,0.5,0.1,0.5,true,730,,76.5015202199605,0.5,0.3,0.5,true,365,,18.032633471554536,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7c9,2026-06-05,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919395,0.4960806468457979,0.3,0.1,0.3,true,182,,28.397439055898023,0.5,0.1,0.5,true,730,,77.50611778600434,0.5,0.3,0.5,true,365,,18.58499280797641,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7ca,2026-06-06,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919417,5.2510686660623875,0.3,0.1,0.3,true,182,,28.60212044861201,0.5,0.1,0.5,true,730,,75.29566268724345,0.5,0.3,0.5,true,365,,19.317231225734965,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7cb,2026-06-07,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919440,1.2857608552161233,0.3,0.1,0.3,true,182,,28.646749292396663,0.5,0.1,0.5,true,730,,75.51171992156446,0.5,0.3,0.5,true,365,,19.28705860189134,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7cc,2026-06-08,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919508,1.838993532676752,0.3,0.1,0.3,true,182,,28.70642907500078,0.5,0.1,0.5,true,730,,76.09427394274226,0.5,0.3,0.5,true,365,,19.69227097745287,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7cd,2026-06-09,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919532,0,0.3,0.1,0.3,true,182,,28.73606823308222,0.5,0.1,0.5,true,730,,75.17793178956691,0.5,0.3,0.5,true,365,,17.63677609034365,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7ce,2026-06-10,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919554,0,0.3,0.1,0.3,true,182,,28.75608281494957,0.5,0.1,0.5,true,730,,74.72608635854581,0.5,0.3,0.5,true,365,,19.7339308537346,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7cf,2026-06-11,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919577,1.3975856402138236,0.3,0.1,0.3,true,182,,28.705906575650808,0.5,0.1,0.5,true,730,,74.60330337804457,0.5,0.3,0.5,true,365,,18.33073604128587,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7d0,2026-06-12,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919599,0.09904236591839277,0.3,0.1,0.3,true,182,,28.90566516935941,0.5,0.1,0.5,true,730,,73.32810127722779,0.5,0.3,0.5,true,365,,18.450490212226114,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7d1,2026-06-13,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919621,0.8754653377077286,0.3,0.1,0.3,true,182,,28.795421323446053,0.5,0.1,0.5,true,730,,73.81108640862892,0.5,0.3,0.5,true,365,,17.982601565103668,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7d2,2026-06-14,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919644,0,0.3,0.1,0.3,true,182,,28.98036031827427,0.5,0.1,0.5,true,730,,75.15281513736782,0.5,0.3,0.5,true,365,,17.965560116066577,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7d3,2026-06-15,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919666,5.000559739706047,0.3,0.1,0.3,true,182,,29.195256092809288,0.5,0.1,0.5,true,730,,74.24471946776359,0.5,0.3,0.5,true,365,,17.753351190666248,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7d4,2026-06-16,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919688,2.705443304384566,0.3,0.1,0.3,true,182,,29.05499327000199,0.5,0.1,0.5,true,730,,76.04399895329088,0.5,0.3,0.5,true,365,,18.04396927046948,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7d5,2026-06-17,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919711,3.5991428381516073,0.3,0.1,0.3,true,182,,29.004526299671078,0.5,0.1,0.5,true,730,,75.29209122319874,0.5,0.3,0.5,true,365,,18.420135671147666,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7d6,2026-06-18,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919733,5.3111556321169875,0.3,0.1,0.3,true,182,,28.554159324551737,0.5,0.1,0.5,true,730,,76.5018419823406,0.5,0.3,0.5,true,365,,19.422816707262893,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7d7,2026-06-19,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919755,0.639512730217668,0.3,0.1,0.3,true,182,,28.924008675581476,0.5,0.1,0.5,true,730,,75.5938366358727,0.5,0.3,0.5,true,365,,19.099839275567145,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7d8,2026-06-20,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919777,1.5496814972345718,0.3,0.1,0.3,true,182,,28.918772103192495,0.5,0.1,0.5,true,730,,74.39150270264405,0.5,0.3,0.5,true,365,,18.750357947478204,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7d9,2026-06-21,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919799,1.186329806128095,0.3,0.1,0.3,true,182,,29.108463242108925,0.5,0.1,0.5,true,730,,74.39765659675895,0.5,0.3,0.5,true,365,,18.2221858880522,0.3,0.1,0.5,true,365,
696216e2aea0d23a7f0be7da,2026-06-22,70:30,696214b20098e8183c290a34,2026-01-10T16:06:32.919821,1.1553625445127829,0.3,0.1,0.3,true,182,,29.143218257053945,0.5,0.1,0.5,true,730,,75.15379488437628,0.5,0.3,0.5,true,365,,17.307519611860787,0.3,0.1,0.5,true,365,
