_id,Date,Year,month,day,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,WS10M,WS10M_MAX,WD10M,__v
6958bb42a2106ae9c65eef4a,2010-01-14T00:00:00.000Z,2010,1,14,26.23,28.07,24.65,79.58,2.76,17.56,3.29,4.28,69.2,0
6958bb42a2106ae9c65eef4b,2010-01-15T00:00:00.000Z,2010,1,15,26.26,28.39,24.58,80.36,2.18,16.5,5.21,6.48,75.4,0
6958bb42a2106ae9c65eef4c,2010-01-16T00:00:00.000Z,2010,1,16,26.25,28.28,24.5,77.8,0.31,20.45,5.66,6.94,64.1,0
6958bb42a2106ae9c65eef4d,2010-01-17T00:00:00.000Z,2010,1,17,26.37,28.26,24.77,77.59,0.51,21.04,4.22,4.91,70.5,0
6958bb42a2106ae9c65eef4e,2010-01-18T00:00:00.000Z,2010,1,18,26.07,27.6,24.99,80.34,11.26,19.11,3.3,3.99,50.5,0
6958bb42a2106ae9c65eef4f,2010-01-19T00:00:00.000Z,2010,1,19,25.75,27.23,24.68,82.92,7.03,16.22,3.13,4.18,49.2,0
6958bb42a2106ae9c65eef50,2010-01-20T00:00:00.000Z,2010,1,20,26.2,27.85,24.81,80.3,1.7,19.47,3.28,4.34,35.6,0
6958bb42a2106ae9c65eef51,2010-01-21T00:00:00.000Z,2010,1,21,26.32,28.3,24.69,79.95,2.57,18.47,2.73,3.08,9.5,0
6958bb42a2106ae9c65eef52,2010-01-22T00:00:00.000Z,2010,1,22,26.44,28.64,24.91,81.14,4.62,18.31,2.94,4.36,31.2,0
6958bb42a2106ae9c65eef53,2010-01-23T00:00:00.000Z,2010,1,23,26.07,27.13,25.01,87.26,34.63,16.4,3.82,4.8,57.5,0
6958bb42a2106ae9c65eef54,2010-01-24T00:00:00.000Z,2010,1,24,26.38,27.96,25.43,83.63,25.6,15.17,2.72,4.04,73.6,0
6958bb42a2106ae9c65eef55,2010-01-25T00:00:00.000Z,2010,1,25,26.4,27.53,25.54,84.07,6.6,16.64,4.87,5.72,66.6,0
6958bb42a2106ae9c65eef56,2010-01-26T00:00:00.000Z,2010,1,26,26.69,28.64,24.94,82.02,1.49,18.65,4.61,5.76,67.7,0
6958bb42a2106ae9c65eef57,2010-01-27T00:00:00.000Z,2010,1,27,26.74,28.22,25.43,84.08,3.06,18.18,6.3,8.16,74,0
6958bb42a2106ae9c65eef58,2010-01-28T00:00:00.000Z,2010,1,28,26.56,28.21,25.03,82.69,5.33,17.64,3.91,5.93,79.3,0
6958bb42a2106ae9c65eef59,2010-01-29T00:00:00.000Z,2010,1,29,26.8,28.54,25.23,79.24,0.17,21.52,3.5,5.2,63.7,0
6958bb42a2106ae9c65eef5a,2010-01-30T00:00:00.000Z,2010,1,30,26.5,28.48,24.69,78.36,0.17,21.1,3.82,4.59,52.7,0
6958bb42a2106ae9c65eef5b,2010-01-31T00:00:00.000Z,2010,1,31,26.87,29.11,24.76,81.5,0.22,22.03,4.85,6.33,61.2,0
6958bb42a2106ae9c65eef5c,2010-02-01T00:00:00.000Z,2010,2,1,26.6,28.68,24.83,81.61,3.58,19.52,4.21,5.55,64.5,0
6958bb42a2106ae9c65eef5d,2010-02-02T00:00:00.000Z,2010,2,2,26.82,29.17,24.7,77.63,0.75,19.87,3.14,4.11,70.3,0
6958bb42a2106ae9c65eef5e,2010-02-03T00:00:00.000Z,2010,2,3,26.77,28.89,25.08,78,0.3,22.48,3.29,4.13,46.4,0
6958bb42a2106ae9c65eef5f,2010-02-04T00:00:00.000Z,2010,2,4,26.85,29.22,25.08,77.56,1.65,21.92,2.76,3.79,42.3,0
6958bb42a2106ae9c65eef60,2010-02-05T00:00:00.000Z,2010,2,5,26.81,29.04,25.08,78.03,1.68,22.29,3.08,4.34,34.8,0
6958bb42a2106ae9c65eef61,2010-02-06T00:00:00.000Z,2010,2,6,26.64,28.79,24.89,81.86,1,21.67,3.71,4.58,50.9,0
6958bb42a2106ae9c65eef62,2010-02-07T00:00:00.000Z,2010,2,7,27.4,29.81,25.66,77.43,0.4,21.54,3.61,4.48,71.3,0
6958bb42a2106ae9c65eef63,2010-02-08T00:00:00.000Z,2010,2,8,27.21,29.5,25.64,80.62,4.24,19.9,3.88,5.22,61.2,0
6958bb42a2106ae9c65eef64,2010-02-09T00:00:00.000Z,2010,2,9,27.22,29.38,25.39,81.95,12.84,21.06,4.61,5.7,61.6,0
6958bb42a2106ae9c65eef65,2010-02-10T00:00:00.000Z,2010,2,10,27.27,28.86,25.94,83.55,9.98,15.96,3.91,5.19,69.8,0
6958bb42a2106ae9c65eef66,2010-02-11T00:00:00.000Z,2010,2,11,27.45,29.36,26.38,83.06,1.41,19.24,4.66,5.41,58.1,0
6958bb42a2106ae9c65eef67,2010-02-12T00:00:00.000Z,2010,2,12,27.05,28.24,25.88,83.84,0.31,19.5,3.88,5.67,63.5,0
6958bb42a2106ae9c65eef68,2010-02-13T00:00:00.000Z,2010,2,13,26.9,29.03,25.09,80.49,0.39,14.16,5.37,7.28,70.7,0
6958bb42a2106ae9c65eef69,2010-02-14T00:00:00.000Z,2010,2,14,27.17,29.14,25.66,80.53,1.87,21.24,3.54,4.59,66.4,0
6958bb42a2106ae9c65eef6a,2010-02-15T00:00:00.000Z,2010,2,15,27.39,29.58,25.53,78.76,0.94,18.07,4.11,5.74,76.9,0
6958bb42a2106ae9c65eef6b,2010-02-16T00:00:00.000Z,2010,2,16,27.29,29.97,25.13,76.45,0.37,24.06,5.33,6.74,72.2,0
6958bb42a2106ae9c65eef6c,2010-02-17T00:00:00.000Z,2010,2,17,27.46,29.99,25,77.31,0.33,18.91,4.04,4.77,70.8,0
6958bb42a2106ae9c65eef6d,2010-02-18T00:00:00.000Z,2010,2,18,27.39,28.75,25.93,80.43,0.87,19.42,3.89,4.89,77.4,0
6958bb42a2106ae9c65eef6e,2010-02-19T00:00:00.000Z,2010,2,19,27.34,29.5,25.55,78.79,0.26,16.38,4.23,5.88,77.8,0
6958bb42a2106ae9c65eef6f,2010-02-20T00:00:00.000Z,2010,2,20,26.88,29.29,24.85,76.47,0.31,17.27,3.81,5.59,79.4,0
6958bb42a2106ae9c65eef70,2010-02-21T00:00:00.000Z,2010,2,21,27.51,30.01,25.34,70.47,0.52,14.91,1.38,1.84,51,0
6958bb42a2106ae9c65eef71,2010-02-22T00:00:00.000Z,2010,2,22,27.21,29.34,25.48,77.98,0.51,20.99,3.76,6.12,40.2,0
6958bb42a2106ae9c65eef72,2010-02-23T00:00:00.000Z,2010,2,23,27.7,30.24,25.88,78.48,16.43,21.95,1.48,2.61,136.6,0
6958bb42a2106ae9c65eef73,2010-02-24T00:00:00.000Z,2010,2,24,27.3,29.97,25.54,76.7,3.52,14.72,4.26,5.15,220.2,0
6958bb42a2106ae9c65eef74,2010-02-25T00:00:00.000Z,2010,2,25,27.71,30.98,25.33,74.51,2.56,21.76,2.79,3.98,290,0
6958bb42a2106ae9c65eef75,2010-02-26T00:00:00.000Z,2010,2,26,27.58,29.59,25.98,80.98,0.35,20.38,3.14,4.81,29.4,0
6958bb42a2106ae9c65eef76,2010-02-27T00:00:00.000Z,2010,2,27,27.34,29.09,26.01,82.35,7.36,18.61,3.19,4.19,27.8,0
6958bb42a2106ae9c65eef77,2010-02-28T00:00:00.000Z,2010,2,28,27.21,28.27,26.51,82.54,12.95,17.37,2.41,3.19,4.7,0
6958bb42a2106ae9c65eef78,2010-03-01T00:00:00.000Z,2010,3,1,26.89,27.99,26.14,81.78,14.28,10.4,3.19,4.69,359.7,0
6958bb42a2106ae9c65eef79,2010-03-02T00:00:00.000Z,2010,3,2,27.21,28.68,26.02,81.98,2.89,22.05,2.66,3.92,16.8,0
6958bb42a2106ae9c65eef7a,2010-03-03T00:00:00.000Z,2010,3,3,27.75,29.95,26.24,79.66,3.11,19.08,2.11,3.41,36.2,0
6958bb42a2106ae9c65eef7b,2010-03-04T00:00:00.000Z,2010,3,4,27.76,30.59,26.1,77.42,5.06,20,1.88,2.76,261,0
6958bb42a2106ae9c65eef7c,2010-03-05T00:00:00.000Z,2010,3,5,27.11,28.82,26.05,79.07,10.68,15.48,2.33,4.05,302.5,0
6958bb42a2106ae9c65eef7d,2010-03-06T00:00:00.000Z,2010,3,6,27.33,30.06,25.63,75.94,0.16,23.22,2.58,4.32,354.1,0
6958bb42a2106ae9c65eef7e,2010-03-07T00:00:00.000Z,2010,3,7,26.62,28.93,24.81,79.33,0.29,24.06,4.52,6.17,16.6,0
6958bb42a2106ae9c65eef7f,2010-03-08T00:00:00.000Z,2010,3,8,26.86,29.5,24.31,78.04,0.12,21.23,2.87,3.55,29.5,0
6958bb42a2106ae9c65eef80,2010-03-09T00:00:00.000Z,2010,3,9,27.04,28.81,26.01,80.25,1.64,17.02,2.53,4.41,19.2,0
6958bb42a2106ae9c65eef81,2010-03-10T00:00:00.000Z,2010,3,10,27.14,28.69,25.88,80.9,3.26,12.24,4.38,5.3,46.5,0
6958bb42a2106ae9c65eef82,2010-03-11T00:00:00.000Z,2010,3,11,27.87,29.92,26.06,77.62,1.05,21.64,4.83,6.14,82.3,0
6958bb42a2106ae9c65eef83,2010-03-12T00:00:00.000Z,2010,3,12,27.69,29.76,25.83,76.9,2.71,15.51,4.9,6.03,79.1,0
6958bb42a2106ae9c65eef84,2010-03-13T00:00:00.000Z,2010,3,13,27.22,28.92,26.14,78.59,4.34,20.7,3.04,4.75,89.8,0
6958bb42a2106ae9c65eef85,2010-03-14T00:00:00.000Z,2010,3,14,27.64,29.86,26.08,75.65,5.74,21.97,2.28,3.35,38.8,0
6958bb42a2106ae9c65eef86,2010-03-15T00:00:00.000Z,2010,3,15,27.23,28.48,26.15,82.15,6.39,13.71,3.94,5.36,36.5,0
6958bb42a2106ae9c65eef87,2010-03-16T00:00:00.000Z,2010,3,16,27.72,29.9,26.21,78.05,0.71,21.31,3.86,5.79,65.6,0
6958bb42a2106ae9c65eef88,2010-03-17T00:00:00.000Z,2010,3,17,27.77,30.36,25.74,75.72,0.01,23.51,6.16,8.42,77.7,0
6958bb42a2106ae9c65eef89,2010-03-18T00:00:00.000Z,2010,3,18,27.86,30.14,26.24,77.69,0.29,23.82,6.5,8.61,83.7,0
6958bb42a2106ae9c65eef8a,2010-03-19T00:00:00.000Z,2010,3,19,27.83,30.11,25.83,77.89,3.13,20.3,4.11,5.64,76.8,0
6958bb42a2106ae9c65eef8b,2010-03-20T00:00:00.000Z,2010,3,20,27.34,28.93,26.33,78.35,1.99,18.59,2.41,3.31,65,0
6958bb42a2106ae9c65eef8c,2010-03-21T00:00:00.000Z,2010,3,21,27.5,29.41,26.02,76.88,0.84,22.33,2.65,3.97,59.4,0
6958bb42a2106ae9c65eef8d,2010-03-22T00:00:00.000Z,2010,3,22,27.81,30.04,26.01,76.39,3.75,18.51,2.3,3.37,47,0
6958bb42a2106ae9c65eef8e,2010-03-23T00:00:00.000Z,2010,3,23,28.06,29.68,26.74,74.22,7.4,17.04,1.3,2.24,133.4,0
6958bb42a2106ae9c65eef8f,2010-03-24T00:00:00.000Z,2010,3,24,28.52,31.44,26.67,74.24,5.45,21.29,2.02,3.12,224.8,0
6958bb42a2106ae9c65eef90,2010-03-25T00:00:00.000Z,2010,3,25,27.43,29.27,25.77,78.41,5.69,18.62,2.51,4.45,250.4,0
6958bb42a2106ae9c65eef91,2010-03-26T00:00:00.000Z,2010,3,26,28.66,32.21,25.28,70.66,0.63,20.08,2.3,3.77,225.4,0
6958bb42a2106ae9c65eef92,2010-03-27T00:00:00.000Z,2010,3,27,27.98,29.55,26.71,79.33,4.03,20.26,3.38,5.18,50.7,0
6958bb42a2106ae9c65eef93,2010-03-28T00:00:00.000Z,2010,3,28,28.18,30.27,26.46,73.84,7.22,14.22,2.43,3.16,166.7,0
6958bb42a2106ae9c65eef94,2010-03-29T00:00:00.000Z,2010,3,29,27.46,29.23,25.86,75.07,1.43,17.12,1.51,2.23,298.7,0
6958bb42a2106ae9c65eef95,2010-03-30T00:00:00.000Z,2010,3,30,27.47,29.14,26.33,75.73,4.14,16.83,1.24,2.81,58,0
6958bb42a2106ae9c65eef96,2010-03-31T00:00:00.000Z,2010,3,31,27.45,29.09,26.27,77.59,2.35,18.9,1.59,2.4,13.6,0
6958bb42a2106ae9c65eef97,2010-04-01T00:00:00.000Z,2010,4,1,27.18,28.87,25.84,78.27,6.53,9.24,2.05,2.98,22.2,0
6958bb42a2106ae9c65eef98,2010-04-02T00:00:00.000Z,2010,4,2,27.65,30.01,26.35,75.78,8.72,16.77,2.75,4.45,30.1,0
6958bb42a2106ae9c65eef99,2010-04-03T00:00:00.000Z,2010,4,3,27.13,28.43,26.05,85.19,7.48,14.74,4.57,6.03,48.9,0
6958bb42a2106ae9c65eef9a,2010-04-04T00:00:00.000Z,2010,4,4,28.01,30.55,26.3,78.25,6.74,19.31,3.65,5.17,93,0
6958bb42a2106ae9c65eef9b,2010-04-05T00:00:00.000Z,2010,4,5,28.16,30.52,26.64,78.86,4.64,20.37,3.12,3.83,96.4,0
6958bb42a2106ae9c65eef9c,2010-04-06T00:00:00.000Z,2010,4,6,28.37,31.31,26.34,74.39,2.28,21.11,2.11,3.48,68,0
6958bb42a2106ae9c65eef9d,2010-04-07T00:00:00.000Z,2010,4,7,28.49,30.69,27.04,78.24,2.91,21.76,2.61,4.11,63.8,0
6958bb42a2106ae9c65eef9e,2010-04-08T00:00:00.000Z,2010,4,8,28.6,30.73,27.04,76.45,3.26,10.57,1.9,3.13,102.2,0
6958bb42a2106ae9c65eef9f,2010-04-09T00:00:00.000Z,2010,4,9,27,28.22,26.37,82.46,4.83,16.12,2.74,3.84,281.6,0
6958bb42a2106ae9c65eefa0,2010-04-10T00:00:00.000Z,2010,4,10,28.08,30.33,25.8,76.62,2.19,18.9,2.15,2.89,245.6,0
6958bb42a2106ae9c65eefa1,2010-04-11T00:00:00.000Z,2010,4,11,28.77,31.48,26.68,75.82,1.7,21.33,2.9,3.5,259.9,0
6958bb42a2106ae9c65eefa2,2010-04-12T00:00:00.000Z,2010,4,12,27.98,29.74,26.69,79.35,2.29,22.95,2.74,4.33,310.8,0
6958bb42a2106ae9c65eefa3,2010-04-13T00:00:00.000Z,2010,4,13,27.99,29.9,26.55,80.6,4.92,18.6,2.7,4.18,2.8,0
6958bb42a2106ae9c65eefa4,2010-04-14T00:00:00.000Z,2010,4,14,28.51,31.08,26.62,77.6,1.14,21.32,3.35,4.26,34,0
6958bb42a2106ae9c65eefa5,2010-04-15T00:00:00.000Z,2010,4,15,28.58,30.97,26.74,76.94,0.71,18.85,3.16,4.58,47.7,0
6958bb42a2106ae9c65eefa6,2010-04-16T00:00:00.000Z,2010,4,16,29.34,32.21,27.56,71.05,0.31,20.77,1.16,2.16,237.4,0
6958bb42a2106ae9c65eefa7,2010-04-17T00:00:00.000Z,2010,4,17,28.39,30.82,26.78,76.84,0.88,17.51,2.92,4.17,270.3,0
6958bb42a2106ae9c65eefa8,2010-04-18T00:00:00.000Z,2010,4,18,28.6,31.1,26.72,74.23,2.29,19.72,1.8,2.46,12.2,0
6958bb42a2106ae9c65eefa9,2010-04-19T00:00:00.000Z,2010,4,19,28.73,31.43,26.86,73.16,0.66,21.18,2.9,3.77,229.2,0
6958bb42a2106ae9c65eefaa,2010-04-20T00:00:00.000Z,2010,4,20,28.03,30.2,26.37,74.86,0.35,20.92,3.08,3.7,220.1,0
6958bb42a2106ae9c65eefab,2010-04-21T00:00:00.000Z,2010,4,21,28.42,31.33,26.31,75.15,3.42,23.54,2.86,3.62,261.4,0
6958bb42a2106ae9c65eefac,2010-04-22T00:00:00.000Z,2010,4,22,28.63,31.16,26.91,74.24,6.34,22.82,2.11,3.48,322,0
6958bb42a2106ae9c65eefad,2010-04-23T00:00:00.000Z,2010,4,23,28.5,30.75,26.99,75.52,2.77,17.09,2.3,3.55,350.1,0
6958bb42a2106ae9c65eefae,2010-04-24T00:00:00.000Z,2010,4,24,28.54,30.89,26.75,76.96,1.98,17.95,2.71,3.99,32.7,0
6958bb42a2106ae9c65eefaf,2010-04-25T00:00:00.000Z,2010,4,25,28.8,31.08,27.24,76.15,4.66,20.05,2.54,3.29,82.6,0
6958bb42a2106ae9c65eefb0,2010-04-26T00:00:00.000Z,2010,4,26,27.96,29.58,26.91,82.09,13.26,14.88,3.05,4.46,57.8,0
6958bb42a2106ae9c65eefb1,2010-04-27T00:00:00.000Z,2010,4,27,27.03,27.84,26.31,87.84,32.36,11.47,4.32,5.86,1.8,0
6958bb42a2106ae9c65eefb2,2010-04-28T00:00:00.000Z,2010,4,28,27.09,28.58,25.95,78.59,12.6,18.89,1.2,2.43,3.7,0
6958bb42a2106ae9c65eefb3,2010-04-29T00:00:00.000Z,2010,4,29,27.98,29.86,26.66,76.77,7.44,20.04,1.37,1.86,30,0
6958bb42a2106ae9c65eefb4,2010-04-30T00:00:00.000Z,2010,4,30,27.97,29.56,26.63,80.97,8.6,19.1,2.19,3.12,53,0
6958bb42a2106ae9c65eefb5,2010-05-01T00:00:00.000Z,2010,5,1,27.76,29.05,26.55,82.49,6.31,14.66,2.68,3.57,44.7,0
6958bb42a2106ae9c65eefb6,2010-05-02T00:00:00.000Z,2010,5,2,28.42,31.01,26.23,80.23,0.43,23.55,3.69,5.69,63.5,0
6958bb42a2106ae9c65eefb7,2010-05-03T00:00:00.000Z,2010,5,3,28.97,31.14,27.13,75.06,4.74,17.17,1.88,3.22,132,0
6958bb42a2106ae9c65eefb8,2010-05-04T00:00:00.000Z,2010,5,4,28.58,30.72,27.25,76.32,7.87,19.48,2.09,3.02,265.5,0
6958bb42a2106ae9c65eefb9,2010-05-05T00:00:00.000Z,2010,5,5,28,29.08,27.2,78.83,1.45,21.3,1.81,2.65,269.2,0
6958bb42a2106ae9c65eefba,2010-05-06T00:00:00.000Z,2010,5,6,28.08,29.53,27.02,78.48,3.54,17.31,1.94,3.01,318.6,0
6958bb42a2106ae9c65eefbb,2010-05-07T00:00:00.000Z,2010,5,7,28.96,31.32,26.85,74.89,1.19,18.85,1.59,2.18,96.6,0
6958bb42a2106ae9c65eefbc,2010-05-08T00:00:00.000Z,2010,5,8,29.24,31.68,27.79,75.42,3.18,22.34,1.61,2.92,334,0
6958bb42a2106ae9c65eefbd,2010-05-09T00:00:00.000Z,2010,5,9,28.48,30.03,27.13,78.38,4.06,15.65,2.7,3.42,238.8,0
6958bb42a2106ae9c65eefbe,2010-05-10T00:00:00.000Z,2010,5,10,28.6,30.97,26.7,77.47,4.16,15.74,2.7,3.43,290.2,0
6958bb42a2106ae9c65eefbf,2010-05-11T00:00:00.000Z,2010,5,11,29.19,32.22,27.03,71.72,3.14,20.78,1.74,3.55,352,0
6958bb42a2106ae9c65eefc0,2010-05-12T00:00:00.000Z,2010,5,12,28.99,31.49,27.3,74.01,2.8,17.89,2.24,3.33,329.9,0
6958bb42a2106ae9c65eefc1,2010-05-13T00:00:00.000Z,2010,5,13,28.91,31.4,27.04,75.51,1.47,18.6,2.44,3.91,33.2,0
6958bb42a2106ae9c65eefc2,2010-05-14T00:00:00.000Z,2010,5,14,28.24,30.02,27.16,81.07,7.65,17.92,2.56,4.15,346.6,0
6958bb42a2106ae9c65eefc3,2010-05-15T00:00:00.000Z,2010,5,15,27.22,27.92,26.71,87.22,6.36,17.7,3,4.1,281.5,0
6958bb42a2106ae9c65eefc4,2010-05-16T00:00:00.000Z,2010,5,16,28.18,30.92,26.6,76.8,3.92,14.42,4.01,6.14,193.1,0
6958bb42a2106ae9c65eefc5,2010-05-17T00:00:00.000Z,2010,5,17,28.5,30.78,26.4,75.86,2.12,15.39,2.86,4.46,188.1,0
6958bb42a2106ae9c65eefc6,2010-05-18T00:00:00.000Z,2010,5,18,28.42,30.12,27.12,72.01,0.63,11.53,1.05,1.91,334.8,0
6958bb42a2106ae9c65eefc7,2010-05-19T00:00:00.000Z,2010,5,19,28.64,30.98,26.68,70.96,0.9,20.37,2.52,3.59,52.7,0
6958bb42a2106ae9c65eefc8,2010-05-20T00:00:00.000Z,2010,5,20,28.64,30.77,27.01,75.86,3.06,18.92,3.78,4.64,66.9,0
6958bb42a2106ae9c65eefc9,2010-05-21T00:00:00.000Z,2010,5,21,28.26,30.71,26.83,77.31,6.94,13.61,2.89,4.55,215.7,0
6958bb42a2106ae9c65eefca,2010-05-22T00:00:00.000Z,2010,5,22,27.52,29.64,26.09,73.91,2.99,10.54,1.88,3.25,313.5,0
6958bb42a2106ae9c65eefcb,2010-05-23T00:00:00.000Z,2010,5,23,28.27,30.4,26.44,73.68,0.78,21.27,1.38,2.47,317.7,0
6958bb42a2106ae9c65eefcc,2010-05-24T00:00:00.000Z,2010,5,24,28.71,30.85,27.31,74.95,1.23,18.23,1.66,2.86,253.5,0
6958bb42a2106ae9c65eefcd,2010-05-25T00:00:00.000Z,2010,5,25,28.33,30.51,26.7,75.62,0.16,21.57,3.9,4.59,227.5,0
6958bb42a2106ae9c65eefce,2010-05-26T00:00:00.000Z,2010,5,26,28.32,30.98,26.37,74.4,0,21.73,4.34,5.39,222.7,0
6958bb42a2106ae9c65eefcf,2010-05-27T00:00:00.000Z,2010,5,27,28.33,31.14,26.03,74.22,0,20.96,4.31,5.18,229.9,0
6958bb42a2106ae9c65eefd0,2010-05-28T00:00:00.000Z,2010,5,28,28.76,31.98,26.13,69.88,0.04,19.43,3.01,4.41,230.6,0
6958bb42a2106ae9c65eefd1,2010-05-29T00:00:00.000Z,2010,5,29,28.75,31.56,26.77,72.09,0.54,20.86,2.8,3.6,237,0
6958bb42a2106ae9c65eefd2,2010-05-30T00:00:00.000Z,2010,5,30,27.47,28.99,26.47,78.75,3.99,18.41,2.7,3.27,247.4,0
6958bb42a2106ae9c65eefd3,2010-05-31T00:00:00.000Z,2010,5,31,27.46,28.6,26.26,78.03,2.27,20.7,2.96,3.55,262.3,0
6958bb42a2106ae9c65eefd4,2010-06-01T00:00:00.000Z,2010,6,1,27.85,30.05,26.12,76.67,1.6,17.25,4.39,5.34,234.4,0
6958bb42a2106ae9c65eefd5,2010-06-02T00:00:00.000Z,2010,6,2,28.27,30.58,26.46,76.26,0.51,19.49,3.77,5.14,227.6,0
6958bb42a2106ae9c65eefd6,2010-06-03T00:00:00.000Z,2010,6,3,27.87,29.75,26.77,80.03,3.24,19.33,4.23,5.51,242.4,0
6958bb42a2106ae9c65eefd7,2010-06-04T00:00:00.000Z,2010,6,4,27.1,28.38,25.99,84.22,10.33,12.76,6.3,8.8,265.4,0
6958bb42a2106ae9c65eefd8,2010-06-05T00:00:00.000Z,2010,6,5,26.32,27.34,25.66,85.1,39.09,14.08,6.24,7.32,259.2,0
6958bb42a2106ae9c65eefd9,2010-06-06T00:00:00.000Z,2010,6,6,26.52,27.45,25.66,84.25,51.41,8.01,8.87,10.39,248.9,0
6958bb42a2106ae9c65eefda,2010-06-07T00:00:00.000Z,2010,6,7,27.48,29.41,25.93,77.95,6.75,12.83,7.36,8.56,225.5,0
6958bb42a2106ae9c65eefdb,2010-06-08T00:00:00.000Z,2010,6,8,26.94,29.08,25.73,78.94,11.36,12.92,7.35,8.51,216.3,0
6958bb42a2106ae9c65eefdc,2010-06-09T00:00:00.000Z,2010,6,9,27.02,28.78,25.75,80.21,4.59,16.47,7.46,8.3,208.6,0
6958bb42a2106ae9c65eefdd,2010-06-10T00:00:00.000Z,2010,6,10,27.53,30.48,25.39,76.63,3.54,19.12,5.06,6.11,218.7,0
6958bb42a2106ae9c65eefde,2010-06-11T00:00:00.000Z,2010,6,11,28.26,31.04,25.12,68.62,5.31,18.62,2.51,4.63,232.5,0
6958bb42a2106ae9c65eefdf,2010-06-12T00:00:00.000Z,2010,6,12,28.3,30.11,26.81,73.09,5.69,17.32,1.56,2.27,30.3,0
6958bb42a2106ae9c65eefe0,2010-06-13T00:00:00.000Z,2010,6,13,28.45,30.67,26.94,77.44,10.08,22.12,2.62,3.7,71.1,0
6958bb42a2106ae9c65eefe1,2010-06-14T00:00:00.000Z,2010,6,14,26.85,27.66,25.82,86.39,24.56,14.34,3.53,5.7,267.6,0
6958bb42a2106ae9c65eefe2,2010-06-15T00:00:00.000Z,2010,6,15,27.04,28.75,25.46,77.51,3.11,16.95,3.09,3.95,229.7,0
6958bb42a2106ae9c65eefe3,2010-06-16T00:00:00.000Z,2010,6,16,26.63,28.18,25.43,79.58,4.25,17.43,3.05,4.2,259.5,0
6958bb42a2106ae9c65eefe4,2010-06-17T00:00:00.000Z,2010,6,17,26.66,29.28,24.45,64.74,1.21,9.19,3.83,5.53,200.4,0
6958bb42a2106ae9c65eefe5,2010-06-18T00:00:00.000Z,2010,6,18,27.6,30.07,25.12,72.89,0.42,20.91,4.09,5.63,212.6,0
6958bb42a2106ae9c65eefe6,2010-06-19T00:00:00.000Z,2010,6,19,28.05,30.59,25.56,73.92,0.13,22.53,2.29,3.54,228.8,0
6958bb42a2106ae9c65eefe7,2010-06-20T00:00:00.000Z,2010,6,20,27.44,29.29,26.04,80.55,0.94,23.39,2.81,3.96,268.3,0
6958bb42a2106ae9c65eefe8,2010-06-21T00:00:00.000Z,2010,6,21,26.99,28.04,26.13,83.08,2.93,15.1,4.26,5.09,268.6,0
6958bb42a2106ae9c65eefe9,2010-06-22T00:00:00.000Z,2010,6,22,26.27,27.59,25.02,80.72,11.63,13.09,6.46,7.49,229.7,0
6958bb42a2106ae9c65eefea,2010-06-23T00:00:00.000Z,2010,6,23,26.82,28.84,25.03,81.62,5.21,12.9,5.5,6.8,229.2,0
6958bb42a2106ae9c65eefeb,2010-06-24T00:00:00.000Z,2010,6,24,27.27,29.12,25.89,80.5,5.95,18.72,4.24,5.77,237.2,0
6958bb42a2106ae9c65eefec,2010-06-25T00:00:00.000Z,2010,6,25,27.5,29.78,25.7,75.96,1.55,14.62,4.42,5.41,215.6,0
6958bb42a2106ae9c65eefed,2010-06-26T00:00:00.000Z,2010,6,26,27.91,30.68,25.55,76.4,0.21,18.52,4.02,5.3,196.8,0
6958bb42a2106ae9c65eefee,2010-06-27T00:00:00.000Z,2010,6,27,27.37,29.65,25.52,77.98,0.76,16.22,4.91,5.9,203.5,0
6958bb42a2106ae9c65eefef,2010-06-28T00:00:00.000Z,2010,6,28,26.6,28.47,25.18,81.47,2.32,17.02,4.84,5.79,222.8,0
6958bb42a2106ae9c65eeff0,2010-06-29T00:00:00.000Z,2010,6,29,26.77,29.06,25.07,80.97,3.86,16.03,5.42,7.22,232,0
6958bb42a2106ae9c65eeff1,2010-06-30T00:00:00.000Z,2010,6,30,26.34,27.49,25.63,85.88,6.93,12.65,6.34,10.14,248,0
6958bb42a2106ae9c65eeff2,2010-07-01T00:00:00.000Z,2010,7,1,26.4,27.65,25.3,80.7,3.87,14.69,7.16,9.32,248.7,0
6958bb42a2106ae9c65eeff3,2010-07-02T00:00:00.000Z,2010,7,2,26.56,28.53,25.08,78.02,3.3,17.97,4.66,6.05,250.9,0
6958bb42a2106ae9c65eeff4,2010-07-03T00:00:00.000Z,2010,7,3,27.27,29.92,24.75,72.56,0.65,16.31,4.09,6.44,217,0
6958bb42a2106ae9c65eeff5,2010-07-04T00:00:00.000Z,2010,7,4,28.23,30.84,26.12,68.38,0.02,21.54,1.15,2.45,151.8,0
6958bb42a2106ae9c65eeff6,2010-07-05T00:00:00.000Z,2010,7,5,27.49,29.17,26.44,76.74,0.47,20.52,1.55,2.36,65.9,0
6958bb42a2106ae9c65eeff7,2010-07-06T00:00:00.000Z,2010,7,6,27.65,29.07,26.41,75.73,3.04,16.86,1.76,2.66,250.5,0
6958bb42a2106ae9c65eeff8,2010-07-07T00:00:00.000Z,2010,7,7,27.95,30.4,26.07,64.69,2.33,13.11,2.17,3.5,144.7,0
