Date,SST,Prec,RH,WSPD,SWRad
2008-06-06,29.17,,84.9,6.3,115.5
2008-06-07,29.1,,84.6,4.4,66.4
2008-06-08,29.18,,81.0,5.0,238.0
2008-06-09,29.06,,85.8,6.1,49.7
2008-06-10,29.06,,83.3,5.6,142.5
2008-06-11,29.05,,84.2,8.0,108.3
2008-06-12,28.98,,80.6,9.0,164.8
2008-06-13,29.0,,81.2,9.6,220.2
2008-06-14,29.01,,81.3,10.1,237.9
2008-06-15,29.06,,81.6,9.8,259.2
2008-06-16,29.0,,81.6,8.5,229.7
2008-06-17,29.04,,80.8,7.2,261.2
2008-06-18,29.04,,80.0,7.5,281.8
2008-06-19,29.07,,79.7,6.3,273.2
2008-06-20,29.07,,81.0,7.1,263.4
2008-06-21,29.05,,81.6,7.6,243.1
2008-06-22,29.06,,80.9,9.3,262.7
2008-06-23,29.01,,80.0,9.8,240.0
2008-06-24,28.98,,80.7,9.8,241.9
2008-06-25,28.97,,80.5,9.6,196.7
2008-06-26,28.98,,80.5,9.0,206.6
2008-06-27,29.0,,79.5,8.2,293.0
2008-06-28,28.97,,80.2,7.4,273.2
2008-06-29,28.97,,80.5,7.2,268.4
2008-06-30,28.99,,83.1,6.8,227.7
2008-07-01,29.06,,82.6,6.6,264.1
2008-07-02,29.02,,83.9,5.9,140.7
2008-07-03,29.06,,81.6,7.2,251.0
2008-07-04,29.04,,81.2,7.2,254.5
2008-07-05,29.06,,81.2,6.5,256.3
2008-07-06,29.1,,82.2,7.1,243.1
2008-07-07,29.09,,81.4,9.0,270.3
2008-07-08,29.04,,81.0,9.2,266.8
2008-07-09,29.04,,81.3,8.9,255.4
2008-07-10,29.02,,81.4,7.9,175.2
2008-07-11,29.02,,79.5,7.2,180.8
2008-07-12,29.05,,81.7,6.9,235.5
2008-07-13,29.0,,83.6,6.5,223.4
2008-07-14,28.99,,79.6,7.2,183.3
2008-07-15,29.03,,79.7,8.1,258.3
2008-07-16,28.97,,79.1,9.0,140.3
2008-07-17,29.0,,80.5,8.0,234.0
2008-07-18,28.96,,83.0,9.4,149.6
2008-07-19,28.86,,84.4,8.9,36.8
2008-07-20,28.82,,82.7,7.5,163.2
2008-07-21,28.77,,85.3,7.1,60.7
2008-07-22,28.77,,82.1,9.2,220.3
2008-07-23,28.72,,81.9,9.7,167.8
2008-07-24,28.65,,82.2,9.7,154.0
2008-07-25,28.66,,81.7,10.1,237.7
2008-07-26,28.63,,80.0,10.8,221.8
2008-07-27,28.55,,80.2,10.9,166.1
2008-07-28,28.47,,81.4,9.7,106.3
2008-07-29,28.5,,82.5,7.8,273.3
2008-07-30,28.49,,82.6,8.1,223.0
2008-07-31,28.47,,85.2,7.4,211.5
2008-08-01,28.39,,86.8,7.6,46.5
2008-08-02,28.37,,86.5,7.4,111.6
2008-08-03,28.38,,84.7,8.6,130.4
2008-08-04,28.23,,84.4,9.0,101.3
2008-08-05,28.18,,82.2,8.9,220.8
2008-08-06,28.0,,79.0,9.9,286.4
2008-08-07,27.96,,80.2,10.7,251.4
2008-08-08,27.95,,80.2,11.6,224.7
2008-08-09,28.04,,82.0,10.6,235.8
2008-08-10,28.08,,82.2,9.1,244.5
2008-08-11,28.26,,83.1,8.6,263.8
2008-08-12,28.19,,84.7,7.6,181.5
2008-08-13,28.14,,83.9,7.0,215.7
2008-08-14,28.11,,84.5,5.9,199.6
2008-08-15,28.19,,83.0,7.1,295.7
2008-08-16,28.2,,84.0,7.4,239.5
2008-08-17,28.29,,82.4,6.2,296.3
2008-08-18,28.33,,81.2,4.8,284.1
2008-08-19,28.4,,82.7,4.2,244.0
2008-08-20,28.42,,81.8,6.4,271.1
2008-08-21,28.35,,81.1,8.0,278.8
2008-08-22,28.35,,81.0,8.4,256.4
2008-08-23,28.36,,83.0,7.5,231.8
2008-08-24,28.29,,84.4,5.6,76.8
2008-08-25,28.38,,81.9,4.9,251.2
2008-08-26,28.5,,81.8,4.5,250.3
2008-08-27,28.58,,80.3,4.4,275.1
2008-08-28,28.33,,84.2,6.1,74.3
2008-08-29,28.29,,83.6,6.1,148.1
2008-08-30,28.24,,81.7,4.2,72.8
2008-08-31,28.29,,83.7,4.1,186.8
2008-09-01,28.67,,80.8,1.4,288.8
2008-09-02,28.96,,80.4,2.1,287.2
2008-09-03,28.73,,82.9,3.7,236.6
2008-09-04,28.33,,80.5,3.7,69.2
2008-09-05,28.61,,80.7,3.5,285.0
2008-09-06,28.52,,81.3,6.9,289.6
2008-09-07,28.34,,83.2,7.0,96.1
2008-09-08,28.33,,82.7,7.6,170.2
2008-09-09,28.3,,82.7,7.8,131.6
2008-09-10,28.36,,82.8,8.5,255.5
2008-09-11,28.34,,82.7,9.6,134.4
2008-09-12,28.4,,83.3,9.7,176.1
2008-09-13,28.42,,83.8,8.6,204.4
2008-09-14,28.5,,83.0,8.5,278.1
2008-09-15,28.46,,80.3,9.4,290.1
2008-09-16,28.38,,82.5,8.1,293.1
2008-09-17,28.31,,82.2,7.1,283.4
2008-09-18,28.5,,82.0,6.6,280.6
2008-09-19,28.64,,81.2,7.0,280.5
2008-09-20,28.63,,81.8,7.3,265.2
2008-09-21,28.73,,81.7,5.8,286.2
2008-09-22,28.74,,80.9,5.8,288.6
2008-09-23,28.82,,79.6,6.4,308.6
2008-09-24,28.72,,78.8,8.1,297.6
2008-09-25,28.75,,81.3,7.4,295.4
2008-09-26,28.74,,82.5,7.2,262.6
2008-09-27,28.79,,81.5,8.6,264.1
2008-09-28,28.79,,82.8,7.4,265.9
2008-09-29,28.76,,81.7,7.2,205.0
2008-09-30,28.77,,82.1,5.5,186.2
2008-10-01,28.9,,79.3,5.1,266.3
2008-10-02,29.17,,76.7,1.0,284.6
2008-10-03,29.6,,74.8,1.4,293.1
2008-10-04,29.46,,74.1,0.9,274.2
2008-10-05,29.66,,73.2,0.8,281.4
2008-10-06,29.43,,76.2,1.3,203.0
2008-10-07,29.31,,76.4,0.3,251.3
2008-10-08,29.91,,72.8,2.0,297.2
2008-10-09,29.93,,74.8,3.7,275.4
2008-10-10,29.6,,79.1,4.3,237.0
2008-10-11,29.57,,80.5,3.8,258.8
2008-10-12,29.63,,79.2,4.5,257.3
2008-10-13,29.61,,78.7,2.9,255.6
2008-10-14,29.91,,77.6,1.0,300.2
2008-10-15,30.13,,76.0,1.0,287.6
2008-10-16,30.24,,76.3,0.9,268.5
2008-10-17,30.08,,78.9,0.7,249.8
2008-10-18,30.3,,79.0,1.9,238.2
2008-10-19,29.49,,82.4,1.2,63.3
2008-10-20,29.6,,79.7,2.6,146.1
2008-10-21,29.42,,83.4,7.5,42.6
2008-10-22,29.53,,75.0,7.8,238.0
2008-10-23,29.58,,74.0,7.1,194.2
2008-10-24,29.33,,71.2,7.7,237.8
2008-10-25,29.24,,76.4,7.2,97.3
2008-10-26,29.23,,77.9,8.9,194.1
2008-10-27,28.97,,84.9,7.7,30.5
2008-10-28,28.81,,82.5,5.3,37.3
2008-10-29,28.88,,72.8,4.7,213.1
2008-10-30,28.98,,75.5,4.5,207.2
2008-10-31,29.06,,68.1,4.8,252.4
2008-11-01,28.84,,71.7,5.5,185.3
2008-11-02,28.99,,73.4,5.3,171.9
2008-11-03,29.12,,77.0,2.9,223.5
2008-11-04,29.56,,74.8,1.7,244.3
2008-11-05,29.55,,74.8,2.3,249.1
2008-11-06,29.73,,73.8,1.3,252.9
2008-11-07,29.46,,74.2,3.0,240.5
2008-11-08,29.32,,72.8,3.8,242.1
2008-11-09,29.5,,77.4,1.6,200.0
2008-11-10,29.56,,78.3,1.3,185.9
2008-11-11,29.4,,75.8,3.9,152.1
2008-11-12,29.18,,77.5,6.2,105.5
2008-11-13,29.04,,83.4,6.7,47.2
2008-11-14,29.0,,82.9,4.3,117.5
2008-11-15,29.28,,76.7,1.9,205.8
2008-11-16,29.39,,76.0,1.1,197.5
2008-11-17,29.22,,75.8,4.6,238.5
2008-11-18,29.36,,76.0,3.6,219.8
2008-11-19,29.16,,73.4,5.8,203.9
2008-11-20,29.05,,76.8,5.0,123.0
2008-11-21,28.98,,73.7,7.5,153.7
2008-11-22,28.79,,85.0,5.7,43.7
2008-11-23,28.61,,82.8,5.8,22.0
2008-11-24,28.43,,84.6,0.8,43.1
2008-11-25,28.55,,79.5,1.1,140.5
2008-11-26,28.78,,75.9,2.7,226.7
2008-11-27,28.81,,77.6,3.1,226.8
2008-11-28,28.89,,78.9,4.0,187.4
2008-11-29,28.8,,70.1,6.7,239.2
2008-11-30,28.74,,74.5,6.4,213.5
2008-12-01,28.7,,77.9,6.0,180.7
2008-12-02,28.55,,81.4,5.5,63.0
2008-12-03,28.49,,82.5,6.2,74.8
2008-12-04,28.39,,85.3,9.1,26.0
2008-12-05,28.53,,84.8,7.1,158.3
2008-12-06,28.68,,80.9,5.4,225.8
2008-12-07,28.74,,80.2,5.3,215.3
2008-12-08,28.79,,82.1,5.1,220.3
2008-12-09,28.82,,82.0,4.1,165.8
2008-12-10,28.74,,76.4,4.7,216.1
2008-12-11,28.75,,73.8,5.8,235.2
2008-12-12,28.67,,70.4,5.2,176.9
2008-12-13,28.68,,74.5,5.6,199.0
2008-12-14,28.64,,77.3,6.6,128.7
2008-12-15,28.53,,77.5,6.4,207.8
2008-12-16,28.46,,85.1,5.1,76.7
2008-12-17,28.46,,78.3,8.4,182.5
2008-12-18,28.45,,74.0,7.4,234.4
2008-12-19,28.43,,71.4,6.8,248.4
2008-12-20,28.4,,66.4,7.4,249.1
2008-12-21,28.34,,68.6,6.6,215.3
2008-12-22,28.31,,70.7,7.3,202.0
2008-12-23,28.35,,71.2,5.9,232.1
2008-12-24,28.44,,72.3,4.3,190.7
2008-12-25,28.53,,76.2,5.0,221.3
2008-12-26,28.61,,76.6,3.3,253.9
2008-12-27,28.53,,78.6,4.6,223.9
2008-12-28,28.47,,74.6,6.7,209.1
2008-12-29,28.46,,74.1,8.4,163.9
2008-12-30,28.48,,71.9,7.7,199.8
2008-12-31,28.4,,,4.9,226.6
2009-01-01,28.38,,68.7,4.8,224.8
2009-01-02,28.36,,79.3,6.8,238.9
2009-01-03,28.34,,84.2,7.2,164.7
2009-01-04,28.3,,78.3,7.2,129.4
2009-01-05,28.32,,75.8,7.1,241.0
2009-01-06,28.34,,77.8,6.6,247.7
2009-01-07,28.3,,80.4,5.8,163.2
2009-01-08,28.24,,81.5,6.7,80.8
2009-01-09,28.2,,75.4,8.0,230.0
2009-01-10,28.16,,72.1,7.8,187.2
2009-01-11,28.16,,,7.9,255.1
2009-01-12,28.1,,,9.4,251.6
2009-01-13,27.91,,65.5,8.1,264.2
2009-01-14,27.9,,75.9,8.1,156.8
2009-01-15,27.93,,72.9,8.4,212.6
2009-01-16,27.84,,65.6,8.0,248.6
2009-01-17,27.79,,66.9,6.8,259.9
2009-01-18,27.77,,74.5,7.4,253.9
2009-01-19,27.71,,75.6,7.9,217.6
2009-01-20,27.72,,73.2,6.3,207.8
2009-01-21,27.73,,66.5,5.6,249.9
2009-01-22,27.69,,66.1,5.9,205.4
2009-01-23,27.72,,73.0,5.7,258.4
2009-01-24,27.67,,79.2,8.0,166.6
2009-01-25,27.77,,82.4,6.8,246.6
2009-01-26,28.03,,82.9,4.8,253.0
2009-01-27,28.3,,81.0,5.0,209.7
2009-01-28,27.99,,76.9,5.5,233.5
2009-01-29,27.67,,74.3,5.6,148.9
2009-01-30,27.65,,71.4,4.0,183.2
2009-01-31,27.79,,72.8,3.2,251.0
2009-02-01,27.78,,73.9,3.4,264.7
2009-02-02,27.67,,72.6,4.7,263.7
2009-02-03,27.68,,71.8,4.6,250.2
2009-02-04,27.63,,75.1,6.5,251.5
2009-02-05,27.64,,69.5,5.8,256.5
2009-02-06,27.57,,,4.8,246.1
2009-02-07,27.58,,67.3,5.0,276.9
2009-02-08,27.66,,77.3,6.7,243.7
2009-02-09,27.7,,79.5,6.7,235.0
2009-02-10,27.77,,85.8,4.6,197.2
2009-02-11,27.75,,85.2,2.6,222.0
2009-02-12,28.0,,77.1,2.2,274.6
2009-02-13,27.93,,73.0,4.8,261.6
2009-02-14,27.84,,72.9,4.8,253.2
2009-02-15,27.81,,66.5,4.8,277.0
2009-02-16,27.86,,66.5,4.4,277.9
2009-02-17,27.9,,68.0,3.9,262.1
2009-02-18,28.02,,72.9,4.1,282.5
2009-02-19,28.02,,77.4,5.2,271.4
2009-02-20,28.19,,81.3,5.7,260.8
2009-02-21,28.21,,81.4,5.1,257.4
2009-02-22,28.24,,81.4,4.8,268.3
2009-02-23,28.48,,80.3,3.1,247.5
2009-02-24,28.51,,75.0,4.1,280.1
2009-02-25,28.53,,74.7,3.8,282.5
2009-02-26,28.77,,76.4,2.4,274.6
2009-02-27,28.68,,77.2,3.2,216.4
2009-02-28,28.69,,75.9,3.5,227.4
2009-03-01,28.68,,74.8,4.2,280.1
2009-03-02,28.68,,76.2,5.0,264.1
2009-03-03,28.82,,80.8,3.3,265.6
2009-03-04,28.78,,79.2,4.3,256.3
2009-03-05,28.85,,77.2,3.8,280.8
2009-03-06,29.21,,77.7,3.2,266.4
2009-03-07,29.12,,76.2,5.1,282.4
2009-03-08,29.06,,74.6,5.2,164.7
2009-03-09,29.21,,77.5,3.3,294.3
2009-03-10,29.75,,74.7,2.2,269.1
2009-03-11,29.25,,70.5,5.3,233.9
2009-03-12,29.32,,76.6,2.7,282.8
2009-03-13,29.54,,73.7,1.9,274.7
2009-03-14,29.55,,74.3,3.2,284.4
2009-03-15,29.42,,73.9,3.1,280.9
2009-03-16,29.42,,74.2,4.4,276.4
2009-03-17,29.42,,74.4,4.0,272.8
2009-03-18,29.33,,74.8,4.1,200.0
2009-03-19,29.44,,75.0,3.4,291.4
2009-03-20,29.69,,74.8,2.0,282.0
2009-03-21,29.82,,73.6,2.5,263.3
2009-03-22,29.87,,75.1,2.3,280.9
2009-03-23,29.94,,74.1,2.3,261.8
2009-03-24,30.28,,72.9,1.0,306.2
2009-03-25,30.48,,71.7,0.8,299.4
2009-03-26,30.56,,69.9,0.7,304.6
2009-03-27,30.92,,67.0,0.1,303.7
2009-03-28,30.9,,71.0,1.9,290.9
2009-03-29,30.85,,69.8,2.8,298.7
2009-03-30,30.63,,68.6,3.7,286.0
2009-03-31,30.5,,72.2,3.7,281.2
2009-04-01,30.18,,67.2,6.2,294.8
2009-04-02,30.05,,72.0,5.8,250.4
2009-04-03,30.05,,74.6,5.3,222.8
2009-04-04,29.9,,78.3,2.0,203.3
2009-04-05,30.52,,76.2,1.4,299.4
2009-04-06,29.66,,82.3,1.1,90.0
2009-04-07,30.13,,74.4,3.1,293.5
2009-04-08,30.13,,75.7,3.6,289.7
2009-04-09,29.99,,79.9,2.5,153.8
2009-04-10,29.97,,80.9,1.8,134.9
2009-04-11,29.93,,74.1,5.8,226.5
2009-04-12,29.84,,75.5,6.4,139.7
2009-04-13,29.9,,76.4,8.6,211.1
2009-04-14,29.71,,82.0,7.6,65.0
2009-04-15,29.63,,79.3,6.5,135.4
2009-04-16,29.64,,75.2,7.2,230.3
2009-04-17,29.65,,79.4,5.5,85.9
2009-04-18,29.6,,77.1,5.6,222.4
2009-04-19,29.67,,71.4,5.3,304.7
2009-04-20,29.8,,71.6,5.5,304.8
2009-04-21,29.71,,76.9,5.6,222.8
2009-04-22,29.6,,70.9,6.1,152.8
2009-04-23,29.75,,73.0,4.6,295.7
2009-04-24,29.77,,76.2,2.1,246.5
2009-04-25,29.93,,77.2,2.6,244.3
2009-04-26,29.99,,73.8,2.6,272.8
2009-04-27,30.06,,71.9,3.1,268.0
2009-04-28,30.01,,70.8,3.9,296.8
2009-04-29,30.02,,73.1,4.9,295.9
2009-04-30,30.03,,73.5,5.6,290.2
2009-05-01,30.09,,70.9,5.0,283.0
2009-05-02,,,69.7,6.0,300.1
2009-05-03,,,72.0,6.3,304.1
2009-05-04,,,71.9,6.2,291.5
2009-05-05,,,69.6,6.2,270.1
2009-05-06,,,75.2,5.2,270.6
2009-05-07,,,74.4,4.4,292.9
2009-05-08,,,73.7,5.0,268.3
2009-05-09,,,71.9,5.3,271.6
2009-05-10,,,72.6,5.3,271.5
2009-05-11,,,77.4,1.9,244.5
2009-05-12,,,75.4,2.2,247.9
2009-05-13,,,72.6,4.1,262.0
2009-05-14,,,66.6,6.5,179.9
2009-05-15,,,77.2,5.2,220.2
2009-05-16,,,75.9,1.0,151.7
2009-05-17,,,78.6,2.6,111.4
2009-05-18,,,76.0,5.2,144.5
2009-05-19,,,82.8,6.2,
2009-05-20,,,81.3,8.7,70.5
2009-05-21,,,82.5,10.7,85.3
2009-05-22,,,80.2,11.2,151.7
2009-05-23,,,84.2,10.7,61.4
2009-05-24,,,82.5,11.4,160.0
2009-05-25,,,80.9,10.1,254.1
2009-05-26,,,81.7,8.4,252.8
2009-05-27,,,79.6,8.2,242.9
2009-05-28,,,81.6,9.2,243.7
2009-05-29,,,82.5,10.9,101.1
2009-05-30,,,82.8,10.1,86.8
2009-05-31,,,80.7,8.7,184.3
2009-06-01,,,81.1,8.5,279.5
2009-06-02,,,81.0,9.2,267.1
2009-06-03,,,81.6,9.7,271.1
2009-06-04,,,82.8,10.9,239.8
2009-06-05,,,82.1,11.2,218.8
2009-06-06,,,80.3,10.9,282.9
2009-06-07,,,81.1,9.2,256.9
2009-06-08,,,81.6,9.0,255.4
2009-06-09,,,82.2,8.6,239.6
2009-06-10,,,81.6,8.6,226.4
2009-06-11,,,81.8,9.0,245.0
2009-06-12,,,81.2,7.9,216.4
2009-06-13,,,81.9,7.7,257.3
2009-06-14,,,82.0,7.9,281.0
2009-06-15,,,81.7,8.6,268.5
2009-06-16,,,82.5,9.0,258.1
2009-06-17,,,79.2,9.8,219.3
2009-06-18,,,83.1,8.9,214.7
2009-06-19,,,83.9,8.5,233.4
2009-06-20,,,81.9,7.5,262.6
2009-06-21,,,80.9,8.7,281.3
2009-06-22,,,82.1,9.5,219.2
2009-06-23,,,80.1,9.6,215.6
2009-06-24,,,82.1,9.1,139.4
2009-06-25,,,82.4,8.6,200.1
2009-06-26,,,83.6,7.6,222.6
2009-06-27,,,82.8,8.6,60.9
2009-06-28,,,83.7,8.0,199.6
2009-06-29,,,81.4,7.3,136.0
2009-06-30,,,85.2,7.2,164.1
2009-07-01,,,84.7,6.8,105.5
2009-07-02,,,82.7,6.9,141.6
2009-07-03,,,82.2,6.3,164.1
2009-07-04,,,81.6,7.2,133.5
2009-07-05,,,80.9,7.5,232.5
2009-07-06,,,82.9,7.4,125.4
2009-07-07,,,81.9,6.8,233.7
2009-07-08,,,78.5,7.1,236.3
2009-07-09,,,77.3,6.9,255.3
2009-07-10,,,75.0,7.7,277.9
2009-07-11,,,76.2,8.6,248.2
2009-07-12,,,77.1,9.6,219.5
2009-07-13,,,79.4,10.3,210.0
2009-07-14,,,81.5,9.7,229.6
2009-07-15,,,82.3,8.8,217.6
2009-07-16,,,82.0,8.3,236.7
2009-07-17,,,81.1,9.0,169.5
2009-07-18,,,79.7,9.1,253.0
2009-07-19,,,81.0,9.6,216.7
2009-07-20,,,81.3,9.0,237.3
2009-07-21,,,80.8,8.1,250.3
2009-07-22,,,81.0,7.7,192.5
2009-07-23,,,80.5,7.9,118.0
2009-07-24,,,80.9,8.0,219.9
2009-07-25,,,79.8,8.9,143.9
2009-07-26,,,80.1,9.3,222.4
2009-07-27,,,77.7,8.8,287.7
2009-07-28,,,78.8,8.5,265.8
2009-07-29,,,79.9,7.7,265.9
2009-07-30,,,79.2,8.0,270.8
2009-07-31,,,77.7,8.7,219.3
2009-08-01,,,79.8,9.3,252.5
2009-08-02,,,82.8,9.2,218.0
2009-08-03,,,82.0,9.4,219.9
2009-08-04,,,81.6,10.1,272.5
2009-08-05,,,81.5,9.6,256.8
2009-08-06,,,82.1,9.9,236.9
2009-08-07,,,82.1,10.7,173.2
2009-08-08,,,80.3,9.9,211.0
2009-08-09,,,81.3,9.7,235.6
2009-08-10,,,82.0,8.6,241.1
2009-08-11,,,81.8,7.2,248.8
2009-08-12,,,82.4,6.6,256.1
2009-08-13,,,84.5,6.2,119.3
2009-08-14,,,85.4,6.4,96.5
2009-08-15,,,85.7,5.4,66.1
2009-08-16,,,85.2,3.0,77.7
2009-08-17,,,83.6,1.9,191.1
2009-08-18,,,80.6,2.4,277.1
2009-08-19,,,81.6,4.3,189.8
2009-08-20,,,78.9,4.1,213.0
2009-08-21,,,78.2,4.4,250.9
2009-08-22,,,73.1,6.6,264.1
2009-08-23,,,71.8,8.2,260.6
2009-08-24,,,71.9,8.2,201.6
2009-08-25,,,78.1,6.8,192.7
2009-08-26,,,69.7,7.9,257.8
2009-08-27,,,74.4,8.9,257.5
2009-08-28,,,77.7,8.6,135.8
2009-08-29,,,82.5,6.0,18.6
2009-08-30,,,80.6,10.3,82.6
2009-08-31,,,79.0,10.1,250.2
2009-09-01,,,77.9,9.8,266.8
2009-09-02,,,78.7,9.9,268.0
2009-09-03,,,81.5,9.9,236.0
2009-09-04,,,81.7,10.3,271.7
2009-09-05,,,81.0,11.2,257.0
2009-09-06,,,81.2,10.5,259.7
2009-09-07,,,81.5,9.8,238.0
2009-09-08,,,82.6,8.8,233.8
2009-09-09,,,83.6,7.7,263.0
2009-09-10,,,83.6,6.7,280.6
2009-09-11,,,83.6,5.6,278.6
2009-09-12,,,83.2,5.3,284.0
2009-09-13,,,83.2,5.9,270.3
2009-09-14,,,81.3,7.7,195.7
2009-09-15,,,87.3,6.4,104.7
2009-09-16,,,82.1,7.6,166.6
2009-09-17,,,86.0,3.8,37.0
2009-09-18,,,81.6,4.0,169.2
2009-09-19,,,80.7,4.5,205.3
2009-09-20,,,83.4,4.2,246.6
2009-09-21,,,79.9,4.7,196.6
2009-09-22,,,79.1,5.3,222.4
2009-09-23,,,76.8,5.9,250.5
2009-09-24,,,73.4,7.5,243.2
2009-09-25,,,77.0,9.4,240.1
2009-09-26,,,79.1,9.7,238.3
2009-09-27,,,81.2,9.4,262.0
2009-09-28,,,80.7,9.6,218.8
2009-09-29,,,78.8,11.0,276.3
2009-09-30,,,80.8,10.7,203.4
2009-10-01,,,80.4,10.2,251.0
2009-10-02,,,79.8,10.4,245.4
2009-10-03,,,80.7,10.1,218.8
2009-10-04,,,81.9,8.6,250.9
2009-10-05,,,78.1,8.4,257.6
2009-10-06,,,80.5,7.3,169.2
2009-10-07,,,80.5,7.5,192.3
2009-10-08,,,80.8,7.1,234.9
2009-10-09,,,82.0,6.0,259.9
2009-10-10,,,81.5,4.7,253.0
2009-10-11,,,80.9,4.1,236.2
2009-10-12,,,82.6,4.6,104.4
2009-10-13,,,81.1,3.1,218.8
2009-10-14,,,76.7,2.2,246.6
2009-10-15,,,76.2,2.2,253.4
2009-10-16,,,71.1,2.2,279.6
2009-10-17,,,72.7,2.5,278.3
2009-10-18,,,72.2,2.5,264.6
2009-10-19,,,75.7,3.5,266.8
2009-10-20,,,81.1,3.9,256.6
2009-10-21,,,79.1,4.1,232.7
2009-10-22,,,79.6,2.0,235.7
2009-10-23,,,81.3,3.9,224.6
2009-10-24,,,80.4,2.8,210.9
2009-10-25,,,75.9,1.6,240.1
2009-10-26,,,76.7,0.8,215.3
2009-10-27,,,77.0,0.4,248.4
2009-10-28,,,79.9,4.3,167.8
2009-10-29,,,80.8,6.3,163.7
2009-10-30,,,81.7,5.2,187.4
2009-10-31,,,79.3,4.3,255.3
2009-11-01,,,78.5,5.0,224.0
2009-11-02,,,76.5,7.7,214.6
2009-11-03,,,,,
2009-11-04,29.24,0.31,86.6,6.5,225.8
2009-11-05,,0.69,89.4,6.3,61.1
2009-11-06,,0.06,90.3,6.7,159.8
2009-11-07,,0.01,88.3,,
2009-11-08,,0.0,87.9,,
2009-11-09,,-0.01,86.0,,
2009-11-10,,0.0,85.0,,
2009-11-11,,-0.01,83.0,,
2009-11-12,,-0.01,84.0,,
2009-11-13,,0.0,82.8,,
2009-11-14,,0.0,82.5,,
2009-11-15,,0.01,85.4,,
2009-11-16,,0.0,77.8,,
2009-11-17,,0.0,73.6,,
2009-11-18,,-0.01,82.3,,
2009-11-19,,0.03,84.9,,
2009-11-20,,0.0,85.5,,
2009-11-21,,0.01,87.6,,
2009-11-22,,0.0,91.4,,
2009-11-23,,0.0,82.9,,
2009-11-24,,-0.01,74.2,,
2009-11-25,,0.0,74.0,,
2009-11-26,,-0.01,76.1,,
2009-11-27,,0.01,79.9,,
2009-11-28,,0.0,83.9,,
2009-11-29,,-0.01,79.7,,
2009-11-30,,0.01,81.1,,
2009-12-01,,-0.01,79.6,,
2009-12-02,,-0.01,75.5,,
2009-12-03,,0.0,83.9,,
2009-12-04,,0.0,83.3,,
2009-12-05,,-0.01,84.0,,
2009-12-06,,0.01,87.6,,
2009-12-07,,0.13,90.9,,
2009-12-08,,0.08,90.7,,
2009-12-09,,0.07,90.1,,
2009-12-10,,0.0,87.8,,
2009-12-11,,-0.02,84.2,,
2009-12-12,,-0.01,83.5,,
2009-12-13,,0.04,86.0,,
2009-12-14,,-0.01,83.2,,
2009-12-15,,-0.01,80.6,,
2009-12-16,,-0.01,82.9,,
2009-12-17,,-0.01,83.0,,
2009-12-18,,-0.01,83.6,,
2009-12-19,,0.0,84.2,,
2009-12-20,,-0.02,84.6,,
2009-12-21,,-0.01,82.5,,
2009-12-22,,-0.01,82.3,,
2009-12-23,,-0.02,80.7,,
2009-12-24,,-0.02,81.9,,
2009-12-25,,-0.02,78.5,,
2009-12-26,,-0.01,79.0,,
2009-12-27,,-0.01,78.9,,
2009-12-28,,-0.01,82.3,,
2009-12-29,,-0.02,80.7,,
2009-12-30,,-0.01,80.8,,
2009-12-31,,-0.01,82.3,,
2010-01-01,,-0.03,79.7,,
2010-01-02,,-0.02,77.4,,
2010-01-03,,-0.01,78.2,,
2010-01-04,,-0.02,79.3,,
2010-01-05,,-0.01,85.7,,
2010-01-06,,0.0,83.4,,
2010-01-07,,-0.01,80.3,,
2010-01-08,,-0.01,83.1,,
2010-01-09,,0.0,81.8,,
2010-01-10,,0.0,81.2,,
2010-01-11,,-0.01,82.6,,
2010-01-12,,-0.02,77.8,,
2010-01-13,,-0.01,78.3,,
2010-01-14,,-0.01,77.8,,
2010-01-15,,-0.02,80.7,,
2010-01-16,,-0.02,78.1,,
2010-01-17,,0.0,79.0,,
2010-01-18,,-0.02,75.0,,
2010-01-19,,-0.01,76.7,,
2010-01-20,,0.0,73.6,,
2010-01-21,,-0.01,77.3,,
2010-01-22,,-0.01,77.1,,
2010-01-23,,-0.01,75.6,,
2010-01-24,,-0.01,82.5,,
2010-01-25,,-0.01,83.6,,
2010-01-26,,-0.01,82.8,,
2010-01-27,,-0.02,81.2,,
2010-01-28,,-0.01,83.2,,
2010-01-29,,0.0,82.5,,
2010-01-30,,-0.01,81.3,,
2010-01-31,,-0.01,80.7,,
2010-02-01,,-0.02,81.0,,
2010-02-02,,-0.01,82.2,,
2010-02-03,,-0.02,82.3,,
2010-02-04,,0.0,82.6,,
2010-02-05,,0.0,81.1,,
2010-02-06,,-0.01,77.3,,
2010-02-07,,-0.01,78.0,,
2010-02-08,,-0.01,79.9,,
2010-02-09,,-0.01,81.0,,
2010-02-10,,-0.01,79.8,,
2010-02-11,,-0.01,81.8,,
2010-02-12,,-0.01,82.4,,
2010-02-13,,0.0,76.4,,
2010-02-14,,-0.01,76.5,,
2010-02-15,,-0.01,81.4,,
2010-02-16,,-0.01,79.0,,
2010-02-17,,-0.01,76.0,,
2010-02-18,,-0.01,80.5,,
2010-02-19,,-0.01,78.5,,
2010-02-20,,0.0,80.0,,
2010-02-21,,-0.02,77.8,,
2010-02-22,,-0.03,66.4,,
2010-02-23,,-0.01,67.5,,
2010-02-24,,-0.01,71.6,,
2010-02-25,,-0.01,73.3,,
2010-02-26,,-0.01,76.0,,
