Date,Year,Month,Day,SWRad,StDev,Max
2011-11-26,2011,11,26,248.61,1,1
2011-11-27,2011,11,27,945.87,1,1
2011-11-28,2011,11,28,973.17,1,1
2011-11-29,2011,11,29,1176.53,1,1
2011-11-30,2011,11,30,1223.63,1,1
2011-12-01,2011,12,1,350.29,1,1
2011-12-02,2011,12,2,1057.24,1,1
2011-12-03,2011,12,3,1017.18,1,1
2011-12-04,2011,12,4,978.89,1,1
2011-12-05,2011,12,5,1088.06,1,1
2011-12-06,2011,12,6,1052.4,1,1
2011-12-07,2011,12,7,1062.96,1,1
2011-12-08,2011,12,8,1211.31,1,1
2011-12-09,2011,12,9,1120.63,1,1
2011-12-10,2011,12,10,1129.87,1,1
2011-12-11,2011,12,11,965.24,1,1
2011-12-12,2011,12,12,397.39,1,1
2011-12-13,2011,12,13,1087.62,1,1
2011-12-14,2011,12,14,1184.46,1,1
2011-12-15,2011,12,15,1135.6,1,1
2011-12-16,2011,12,16,957.32,1,1
2011-12-17,2011,12,17,1296.27,1,1
2011-12-18,2011,12,18,1147.48,1,1
2011-12-19,2011,12,19,1160.25,1,1
2011-12-20,2011,12,20,647.42,1,1
2011-12-21,2011,12,21,1134.28,1,1
2011-12-22,2011,12,22,675.15,1,1
2011-12-23,2011,12,23,374.06,1,1
2011-12-24,2011,12,24,890.85,1,1
2011-12-25,2011,12,25,1043.6,1,1
2011-12-26,2011,12,26,984.61,1,1
2011-12-27,2011,12,27,1017.18,1,1
2011-12-28,2011,12,28,973.17,1,1
2011-12-29,2011,12,29,1019.83,1,1
2011-12-30,2011,12,30,1022.47,1,1
2011-12-31,2011,12,31,995.17,1,1
2012-01-01,2012,1,1,1032.15,1,1
2012-01-02,2012,1,2,841.99,1,1
2012-01-03,2012,1,3,1021.59,1,1
2012-01-04,2012,1,4,1110.95,1,1
2012-01-05,2012,1,5,1184.9,1,1
2012-01-06,2012,1,6,1086.29,1,1
2012-01-07,2012,1,7,1146.6,1,1
2012-01-08,2012,1,8,1146.16,1,1
2012-01-09,2012,1,9,1026.43,1,1
2012-01-10,2012,1,10,993.41,1,1
2012-01-11,2012,1,11,1017.62,1,1
2012-01-12,2012,1,12,1218.35,1,1
2012-01-13,2012,1,13,999.14,1,1
2012-01-14,2012,1,14,1006.62,1,1
2012-01-15,2012,1,15,1146.6,1,1
2012-01-16,2012,1,16,632.02,1,1
2012-01-17,2012,1,17,1052.4,1,1
2012-01-18,2012,1,18,1209.99,1,1
2012-01-19,2012,1,19,1089.38,1,1
2012-01-20,2012,1,20,1141.32,1,1
2012-01-21,2012,1,21,1025.55,1,1
2012-01-22,2012,1,22,1069.57,1,1
2012-01-23,2012,1,23,1081.45,1,1
2012-01-24,2012,1,24,999.58,1,1
2012-01-25,2012,1,25,1214.39,1,1
2012-01-26,2012,1,26,1157.61,1,1
2012-01-27,2012,1,27,944.11,1,1
2012-01-28,2012,1,28,964.36,1,1
2012-01-29,2012,1,29,1049.76,1,1
2012-01-30,2012,1,30,1112.71,1,1
2012-01-31,2012,1,31,1108.3,1,1
2012-02-01,2012,2,1,1091.58,1,1
2012-02-02,2012,2,2,1109.62,1,1
2012-02-03,2012,2,3,1194.58,1,1
2012-02-04,2012,2,4,1160.69,1,1
2012-02-05,2012,2,5,817.34,1,1
2012-02-06,2012,2,6,1295.39,1,1
2012-02-07,2012,2,7,1373.74,1,1
2012-02-08,2012,2,8,1153.64,1,1
2012-02-09,2012,2,9,1123.71,1,1
2012-02-10,2012,2,10,1335.0,1,1
2012-02-11,2012,2,11,1311.23,1,1
2012-02-12,2012,2,12,1122.83,1,1
2012-02-13,2012,2,13,952.48,1,1
2012-02-14,2012,2,14,765.83,1,1
2012-02-15,2012,2,15,878.96,1,1
2012-02-16,2012,2,16,831.42,1,1
2012-02-17,2012,2,17,1092.46,1,1
2012-02-18,2012,2,18,601.2,1,1
2012-02-19,2012,2,19,,1,1
2012-02-20,2012,2,20,1078.81,1,1
2012-02-21,2012,2,21,1197.66,1,1
2012-02-22,2012,2,22,1003.54,1,1
2012-02-23,2012,2,23,1083.21,1,1
2012-02-24,2012,2,24,183.9,1,1
2012-02-25,2012,2,25,912.42,1,1
2012-02-26,2012,2,26,1272.94,1,1
2012-02-27,2012,2,27,1207.79,1,1
2012-02-28,2012,2,28,1322.68,1,1
2012-02-29,2012,2,29,1343.81,1,1
2012-03-01,2012,3,1,1371.98,1,1
2012-03-02,2012,3,2,1162.45,1,1
2012-03-03,2012,3,3,933.99,1,1
2012-03-04,2012,3,4,322.56,1,1
2012-03-05,2012,3,5,729.3,1,1
2012-03-06,2012,3,6,1269.85,1,1
2012-03-07,2012,3,7,906.7,1,1
2012-03-08,2012,3,8,959.52,1,1
2012-03-09,2012,3,9,1077.49,1,1
2012-03-10,2012,3,10,1248.29,1,1
2012-03-11,2012,3,11,1038.31,1,1
2012-03-12,2012,3,12,1158.93,1,1
2012-03-13,2012,3,13,1204.71,1,1
2012-03-14,2012,3,14,1110.06,1,1
2012-03-15,2012,3,15,1186.66,1,1
2012-03-16,2012,3,16,1134.72,1,1
2012-03-17,2012,3,17,1220.99,1,1
2012-03-18,2012,3,18,1094.22,1,1
2012-03-19,2012,3,19,1183.14,1,1
2012-03-20,2012,3,20,1096.42,1,1
2012-03-21,2012,3,21,1066.49,1,1
2012-03-22,2012,3,22,1054.6,1,1
2012-03-23,2012,3,23,1180.06,1,1
2012-03-24,2012,3,24,1075.29,1,1
2012-03-25,2012,3,25,955.56,1,1
2012-03-26,2012,3,26,893.05,1,1
2012-03-27,2012,3,27,1113.59,1,1
2012-03-28,2012,3,28,1121.95,1,1
2012-03-29,2012,3,29,1220.99,1,1
2012-03-30,2012,3,30,1195.46,1,1
2012-03-31,2012,3,31,687.04,1,1
2012-04-01,2012,4,1,1076.61,1,1
2012-04-02,2012,4,2,1144.84,1,1
2012-04-03,2012,4,3,1191.06,1,1
2012-04-04,2012,4,4,1108.3,1,1
2012-04-05,2012,4,5,1152.32,1,1
2012-04-06,2012,4,6,1266.33,1,1
2012-04-07,2012,4,7,1119.31,1,1
2012-04-08,2012,4,8,418.08,1,1
2012-04-09,2012,4,9,1191.06,1,1
2012-04-10,2012,4,10,841.99,1,1
2012-04-11,2012,4,11,1228.48,1,1
2012-04-12,2012,4,12,1070.45,1,1
2012-04-13,2012,4,13,1125.47,1,1
2012-04-14,2012,4,14,1173.45,1,1
2012-04-15,2012,4,15,1130.31,1,1
2012-04-16,2012,4,16,1097.3,1,1
2012-04-17,2012,4,17,817.78,1,1
2012-04-18,2012,4,18,787.4,1,1
2012-04-19,2012,4,19,1207.79,1,1
2012-04-20,2012,4,20,1029.51,1,1
2012-04-21,2012,4,21,1284.82,1,1
2012-04-22,2012,4,22,1133.4,1,1
2012-04-23,2012,4,23,1176.97,1,1
2012-04-24,2012,4,24,1314.75,1,1
2012-04-25,2012,4,25,1120.19,1,1
2012-04-26,2012,4,26,1032.59,1,1
2012-04-27,2012,4,27,1160.25,1,1
2012-04-28,2012,4,28,195.35,1,1
2012-04-29,2012,4,29,796.21,1,1
2012-04-30,2012,4,30,364.82,1,1
2012-05-01,2012,5,1,930.47,1,1
2012-05-02,2012,5,2,1108.3,1,1
2012-05-03,2012,5,3,1213.07,1,1
2012-05-04,2012,5,4,677.36,1,1
2012-05-05,2012,5,5,1333.24,1,1
2012-05-06,2012,5,6,1107.42,1,1
2012-05-07,2012,5,7,803.25,1,1
2012-05-08,2012,5,8,1035.67,1,1
2012-05-09,2012,5,9,1151.88,1,1
2012-05-10,2012,5,10,1014.98,1,1
2012-05-11,2012,5,11,,0,0
2012-05-12,2012,5,12,1148.16,2,1
2012-05-13,2012,5,13,1096.55,2,1
2012-05-14,2012,5,14,1173.96,2,1
2012-05-15,2012,5,15,1118.6,2,1
2012-05-16,2012,5,16,1057.15,2,1
2012-05-17,2012,5,17,1054.33,2,1
2012-05-18,2012,5,18,1116.26,2,1
2012-05-19,2012,5,19,1080.6,2,1
2012-05-20,2012,5,20,1038.85,2,1
2012-05-21,2012,5,21,1297.81,2,1
2012-05-22,2012,5,22,1046.82,2,1
2012-05-23,2012,5,23,1012.11,2,1
2012-05-24,2012,5,24,280.26,2,1
2012-05-25,2012,5,25,902.8,2,1
2012-05-26,2012,5,26,421.47,2,1
2012-05-27,2012,5,27,968.01,2,1
2012-05-28,2012,5,28,1134.08,2,1
2012-05-29,2012,5,29,1060.9,2,1
2012-05-30,2012,5,30,944.08,2,1
2012-05-31,2012,5,31,973.64,2,1
2012-06-01,2012,6,1,585.2,2,1
2012-06-02,2012,6,2,961.44,2,1
2012-06-03,2012,6,3,1074.03,2,1
2012-06-04,2012,6,4,1118.6,2,1
2012-06-05,2012,6,5,977.86,2,1
2012-06-06,2012,6,6,679.49,2,1
2012-06-07,2012,6,7,1001.79,2,1
2012-06-08,2012,6,8,964.73,2,1
2012-06-09,2012,6,9,1073.57,2,1
2012-06-10,2012,6,10,596.92,2,1
2012-06-11,2012,6,11,1080.13,2,1
2012-06-12,2012,6,12,1070.28,2,1
2012-06-13,2012,6,13,983.49,2,1
2012-06-14,2012,6,14,971.29,2,1
2012-06-15,2012,6,15,1130.8,2,1
2012-06-16,2012,6,16,1060.43,2,1
2012-06-17,2012,6,17,1176.31,2,1
2012-06-18,2012,6,18,1021.02,2,1
2012-06-19,2012,6,19,1171.61,2,1
2012-06-20,2012,6,20,1102.18,2,1
2012-06-21,2012,6,21,1057.61,2,1
2012-06-22,2012,6,22,1019.61,2,1
2012-06-23,2012,6,23,1044.48,2,1
2012-06-24,2012,6,24,1083.89,2,1
2012-06-25,2012,6,25,974.11,2,1
2012-06-26,2012,6,26,1078.73,2,1
2012-06-27,2012,6,27,996.63,2,1
2012-06-28,2012,6,28,1062.78,2,1
2012-06-29,2012,6,29,1160.35,2,1
2012-06-30,2012,6,30,1187.1,2,1
2012-07-01,2012,7,1,968.01,2,1
2012-07-02,2012,7,2,1128.92,2,1
2012-07-03,2012,7,3,1219.47,2,1
2012-07-04,2012,7,4,755.02,2,1
2012-07-05,2012,7,5,872.31,2,1
2012-07-06,2012,7,6,913.12,2,1
2012-07-07,2012,7,7,785.99,2,1
2012-07-08,2012,7,8,254.46,2,1
2012-07-09,2012,7,9,998.03,2,1
2012-07-10,2012,7,10,269.0,2,1
2012-07-11,2012,7,11,1054.33,2,1
2012-07-12,2012,7,12,1130.8,2,1
2012-07-13,2012,7,13,676.68,2,1
2012-07-14,2012,7,14,907.96,2,1
2012-07-15,2012,7,15,1114.38,2,1
2012-07-16,2012,7,16,1048.7,2,1
2012-07-17,2012,7,17,1073.1,2,1
2012-07-18,2012,7,18,992.87,2,1
2012-07-19,2012,7,19,1059.49,2,1
2012-07-20,2012,7,20,1057.15,2,1
2012-07-21,2012,7,21,1108.75,2,1
2012-07-22,2012,7,22,1016.8,2,1
2012-07-23,2012,7,23,1029.47,2,1
2012-07-24,2012,7,24,377.84,2,1
2012-07-25,2012,7,25,1020.08,2,1
2012-07-26,2012,7,26,897.64,2,1
2012-07-27,2012,7,27,1029.0,2,1
2012-07-28,2012,7,28,1139.24,2,1
2012-07-29,2012,7,29,1131.27,2,1
2012-07-30,2012,7,30,1017.74,2,1
2012-07-31,2012,7,31,1062.31,2,1
2012-08-01,2012,8,1,1108.75,2,1
2012-08-02,2012,8,2,1089.05,2,1
2012-08-03,2012,8,3,1127.05,2,1
2012-08-04,2012,8,4,1104.06,2,1
2012-08-05,2012,8,5,1095.61,2,1
2012-08-06,2012,8,6,1082.01,2,1
2012-08-07,2012,8,7,1104.06,2,1
2012-08-08,2012,8,8,1084.82,2,1
2012-08-09,2012,8,9,1151.44,2,1
2012-08-10,2012,8,10,1029.0,2,1
2012-08-11,2012,8,11,1044.95,2,1
2012-08-12,2012,8,12,1039.79,2,1
2012-08-13,2012,8,13,1105.94,2,1
2012-08-14,2012,8,14,1120.01,2,1
2012-08-15,2012,8,15,1115.79,2,1
2012-08-16,2012,8,16,1055.74,2,1
2012-08-17,2012,8,17,1100.31,2,1
2012-08-18,2012,8,18,852.13,2,1
2012-08-19,2012,8,19,241.32,2,1
2012-08-20,2012,8,20,1196.48,2,1
2012-08-21,2012,8,21,1204.92,2,1
2012-08-22,2012,8,22,1168.8,2,1
2012-08-23,2012,8,23,1234.95,2,1
2012-08-24,2012,8,24,1188.5,2,1
2012-08-25,2012,8,25,,2,1
2012-08-26,2012,8,26,1087.64,2,1
2012-08-27,2012,8,27,1057.61,2,1
2012-08-28,2012,8,28,421.0,2,1
2012-08-29,2012,8,29,1085.76,2,1
2012-08-30,2012,8,30,1163.17,2,1
2012-08-31,2012,8,31,1129.86,2,1
2012-09-01,2012,9,1,1178.18,2,1
2012-09-02,2012,9,2,1092.8,2,1
2012-09-03,2012,9,3,1124.23,2,1
2012-09-04,2012,9,4,1061.84,2,1
2012-09-05,2012,9,5,1134.55,2,1
2012-09-06,2012,9,6,749.39,2,1
2012-09-07,2012,9,7,1131.74,2,1
2012-09-08,2012,9,8,1336.75,2,1
2012-09-09,2012,9,9,1159.89,2,1
2012-09-10,2012,9,10,1211.96,2,1
2012-09-11,2012,9,11,806.16,2,1
2012-09-12,2012,9,12,353.44,2,1
2012-09-13,2012,9,13,1245.74,2,1
2012-09-14,2012,9,14,1102.65,2,1
2012-09-15,2012,9,15,666.83,2,1
2012-09-16,2012,9,16,1029.47,2,1
2012-09-17,2012,9,17,1196.95,2,1
2012-09-18,2012,9,18,1297.81,2,1
2012-09-19,2012,9,19,947.37,2,1
2012-09-20,2012,9,20,1204.92,2,1
2012-09-21,2012,9,21,1062.31,2,1
2012-09-22,2012,9,22,1162.23,2,1
2012-09-23,2012,9,23,1174.9,2,1
2012-09-24,2012,9,24,1287.49,2,1
2012-09-25,2012,9,25,1112.5,2,1
2012-09-26,2012,9,26,312.16,2,1
2012-09-27,2012,9,27,1101.24,2,1
2012-09-28,2012,9,28,1021.02,2,1
2012-09-29,2012,9,29,1182.4,2,1
2012-09-30,2012,9,30,1085.76,2,1
2012-10-01,2012,10,1,1143.47,2,1
2012-10-02,2012,10,2,1082.01,2,1
2012-10-03,2012,10,3,1310.01,2,1
2012-10-04,2012,10,4,1076.38,2,1
2012-10-05,2012,10,5,1206.8,2,1
2012-10-06,2012,10,6,1133.15,2,1
2012-10-07,2012,10,7,1085.76,2,1
2012-10-08,2012,10,8,1205.86,2,1
2012-10-09,2012,10,9,1125.64,2,1
2012-10-10,2012,10,10,1106.87,2,1
2012-10-11,2012,10,11,1116.73,2,1
2012-10-12,2012,10,12,1132.68,2,1
2012-10-13,2012,10,13,1151.44,2,1
2012-10-14,2012,10,14,1086.23,2,1
2012-10-15,2012,10,15,1167.39,2,1
2012-10-16,2012,10,16,1147.69,2,1
2012-10-17,2012,10,17,300.43,2,1
2012-10-18,2012,10,18,908.43,2,1
2012-10-19,2012,10,19,1046.82,2,1
2012-10-20,2012,10,20,1059.49,2,1
2012-10-21,2012,10,21,491.37,2,1
2012-10-22,2012,10,22,1181.0,2,1
2012-10-23,2012,10,23,1182.4,2,1
2012-10-24,2012,10,24,1230.73,2,1
2012-10-25,2012,10,25,529.84,2,1
2012-10-26,2012,10,26,1201.64,2,1
2012-10-27,2012,10,27,1157.54,2,1
2012-10-28,2012,10,28,1128.92,2,1
2012-10-29,2012,10,29,1158.95,2,1
2012-10-30,2012,10,30,1191.79,2,1
2012-10-31,2012,10,31,1221.81,2,1
2012-11-01,2012,11,1,1024.78,2,1
2012-11-02,2012,11,2,796.78,2,1
2012-11-03,2012,11,3,435.54,2,1
2012-11-04,2012,11,4,1218.53,2,1
2012-11-05,2012,11,5,1108.75,2,1
2012-11-06,2012,11,6,113.25,2,1
2012-11-07,2012,11,7,1029.94,2,1
2012-11-08,2012,11,8,1056.68,2,1
2012-11-09,2012,11,9,1044.95,2,1
2012-11-10,2012,11,10,534.06,2,1
2012-11-11,2012,11,11,168.14,2,1
2012-11-12,2012,11,12,284.01,2,1
2012-11-13,2012,11,13,1084.36,2,1
2012-11-14,2012,11,14,1239.64,2,1
2012-11-15,2012,11,15,720.31,2,1
2012-11-16,2012,11,16,1277.17,2,1
2012-11-17,2012,11,17,1239.64,2,1
2012-11-18,2012,11,18,1052.45,2,1
2012-11-19,2012,11,19,1098.43,2,1
2012-11-20,2012,11,20,1032.28,2,1
2012-11-21,2012,11,21,1151.44,2,1
2012-11-22,2012,11,22,1066.06,2,1
2012-11-23,2012,11,23,1168.8,2,1
2012-11-24,2012,11,24,983.96,2,1
2012-11-25,2012,11,25,1246.21,2,1
2012-11-26,2012,11,26,1261.69,2,1
2012-11-27,2012,11,27,1255.59,2,1
2012-11-28,2012,11,28,1122.36,2,1
2012-11-29,2012,11,29,831.96,2,1
2012-11-30,2012,11,30,579.1,2,1
2012-12-01,2012,12,1,422.41,2,1
2012-12-02,2012,12,2,1059.96,2,1
2012-12-03,2012,12,3,991.0,2,1
2012-12-04,2012,12,4,1001.79,2,1
2012-12-05,2012,12,5,1087.17,2,1
2012-12-06,2012,12,6,1167.86,2,1
2012-12-07,2012,12,7,1059.02,2,1
2012-12-08,2012,12,8,1155.66,2,1
2012-12-09,2012,12,9,1038.85,2,1
2012-12-10,2012,12,10,1147.69,2,1
2012-12-11,2012,12,11,1075.44,2,1
2012-12-12,2012,12,12,1153.79,2,1
2012-12-13,2012,12,13,1052.92,2,1
2012-12-14,2012,12,14,592.23,2,1
2012-12-15,2012,12,15,644.78,2,1
2012-12-16,2012,12,16,1068.4,2,1
2012-12-17,2012,12,17,1044.48,2,1
2012-12-18,2012,12,18,1176.77,2,1
2012-12-19,2012,12,19,1219.0,2,1
2012-12-20,2012,12,20,1130.33,2,1
2012-12-21,2012,12,21,1141.12,2,1
2012-12-22,2012,12,22,1122.82,2,1
2012-12-23,2012,12,23,381.12,2,1
2012-12-24,2012,12,24,682.31,2,1
2012-12-25,2012,12,25,1092.8,2,1
2012-12-26,2012,12,26,1222.28,2,1
2012-12-27,2012,12,27,992.87,2,1
2012-12-28,2012,12,28,1005.07,2,1
2012-12-29,2012,12,29,1074.5,2,1
2012-12-30,2012,12,30,1036.97,2,1
2012-12-31,2012,12,31,577.22,2,1
2013-01-01,2013,1,1,1084.36,2,1
2013-01-02,2013,1,2,1053.86,2,1
2013-01-03,2013,1,3,1101.71,2,1
2013-01-04,2013,1,4,1239.64,2,1
2013-01-05,2013,1,5,1107.34,2,1
2013-01-06,2013,1,6,1140.65,2,1
2013-01-07,2013,1,7,1071.22,2,1
2013-01-08,2013,1,8,1153.79,2,1
2013-01-09,2013,1,9,1273.42,2,1
2013-01-10,2013,1,10,1161.76,2,1
2013-01-11,2013,1,11,1149.1,2,1
2013-01-12,2013,1,12,1104.53,2,1
2013-01-13,2013,1,13,,2,1
2013-01-14,2013,1,14,1135.49,2,1
2013-01-15,2013,1,15,1302.03,2,1
2013-01-16,2013,1,16,1158.01,2,1
2013-01-17,2013,1,17,252.11,2,1
2013-01-18,2013,1,18,1257.94,2,1
2013-01-19,2013,1,19,1169.74,2,1
2013-01-20,2013,1,20,1079.19,2,1
2013-01-21,2013,1,21,1184.75,2,1
2013-01-22,2013,1,22,1111.56,2,1
2013-01-23,2013,1,23,1113.44,2,1
2013-01-24,2013,1,24,1198.35,2,1
2013-01-25,2013,1,25,1072.16,2,1
2013-01-26,2013,1,26,1170.21,2,1
2013-01-27,2013,1,27,1183.34,2,1
2013-01-28,2013,1,28,1084.36,2,1
2013-01-29,2013,1,29,1168.8,2,1
2013-01-30,2013,1,30,1220.87,2,1
2013-01-31,2013,1,31,1121.42,2,1
2013-02-01,2013,2,1,1309.07,2,1
2013-02-02,2013,2,2,1260.75,2,1
2013-02-03,2013,2,3,694.5,2,1
2013-02-04,2013,2,4,1147.69,2,1
2013-02-05,2013,2,5,944.55,2,1
2013-02-06,2013,2,6,1286.55,2,1
2013-02-07,2013,2,7,618.97,2,1
2013-02-08,2013,2,8,1217.12,2,1
2013-02-09,2013,2,9,1214.77,2,1
2013-02-10,2013,2,10,1290.77,2,1
2013-02-11,2013,2,11,949.24,2,1
2013-02-12,2013,2,12,1082.01,2,1
2013-02-13,2013,2,13,1229.32,2,1
2013-02-14,2013,2,14,1355.98,2,1
2013-02-15,2013,2,15,1109.22,2,1
2013-02-16,2013,2,16,911.71,2,1
2013-02-17,2013,2,17,1234.48,2,1
2013-02-18,2013,2,18,1054.33,2,1
2013-02-19,2013,2,19,1187.1,2,1
2013-02-20,2013,2,20,1095.15,2,1
2013-02-21,2013,2,21,1079.66,2,1
2013-02-22,2013,2,22,1129.39,2,1
2013-02-23,2013,2,23,1021.49,2,1
2013-02-24,2013,2,24,982.08,2,1
2013-02-25,2013,2,25,1116.73,2,1
2013-02-26,2013,2,26,1234.48,2,1
2013-02-27,2013,2,27,1279.52,2,1
2013-02-28,2013,2,28,1072.63,2,1
2013-03-01,2013,3,1,1172.55,2,1
2013-03-02,2013,3,2,1252.77,2,1
2013-03-03,2013,3,3,1073.1,2,1
2013-03-04,2013,3,4,1261.69,2,1
2013-03-05,2013,3,5,1070.75,2,1
2013-03-06,2013,3,6,1095.15,2,1
2013-03-07,2013,3,7,1014.45,2,1
2013-03-08,2013,3,8,1150.97,2,1
2013-03-09,2013,3,9,1083.89,2,1
2013-03-10,2013,3,10,1090.92,2,1
2013-03-11,2013,3,11,1082.95,2,1
2013-03-12,2013,3,12,1133.15,2,1
2013-03-13,2013,3,13,1157.54,2,1
2013-03-14,2013,3,14,1167.39,2,1
2013-03-15,2013,3,15,1110.63,2,1
2013-03-16,2013,3,16,1133.61,2,1
2013-03-17,2013,3,17,1045.42,2,1
2013-03-18,2013,3,18,1241.05,2,1
2013-03-19,2013,3,19,994.28,2,1
2013-03-20,2013,3,20,1022.9,2,1
2013-03-21,2013,3,21,1188.03,2,1
2013-03-22,2013,3,22,1065.12,2,1
2013-03-23,2013,3,23,619.44,2,1
2013-03-24,2013,3,24,1264.97,2,1
2013-03-25,2013,3,25,1033.69,2,1
2013-03-26,2013,3,26,1025.24,2,1
2013-03-27,2013,3,27,1181.94,2,1
2013-03-28,2013,3,28,1216.18,2,1
2013-03-29,2013,3,29,1126.11,2,1
2013-03-30,2013,3,30,1018.21,2,1
2013-03-31,2013,3,31,1063.71,2,1
2013-04-01,2013,4,1,1016.8,2,1
2013-04-02,2013,4,2,384.41,2,1
2013-04-03,2013,4,3,1141.59,2,1
2013-04-04,2013,4,4,1313.76,2,1
2013-04-05,2013,4,5,415.37,2,1
2013-04-06,2013,4,6,426.16,2,1
2013-04-07,2013,4,7,1297.81,2,1
2013-04-08,2013,4,8,1148.16,2,1
2013-04-09,2013,4,9,1157.54,2,1
2013-04-10,2013,4,10,988.65,2,1
2013-04-11,2013,4,11,1067.0,2,1
2013-04-12,2013,4,12,1001.79,2,1
2013-04-13,2013,4,13,1051.05,2,1
2013-04-14,2013,4,14,1093.74,2,1
2013-04-15,2013,4,15,1247.14,2,1
2013-04-16,2013,4,16,231.0,2,1
2013-04-17,2013,4,17,,2,1
2013-04-18,2013,4,18,1011.17,2,1
2013-04-19,2013,4,19,1199.76,2,1
2013-04-20,2013,4,20,1134.55,2,1
2013-04-21,2013,4,21,1181.0,2,1
2013-04-22,2013,4,22,1103.12,2,1
2013-04-23,2013,4,23,1056.21,2,1
2013-04-24,2013,4,24,1055.74,2,1
2013-04-25,2013,4,25,1136.9,2,1
2013-04-26,2013,4,26,1241.05,2,1
2013-04-27,2013,4,27,1113.44,2,1
2013-04-28,2013,4,28,1181.94,2,1
2013-04-29,2013,4,29,1181.0,2,1
2013-04-30,2013,4,30,1020.55,2,1
2013-05-01,2013,5,1,992.4,2,1
2013-05-02,2013,5,2,743.76,2,1
2013-05-03,2013,5,3,1167.86,2,1
2013-05-04,2013,5,4,746.58,2,1
2013-05-05,2013,5,5,363.76,2,1
2013-05-06,2013,5,6,889.2,2,1
2013-05-07,2013,5,7,908.9,2,1
2013-05-08,2013,5,8,1076.38,2,1
2013-05-09,2013,5,9,214.11,2,1
2013-05-10,2013,5,10,242.73,2,1
2013-05-11,2013,5,11,1009.29,2,1
2013-05-12,2013,5,12,1253.71,2,1
2013-05-13,2013,5,13,835.71,2,1
2013-05-14,2013,5,14,1050.58,2,1
2013-05-15,2013,5,15,,2,1
2013-05-16,2013,5,16,1099.84,2,1
2013-05-17,2013,5,17,945.96,2,1
2013-05-18,2013,5,18,1063.24,2,1
2013-05-19,2013,5,19,1062.31,2,1
2013-05-20,2013,5,20,948.78,2,1
2013-05-21,2013,5,21,1052.92,2,1
2013-05-22,2013,5,22,1148.16,2,1
2013-05-23,2013,5,23,1164.11,2,1
2013-05-24,2013,5,24,1144.87,2,1
2013-05-25,2013,5,25,1002.26,2,1
2013-05-26,2013,5,26,477.76,2,1
2013-05-27,2013,5,27,351.1,2,1
2013-05-28,2013,5,28,988.65,2,1
2013-05-29,2013,5,29,1082.48,2,1
2013-05-30,2013,5,30,1103.12,2,1
2013-05-31,2013,5,31,1074.5,2,1
2013-06-01,2013,6,1,1087.64,2,1
2013-06-02,2013,6,2,1109.69,2,1
2013-06-03,2013,6,3,1149.1,2,1
2013-06-04,2013,6,4,548.13,2,1
2013-06-05,2013,6,5,1270.13,2,1
2013-06-06,2013,6,6,512.95,2,1
2013-06-07,2013,6,7,938.45,2,1
2013-06-08,2013,6,8,1190.38,2,1
2013-06-09,2013,6,9,1055.27,2,1
2013-06-10,2013,6,10,1302.5,2,1
2013-06-11,2013,6,11,460.88,2,1
2013-06-12,2013,6,12,553.76,2,1
2013-06-13,2013,6,13,703.89,2,1
2013-06-14,2013,6,14,1005.07,2,1
2013-06-15,2013,6,15,1062.78,2,1
2013-06-16,2013,6,16,1019.15,2,1
2013-06-17,2013,6,17,836.18,2,1
2013-06-18,2013,6,18,801.0,2,1
2013-06-19,2013,6,19,947.37,2,1
2013-06-20,2013,6,20,1027.12,2,1
2013-06-21,2013,6,21,1013.05,2,1
2013-06-22,2013,6,22,1070.75,2,1
2013-06-23,2013,6,23,732.04,2,1
2013-06-24,2013,6,24,1004.6,2,1
2013-06-25,2013,6,25,961.91,2,1
2013-06-26,2013,6,26,941.27,2,1
2013-06-27,2013,6,27,1036.97,2,1
2013-06-28,2013,6,28,1010.23,2,1
2013-06-29,2013,6,29,1058.08,2,1
2013-06-30,2013,6,30,1040.73,2,1
2013-07-01,2013,7,1,1047.76,2,1
2013-07-02,2013,7,2,1082.48,2,1
2013-07-03,2013,7,3,463.22,2,1
2013-07-04,2013,7,4,994.28,2,1
2013-07-05,2013,7,5,1113.91,2,1
2013-07-06,2013,7,6,872.31,2,1
2013-07-07,2013,7,7,932.36,2,1
2013-07-08,2013,7,8,873.71,2,1
2013-07-09,2013,7,9,1011.17,2,1
2013-07-10,2013,7,10,1177.24,2,1
2013-07-11,2013,7,11,1059.49,2,1
2013-07-12,2013,7,12,1183.81,2,1
2013-07-13,2013,7,13,1084.82,2,1
2013-07-14,2013,7,14,1081.07,2,1
2013-07-15,2013,7,15,865.74,2,1
2013-07-16,2013,7,16,1046.82,2,1
2013-07-17,2013,7,17,896.23,2,1
2013-07-18,2013,7,18,972.23,2,1
2013-07-19,2013,7,19,996.63,2,1
2013-07-20,2013,7,20,1044.48,2,1
2013-07-21,2013,7,21,930.48,2,1
2013-07-22,2013,7,22,1010.23,2,1
2013-07-23,2013,7,23,1011.17,2,1
2013-07-24,2013,7,24,1097.96,2,1
2013-07-25,2013,7,25,1056.21,2,1
2013-07-26,2013,7,26,1053.39,2,1
2013-07-27,2013,7,27,972.7,2,1
2013-07-28,2013,7,28,1040.73,2,1
2013-07-29,2013,7,29,944.55,2,1
2013-07-30,2013,7,30,1015.86,2,1
2013-07-31,2013,7,31,1013.52,2,1
2013-08-01,2013,8,1,1218.53,2,1
