,count,mean,std,min,max,missing_pct
SST,4184,29.441888145315488,0.5953878603028729,27.96,31.24,1.7148226450552033
Prec,3142,0.1726384468491407,0.38598473743714573,-0.07,2.58,26.192154099130843
RH,3428,79.28535589264878,4.234546213678383,66.6,92.2,19.473807845900872
WSPD,2866,4.124773203070481,2.081721050809004,0.1,10.4,32.67559314070942
SWRad,3545,222.0765585331453,70.98074764255183,10.48,332.16,16.725393469579515
year,4257,2011.3845431054733,4.314348735700189,2005.0,2020.0,0.0
month,4257,6.3972280949025135,3.505275538449309,1.0,12.0,0.0
day,4257,15.697204604181348,8.777758021666676,1.0,31.0,0.0
