system:index,LSWI,date,day,month,year,.geo
2_20210221T035801_20210221T040842_T46NGM,0.2526203659500885,2021-02-21,21,02,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210228T034701_20210228T035243_T46NGL,0.22797930576668143,2021-02-28,28,02,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210228T034701_20210228T035243_T46NGM,0.20030664832799852,2021-02-28,28,02,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210228T034701_20210228T035243_T46NHL,0.2151221662710138,2021-02-28,28,02,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210228T034701_20210228T035243_T46NHM,0.22028153735379277,2021-02-28,28,02,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210308T035609_20210308T040733_T46NGM,0.23478553755929465,2021-03-08,08,03,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210310T034551_20210310T035131_T46NGL,0.23315136861949365,2021-03-10,10,03,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210310T034551_20210310T035131_T46NHL,0.26421840910013444,2021-03-10,10,03,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210310T034551_20210310T035131_T46NHM,0.20108644637011658,2021-03-10,10,03,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210318T035539_20210318T041327_T46NGM,0.20866535010833545,2021-03-18,18,03,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210320T034531_20210320T040115_T46NHM,0.2170501916169236,2021-03-20,20,03,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210325T034539_20210325T040321_T46NGL,0.18289087761637265,2021-03-25,25,03,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210325T034539_20210325T040321_T46NHM,0.19817324168234654,2021-03-25,25,03,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210409T034531_20210409T035109_T46NGL,0.24577139343778182,2021-04-09,09,04,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210409T034531_20210409T035109_T46NGM,0.19712334983617946,2021-04-09,09,04,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210409T034531_20210409T035109_T46NHL,0.27519117818892175,2021-04-09,09,04,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210409T034531_20210409T035109_T46NHM,0.25629002269806317,2021-04-09,09,04,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210412T035531_20210412T041453_T46NGL,0.1717651827970826,2021-04-12,12,04,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210422T035531_20210422T041211_T46NGL,0.2593390112412703,2021-04-22,22,04,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210422T035531_20210422T041211_T46NGM,0.21770158643600676,2021-04-22,22,04,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210422T035531_20210422T041642_T46NGM,0.24439166108619875,2021-04-22,22,04,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210429T034531_20210429T035111_T46NGL,0.24441942840621192,2021-04-29,29,04,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210524T034539_20210524T040148_T46NGL,0.26464541512400397,2021-05-24,24,05,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210701T035541_20210701T041218_T46NGL,0.34353387746732506,2021-07-01,01,07,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210701T035541_20210701T041218_T46NGM,0.28096297926448616,2021-07-01,01,07,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210703T034539_20210703T040023_T46NGL,0.27617149401713825,2021-07-03,03,07,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210703T034539_20210703T040023_T46NHM,0.2725547508305769,2021-07-03,03,07,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210716T035539_20210716T041211_T46NGL,0.3034888146153045,2021-07-16,16,07,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210718T034541_20210718T040120_T46NHL,0.25566407634495414,2021-07-18,18,07,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210726T035539_20210726T041051_T46NGM,0.19894447784745764,2021-07-26,26,07,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210728T034541_20210728T035913_T46NGL,0.2805399222759516,2021-07-28,28,07,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210728T034541_20210728T035913_T46NGM,0.23992759937340813,2021-07-28,28,07,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210728T034541_20210728T035913_T46NHL,0.3224035322337707,2021-07-28,28,07,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210728T034541_20210728T035913_T46NHM,0.2786024734892852,2021-07-28,28,07,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210807T034541_20210807T035116_T46NGM,0.23381935327078385,2021-08-07,07,08,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210817T034541_20210817T040050_T46NGL,0.2385520532628943,2021-08-17,17,08,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210817T034541_20210817T040050_T46NHL,0.21120934639290725,2021-08-17,17,08,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210906T034541_20210906T035114_T46NGL,0.27264315579095094,2021-09-06,06,09,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210906T034541_20210906T035114_T46NGM,0.21091091560613479,2021-09-06,06,09,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210906T034541_20210906T035114_T46NHL,0.3144273731923096,2021-09-06,06,09,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210906T034541_20210906T035114_T46NHM,0.20821991932823,2021-09-06,06,09,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20210924T035539_20210924T040703_T46NGL,0.3154311808035268,2021-09-24,24,09,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20211004T035609_20211004T040733_T46NGL,0.3357337217732088,2021-10-04,04,10,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20211004T035609_20211004T040733_T46NGM,0.2693480652962193,2021-10-04,04,10,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20211213T040149_20211213T041507_T46NGL,0.3101065906570165,2021-12-13,13,12,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20211213T040149_20211213T041507_T46NGM,0.27966336556923294,2021-12-13,13,12,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20211225T035151_20211225T040145_T46NGL,0.2753745204832933,2021-12-25,25,12,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20211225T035151_20211225T040145_T46NGM,0.23138781874877845,2021-12-25,25,12,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20211225T035151_20211225T040145_T46NHL,0.28020538296803515,2021-12-25,25,12,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20211225T035151_20211225T040145_T46NHM,0.2571177508388699,2021-12-25,25,12,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20211228T040201_20211228T041623_T46NGL,0.36947009120738306,2021-12-28,28,12,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20211228T040201_20211228T041623_T46NGM,0.2976516566485765,2021-12-28,28,12,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220107T040141_20220107T040838_T46NGM,0.2973119147062071,2022-01-07,07,01,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220112T040119_20220112T041128_T46NGL,0.25738752360774525,2022-01-12,12,01,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220112T040119_20220112T041128_T46NGM,0.24901025838361965,2022-01-12,12,01,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220114T035121_20220114T040329_T46NHL,0.3268632951329779,2022-01-14,14,01,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220114T035121_20220114T040329_T46NHM,0.244068253097663,2022-01-14,14,01,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220117T040111_20220117T041424_T46NGL,0.34618295728601683,2022-01-17,17,01,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220122T040049_20220122T041623_T46NGL,0.32673488483297025,2022-01-22,22,01,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220122T040049_20220122T041623_T46NGM,0.2746201788039119,2022-01-22,22,01,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220129T035009_20220129T040340_T46NGL,0.18319143180501254,2022-01-29,29,01,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220218T034809_20220218T040535_T46NHM,0.14566716451408013,2022-02-18,18,02,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220221T035759_20220221T041041_T46NGL,0.17680716070383196,2022-02-21,21,02,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220313T035539_20220313T040827_T46NGL,0.1655174091499377,2022-03-13,13,03,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220313T035539_20220313T040827_T46NGM,0.15248865116328522,2022-03-13,13,03,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220330T034529_20220330T035751_T46NGM,0.15679647529298002,2022-03-30,30,03,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220330T034529_20220330T035751_T46NHM,0.18711863882862725,2022-03-30,30,03,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220404T034541_20220404T035111_T46NGL,0.17253261036095666,2022-04-04,04,04,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220407T035541_20220407T041444_T46NGL,0.1878545420104199,2022-04-07,07,04,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220412T035539_20220412T041002_T46NGM,0.15477531937135167,2022-04-12,12,04,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220414T034541_20220414T035112_T46NGL,0.17269479310424005,2022-04-14,14,04,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220414T034541_20220414T035112_T46NGM,0.14961400528279797,2022-04-14,14,04,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220414T034541_20220414T035112_T46NHL,0.1950117584313595,2022-04-14,14,04,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220414T034541_20220414T035112_T46NHM,0.19186793343068856,2022-04-14,14,04,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220417T035541_20220417T040926_T46NGM,0.15465674729650414,2022-04-17,17,04,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220417T035541_20220417T041646_T46NGL,0.16638176293070822,2022-04-17,17,04,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220422T035529_20220422T041055_T46NGL,0.17496997916982265,2022-04-22,22,04,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220422T035529_20220422T041055_T46NGM,0.13916763167637547,2022-04-22,22,04,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220613T034551_20220613T040018_T46NGL,0.20349250525601403,2022-06-13,13,06,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220613T034551_20220613T040018_T46NHL,0.24160253663644513,2022-06-13,13,06,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220706T035551_20220706T040719_T46NGL,0.21585838346764033,2022-07-06,06,07,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220718T034539_20220718T035932_T46NHL,0.25121635888067717,2022-07-18,18,07,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220810T035539_20220810T041027_T46NGL,0.24035678825394108,2022-08-10,10,08,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220810T035539_20220810T041027_T46NGM,0.1913723474014212,2022-08-10,10,08,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220916T034539_20220916T040020_T46NGM,0.15448354549289592,2022-09-16,16,09,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220916T034539_20220916T040020_T46NHM,0.19213056910508855,2022-09-16,16,09,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20220919T035539_20220919T040627_T46NGL,0.1975127517501805,2022-09-19,19,09,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20221125T035059_20221125T040200_T46NGM,0.1521818788659764,2022-11-25,25,11,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20221128T040119_20221128T040953_T46NGL,0.1793192857113168,2022-11-28,28,11,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20221223T040151_20221223T041453_T46NGL,0.1970571951171169,2022-12-23,23,12,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20221223T040151_20221223T041453_T46NGM,0.17855043650725108,2022-12-23,23,12,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230109T035131_20230109T040251_T46NGL,0.16678536973036553,2023-01-09,09,01,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230109T035131_20230109T040251_T46NHL,0.16522548972725476,2023-01-09,09,01,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230218T034811_20230218T040329_T46NGL,0.1731227720750486,2023-02-18,18,02,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230218T034811_20230218T040329_T46NHL,0.1515948690301915,2023-02-18,18,02,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230226T035729_20230226T040442_T46NGL,0.13235187793065264,2023-02-26,26,02,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230308T035619_20230308T041559_T46NGL,0.2119045994575933,2023-03-08,08,03,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230422T035541_20230422T040458_T46NGL,0.16569440098223873,2023-04-22,22,04,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230422T035541_20230422T040458_T46NGM,0.12605799327662376,2023-04-22,22,04,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230512T035541_20230512T040548_T46NGL,0.17898051903270984,2023-05-12,12,05,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230512T035541_20230512T040548_T46NGM,0.1344657824345951,2023-05-12,12,05,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230514T034539_20230514T040011_T46NGL,0.20251343583234396,2023-05-14,14,05,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230514T034539_20230514T040011_T46NGM,0.15741778227215358,2023-05-14,14,05,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230514T034539_20230514T040011_T46NHL,0.2174265575659707,2023-05-14,14,05,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230514T034539_20230514T040011_T46NHM,0.20044493615172623,2023-05-14,14,05,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230527T035539_20230527T041014_T46NGL,0.2065015082094177,2023-05-27,27,05,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230527T035539_20230527T041014_T46NGM,0.1353726515508086,2023-05-27,27,05,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230529T034541_20230529T035746_T46NHL,0.1605757164448427,2023-05-29,29,05,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230611T035541_20230611T040550_T46NGL,0.19660057941508663,2023-06-11,11,06,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230611T035541_20230611T040550_T46NGM,0.14300224314794896,2023-06-11,11,06,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230621T035541_20230621T040644_T46NGL,0.2337846957902058,2023-06-21,21,06,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230621T035541_20230621T040644_T46NGM,0.14931476363932525,2023-06-21,21,06,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230718T034541_20230718T035533_T46NHM,0.16096856433367904,2023-07-18,18,07,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230723T034539_20230723T040005_T46NGM,0.1329799490448361,2023-07-23,23,07,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230805T035539_20230805T041014_T46NGM,0.15223161725946485,2023-08-05,05,08,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230817T034541_20230817T040240_T46NGL,0.17514376089601952,2023-08-17,17,08,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230820T035541_20230820T041055_T46NGL,0.20503174484562994,2023-08-20,20,08,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230820T035541_20230820T041055_T46NGM,0.1477138789223795,2023-08-20,20,08,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230822T034539_20230822T040455_T46NGL,0.18256089935637534,2023-08-22,22,08,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230822T034539_20230822T040455_T46NGM,0.1143348682819892,2023-08-22,22,08,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230822T034539_20230822T040455_T46NHM,0.1665932585274747,2023-08-22,22,08,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230909T035541_20230909T041054_T46NGM,0.1500165809247428,2023-09-09,09,09,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20230911T034539_20230911T040618_T46NHL,0.2277195636043514,2023-09-11,11,09,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20231001T034549_20231001T040014_T46NGL,0.16713599675388568,2023-10-01,01,10,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20231001T034549_20231001T040014_T46NGM,0.12301365523205134,2023-10-01,01,10,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20231001T034549_20231001T040014_T46NHM,0.16779820655391328,2023-10-01,01,10,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20231026T034831_20231026T040603_T46NGM,0.13060502831158724,2023-10-26,26,10,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20231026T034831_20231026T040603_T46NHM,0.17447282474848952,2023-10-26,26,10,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20231029T035851_20231029T041056_T46NGL,0.20190128567890733,2023-10-29,29,10,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20231029T035851_20231029T041056_T46NGM,0.15679251301974712,2023-10-29,29,10,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20231208T040141_20231208T041105_T46NGL,0.14623577813124383,2023-12-08,08,12,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20231213T040149_20231213T041047_T46NGL,0.14991212269125093,2023-12-13,13,12,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20231213T040149_20231213T041047_T46NGM,0.13604776072495253,2023-12-13,13,12,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20231228T040151_20231228T041354_T46NGM,0.14825680682653625,2023-12-28,28,12,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240102T040149_20240102T041205_T46NGL,0.1780033559394506,2024-01-02,02,01,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240114T035111_20240114T040310_T46NGM,0.15065626661402995,2024-01-14,14,01,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240114T035111_20240114T040310_T46NHL,0.20098145998282163,2024-01-14,14,01,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240114T035111_20240114T040310_T46NHM,0.165791856335835,2024-01-14,14,01,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240122T040059_20240122T041121_T46NGL,0.15666859096213648,2024-01-22,22,01,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240122T040059_20240122T041121_T46NGM,0.1467687690533758,2024-01-22,22,01,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240201T040009_20240201T041401_T46NGL,0.17246350641215327,2024-02-01,01,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240201T040009_20240201T041401_T46NGM,0.16370594981004483,2024-02-01,01,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240203T034951_20240203T040146_T46NHM,0.14679678059426451,2024-02-03,03,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240208T034929_20240208T040544_T46NGL,0.1665004779717067,2024-02-08,08,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240208T034929_20240208T040544_T46NHL,0.16949116648637827,2024-02-08,08,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240211T035909_20240211T041151_T46NGL,0.1817780008367475,2024-02-11,11,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240211T035909_20240211T041151_T46NGM,0.15170347578752783,2024-02-11,11,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240213T034851_20240213T040438_T46NGL,0.12304134558920231,2024-02-13,13,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240213T034851_20240213T040438_T46NGM,0.1311750668598468,2024-02-13,13,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240213T034851_20240213T040438_T46NHL,0.1156195612862113,2024-02-13,13,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240213T034851_20240213T040438_T46NHM,0.1618488963993944,2024-02-13,13,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240218T034819_20240218T040333_T46NHM,0.15670548054070882,2024-02-18,18,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240221T035809_20240221T040947_T46NGL,0.16165759565258161,2024-02-21,21,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240221T035809_20240221T040947_T46NGM,0.1507239194158081,2024-02-21,21,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240223T034741_20240223T040224_T46NGL,0.14242284140713635,2024-02-23,23,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240223T034741_20240223T040224_T46NGM,0.12581731420369557,2024-02-23,23,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240223T034741_20240223T040224_T46NHL,0.1521550866224604,2024-02-23,23,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240223T034741_20240223T040224_T46NHM,0.14854263512216465,2024-02-23,23,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240226T035731_20240226T041547_T46NGL,0.1607767050812392,2024-02-26,26,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240226T035731_20240226T041547_T46NGM,0.14929953372815155,2024-02-26,26,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240228T034709_20240228T040135_T46NGL,0.1548579599765721,2024-02-28,28,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240228T034709_20240228T040135_T46NHM,0.13789436214170592,2024-02-28,28,02,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240312T035539_20240312T040521_T46NGL,0.1623689953434451,2024-03-12,12,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240312T035539_20240312T040521_T46NGM,0.13717217074996502,2024-03-12,12,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240314T034531_20240314T035814_T46NGL,0.1709784213329859,2024-03-14,14,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240314T034531_20240314T035814_T46NGM,0.12364394895490118,2024-03-14,14,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240314T034531_20240314T035814_T46NHL,0.19425320989970765,2024-03-14,14,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240314T034531_20240314T035814_T46NHM,0.1618899965381285,2024-03-14,14,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240317T035541_20240317T041241_T46NGM,0.14416978246429832,2024-03-17,17,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240319T034529_20240319T040001_T46NGL,0.1323024997352208,2024-03-19,19,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240319T034529_20240319T040001_T46NGM,0.1119575823877248,2024-03-19,19,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240319T034529_20240319T040001_T46NHL,0.17123504773115544,2024-03-19,19,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240319T034529_20240319T040001_T46NHM,0.14018350009812594,2024-03-19,19,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240322T035539_20240322T041512_T46NGM,0.13685815826583897,2024-03-22,22,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240324T034531_20240324T040137_T46NGL,0.13455774236562795,2024-03-24,24,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240324T034531_20240324T040137_T46NGM,0.10922381804293262,2024-03-24,24,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240324T034531_20240324T040137_T46NHL,0.15072056035785453,2024-03-24,24,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240324T034531_20240324T040137_T46NHM,0.14918064168010176,2024-03-24,24,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240329T034539_20240329T040002_T46NGL,0.1554306570104379,2024-03-29,29,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240329T034539_20240329T040002_T46NGM,0.11938037124811807,2024-03-29,29,03,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240406T035531_20240406T041615_T46NGM,0.13910922197467707,2024-04-06,06,04,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240408T034529_20240408T035958_T46NGM,0.12001276962320016,2024-04-08,08,04,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240408T034529_20240408T035958_T46NHM,0.16277982106644467,2024-04-08,08,04,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240421T035539_20240421T041009_T46NGL,0.19076274028651027,2024-04-21,21,04,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240605T035541_20240605T041202_T46NGL,0.200236888852692,2024-06-05,05,06,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240612T034541_20240612T040446_T46NHM,0.20761312366619278,2024-06-12,12,06,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240615T035541_20240615T041301_T46NGM,0.1422517188752025,2024-06-15,15,06,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240627T034539_20240627T040003_T46NHM,0.17898444426869134,2024-06-27,27,06,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240816T034539_20240816T040617_T46NGM,0.1559947849742526,2024-08-16,16,08,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240816T034539_20240816T040617_T46NHM,0.17168878844705723,2024-08-16,16,08,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240829T035539_20240829T041406_T46NGL,0.2002640088911337,2024-08-29,29,08,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240829T035539_20240829T041406_T46NGM,0.15842163475251866,2024-08-29,29,08,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20240915T034529_20240915T035607_T46NHM,0.1316820133607908,2024-09-15,15,09,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20241015T034629_20241015T035835_T46NGL,0.16691352896055797,2024-10-15,15,10,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
