system:index,LSWI,date,day,month,satellite,year,.geo
1_2014_03_30,0.242377541499374,2014-03-30,30,03,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_04_07,0.28207787391662104,2014-04-07,07,04,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_04_15,0.2747463408261517,2014-04-15,15,04,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_04_23,0.2853111252061852,2014-04-23,23,04,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_05_01,0.2802781432438205,2014-05-01,01,05,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_05_09,0.30394152661867196,2014-05-09,09,05,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_05_17,0.28150461626245205,2014-05-17,17,05,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_05_25,0.3212232417004519,2014-05-25,25,05,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_06_02,0.2875254760440476,2014-06-02,02,06,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_06_10,0.3554833619690547,2014-06-10,10,06,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_06_18,0.2896273088429413,2014-06-18,18,06,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_06_26,0.3100898830284511,2014-06-26,26,06,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_07_04,0.30892807835959957,2014-07-04,04,07,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_07_12,0.2854618968808342,2014-07-12,12,07,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_07_20,0.32439986644518787,2014-07-20,20,07,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_07_28,0.31777194766108563,2014-07-28,28,07,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_08_05,0.26633110075016314,2014-08-05,05,08,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_08_13,0.30991842851972184,2014-08-13,13,08,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_08_21,0.3297424020531357,2014-08-21,21,08,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_08_29,0.30130392907025716,2014-08-29,29,08,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_09_06,0.2960939819121738,2014-09-06,06,09,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_09_14,,2014-09-14,14,09,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_09_22,0.28973124207604944,2014-09-22,22,09,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_09_30,0.29655368300243157,2014-09-30,30,09,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_10_08,0.30844420506459225,2014-10-08,08,10,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_10_16,0.31653668392528256,2014-10-16,16,10,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_10_24,0.3018436138795517,2014-10-24,24,10,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_11_01,0.29647879129145754,2014-11-01,01,11,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_11_09,0.31210637623001564,2014-11-09,09,11,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_11_17,0.30005930195245945,2014-11-17,17,11,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_11_25,0.34819477654931663,2014-11-25,25,11,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_12_03,0.2873000933567475,2014-12-03,03,12,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_12_11,0.29255751832271776,2014-12-11,11,12,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_12_19,0.3291982104012171,2014-12-19,19,12,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2014_12_27,0.2909770891233937,2014-12-27,27,12,Terra,2014,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_01_01,0.29690203363256307,2015-01-01,01,01,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_01_09,0.2936748881043668,2015-01-09,09,01,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_01_17,0.29238207943793215,2015-01-17,17,01,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_01_25,0.2504681414623274,2015-01-25,25,01,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_02_02,0.26931728318142806,2015-02-02,02,02,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_02_10,0.2575754338072106,2015-02-10,10,02,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_02_18,0.2071328585187174,2015-02-18,18,02,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_02_26,0.24943666323925587,2015-02-26,26,02,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_03_06,0.2715030611690666,2015-03-06,06,03,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_03_14,0.2574814243191069,2015-03-14,14,03,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_03_22,0.2491804642989561,2015-03-22,22,03,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_03_30,0.29186731808138466,2015-03-30,30,03,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_04_07,0.23369313337155603,2015-04-07,07,04,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_04_15,0.29710442798984693,2015-04-15,15,04,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_04_23,0.3169488259616743,2015-04-23,23,04,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_05_01,0.3204354078509417,2015-05-01,01,05,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_05_09,0.3089798233735406,2015-05-09,09,05,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_05_17,0.29404586408708816,2015-05-17,17,05,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_05_25,0.3128313957927827,2015-05-25,25,05,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_06_02,0.29739827381271633,2015-06-02,02,06,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_06_10,0.2881367876452567,2015-06-10,10,06,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_06_18,0.33486608633562964,2015-06-18,18,06,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_06_26,0.34962784534439995,2015-06-26,26,06,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_07_04,0.4593698771577754,2015-07-04,04,07,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_07_12,0.27505405933807375,2015-07-12,12,07,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_07_20,0.3418396551893536,2015-07-20,20,07,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_07_28,0.3481791767954154,2015-07-28,28,07,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_08_05,0.33214818063663554,2015-08-05,05,08,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_08_13,0.3422093060975247,2015-08-13,13,08,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_08_21,0.2850208450495432,2015-08-21,21,08,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_08_29,0.2980568614211361,2015-08-29,29,08,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_09_06,0.29914369754015857,2015-09-06,06,09,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_09_14,0.34567189047990693,2015-09-14,14,09,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_09_22,0.2647427805949426,2015-09-22,22,09,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_09_30,0.2875969168567544,2015-09-30,30,09,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_10_08,0.3253554346955172,2015-10-08,08,10,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_10_16,0.3023261228618811,2015-10-16,16,10,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_10_24,0.28170413622104656,2015-10-24,24,10,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_11_01,0.31776969395191473,2015-11-01,01,11,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_11_09,0.2994775221918741,2015-11-09,09,11,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_11_17,0.2796345652653444,2015-11-17,17,11,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_11_25,0.2844888325493294,2015-11-25,25,11,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_12_03,0.31928748125551193,2015-12-03,03,12,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_12_11,0.308744298859469,2015-12-11,11,12,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_12_19,0.3077093563823074,2015-12-19,19,12,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2015_12_27,0.2675681117948831,2015-12-27,27,12,Terra,2015,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_01_01,0.2636336282714793,2016-01-01,01,01,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_01_09,0.2899966217322892,2016-01-09,09,01,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_01_17,0.2781578932142516,2016-01-17,17,01,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_01_25,0.29192489588704407,2016-01-25,25,01,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_02_02,0.3338627886297911,2016-02-02,02,02,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_02_10,0.28847135833736576,2016-02-10,10,02,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_02_18,0.2356844776953587,2016-02-18,18,02,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_02_26,0.2385104717565188,2016-02-26,26,02,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_03_05,0.2083889777209382,2016-03-05,05,03,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_03_13,0.21381445476117175,2016-03-13,13,03,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_03_21,0.21964473387401973,2016-03-21,21,03,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_03_29,0.24655608976023174,2016-03-29,29,03,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_04_06,0.3143514507603579,2016-04-06,06,04,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_04_14,0.25764783405899394,2016-04-14,14,04,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_04_22,0.2718065579500985,2016-04-22,22,04,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_04_30,0.32482376244360633,2016-04-30,30,04,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_05_08,0.2290642014478002,2016-05-08,08,05,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_05_16,0.33315674252934785,2016-05-16,16,05,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_05_24,0.34326164752062166,2016-05-24,24,05,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_06_01,0.303300968663492,2016-06-01,01,06,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_06_09,0.2798524008987087,2016-06-09,09,06,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_06_17,0.36044656499701644,2016-06-17,17,06,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_06_25,0.3428284860011931,2016-06-25,25,06,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_07_03,0.358524924100246,2016-07-03,03,07,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_07_11,0.34703867731517873,2016-07-11,11,07,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_07_19,0.3076665549749891,2016-07-19,19,07,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_07_27,0.31238849539961316,2016-07-27,27,07,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_08_04,0.3307496949428606,2016-08-04,04,08,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_08_12,0.2748718876781038,2016-08-12,12,08,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_08_20,0.34084762546688885,2016-08-20,20,08,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_08_28,0.347894411847483,2016-08-28,28,08,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_09_05,0.2392239812918388,2016-09-05,05,09,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_09_13,0.2808346235630928,2016-09-13,13,09,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_09_21,0.22955523615306733,2016-09-21,21,09,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_09_29,0.25782446552261085,2016-09-29,29,09,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_10_07,0.2351813569240947,2016-10-07,07,10,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_10_15,0.31976190070053157,2016-10-15,15,10,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_10_23,0.24154992365034897,2016-10-23,23,10,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_10_31,0.2949024933704715,2016-10-31,31,10,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_11_08,0.3096265405534763,2016-11-08,08,11,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_11_16,0.2585537782306923,2016-11-16,16,11,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_11_24,0.3869263237266022,2016-11-24,24,11,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_12_02,0.3214933021376079,2016-12-02,02,12,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_12_10,0.30430190028110005,2016-12-10,10,12,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_12_18,0.32021666908833857,2016-12-18,18,12,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2016_12_26,0.30223915065303625,2016-12-26,26,12,Terra,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_01_01,0.28782679417582663,2017-01-01,01,01,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_01_09,0.3312955949020116,2017-01-09,09,01,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_01_17,0.3359347398197282,2017-01-17,17,01,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_01_25,0.3387479021990533,2017-01-25,25,01,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_02_02,0.2704612866001561,2017-02-02,02,02,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_02_10,0.24177249898929934,2017-02-10,10,02,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_02_18,0.2501749593309949,2017-02-18,18,02,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_02_26,0.3029774177147648,2017-02-26,26,02,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_03_06,0.22799945749336906,2017-03-06,06,03,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_03_14,0.260987726174384,2017-03-14,14,03,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_03_22,0.28328995289775627,2017-03-22,22,03,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_03_30,0.2893418052326843,2017-03-30,30,03,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_04_07,0.2746768279444342,2017-04-07,07,04,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_04_15,0.31804400814293904,2017-04-15,15,04,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_04_23,0.27322611044583234,2017-04-23,23,04,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_05_01,0.3541885799417883,2017-05-01,01,05,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_05_09,0.3352804853014506,2017-05-09,09,05,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_05_17,0.3154624976801332,2017-05-17,17,05,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_05_25,0.3064763501005836,2017-05-25,25,05,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_06_02,0.30742910880997637,2017-06-02,02,06,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_06_10,0.3314807921462108,2017-06-10,10,06,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_06_18,0.3409965540454914,2017-06-18,18,06,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_06_26,0.3417139994029283,2017-06-26,26,06,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_07_04,0.3701455017383547,2017-07-04,04,07,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_07_12,0.3208114948042855,2017-07-12,12,07,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_07_20,0.31962240691469174,2017-07-20,20,07,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_07_28,0.3782621929158626,2017-07-28,28,07,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_08_05,0.2702245524897686,2017-08-05,05,08,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_08_13,0.24195718906358693,2017-08-13,13,08,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_08_21,0.2737986443505094,2017-08-21,21,08,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_08_29,0.299484679854058,2017-08-29,29,08,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_09_06,0.2791223191692251,2017-09-06,06,09,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_09_14,,2017-09-14,14,09,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_09_22,0.3155598233028026,2017-09-22,22,09,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_09_30,0.2620988530152277,2017-09-30,30,09,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_10_08,0.31129145299785327,2017-10-08,08,10,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_10_16,0.25467141209920013,2017-10-16,16,10,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_10_24,0.2951498256049899,2017-10-24,24,10,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_11_01,0.3621682816661302,2017-11-01,01,11,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_11_09,0.26782638145033094,2017-11-09,09,11,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_11_17,0.31164155343240446,2017-11-17,17,11,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_11_25,,2017-11-25,25,11,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_12_03,0.3042699081973465,2017-12-03,03,12,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_12_11,0.3255605298747553,2017-12-11,11,12,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_12_19,0.3282451093996126,2017-12-19,19,12,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2017_12_27,0.29101695798104515,2017-12-27,27,12,Terra,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_01_01,0.3175686024347322,2018-01-01,01,01,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_01_09,0.32783211720576616,2018-01-09,09,01,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_01_17,0.3354609729212201,2018-01-17,17,01,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_01_25,0.28785512866085183,2018-01-25,25,01,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_02_02,0.29011099006003965,2018-02-02,02,02,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_02_10,0.3128486740888239,2018-02-10,10,02,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_02_18,0.24759336952153754,2018-02-18,18,02,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_02_26,0.271286201517765,2018-02-26,26,02,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_03_06,0.28788360492673504,2018-03-06,06,03,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_03_14,0.24442005006101594,2018-03-14,14,03,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_03_22,0.2954870238658732,2018-03-22,22,03,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_03_30,0.28768744828086423,2018-03-30,30,03,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_04_07,0.2372150165451372,2018-04-07,07,04,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_04_15,0.3023335246439432,2018-04-15,15,04,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_04_23,0.30964866346267117,2018-04-23,23,04,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_05_01,0.3101228278253423,2018-05-01,01,05,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_05_09,0.30134289105636586,2018-05-09,09,05,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_05_17,0.28537455821279933,2018-05-17,17,05,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_05_25,0.33288516545084873,2018-05-25,25,05,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_06_02,0.3090971216387533,2018-06-02,02,06,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_06_10,0.3594842580409546,2018-06-10,10,06,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_06_18,0.3044137340025147,2018-06-18,18,06,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_06_26,0.3483164506687659,2018-06-26,26,06,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_07_04,0.28743466731944844,2018-07-04,04,07,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_07_12,0.2971538600165471,2018-07-12,12,07,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_07_20,0.3204740896803421,2018-07-20,20,07,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_07_28,0.31545048658162317,2018-07-28,28,07,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_08_05,0.270382794795787,2018-08-05,05,08,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_08_13,0.3035516034821289,2018-08-13,13,08,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_08_21,0.3338102441876132,2018-08-21,21,08,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_08_29,0.2741333798260499,2018-08-29,29,08,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_09_06,0.2759821792659678,2018-09-06,06,09,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_09_14,0.2747101732462087,2018-09-14,14,09,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_09_22,0.32563167952777705,2018-09-22,22,09,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_09_30,0.294029897892515,2018-09-30,30,09,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_10_08,0.3321409354651422,2018-10-08,08,10,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_10_16,0.30417594442399054,2018-10-16,16,10,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_10_24,0.3181660685248382,2018-10-24,24,10,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_11_01,0.33509932922490615,2018-11-01,01,11,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_11_09,0.3695709510235168,2018-11-09,09,11,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_11_17,0.280279011039911,2018-11-17,17,11,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_11_25,0.3254461145431959,2018-11-25,25,11,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_12_03,0.32614448094626647,2018-12-03,03,12,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_12_11,0.3083569052894061,2018-12-11,11,12,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_12_19,0.3428165085068688,2018-12-19,19,12,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2018_12_27,0.29665294421100047,2018-12-27,27,12,Terra,2018,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2019_01_01,0.30081121395957616,2019-01-01,01,01,Terra,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2019_01_09,0.2985512423754113,2019-01-09,09,01,Terra,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2019_01_17,0.2996450224610166,2019-01-17,17,01,Terra,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
