id_periode,id_petani,bulan_tanam,luas_tanam_m2,bulan_panen,luas_panen_m2,produksi_dalam_gunca,gunca_kg,pengeluaran_rp,harga_jual_perkg,hasil_panen_dijual,status_pengelolaan,jml_tanam_padi_1th,jenis_lahan,air_multi_tanam,pemupukan,jenis_pupuk,pengendalian_hama,jenis_hama,penyakit_padi,pestisida,pengendalian_gulma,cara_pengendalian_gulma
PRD138,PTN088,nov - jan,7500,Maret,7500,44,8000,7.000.000,6500,Ya sebagian,Bagi hasil,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Wereng, Tulo/burung pipit",Blas,Ada,Ada,Herbisida/Mencabut rumput
PRD139,PTN088,mei - juli,7500,Agustus,7500,38,7000,7.000.000,6700,Ya sebagian,Bagi hasil,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Wereng, Tulo/burung pipit",Blas,Ada,Ada,Herbisida/Mencabut rumput
PRD140,PTN089,nov - jan,8432,Maret,8432,30,5500,10.000.000,6500,Ya sebagian,Milik sendiri,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Wereng, Tulo/burung pipit, Hama putih",Blas,Ada,Ada,Herbisida/Mencabut rumput
PRD141,PTN089,mei - juli,8432,Agustus,8432,26,4800,10.000.000,6500,Ya sebagian,Milik sendiri,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Wereng, Tulo/burung pipit, Hama putih",Blas,Ada,Ada,Herbisida/Mencabut rumput
PRD142,PTN090,feb - apr,7800,Januari,7800,25,4600,8.000.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD143,PTN090,mei - juli,7800,Juli,7800,18,3200,7.000.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD144,PTN091,nov - jan,3124,Januari,3124,9,1650,5.100.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD145,PTN091,mei - juli,3124,Juli,3124,5,960,4.200.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD146,PTN092,feb - apr,7800,Januari,7800,25,4600,8.000.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD147,PTN092,mei - juli,7800,Juli,7800,18,3200,7.000.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD148,PTN093,nov - jan,3124,Januari,3124,9,1650,5.100.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD149,PTN093,mei - juli,3124,Juli,3124,5,960,4.200.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD150,PTN094,nov - jan,4212,Januari,4212,12,2300,5.100.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD151,PTN094,mei - juli,4212,Juli,4212,7,1400,4.500.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD152,PTN095,nov - jan,5616,April,5616,19,3500,7.300.000,6700,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD153,PTN095,mei - juli,5616,Agustus,5616,19,3500,6.800.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD154,PTN096,nov - jan,7488,Januari,7488,23,4200,8.300.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD155,PTN096,agt - okt,7488,Juli,7488,16,3000,8.300.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD156,PTN097,nov - jan,9360,Januari,9360,38,6750,8.600.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Hama putih , Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD157,PTN097,mei - juli,9360,Juli,9360,22,4000,7.500.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Hama putih , Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD158,PTN098,feb - apr,9984,April,9984,4,4000,8.600.000,6500,Ya sebagian,Bagi hasil,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, Kepnding",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD159,PTN098,mei - juli,9984,Agustus,9984,4,6750,7.500.000,6500,Ya sebagian,Bagi hasil,2,Sawah irigasi,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, Kepnding",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD160,PTN099,nov - jan,6240,Januari,6240,20,3500,7.000.000,6700,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD161,PTN099,mei - juli,6240,Juli,6240,20,3500,6.500.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD162,PTN100,nov - jan,1248,Januari,1248,4,700,2.500.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida
PRD163,PTN100,mei - juli,1248,Juli,1248,3,600,2.000.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida
PRD164,PTN101,nov - jan,2964,April,2964,6,1080,1.500.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida
PRD165,PTN101,mei - juli,2964,Agustus,2964,6,1080,1.500.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida
PRD166,PTN102,nov - jan,3120,Januari,3120,9,1650,5.100.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD167,PTN102,mei - juli,3120,Juli,3120,5,960,4.200.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD168,PTN103,nov - jan,1404,Januari,1404,4,700,2.000.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Siput Murbai/Keong","Blas, Bercak daun, Busuk batang",Ada,Ada,Herbisida/Mencabut rumput
PRD169,PTN103,mei - juli,1404,Juli,1404,4,700,2.000.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Siput Murbai/Keong","Blas, Bercak daun, Busuk batang",Ada,Ada,Herbisida/Mencabut rumput
PRD170,PTN104,nov - jan,2500,Januari,2500,9,1650,4.200.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD171,PTN104,mei - juli,2500,Juli,2500,5,960,2.900.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD172,PTN105,nov - jan,3748,Januari,3748,8,1500,4.100.000,6500,Ya seluruhnya,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong","Bercak daun, Hawar daun",Ada,Ada,Herbisida/Mencabut rumput
PRD173,PTN105,mei - juli,3748,Juli,3748,6,1200,3.800.000,6500,Ya seluruhnya,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong","Bercak daun, Hawar daun",Ada,Ada,Herbisida/Mencabut rumput
PRD174,PTN106,nov - jan,5625,April,5625,19,3500,7.300.000,6700,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD175,PTN106,mei - juli,5625,Agustus,5625,19,3500,6.800.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD176,PTN107,nov - jan,3744,Januari,3744,8,1500,4.100.000,6500,Ya seluruhnya,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong","Bercak daun, Hawar daun",Ada,Ada,Herbisida/Mencabut rumput
PRD177,PTN107,mei - juli,3744,Juli,3744,6,1200,3.800.000,6500,Ya seluruhnya,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Siput Murbai/Keong","Bercak daun, Hawar daun",Ada,Ada,Herbisida/Mencabut rumput
PRD178,PTN108,nov - jan,1560,Januari,1560,4,850,3.000.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD179,PTN108,mei - juli,1560,Juli,1560,4,720,2.700.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36",Ada,"Tikus, Wereng, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD180,PTN109,nov - jan,2500,Januari,2500,9,1650,4.200.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD181,PTN109,mei - juli,2500,Juli,2500,5,960,2.900.000,6500,Ya sebagian,Bagi hasil,2,Kombinasi irigasi dan tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK, Pupuk SP-36, KCL",Ada,"Tikus, Siput Murbai/Keong",TIDAK ADA,Ada,Ada,Herbisida/Mencabut rumput
PRD152,PTN110,nov - jan,2500,Januari,2500,11,2000,3.000.000,6700,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD153,PTN110,mei - juli,2500,September,2500,11,2000,3.000.000,6700,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD154,PTN111,nov - jan,6000,Januari,6000,23,4200,7.000.000,6700,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD155,PTN111,mei - juli,6000,September,6000,23,4200,7.000.000,6500,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Busuk batang, Tungro",Ada,Ada,Mencabut rumput
PRD156,PTN112,nov - jan,5000,Januari,5000,19,3500,6.000.0000,6700,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Busuk batang, Tungro",Ada,Ada,Mencabut rumput
PRD157,PTN112,mei - juli,5000,September,5000,19,3500,6.000.0000,6500,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Busuk batang, Tungro",Ada,Ada,Mencabut rumput
PRD158,PTN113,nov - jan,5000,Januari,5000,19,3500,6.000.0000,6700,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Busuk batang, Tungro",Ada,Ada,Mencabut rumput
PRD159,PTN113,mei - juli,5000,Januari,5000,19,3500,6.000.0000,6700,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Busuk batang, Tungro",Ada,Ada,Mencabut rumput
PRD160,PTN114,nov - jan,2000,Januari,2000,7,1400,2.500.0000,6700,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Hawar daun, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD161,PTN114,mei - juli,2000,September,2000,7,1400,2.500.0000,6500,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Hawar daun, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD162,PTN115,nov - jan,9000,Januari,9000,37,6750,11.000.000,6700,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Hawar daun, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD163,PTN115,mei - juli,9000,September,9000,37,6750,11.000.000,6500,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Hawar daun, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD164,PTN116,nov - jan,3000,Januari,3000,13,2400,3.000.000,6700,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Hawar daun, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD165,PTN116,mei - juli,3000,September,3000,13,2400,3.000.000,6500,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Hawar daun, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD166,PTN117,nov - jan,3000,Januari,3000,13,2400,3.750.000,6700,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Hawar daun, Bercak daun, Busuk batang, Tungro",Ada,Ada,Mencabut rumput
PRD167,PTN117,mei - juli,3000,September,3000,13,2400,3.750.000,6500,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Hawar daun, Bercak daun, Busuk batang, Tungro",Ada,Ada,Mencabut rumput
PRD168,PTN118,nov - jan,8700,Januari,8700,38,6960,10.875.000,6700,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Hawar daun, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD169,PTN118,mei - juli,8700,September,8700,38,6960,10.875.000,6500,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Hawar daun, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD170,PTN119,nov - jan,2500,Januari,2500,11,2000,3.125.000,6700,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Hawar daun, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD171,PTN119,mei - juli,2500,September,2500,11,2000,3.125.000,6500,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, NPK",Ada,"Tikus, Wereng, Tulo/burung pipit, penggerek batang padi, walang sangit, Siput Murbai/Keong","Blas, Hawar daun, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD172,PTN120,nov - jan,3200,April,3200,10,1800,3.200.000,6900,Ya sebagian,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, walang sangit, Siput Murbai/Keong","Tungro, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD173,PTN120,mei - juli,3200,Oktober,3200,10,1800,3.200.000,6500,Ya sebagian,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, walang sangit, Siput Murbai/Keong","Tungro, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD174,PTN121,nov - jan,3200,April,3200,10,1800,3.000.000,6900,Ya sebagian,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, walang sangit, Siput Murbai/Keong","Tungro, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD175,PTN121,mei - juli,3200,Oktober,3200,10,1800,3.000.000,6500,Ya sebagian,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, walang sangit, Siput Murbai/Keong","Tungro, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD176,PTN122,nov - jan,2500,April,2500,7,1250,2.500.000,6900,Ya sebagian,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, walang sangit, Siput Murbai/Keong","Tungro, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD177,PTN122,mei - juli,2500,Oktober,2500,7,1250,2.500.000,6500,Ya sebagian,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, walang sangit, Siput Murbai/Keong","Tungro, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD178,PTN123,nov - jan,4600,April,4600,12,2300,5.000.000,6900,Ya sebagian,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, walang sangit, Siput Murbai/Keong","Tungro, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD179,PTN123,mei - juli,4600,Oktober,4600,12,2300,5.000.000,6500,Ya sebagian,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, walang sangit, Siput Murbai/Keong","Tungro, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD180,PTN124,nov - jan,5000,April,5000,14,2500,6.000.000,6900,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, walang sangit, Siput Murbai/Keong","Tungro, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD181,PTN124,mei - juli,5000,Oktober,5000,14,2500,6.000.000,6500,Ya seluruhnya,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, walang sangit, Siput Murbai/Keong","Tungro, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD182,PTN125,nov - jan,3200,April,3200,10,1800,3.200.000,6900,Ya sebagian,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, walang sangit, Siput Murbai/Keong","Tungro, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
PRD183,PTN125,mei - juli,3200,Oktober,3200,10,1800,3.200.000,6500,Ya sebagian,Milik sendiri,2,Sawah tadah hujan,Tidak Mencukupi,Ada pemupukan,"Pupuk urea, KCL",Ada,"Tikus, Wereng, Tulo/burung pipit, walang sangit, Siput Murbai/Keong","Tungro, Bercak daun, Busuk batang",Ada,Ada,Mencabut rumput
