Date,UWND,VWND,WSPD,WDIR
2017-05-03,4.9,,5.0,100.1
2017-05-04,1.9,2.1,2.8,42.9
2017-05-05,1.6,1.4,2.1,50.3
2017-05-06,,0.1,0.8,275.3
2017-05-07,,,1.5,244.5
2017-05-08,,0.4,0.6,320.3
2017-05-09,1.6,2.9,3.3,29.3
2017-05-10,0.7,2.5,2.6,15.4
2017-05-11,1.7,1.5,2.3,47.2
2017-05-12,1.3,2.1,2.5,30.9
2017-05-13,0.5,2.4,2.4,11.4
2017-05-14,0.6,0.9,1.1,35.6
2017-05-15,1.0,1.4,1.7,37.4
2017-05-16,4.0,2.3,4.6,59.8
2017-05-17,3.2,4.8,5.8,33.8
2017-05-18,2.5,1.2,2.8,64.3
2017-05-19,6.2,1.6,6.4,75.8
2017-05-20,6.5,2.1,6.8,71.9
2017-05-21,5.4,3.6,6.5,55.9
2017-05-22,2.6,3.6,4.4,35.3
2017-05-23,2.7,3.0,4.0,42.1
2017-05-24,4.1,1.6,4.4,67.9
2017-05-25,5.0,2.9,5.8,60.1
2017-05-26,6.1,3.0,6.8,64.0
2017-05-27,4.6,2.8,5.4,58.5
2017-05-28,3.0,1.8,3.5,59.2
2017-05-29,6.2,,6.2,91.4
2017-05-30,7.2,2.9,7.8,68.3
2017-05-31,4.4,1.3,4.6,73.5
2017-06-01,5.0,1.6,5.2,72.2
2017-06-02,1.5,1.8,2.3,39.6
2017-06-03,,,1.2,234.1
2017-06-04,0.4,1.6,1.6,12.8
2017-06-05,2.1,3.2,3.8,33.5
2017-06-06,2.8,3.5,4.4,38.8
2017-06-07,3.0,2.5,3.9,50.5
2017-06-08,4.8,1.3,5.0,75.0
2017-06-09,5.5,2.8,6.1,63.2
2017-06-10,3.3,2.4,4.1,53.9
2017-06-11,1.0,0.6,1.2,57.8
2018-06-01,1.9,0.1,1.9,87.5
2018-06-02,2.9,0.8,3.0,75.4
2018-06-03,3.9,,3.9,96.5
2018-06-04,5.1,1.8,5.5,70.4
2018-06-05,0.8,3.9,4.0,12.2
2018-06-06,1.4,4.1,4.4,19.3
2018-06-07,4.2,4.2,5.9,45.2
2018-06-08,4.2,4.4,6.1,43.8
2018-06-09,4.5,3.0,5.4,56.2
2018-06-10,0.7,2.7,2.8,14.6
2018-06-11,,2.9,4.2,314.5
2018-06-12,,2.9,3.9,318.8
2018-06-13,,3.8,4.0,342.8
2018-06-14,,3.7,3.7,357.5
2018-06-15,,3.4,3.6,341.1
2018-06-16,,4.8,4.8,355.1
2018-06-17,0.4,5.2,5.2,4.1
2018-06-18,,6.6,6.6,355.8
2018-06-19,,4.0,5.5,316.9
2018-06-20,,1.6,2.4,312.5
2018-06-21,,0.0,0.8,267.5
2018-06-22,3.0,1.2,3.2,69.1
2018-06-23,,4.0,4.2,343.5
2018-06-24,0.2,1.2,1.2,8.8
2018-06-25,2.3,0.7,2.4,72.2
2018-06-26,1.1,2.7,3.0,22.3
2018-06-27,2.2,1.4,2.6,58.9
2018-06-28,0.9,,1.9,150.9
2018-06-29,3.3,,3.8,119.5
2018-06-30,0.8,1.6,1.8,27.2
2018-07-01,2.4,2.2,3.2,47.7
2018-07-02,1.6,2.4,2.8,33.5
2018-07-03,0.8,1.9,2.1,21.5
2018-07-04,1.9,3.1,3.7,31.2
2018-07-05,,3.6,3.7,348.0
2018-07-06,,3.7,4.9,319.2
2018-07-07,,1.8,2.4,319.6
2018-07-08,3.8,1.0,4.0,75.6
2018-07-09,4.6,4.4,6.4,46.3
2018-07-10,,4.4,4.6,344.7
2018-07-11,0.9,2.9,3.1,17.1
2018-07-12,,1.9,1.9,357.5
2018-07-13,,2.9,3.0,345.4
2018-07-14,0.5,6.2,6.2,4.8
2018-07-15,,5.1,7.4,313.6
2018-07-16,,3.4,5.5,308.1
2018-07-17,,2.6,3.2,322.8
2018-07-18,3.6,2.0,4.1,60.9
2018-07-19,6.2,1.1,6.2,80.2
2018-07-20,1.0,4.9,5.0,11.5
2018-07-21,0.9,3.3,3.4,14.8
2018-07-22,,3.5,3.5,350.8
2018-07-23,0.5,3.7,3.7,7.0
2018-07-24,2.5,5.7,6.2,24.1
2018-07-25,5.6,4.4,7.1,51.6
2018-07-26,1.5,5.9,6.1,14.7
2018-07-27,3.7,2.4,4.4,57.4
2018-07-28,7.5,4.3,8.7,60.4
2018-07-29,5.4,3.8,6.6,54.8
2018-07-30,0.1,2.7,2.7,1.9
2018-07-31,1.0,4.9,5.0,11.5
2018-08-01,0.4,4.3,4.3,5.6
2018-08-02,,0.8,1.6,301.2
2018-08-03,,0.3,2.4,277.8
2018-08-04,0.1,2.3,2.3,2.7
2018-08-05,2.1,3.0,3.6,35.7
2018-08-06,3.2,4.9,5.9,32.8
2018-08-07,1.4,5.5,5.6,14.0
2018-08-08,1.1,3.7,3.9,15.9
2018-08-09,1.3,3.1,3.4,22.5
2018-08-10,1.7,3.3,3.7,26.9
2018-08-11,4.1,3.0,5.1,53.8
2018-08-12,3.0,4.5,5.5,33.5
2018-08-13,2.6,4.5,5.2,30.0
2018-08-14,,4.8,5.1,339.1
2019-11-20,,1.4,3.2,295.8
2019-11-21,,3.4,3.4,353.9
2019-11-22,,3.3,4.1,323.0
2019-11-23,,2.6,3.9,312.5
2019-11-24,,0.9,3.2,287.1
2019-11-25,,3.3,5.1,310.9
2019-11-26,,3.0,4.7,308.9
2019-11-27,,4.5,5.7,322.7
2019-11-28,,5.4,5.9,335.3
2019-11-29,,4.2,5.3,322.0
2019-11-30,,3.8,4.7,325.2
2019-12-01,,2.4,3.6,312.5
2019-12-02,0.8,2.7,2.8,15.9
2019-12-03,1.0,1.3,1.6,36.2
2019-12-04,,4.2,4.8,332.0
2019-12-05,,4.2,4.2,357.5
2019-12-06,0.8,2.5,2.6,17.5
2019-12-07,,3.4,3.5,346.9
2019-12-08,,1.6,2.2,316.9
2019-12-09,1.0,,1.0,105.9
2019-12-10,0.0,,0.6,177.5
2019-12-11,,0.8,2.3,291.5
2019-12-12,,1.4,3.4,294.1
2019-12-13,,1.4,2.9,300.0
2019-12-14,1.2,1.3,1.8,42.5
2019-12-15,3.6,,5.4,137.1
2019-12-16,3.3,,4.2,128.4
2019-12-17,4.4,0.4,4.4,84.8
2019-12-18,2.3,0.3,2.3,81.8
2019-12-19,,2.5,2.5,347.2
2019-12-20,0.3,2.5,2.5,7.8
2019-12-21,2.0,2.9,3.5,35.1
2019-12-22,,2.6,3.0,327.2
2019-12-23,,0.4,2.0,281.5
2019-12-24,2.5,,2.6,102.8
2019-12-25,3.1,1.8,3.6,59.4
2019-12-26,4.5,1.4,4.7,72.2
2019-12-27,2.1,2.1,3.0,45.5
2019-12-28,,,1.6,187.0
2019-12-29,0.6,,2.2,165.0
2019-12-30,1.8,,1.8,95.6
2019-12-31,0.1,2.3,2.3,3.2
2020-01-01,0.8,1.1,1.4,34.4
2020-01-02,,1.9,1.9,350.4
2020-01-03,,,1.9,244.3
2020-01-04,1.3,,1.9,137.7
2020-01-05,2.5,,3.0,123.5
2020-01-06,1.9,,3.3,145.9
2020-01-07,1.1,,5.6,169.1
2020-01-08,2.7,,3.2,124.4
2020-01-09,3.3,,4.2,128.4
2020-01-10,3.1,1.6,3.5,62.5
2020-01-11,2.6,1.0,2.8,69.1
2020-01-12,0.0,,4.0,180.5
2020-01-13,,,3.2,197.2
2020-01-14,5.7,,5.8,99.6
2020-01-15,4.2,,4.2,96.0
2020-01-16,1.5,,1.7,114.1
2020-01-17,1.3,,2.0,142.0
2020-01-18,0.3,,1.6,168.0
2020-01-19,0.4,1.8,1.8,13.4
2020-01-20,0.1,3.2,3.2,1.3
2020-01-21,1.1,,1.4,124.4
2020-01-22,3.0,0.6,3.1,79.4
2020-01-23,1.4,1.1,1.8,53.8
2020-01-24,,,1.4,214.4
2020-01-25,0.3,,1.4,166.2
2020-01-26,1.2,,3.9,162.0
2020-01-27,5.8,,6.5,117.2
