Date,Year,Month,Day,SWRad,StDev,Max,Q,S
2005-02-18,2005,2,18,148.79,252.99,1419.6,2,5
2005-02-19,2005,2,19,265.67,366.71,1408.76,2,5
2005-02-20,2005,2,20,273.99,417.46,1402.44,2,5
2005-02-21,2005,2,21,311.22,412.87,1205.63,2,5
2005-02-22,2005,2,22,144.71,206.9,1013.34,2,5
2005-02-23,2005,2,23,313.27,399.67,1282.37,2,5
2005-02-24,2005,2,24,313.36,413.95,1291.4,2,5
2005-02-25,2005,2,25,306.82,407.18,1255.29,2,5
2005-02-26,2005,2,26,216.93,321.97,1292.3,2,5
2005-02-27,2005,2,27,274.76,385.04,1287.34,2,5
2005-02-28,2005,2,28,214.69,344.58,1505.36,2,5
2005-03-01,2005,3,1,326.15,418.68,1118.97,2,5
2005-03-02,2005,3,2,304.26,419.56,1252.58,2,5
2005-03-03,2005,3,3,269.18,382.69,1274.7,2,5
2005-03-04,2005,3,4,319.37,419.64,1146.95,2,5
2005-03-05,2005,3,5,320.43,419.56,1190.29,2,5
2005-03-06,2005,3,6,313.13,412.11,1117.61,2,5
2005-03-07,2005,3,7,289.09,385.18,1104.52,2,5
2005-03-08,2005,3,8,299.67,389.74,1084.21,2,5
2005-03-09,2005,3,9,275.76,389.04,1156.88,2,5
2005-03-10,2005,3,10,224.48,319.43,1368.14,2,5
2005-03-11,2005,3,11,322.37,419.05,1202.47,2,5
2005-03-12,2005,3,12,295.24,412.45,1227.75,2,5
2005-03-13,2005,3,13,332.16,419.63,1109.94,2,5
2005-03-14,2005,3,14,157.57,221.1,1016.05,2,5
2005-03-15,2005,3,15,291.7,397.49,1150.56,2,5
2005-03-16,2005,3,16,278.57,379.27,1208.34,2,5
2005-03-17,2005,3,17,144.84,202.3,927.12,2,5
2005-03-18,2005,3,18,310.74,412.1,1239.04,2,5
2005-03-19,2005,3,19,121.66,188.89,825.11,2,5
2005-03-20,2005,3,20,302.32,410.87,1245.36,2,5
2005-03-21,2005,3,21,36.1,56.47,291.1,2,5
2005-03-22,2005,3,22,173.65,309.08,1270.64,2,5
2005-03-23,2005,3,23,307.46,405.72,1378.07,2,5
2005-03-24,2005,3,24,205.31,312.71,1167.27,2,5
2005-03-25,2005,3,25,202.76,306.87,1319.84,2,5
2005-03-26,2005,3,26,92.36,132.39,503.26,2,5
2005-03-27,2005,3,27,166.2,266.21,1098.65,2,5
2005-03-28,2005,3,28,81.88,117.9,653.58,2,5
2005-03-29,2005,3,29,215.45,325.42,1252.58,2,5
2005-03-30,2005,3,30,224.73,338.99,1333.83,2,5
2005-03-31,2005,3,31,204.9,286.31,1188.93,2,5
2005-04-01,2005,4,1,74.27,138.03,779.06,2,5
2005-04-02,2005,4,2,243.23,355.07,1228.2,2,5
2005-04-03,2005,4,3,307.12,399.18,1182.61,2,5
2005-04-04,2005,4,4,297.03,397.0,1110.39,2,5
2005-04-05,2005,4,5,299.45,399.28,1158.69,2,5
2005-04-06,2005,4,6,320.66,408.97,1105.88,2,5
2005-04-07,2005,4,7,321.86,411.14,1086.47,2,5
2005-04-08,2005,4,8,302.56,397.98,1108.13,2,5
2005-04-09,2005,4,9,281.52,386.76,1124.83,2,5
2005-04-10,2005,4,10,318.07,405.31,1115.36,2,5
2005-04-11,2005,4,11,322.5,407.83,1084.21,2,5
2005-04-12,2005,4,12,315.35,410.23,1182.61,2,5
2005-04-13,2005,4,13,144.52,229.51,879.73,2,5
2005-04-14,2005,4,14,292.85,387.09,1206.54,2,5
2005-04-15,2005,4,15,202.15,323.54,1485.05,2,5
2005-04-16,2005,4,16,289.38,397.64,1388.45,2,5
2005-04-17,2005,4,17,309.86,402.16,1143.34,2,5
2005-04-18,2005,4,18,215.83,323.5,1235.88,2,5
2005-04-19,2005,4,19,314.32,404.92,1098.65,2,5
2005-04-20,2005,4,20,287.26,399.38,1149.66,2,5
2005-04-21,2005,4,21,285.26,401.54,1233.62,2,5
2005-04-22,2005,4,22,228.34,319.01,1234.07,2,5
2005-04-23,2005,4,23,313.19,407.09,1135.22,2,5
2005-04-24,2005,4,24,317.68,397.62,1216.92,2,5
2005-04-25,2005,4,25,307.08,396.7,1206.54,2,5
2005-04-26,2005,4,26,285.86,380.61,1127.09,2,5
2005-04-27,2005,4,27,148.53,223.57,1072.47,2,5
2005-04-28,2005,4,28,278.89,374.38,1126.64,2,5
2005-04-29,2005,4,29,286.65,384.9,1038.17,2,5
2005-04-30,2005,4,30,275.3,376.76,1061.64,2,5
2005-05-01,2005,5,1,245.79,385.92,1157.34,2,5
2005-05-02,2005,5,2,260.69,375.48,1169.07,2,5
2005-05-03,2005,5,3,30.02,42.81,153.88,2,5
2005-05-04,2005,5,4,40.88,54.41,203.53,2,5
2005-05-05,2005,5,5,135.4,266.43,1230.46,2,5
2005-05-06,2005,5,6,250.7,326.43,1201.57,2,5
2005-05-07,2005,5,7,35.67,49.72,191.34,2,5
2005-05-08,2005,5,8,48.28,91.5,412.08,2,5
2005-05-09,2005,5,9,117.44,165.44,914.03,2,5
2005-05-10,2005,5,10,153.52,223.38,862.12,2,5
2005-05-11,2005,5,11,228.81,340.97,1202.93,2,5
2005-05-12,2005,5,12,163.4,221.42,903.2,2,5
2005-05-13,2005,5,13,232.74,300.21,970.46,2,5
2005-05-14,2005,5,14,291.55,377.53,1122.13,2,5
2005-05-15,2005,5,15,302.83,383.41,1076.08,2,5
2005-05-16,2005,5,16,292.89,377.45,1120.77,2,5
2005-05-17,2005,5,17,290.1,373.05,1177.65,2,5
2005-05-18,2005,5,18,289.19,372.82,1126.19,2,5
2005-05-19,2005,5,19,279.62,364.16,1161.4,2,5
2005-05-20,2005,5,20,269.86,362.15,1105.88,2,5
2005-05-21,2005,5,21,287.23,369.62,1089.63,2,5
2005-05-22,2005,5,22,289.14,367.17,1016.95,2,5
2005-05-23,2005,5,23,265.56,352.46,1126.64,2,5
2005-05-24,2005,5,24,202.6,238.98,661.7,2,5
2005-05-25,2005,5,25,238.76,298.83,906.81,2,5
2005-05-26,2005,5,26,277.64,368.23,1018.3,2,5
2005-05-27,2005,5,27,229.76,326.62,1178.55,2,5
2005-05-28,2005,5,28,251.96,336.49,1126.64,2,5
2005-05-29,2005,5,29,249.97,363.87,1049.9,2,5
2005-05-30,2005,5,30,250.21,336.83,1215.11,2,5
2005-05-31,2005,5,31,272.92,356.41,1129.35,2,5
2005-06-01,2005,6,1,227.5,305.81,1116.71,2,5
2005-06-02,2005,6,2,252.9,337.08,1143.34,2,5
2005-06-03,2005,6,3,231.45,321.67,1121.67,2,5
2005-06-04,2005,6,4,179.71,240.43,758.75,2,5
2005-06-05,2005,6,5,260.5,344.25,1054.42,2,5
2005-06-06,2005,6,6,285.7,363.93,1059.83,2,5
2005-06-07,2005,6,7,210.84,303.35,1084.21,2,5
2005-06-08,2005,6,8,255.98,345.99,1053.51,2,5
2005-06-09,2005,6,9,227.83,317.66,1116.71,2,5
2005-06-10,2005,6,10,186.93,262.46,915.39,2,5
2005-06-11,2005,6,11,177.2,249.09,964.14,2,5
2005-06-12,2005,6,12,224.1,334.5,1191.64,2,5
2005-06-13,2005,6,13,188.07,275.67,1049.45,2,5
2005-06-14,2005,6,14,75.25,104.19,307.81,2,5
2005-06-15,2005,6,15,221.61,317.06,991.67,2,5
2005-06-16,2005,6,16,81.48,121.12,434.2,2,5
2005-06-17,2005,6,17,159.59,208.24,659.44,2,5
2005-06-18,2005,6,18,211.29,291.01,991.22,2,5
2005-06-19,2005,6,19,227.35,309.03,1054.42,2,5
2005-06-20,2005,6,20,239.3,329.27,969.55,2,5
2005-06-21,2005,6,21,260.0,348.84,1105.42,2,5
2005-06-22,2005,6,22,279.18,353.89,1004.31,2,5
2005-06-23,2005,6,23,255.53,339.91,1029.14,2,5
2005-06-24,2005,6,24,280.07,364.17,1000.7,2,5
2005-06-25,2005,6,25,189.49,248.73,1062.09,2,5
2005-06-26,2005,6,26,154.49,200.96,715.42,2,5
2005-06-27,2005,6,27,259.1,337.67,1311.26,2,5
2005-06-28,2005,6,28,266.03,357.96,1083.31,2,5
2005-06-29,2005,6,29,208.84,286.92,1114.0,2,5
2005-06-30,2005,6,30,269.79,355.54,1062.99,2,5
2005-07-01,2005,7,1,240.87,330.73,1061.64,2,5
2005-07-02,2005,7,2,242.29,339.31,1274.7,2,5
2005-07-03,2005,7,3,262.77,355.8,1082.85,2,5
2005-07-04,2005,7,4,220.82,310.77,1273.34,2,5
2005-07-05,2005,7,5,264.11,351.43,1019.21,2,5
2005-07-06,2005,7,6,260.07,333.53,1024.62,2,5
2005-07-07,2005,7,7,258.26,347.19,1074.73,2,5
2005-07-08,2005,7,8,252.19,354.5,1134.31,2,5
2005-07-09,2005,7,9,143.91,215.22,1121.67,2,5
2005-07-10,2005,7,10,51.71,74.93,457.22,2,5
2005-07-11,2005,7,11,158.36,209.09,995.73,2,5
2005-07-12,2005,7,12,32.5,52.09,215.27,2,5
2005-07-13,2005,7,13,146.52,224.8,1010.63,2,5
2005-07-14,2005,7,14,151.0,231.57,907.26,2,5
2005-07-15,2005,7,15,209.88,327.87,1018.3,2,5
2005-07-16,2005,7,16,243.59,324.29,1039.52,2,5
2005-07-17,2005,7,17,281.95,359.71,1284.18,2,5
2005-07-18,2005,7,18,150.67,199.81,1054.87,2,5
2005-07-19,2005,7,19,91.65,126.01,485.2,2,5
2005-07-20,2005,7,20,211.61,296.0,1047.19,2,5
2005-07-21,2005,7,21,248.8,351.24,1034.1,2,5
2005-07-22,2005,7,22,151.22,244.19,1007.92,2,5
2005-07-23,2005,7,23,177.52,253.73,1116.71,2,5
2005-07-24,2005,7,24,244.1,347.49,1350.53,2,5
2005-07-25,2005,7,25,283.45,361.42,1187.58,2,5
2005-07-26,2005,7,26,246.62,343.3,1214.21,2,5
2005-07-27,2005,7,27,277.56,371.05,1103.17,2,5
2005-07-28,2005,7,28,268.46,359.88,1152.37,2,5
2005-07-29,2005,7,29,244.38,327.0,1127.54,2,5
2005-07-30,2005,7,30,233.79,309.66,1079.24,2,5
2005-07-31,2005,7,31,205.97,289.26,1142.44,2,5
2005-08-01,2005,8,1,241.2,309.1,984.9,2,5
2005-08-02,2005,8,2,219.49,295.47,973.62,2,5
2005-08-03,2005,8,3,235.06,312.1,1047.65,2,5
2005-08-04,2005,8,4,284.54,370.94,1073.38,2,5
2005-08-05,2005,8,5,291.88,373.76,1069.76,2,5
2005-08-06,2005,8,6,289.08,371.59,1030.04,2,5
2005-08-07,2005,8,7,294.56,381.12,1067.96,2,5
2005-08-08,2005,8,8,293.04,378.04,1126.19,2,5
2005-08-09,2005,8,9,294.21,377.97,1084.21,2,5
2005-08-10,2005,8,10,291.34,380.88,1081.05,2,5
2005-08-11,2005,8,11,144.58,214.01,1186.22,2,5
2005-08-12,2005,8,12,163.86,222.95,961.43,2,5
2005-08-13,2005,8,13,273.81,366.82,1234.07,2,5
2005-08-14,2005,8,14,246.51,336.18,1089.63,2,5
2005-08-15,2005,8,15,296.88,389.28,1094.14,2,5
2005-08-16,2005,8,16,178.5,259.44,1086.47,2,5
2005-08-17,2005,8,17,224.72,325.41,1119.87,2,5
2005-08-18,2005,8,18,197.84,272.18,933.89,2,5
2005-08-19,2005,8,19,95.17,134.9,468.95,2,5
2005-08-20,2005,8,20,217.02,316.85,1200.22,2,5
2005-08-21,2005,8,21,58.67,98.68,491.52,2,5
2005-08-22,2005,8,22,258.93,351.02,1206.99,2,5
2005-08-23,2005,8,23,256.83,353.47,1067.51,2,5
2005-08-24,2005,8,24,109.95,179.0,782.22,2,5
2005-08-25,2005,8,25,140.01,217.6,1022.37,2,5
2005-08-26,2005,8,26,235.79,328.05,1260.25,2,5
2005-08-27,2005,8,27,231.97,322.91,1094.59,2,5
2005-08-28,2005,8,28,113.59,181.88,1082.4,2,5
2005-08-29,2005,8,29,196.38,323.09,1160.04,2,5
2005-08-30,2005,8,30,148.49,234.45,1193.9,2,5
2005-08-31,2005,8,31,247.0,359.14,1188.03,2,5
2005-09-01,2005,9,1,80.83,113.22,380.48,2,5
2005-09-02,2005,9,2,125.55,171.69,751.08,2,5
2005-09-03,2005,9,3,102.98,144.73,555.17,2,5
2005-09-04,2005,9,4,280.8,380.13,1186.22,2,5
2005-09-05,2005,9,5,238.16,336.59,1245.36,2,5
2005-09-06,2005,9,6,140.22,181.18,1048.1,2,5
2005-09-07,2005,9,7,208.3,288.31,1225.04,2,5
2005-09-08,2005,9,8,282.23,367.29,1303.14,2,5
2005-09-09,2005,9,9,307.73,400.04,1197.96,2,5
2005-09-10,2005,9,10,303.42,394.03,1147.86,2,5
2005-09-11,2005,9,11,303.29,402.57,1178.55,2,5
2005-09-12,2005,9,12,309.98,408.64,1239.04,2,5
2005-09-13,2005,9,13,314.52,403.7,1094.59,2,5
2005-09-14,2005,9,14,282.03,375.86,1393.42,2,5
2005-09-15,2005,9,15,304.86,402.15,1183.06,2,5
2005-09-16,2005,9,16,312.07,398.9,1247.16,2,5
2005-09-17,2005,9,17,303.4,399.64,1174.94,2,5
2005-09-18,2005,9,18,259.85,372.33,1238.59,2,5
2005-09-19,2005,9,19,299.46,399.05,1225.04,2,5
2005-09-20,2005,9,20,312.44,405.79,1167.27,2,5
2005-09-21,2005,9,21,316.68,408.2,1095.49,2,5
2005-09-22,2005,9,22,305.68,403.51,1118.06,2,5
2005-09-23,2005,9,23,323.52,406.95,1104.07,2,5
2005-09-24,2005,9,24,259.91,359.88,1203.83,2,5
2005-09-25,2005,9,25,314.42,413.28,1190.29,2,5
2005-09-26,2005,9,26,294.78,402.45,1128.45,2,5
2005-09-27,2005,9,27,256.12,345.97,1492.72,2,5
2005-09-28,2005,9,28,277.98,379.55,1267.93,2,5
2005-09-29,2005,9,29,307.0,397.07,1179.0,2,5
2005-09-30,2005,9,30,249.56,367.86,1264.77,2,5
2005-10-01,2005,10,1,57.3,85.09,383.19,2,5
2005-10-02,2005,10,2,120.5,226.84,1115.36,2,5
2005-10-03,2005,10,3,226.42,311.2,1271.09,2,5
2005-10-04,2005,10,4,69.42,115.97,417.95,2,5
2005-10-05,2005,10,5,288.89,395.86,1153.72,2,5
2005-10-06,2005,10,6,284.46,370.2,1152.82,2,5
2005-10-07,2005,10,7,189.0,312.38,1288.69,2,5
2005-10-08,2005,10,8,229.81,341.04,1355.95,2,5
2005-10-09,2005,10,9,199.22,295.8,1264.77,2,5
2005-10-10,2005,10,10,109.66,155.6,659.44,2,5
2005-10-11,2005,10,11,152.92,252.4,1351.89,2,5
2005-10-12,2005,10,12,79.35,107.97,425.17,2,5
2005-10-13,2005,10,13,296.42,395.02,1389.8,2,5
2005-10-14,2005,10,14,79.99,121.37,412.08,2,5
2005-10-15,2005,10,15,264.16,362.39,1304.94,2,5
2005-10-16,2005,10,16,84.11,121.12,432.84,2,5
2005-10-17,2005,10,17,178.9,229.81,1058.93,2,5
2005-10-18,2005,10,18,154.57,243.97,1160.04,2,5
2005-10-19,2005,10,19,210.18,294.8,1180.36,2,5
2005-10-20,2005,10,20,214.3,351.46,1346.47,2,5
2005-10-21,2005,10,21,217.26,306.43,1272.89,2,5
2005-10-22,2005,10,22,248.45,347.6,1245.81,2,5
2005-10-23,2005,10,23,237.66,314.24,1109.49,2,5
2005-10-24,2005,10,24,269.39,380.19,1172.68,2,5
2005-10-25,2005,10,25,301.23,388.59,1264.32,2,5
2005-10-26,2005,10,26,96.5,142.73,706.84,2,5
2005-10-27,2005,10,27,264.17,352.17,1411.47,2,5
2005-10-28,2005,10,28,268.29,373.09,1355.5,2,5
2005-10-29,2005,10,29,180.91,294.68,1413.73,2,5
2005-10-30,2005,10,30,159.62,235.56,1035.91,2,5
2005-10-31,2005,10,31,198.41,299.0,1218.73,2,5
2005-11-01,2005,11,1,52.12,108.36,703.68,2,5
2005-11-02,2005,11,2,159.78,221.46,861.67,2,5
2005-11-03,2005,11,3,99.9,170.93,922.61,2,5
2005-11-04,2005,11,4,263.67,367.39,1131.15,2,5
2005-11-05,2005,11,5,290.85,384.85,1095.95,2,5
2005-11-06,2005,11,6,302.81,394.69,1115.36,2,5
2005-11-07,2005,11,7,260.03,349.64,1163.2,2,5
2005-11-08,2005,11,8,273.67,361.73,1199.77,2,5
2005-11-09,2005,11,9,285.01,388.45,1211.05,2,5
2005-11-10,2005,11,10,258.36,352.05,1115.36,2,5
2005-11-11,2005,11,11,263.0,365.63,1355.5,2,5
2005-11-12,2005,11,12,252.21,362.06,1219.63,2,5
2005-11-13,2005,11,13,241.85,330.03,1205.63,2,5
2005-11-14,2005,11,14,81.66,119.6,489.27,2,5
2005-11-15,2005,11,15,83.14,117.72,660.35,2,5
2005-11-16,2005,11,16,63.06,90.96,351.14,2,5
2005-11-17,2005,11,17,153.43,220.23,1229.56,2,5
2005-11-18,2005,11,18,187.0,257.65,990.77,2,5
2005-11-19,2005,11,19,127.35,168.94,866.18,2,5
2005-11-20,2005,11,20,113.17,200.28,1081.95,2,5
2005-11-21,2005,11,21,272.51,370.78,1190.29,2,5
2005-11-22,2005,11,22,271.45,358.27,1074.73,2,5
2005-11-23,2005,11,23,177.32,243.86,905.0,2,5
2005-11-24,2005,11,24,270.68,389.88,1119.42,2,5
2005-11-25,2005,11,25,286.7,382.42,1151.02,2,5
2005-11-26,2005,11,26,108.85,147.25,735.73,2,5
2005-11-27,2005,11,27,215.71,280.03,819.24,2,5
2005-11-28,2005,11,28,239.06,306.5,1056.67,2,5
2005-11-29,2005,11,29,195.75,270.99,1384.39,2,5
2005-11-30,2005,11,30,287.47,388.32,1035.91,2,5
2005-12-01,2005,12,1,302.5,385.84,1093.24,2,5
2005-12-02,2005,12,2,197.11,316.26,1142.89,2,5
2005-12-03,2005,12,3,80.64,127.61,934.8,2,5
2005-12-04,2005,12,4,93.73,134.91,831.88,2,5
2005-12-05,2005,12,5,177.5,281.41,1355.05,2,5
2005-12-06,2005,12,6,199.7,311.73,1266.12,2,5
2005-12-07,2005,12,7,106.57,157.39,725.8,2,5
2005-12-08,2005,12,8,264.09,366.01,1159.59,2,5
2005-12-09,2005,12,9,218.17,299.11,1026.43,2,5
2005-12-10,2005,12,10,203.22,314.32,1251.68,2,5
2005-12-11,2005,12,11,182.48,261.93,945.63,2,5
2005-12-12,2005,12,12,167.05,224.32,1176.29,2,5
2005-12-13,2005,12,13,224.59,339.41,1039.97,2,5
2005-12-14,2005,12,14,62.25,78.67,257.25,2,5
2005-12-15,2005,12,15,253.16,338.18,1108.13,2,5
2005-12-16,2005,12,16,250.62,343.25,1072.02,2,5
2005-12-17,2005,12,17,236.52,353.62,1036.36,2,5
2005-12-18,2005,12,18,248.85,343.41,1099.56,2,5
2005-12-19,2005,12,19,240.35,334.23,1054.42,2,5
2005-12-20,2005,12,20,102.88,163.65,760.11,2,5
2005-12-21,2005,12,21,202.3,285.01,1189.38,2,5
2005-12-22,2005,12,22,238.9,330.18,1161.4,2,5
2005-12-23,2005,12,23,259.38,352.83,1230.01,2,5
2005-12-24,2005,12,24,264.71,340.67,1271.09,2,5
2005-12-25,2005,12,25,281.08,367.79,1127.54,2,5
2005-12-26,2005,12,26,285.54,368.38,1021.46,2,5
2005-12-27,2005,12,27,115.61,180.95,976.32,2,5
2005-12-28,2005,12,28,60.86,84.23,337.6,2,5
2005-12-29,2005,12,29,173.01,325.0,1238.59,2,5
2005-12-30,2005,12,30,250.91,353.69,1155.98,2,5
2005-12-31,2005,12,31,297.64,389.9,1093.69,2,5
2006-01-01,2006,1,1,305.58,388.54,1032.75,2,5
2006-01-02,2006,1,2,298.0,381.85,1095.49,2,5
2006-01-03,2006,1,3,295.62,381.54,1086.47,2,5
2006-01-04,2006,1,4,293.83,380.65,1035.46,2,5
2006-01-05,2006,1,5,303.89,385.91,1062.54,2,5
2006-01-06,2006,1,6,298.52,383.72,1205.18,2,5
2006-01-07,2006,1,7,100.37,166.1,838.65,2,5
2006-01-08,2006,1,8,259.57,365.11,1177.65,2,5
2006-01-09,2006,1,9,181.81,248.19,858.06,2,5
2006-01-10,2006,1,10,106.46,178.53,928.03,2,5
2006-01-11,2006,1,11,140.68,185.22,651.77,2,5
2006-01-12,2006,1,12,286.48,390.48,1175.84,2,5
2006-01-13,2006,1,13,266.39,371.35,1176.75,2,5
2006-01-14,2006,1,14,261.7,344.65,1154.18,2,5
2006-01-15,2006,1,15,100.5,165.28,1050.81,2,5
2006-01-16,2006,1,16,96.23,147.78,542.08,2,5
2006-01-17,2006,1,17,83.28,171.41,1156.88,2,5
2006-01-18,2006,1,18,198.58,330.34,1351.44,2,5
2006-01-19,2006,1,19,244.97,338.43,1292.3,2,5
2006-01-20,2006,1,20,285.56,381.14,1226.85,2,5
2006-01-21,2006,1,21,267.11,366.8,1131.61,2,5
2006-01-22,2006,1,22,81.25,120.74,510.93,2,5
2006-01-23,2006,1,23,247.04,347.49,1157.79,2,5
2006-01-24,2006,1,24,301.44,388.64,1149.66,2,5
2006-01-25,2006,1,25,262.68,352.5,1147.86,2,5
2006-01-26,2006,1,26,305.73,396.25,1072.02,2,5
2006-01-27,2006,1,27,289.27,373.07,1179.9,2,5
2006-01-28,2006,1,28,298.19,396.14,1123.48,2,5
2006-01-29,2006,1,29,288.43,386.54,1214.21,2,5
2006-01-30,2006,1,30,277.8,385.27,1190.74,2,5
2006-01-31,2006,1,31,245.33,357.32,1288.24,2,5
2006-02-01,2006,2,1,305.39,392.3,1251.68,2,5
2006-02-02,2006,2,2,298.04,388.1,1185.77,2,5
2006-02-03,2006,2,3,306.24,399.92,1100.01,2,5
2006-02-04,2006,2,4,300.82,395.05,1144.24,2,5
2006-02-05,2006,2,5,230.25,365.83,1123.48,2,5
2006-02-06,2006,2,6,328.24,410.36,1151.92,2,5
2006-02-07,2006,2,7,312.58,394.92,1239.94,2,5
2006-02-08,2006,2,8,219.0,315.55,1133.41,2,5
2006-02-09,2006,2,9,312.38,404.79,1132.96,2,5
2006-02-10,2006,2,10,293.0,394.55,1131.15,2,5
2006-02-11,2006,2,11,250.93,349.17,1145.15,2,5
2006-02-12,2006,2,12,217.17,311.49,1065.7,2,5
2006-02-13,2006,2,13,55.13,74.7,331.28,2,5
2006-02-14,2006,2,14,205.62,347.75,1224.14,2,5
2006-02-15,2006,2,15,312.84,397.96,1417.79,2,5
2006-02-16,2006,2,16,291.76,390.54,1127.99,2,5
2006-02-17,2006,2,17,316.4,403.01,1110.84,2,5
2006-02-18,2006,2,18,138.33,240.18,1215.57,2,5
2006-02-19,2006,2,19,298.83,385.6,1062.54,2,5
2006-02-20,2006,2,20,270.43,366.05,1233.17,2,5
2006-02-21,2006,2,21,258.13,356.47,1192.54,2,5
2006-02-22,2006,2,22,194.85,279.72,1205.18,2,5
2006-02-23,2006,2,23,214.22,329.95,1324.35,2,5
2006-02-24,2006,2,24,150.42,225.39,876.11,2,5
2006-02-25,2006,2,25,133.77,222.06,1179.45,2,5
2006-02-26,2006,2,26,281.79,378.04,1266.12,2,5
2006-02-27,2006,2,27,277.59,378.56,1169.97,2,5
2006-02-28,2006,2,28,308.7,400.32,1218.73,2,5
2006-03-01,2006,3,1,322.19,411.71,1200.22,2,5
2006-03-02,2006,3,2,325.06,413.88,1211.05,2,5
2006-03-03,2006,3,3,330.16,415.32,1095.49,2,5
2006-03-04,2006,3,4,329.96,416.67,1113.1,2,5
2006-03-05,2006,3,5,314.75,409.09,1183.06,2,5
2006-03-06,2006,3,6,330.23,416.45,1157.79,2,5
2006-03-07,2006,3,7,316.74,406.09,1087.37,2,5
2006-03-08,2006,3,8,322.58,409.58,1092.79,2,5
2006-03-09,2006,3,9,327.38,411.98,1259.8,2,5
2006-03-10,2006,3,10,331.29,417.83,1155.08,2,5
2006-03-11,2006,3,11,302.86,405.53,1103.17,2,5
2006-03-12,2006,3,12,324.68,413.87,1188.93,2,5
2006-03-13,2006,3,13,314.34,412.33,1171.78,2,5
2006-03-14,2006,3,14,207.27,288.5,1057.58,2,5
2006-03-15,2006,3,15,77.93,131.53,570.52,2,5
2006-03-16,2006,3,16,202.69,336.95,1226.85,2,5
2006-03-17,2006,3,17,179.83,281.37,1136.12,2,5
2006-03-18,2006,3,18,263.73,361.11,1254.84,2,5
2006-03-19,2006,3,19,75.55,117.03,455.41,2,5
2006-03-20,2006,3,20,147.83,247.46,1071.57,2,5
2006-03-21,2006,3,21,51.89,85.6,500.1,2,5
2006-03-22,2006,3,22,154.66,272.53,1186.68,2,5
2006-03-23,2006,3,23,158.34,213.19,876.57,2,5
2006-03-24,2006,3,24,218.86,307.29,1085.56,2,5
2006-03-25,2006,3,25,218.86,360.35,1362.27,2,5
2006-03-26,2006,3,26,149.0,237.34,1121.22,2,5
2006-03-27,2006,3,27,257.82,379.24,1165.46,2,5
2006-03-28,2006,3,28,266.09,355.47,1185.32,2,5
