Date,Year,Month,Day,UWND,VWND,WSPD,WDIR
2017-06-04,2017,Juni,4,0.4,1.6,1.6,12.8
2017-06-05,2017,Juni,5,2.1,3.2,3.8,33.5
2017-06-06,2017,Juni,6,2.8,3.5,4.4,38.8
2017-06-07,2017,Juni,7,3.0,2.5,3.9,50.5
2017-06-08,2017,Juni,8,4.8,1.3,5.0,75.0
2017-06-09,2017,Juni,9,5.5,2.8,6.1,63.2
2017-06-10,2017,Juni,10,3.3,2.4,4.1,53.9
2017-06-11,2017,Juni,11,1.0,0.6,1.2,57.8
2018-06-01,2018,Juni,1,1.9,0.1,1.9,87.5
2018-06-02,2018,Juni,2,2.9,0.8,3.0,75.4
2018-06-03,2018,Juni,3,3.9,,3.9,96.5
2018-06-04,2018,Juni,4,5.1,1.8,5.5,70.4
2018-06-05,2018,Juni,5,0.8,3.9,4.0,12.2
2018-06-06,2018,Juni,6,1.4,4.1,4.4,19.3
2018-06-07,2018,Juni,7,4.2,4.2,5.9,45.2
2018-06-08,2018,Juni,8,4.2,4.4,6.1,43.8
2018-06-09,2018,Juni,9,4.5,3.0,5.4,56.2
2018-06-10,2018,Juni,10,0.7,2.7,2.8,14.6
2018-06-11,2018,Juni,11,,2.9,4.2,314.5
2018-06-12,2018,Juni,12,,2.9,3.9,318.8
2018-06-13,2018,Juni,13,,3.8,4.0,342.8
2018-06-14,2018,Juni,14,,3.7,3.7,357.5
2018-06-15,2018,Juni,15,,3.4,3.6,341.1
2018-06-16,2018,Juni,16,,4.8,4.8,355.1
2018-06-17,2018,Juni,17,0.4,5.2,5.2,4.1
2018-06-18,2018,Juni,18,,6.6,6.6,355.8
2018-06-19,2018,Juni,19,,4.0,5.5,316.9
2018-06-20,2018,Juni,20,,1.6,2.4,312.5
2018-06-21,2018,Juni,21,,0.0,0.8,267.5
2018-06-22,2018,Juni,22,3.0,1.2,3.2,69.1
2018-06-23,2018,Juni,23,,4.0,4.2,343.5
2018-06-24,2018,Juni,24,0.2,1.2,1.2,8.8
2018-06-25,2018,Juni,25,2.3,0.7,2.4,72.2
2018-06-26,2018,Juni,26,1.1,2.7,3.0,22.3
2018-06-27,2018,Juni,27,2.2,1.4,2.6,58.9
2018-06-28,2018,Juni,28,0.9,,1.9,150.9
2018-06-29,2018,Juni,29,3.3,,3.8,119.5
2018-06-30,2018,Juni,30,0.8,1.6,1.8,27.2
2018-07-01,2018,Juli,1,2.4,2.2,3.2,47.7
2018-07-02,2018,Juli,2,1.6,2.4,2.8,33.5
2018-07-03,2018,Juli,3,0.8,1.9,2.1,21.5
2018-07-04,2018,Juli,4,1.9,3.1,3.7,31.2
2018-07-05,2018,Juli,5,,3.6,3.7,348.0
2018-07-06,2018,Juli,6,,3.7,4.9,319.2
2018-07-07,2018,Juli,7,,1.8,2.4,319.6
2018-07-08,2018,Juli,8,3.8,1.0,4.0,75.6
2018-07-09,2018,Juli,9,4.6,4.4,6.4,46.3
2018-07-10,2018,Juli,10,,4.4,4.6,344.7
2018-07-11,2018,Juli,11,0.9,2.9,3.1,17.1
2018-07-12,2018,Juli,12,,1.9,1.9,357.5
2018-07-13,2018,Juli,13,,2.9,3.0,345.4
2018-07-14,2018,Juli,14,0.5,6.2,6.2,4.8
2018-07-15,2018,Juli,15,,5.1,7.4,313.6
2018-07-16,2018,Juli,16,,3.4,5.5,308.1
2018-07-17,2018,Juli,17,,2.6,3.2,322.8
2018-07-18,2018,Juli,18,3.6,2.0,4.1,60.9
2018-07-19,2018,Juli,19,6.2,1.1,6.2,80.2
2018-07-20,2018,Juli,20,1.0,4.9,5.0,11.5
2018-07-21,2018,Juli,21,0.9,3.3,3.4,14.8
2018-07-22,2018,Juli,22,,3.5,3.5,350.8
2018-07-23,2018,Juli,23,0.5,3.7,3.7,7.0
2018-07-24,2018,Juli,24,2.5,5.7,6.2,24.1
2018-07-25,2018,Juli,25,5.6,4.4,7.1,51.6
2018-07-26,2018,Juli,26,1.5,5.9,6.1,14.7
2018-07-27,2018,Juli,27,3.7,2.4,4.4,57.4
2018-07-28,2018,Juli,28,7.5,4.3,8.7,60.4
2018-07-29,2018,Juli,29,5.4,3.8,6.6,54.8
2018-07-30,2018,Juli,30,0.1,2.7,2.7,1.9
2018-07-31,2018,Juli,31,1.0,4.9,5.0,11.5
2018-08-01,2018,Agustus,1,0.4,4.3,4.3,5.6
2018-08-02,2018,Agustus,2,,0.8,1.6,301.2
2018-08-03,2018,Agustus,3,,0.3,2.4,277.8
2018-08-04,2018,Agustus,4,0.1,2.3,2.3,2.7
2018-08-05,2018,Agustus,5,2.1,3.0,3.6,35.7
2018-08-06,2018,Agustus,6,3.2,4.9,5.9,32.8
2018-08-07,2018,Agustus,7,1.4,5.5,5.6,14.0
2018-08-08,2018,Agustus,8,1.1,3.7,3.9,15.9
2018-08-09,2018,Agustus,9,1.3,3.1,3.4,22.5
2018-08-10,2018,Agustus,10,1.7,3.3,3.7,26.9
2018-08-11,2018,Agustus,11,4.1,3.0,5.1,53.8
2018-08-12,2018,Agustus,12,3.0,4.5,5.5,33.5
2018-08-13,2018,Agustus,13,2.6,4.5,5.2,30.0
2018-08-14,2018,Agustus,14,,4.8,5.1,339.1
2019-11-20,2019,November,20,,1.4,3.2,295.8
2019-11-21,2019,November,21,,3.4,3.4,353.9
2019-11-22,2019,November,22,,3.3,4.1,323.0
2019-11-23,2019,November,23,,2.6,3.9,312.5
2019-11-24,2019,November,24,,0.9,3.2,287.1
2019-11-25,2019,November,25,,3.3,5.1,310.9
2019-11-26,2019,November,26,,3.0,4.7,308.9
2019-11-27,2019,November,27,,4.5,5.7,322.7
2019-11-28,2019,November,28,,5.4,5.9,335.3
2019-11-29,2019,November,29,,4.2,5.3,322.0
2019-11-30,2019,November,30,,3.8,4.7,325.2
2019-12-01,2019,Desember,1,,2.4,3.6,312.5
2019-12-02,2019,Desember,2,0.8,2.7,2.8,15.9
2019-12-03,2019,Desember,3,1.0,1.3,1.6,36.2
2019-12-04,2019,Desember,4,,4.2,4.8,332.0
2019-12-05,2019,Desember,5,,4.2,4.2,357.5
2019-12-06,2019,Desember,6,0.8,2.5,2.6,17.5
2019-12-07,2019,Desember,7,,3.4,3.5,346.9
2019-12-08,2019,Desember,8,,1.6,2.2,316.9
2019-12-09,2019,Desember,9,1.0,,1.0,105.9
2019-12-10,2019,Desember,10,0.0,,0.6,177.5
2019-12-11,2019,Desember,11,,0.8,2.3,291.5
2019-12-12,2019,Desember,12,,1.4,3.4,294.1
2019-12-13,2019,Desember,13,,1.4,2.9,300.0
2019-12-14,2019,Desember,14,1.2,1.3,1.8,42.5
2019-12-15,2019,Desember,15,3.6,,5.4,137.1
2019-12-16,2019,Desember,16,3.3,,4.2,128.4
2019-12-17,2019,Desember,17,4.4,0.4,4.4,84.8
2019-12-18,2019,Desember,18,2.3,0.3,2.3,81.8
2019-12-19,2019,Desember,19,,2.5,2.5,347.2
2019-12-20,2019,Desember,20,0.3,2.5,2.5,7.8
2019-12-21,2019,Desember,21,2.0,2.9,3.5,35.1
2019-12-22,2019,Desember,22,,2.6,3.0,327.2
2019-12-23,2019,Desember,23,,0.4,2.0,281.5
2019-12-24,2019,Desember,24,2.5,,2.6,102.8
2019-12-25,2019,Desember,25,3.1,1.8,3.6,59.4
2019-12-26,2019,Desember,26,4.5,1.4,4.7,72.2
2019-12-27,2019,Desember,27,2.1,2.1,3.0,45.5
2019-12-28,2019,Desember,28,,,1.6,187.0
2019-12-29,2019,Desember,29,0.6,,2.2,165.0
2019-12-30,2019,Desember,30,1.8,,1.8,95.6
2019-12-31,2019,Desember,31,0.1,2.3,2.3,3.2
2020-01-01,2020,Januari,1,0.8,1.1,1.4,34.4
2020-01-02,2020,Januari,2,,1.9,1.9,350.4
2020-01-03,2020,Januari,3,,,1.9,244.3
2020-01-04,2020,Januari,4,1.3,,1.9,137.7
2020-01-05,2020,Januari,5,2.5,,3.0,123.5
2020-01-06,2020,Januari,6,1.9,,3.3,145.9
2020-01-07,2020,Januari,7,1.1,,5.6,169.1
2020-01-08,2020,Januari,8,2.7,,3.2,124.4
2020-01-09,2020,Januari,9,3.3,,4.2,128.4
2020-01-10,2020,Januari,10,3.1,1.6,3.5,62.5
2020-01-11,2020,Januari,11,2.6,1.0,2.8,69.1
2020-01-12,2020,Januari,12,0.0,,4.0,180.5
2020-01-13,2020,Januari,13,,,3.2,197.2
2020-01-14,2020,Januari,14,5.7,,5.8,99.6
2020-01-15,2020,Januari,15,4.2,,4.2,96.0
2020-01-16,2020,Januari,16,1.5,,1.7,114.1
2020-01-17,2020,Januari,17,1.3,,2.0,142.0
2020-01-18,2020,Januari,18,0.3,,1.6,168.0
2020-01-19,2020,Januari,19,0.4,1.8,1.8,13.4
2020-01-20,2020,Januari,20,0.1,3.2,3.2,1.3
2020-01-21,2020,Januari,21,1.1,,1.4,124.4
2020-01-22,2020,Januari,22,3.0,0.6,3.1,79.4
2020-01-23,2020,Januari,23,1.4,1.1,1.8,53.8
2020-01-24,2020,Januari,24,,,1.4,214.4
2020-01-25,2020,Januari,25,0.3,,1.4,166.2
2020-01-26,2020,Januari,26,1.2,,3.9,162.0
2020-01-27,2020,Januari,27,5.8,,6.5,117.2
