Date,Year,Month,Day,UWND,VWND,WSPD,WDIR
2013-09-01,2013,September,1,1.7,,2.7,141.5
2013-09-02,2013,September,2,4.0,,4.2,106.8
2013-09-03,2013,September,3,0.5,3.2,3.2,8.1
2013-09-04,2013,September,4,,0.9,1.9,299.5
2013-09-05,2013,September,5,1.0,3.6,3.8,15.9
2013-09-06,2013,September,6,1.5,2.1,2.6,36.2
2013-09-07,2013,September,7,2.4,3.3,4.1,36.6
2013-09-08,2013,September,8,2.0,4.6,5.0,23.1
2013-09-09,2013,September,9,4.5,4.1,6.1,47.7
2013-09-10,2013,September,10,3.5,1.5,3.8,66.2
2013-09-11,2013,September,11,4.5,,4.6,94.9
2013-09-12,2013,September,12,4.5,,4.5,92.5
2013-09-13,2013,September,13,0.1,1.6,1.6,4.6
2013-09-14,2013,September,14,,0.9,0.9,343.5
2013-09-15,2013,September,15,2.0,1.1,2.2,60.9
2013-09-16,2013,September,16,3.8,2.7,4.7,54.5
2013-09-17,2013,September,17,,2.2,2.2,352.3
2013-09-18,2013,September,18,0.8,0.5,1.0,60.9
2013-09-19,2013,September,19,1.4,3.2,3.5,24.1
2013-09-20,2013,September,20,1.4,3.4,3.7,22.7
2013-09-21,2013,September,21,2.1,2.7,3.4,37.7
2013-09-22,2013,September,22,1.1,2.3,2.5,26.1
2013-09-23,2013,September,23,2.7,1.9,3.3,54.8
2013-09-24,2013,September,24,0.0,5.1,5.1,359.7
2013-09-25,2013,September,25,,3.9,4.0,357.5
2013-09-26,2013,September,26,,1.0,1.3,318.8
2013-09-27,2013,September,27,1.6,3.4,3.8,25.4
2013-09-28,2013,September,28,3.6,3.9,5.3,42.5
2013-09-29,2013,September,29,1.6,4.0,4.3,21.7
2013-09-30,2013,September,30,1.3,2.1,2.5,32.5
2013-10-01,2013,Oktober,1,1.1,3.2,3.4,18.1
2013-10-02,2013,Oktober,2,,5.3,5.3,357.5
2013-10-03,2013,Oktober,3,,2.4,2.5,343.5
2013-10-04,2013,Oktober,4,,1.0,1.5,312.5
2013-10-05,2013,Oktober,5,,1.4,1.4,357.5
2013-10-06,2013,Oktober,6,2.2,2.9,3.6,38.1
2013-10-07,2013,Oktober,7,2.5,4.6,5.3,28.8
2013-10-08,2013,Oktober,8,,4.2,4.6,337.5
2013-10-09,2013,Oktober,9,,5.6,5.9,342.1
2013-10-10,2013,Oktober,10,,4.0,5.0,323.8
2013-10-11,2013,Oktober,11,,4.6,5.1,334.9
2013-10-12,2013,Oktober,12,,4.4,5.1,329.9
2013-10-13,2013,Oktober,13,,2.7,3.6,316.9
2013-10-14,2013,Oktober,14,,1.8,1.9,345.0
2013-10-15,2013,Oktober,15,,2.6,2.7,344.5
2013-10-16,2013,Oktober,16,4.8,2.0,5.2,67.7
2013-10-17,2013,Oktober,17,7.1,6.7,9.8,46.5
2013-10-18,2013,Oktober,18,3.2,3.9,5.0,39.3
2013-10-19,2013,Oktober,19,3.3,1.9,3.8,59.6
2013-10-20,2013,Oktober,20,2.6,,2.6,96.2
2013-10-21,2013,Oktober,21,1.5,,1.5,103.5
2013-10-22,2013,Oktober,22,,,2.0,267.5
2013-10-23,2013,Oktober,23,,0.1,2.4,272.3
2013-10-24,2013,Oktober,24,,0.5,2.5,281.5
2013-10-25,2013,Oktober,25,,0.3,2.4,277.0
2013-10-26,2013,Oktober,26,,1.4,1.8,322.0
2013-10-27,2013,Oktober,27,,2.2,4.6,298.5
2013-10-28,2013,Oktober,28,,0.5,2.7,280.5
2013-10-29,2013,Oktober,29,,,3.0,263.7
2013-10-30,2013,Oktober,30,,,2.8,237.2
2013-10-31,2013,Oktober,31,0.1,,1.3,177.5
2013-11-01,2013,November,1,5.1,0.4,5.1,85.3
2013-11-02,2013,November,2,4.8,2.8,5.5,60.0
2013-11-03,2013,November,3,3.5,0.9,3.6,75.0
2013-11-04,2013,November,4,5.5,0.2,5.5,87.5
2013-11-05,2013,November,5,3.4,0.5,3.4,80.8
2013-11-06,2013,November,6,4.7,0.0,4.7,89.9
2013-11-07,2013,November,7,5.9,0.3,5.9,87.5
2013-11-08,2013,November,8,6.4,0.5,6.4,85.8
2013-11-09,2013,November,9,3.6,2.5,4.4,55.2
2013-11-10,2013,November,10,1.3,2.3,2.6,30.0
2013-11-11,2013,November,11,2.1,1.3,2.5,58.9
2013-11-12,2013,November,12,3.5,0.9,3.6,75.0
2013-11-13,2013,November,13,6.8,0.9,6.8,82.6
2013-11-14,2013,November,14,5.9,,6.1,102.4
2013-11-15,2013,November,15,5.7,0.4,5.7,85.5
2013-11-16,2013,November,16,3.8,,3.8,96.5
2013-11-17,2013,November,17,4.3,0.8,4.4,79.7
2013-11-18,2013,November,18,3.9,1.2,4.1,73.5
2013-11-19,2013,November,19,2.2,,2.2,92.7
2013-11-20,2013,November,20,1.4,0.5,1.5,71.5
2013-11-21,2013,November,21,0.8,1.1,1.3,36.2
2013-11-22,2013,November,22,0.6,1.1,1.2,28.5
2013-11-23,2013,November,23,2.3,2.3,3.2,45.0
2013-11-24,2013,November,24,3.8,,3.8,99.4
2013-11-25,2013,November,25,5.2,1.0,5.3,79.1
2013-11-26,2013,November,26,7.3,2.3,7.7,72.8
2013-11-27,2013,November,27,6.4,1.8,6.6,73.9
2013-11-28,2013,November,28,8.1,1.5,8.2,79.4
2013-11-29,2013,November,29,8.7,0.2,8.8,88.8
2013-11-30,2013,November,30,7.4,,7.5,95.0
2013-12-01,2013,Desember,1,5.7,3.4,6.6,59.4
2013-12-02,2013,Desember,2,4.8,1.8,5.2,69.8
2013-12-03,2013,Desember,3,2.2,0.5,2.2,77.2
2013-12-04,2013,Desember,4,0.3,3.0,3.0,5.1
2013-12-05,2013,Desember,5,1.6,,1.6,94.6
2013-12-06,2013,Desember,6,3.8,,4.1,112.8
2013-12-07,2013,Desember,7,3.4,,3.6,109.9
2013-12-08,2013,Desember,8,6.4,1.1,6.5,80.6
2013-12-09,2013,Desember,9,3.9,1.2,4.1,73.5
2013-12-10,2013,Desember,10,4.4,,4.4,100.3
2013-12-11,2013,Desember,11,5.3,,5.3,93.8
2013-12-12,2013,Desember,12,1.8,,1.8,93.8
2013-12-13,2013,Desember,13,1.8,1.1,2.1,58.5
2013-12-14,2013,Desember,14,,3.1,3.3,340.1
2013-12-15,2013,Desember,15,3.4,3.3,4.7,45.9
2013-12-16,2013,Desember,16,6.3,3.4,7.2,61.6
2013-12-17,2013,Desember,17,7.9,2.7,8.3,71.2
2013-12-18,2013,Desember,18,6.8,1.1,6.9,81.0
2013-12-19,2013,Desember,19,6.4,0.1,6.4,89.2
2013-12-20,2013,Desember,20,4.4,,4.9,116.1
2013-12-21,2013,Desember,21,1.3,,1.3,105.9
2013-12-22,2013,Desember,22,,1.4,1.9,316.9
2013-12-23,2013,Desember,23,,1.7,2.5,312.5
2013-12-24,2013,Desember,24,,0.6,1.1,304.4
2013-12-25,2013,Desember,25,2.6,,2.9,115.8
2013-12-26,2013,Desember,26,4.3,,6.4,137.5
2013-12-27,2013,Desember,27,2.2,0.1,2.2,87.5
2013-12-28,2013,Desember,28,8.0,0.3,8.0,87.5
2013-12-29,2013,Desember,29,2.6,,2.6,96.2
2013-12-30,2013,Desember,30,2.9,2.7,3.9,46.6
2013-12-31,2013,Desember,31,2.8,4.2,5.1,33.0
2014-01-01,2014,Januari,1,1.1,6.9,7.0,8.8
2014-01-02,2014,Januari,2,0.0,4.0,4.0,0.4
2014-01-03,2014,Januari,3,1.4,0.9,1.6,57.8
2014-01-04,2014,Januari,4,3.2,,3.3,101.5
2014-01-05,2014,Januari,5,3.9,,4.6,123.9
2014-01-06,2014,Januari,6,3.8,,4.2,115.3
2014-01-07,2014,Januari,7,3.1,,4.9,140.6
2014-01-08,2014,Januari,8,4.0,,4.3,111.7
2014-01-09,2014,Januari,9,1.7,,3.5,150.9
2014-01-10,2014,Januari,10,,0.3,0.4,312.5
2014-01-11,2014,Januari,11,0.5,2.8,2.9,9.6
2014-01-12,2014,Januari,12,3.0,,3.1,102.4
2014-01-13,2014,Januari,13,4.8,1.4,5.0,74.0
2014-01-14,2014,Januari,14,4.1,0.6,4.2,82.1
2014-01-15,2014,Januari,15,3.8,,4.1,112.8
2014-01-16,2014,Januari,16,2.8,,6.2,153.3
2014-01-17,2014,Januari,17,2.0,,6.7,162.2
2014-01-18,2014,Januari,18,1.9,,4.3,153.3
2014-01-19,2014,Januari,19,1.1,,2.8,156.5
2014-01-20,2014,Januari,20,1.1,,3.5,161.1
2014-01-21,2014,Januari,21,,,2.9,189.6
2014-01-22,2014,Januari,22,1.3,,3.2,155.7
2015-05-07,2015,Mei,7,1.1,0.8,1.4,51.2
2015-05-08,2015,Mei,8,1.5,2.0,2.5,36.1
2015-05-09,2015,Mei,9,0.3,0.9,0.9,21.0
2015-05-10,2015,Mei,10,,,1.3,216.8
2015-05-11,2015,Mei,11,4.7,0.9,4.8,79.1
2015-05-12,2015,Mei,12,8.7,3.4,9.4,68.7
2015-05-13,2015,Mei,13,4.2,1.6,4.5,68.8
2015-05-14,2015,Mei,14,,0.8,0.8,346.9
2015-05-15,2015,Mei,15,2.0,2.0,2.8,44.5
2015-05-16,2015,Mei,16,0.4,3.9,3.9,5.9
2015-05-17,2015,Mei,17,,1.6,2.0,323.8
2015-05-18,2015,Mei,18,,0.4,0.7,306.8
2015-05-19,2015,Mei,19,,1.4,1.4,344.8
2015-05-20,2015,Mei,20,0.6,2.0,2.0,16.9
2015-05-21,2015,Mei,21,,3.6,3.7,347.5
2015-05-22,2015,Mei,22,,1.5,2.4,308.9
2015-05-23,2015,Mei,23,,0.1,0.3,286.5
2015-05-24,2015,Mei,24,0.3,2.8,2.9,6.6
2015-05-25,2015,Mei,25,0.6,3.1,3.1,11.8
2015-05-26,2015,Mei,26,,2.6,3.4,321.8
2015-05-27,2015,Mei,27,,0.1,0.1,327.6
2015-05-28,2015,Mei,28,,0.4,1.9,280.6
2015-05-29,2015,Mei,29,,0.6,3.4,279.9
2015-05-30,2015,Mei,30,,1.9,3.0,309.0
2015-05-31,2015,Mei,31,0.9,0.9,1.3,47.5
2015-06-01,2015,Juni,1,,2.6,2.9,334.8
2015-06-02,2015,Juni,2,,,4.9,257.0
2015-06-03,2015,Juni,3,,,4.1,263.4
2015-06-04,2015,Juni,4,,1.0,2.9,290.0
2015-06-05,2015,Juni,5,1.2,,1.6,130.4
2015-06-06,2015,Juni,6,5.0,1.9,5.4,69.5
2015-06-07,2015,Juni,7,2.7,2.3,3.5,49.7
2015-06-08,2015,Juni,8,,,1.3,219.4
2015-06-09,2015,Juni,9,2.9,,3.2,112.8
2015-06-10,2015,Juni,10,3.0,1.3,3.3,66.5
2015-06-11,2015,Juni,11,0.6,0.9,1.1,33.0
2015-06-12,2015,Juni,12,,,2.1,181.2
2015-06-13,2015,Juni,13,1.7,,2.3,132.8
2015-06-14,2015,Juni,14,3.5,3.7,5.1,43.8
2015-06-15,2015,Juni,15,1.6,4.0,4.3,21.9
2015-06-16,2015,Juni,16,1.6,5.3,5.5,16.9
2015-06-17,2015,Juni,17,,3.8,3.8,348.7
2015-06-18,2015,Juni,18,,3.5,4.6,319.2
2015-06-19,2015,Juni,19,,3.8,4.5,328.8
2015-06-20,2015,Juni,20,,4.2,4.9,328.4
2015-06-21,2015,Juni,21,,4.0,6.0,311.8
2015-06-22,2015,Juni,22,,3.3,5.9,304.4
2015-06-23,2015,Juni,23,,3.7,5.7,310.5
2015-06-24,2015,Juni,24,,2.6,4.9,302.1
2015-06-25,2015,Juni,25,,1.6,3.8,295.6
2015-06-26,2015,Juni,26,,1.6,3.1,302.1
2015-06-27,2015,Juni,27,,0.7,2.2,289.4
2015-06-28,2015,Juni,28,,1.4,5.1,286.2
2015-06-29,2015,Juni,29,,,4.0,267.4
2015-06-30,2015,Juni,30,,0.7,2.0,289.1
2015-07-01,2015,Juli,1,,1.0,3.4,286.4
2015-07-02,2015,Juli,2,,4.2,7.2,305.8
2015-07-03,2015,Juli,3,,3.6,6.3,305.2
2015-07-04,2015,Juli,4,,1.7,3.9,296.0
2015-07-05,2015,Juli,5,,2.6,3.7,315.0
2015-07-06,2015,Juli,6,,5.0,5.2,342.8
2015-07-07,2015,Juli,7,4.7,4.1,6.3,48.9
2015-07-08,2015,Juli,8,1.5,5.7,5.9,14.4
2015-07-09,2015,Juli,9,3.5,4.3,5.6,39.6
2015-07-10,2015,Juli,10,4.9,2.8,5.7,60.8
2015-07-11,2015,Juli,11,,3.6,4.0,335.6
2015-07-12,2015,Juli,12,2.3,1.2,2.6,62.2
2015-07-13,2015,Juli,13,2.1,6.1,6.5,19.4
2015-07-14,2015,Juli,14,1.7,8.0,8.2,12.1
2015-07-15,2015,Juli,15,,5.5,5.7,342.8
2015-07-16,2015,Juli,16,1.1,4.5,4.6,13.7
2015-07-17,2015,Juli,17,,0.6,1.5,294.9
2015-07-18,2015,Juli,18,5.5,,5.6,102.3
2015-07-19,2015,Juli,19,2.5,1.0,2.8,68.0
2015-07-20,2015,Juli,20,2.5,3.6,4.4,35.1
2015-07-21,2015,Juli,21,,3.8,4.3,333.0
2015-07-22,2015,Juli,22,,3.0,4.4,312.9
2015-07-23,2015,Juli,23,,,2.0,258.7
2015-07-24,2015,Juli,24,,,0.3,193.3
2015-07-25,2015,Juli,25,1.6,3.2,3.6,26.5
2015-07-26,2015,Juli,26,,3.0,3.7,325.4
2015-07-27,2015,Juli,27,,2.0,6.0,289.6
2015-07-28,2015,Juli,28,,2.2,5.2,294.5
2015-07-29,2015,Juli,29,0.9,3.4,3.5,14.0
2015-07-30,2015,Juli,30,,1.3,3.0,297.0
2015-07-31,2015,Juli,31,,0.3,2.4,277.4
2015-08-01,2015,Agustus,1,,4.1,4.2,348.8
2015-08-02,2015,Agustus,2,,4.8,4.8,355.9
2015-08-03,2015,Agustus,3,,4.8,4.8,358.6
2015-08-04,2015,Agustus,4,,4.6,4.8,344.4
2015-08-05,2015,Agustus,5,,3.2,4.1,320.3
2015-08-06,2015,Agustus,6,,3.3,3.6,336.2
2015-08-07,2015,Agustus,7,,4.8,5.2,336.8
2015-08-08,2015,Agustus,8,,5.1,6.7,319.4
2015-08-09,2015,Agustus,9,,4.5,5.0,335.9
2015-08-10,2015,Agustus,10,,2.3,2.8,326.7
2015-08-11,2015,Agustus,11,,1.9,4.4,296.2
2015-08-12,2015,Agustus,12,,,1.1,255.8
2015-08-13,2015,Agustus,13,0.1,1.9,1.9,3.5
2015-08-14,2015,Agustus,14,2.9,3.4,4.5,40.0
2015-08-15,2015,Agustus,15,4.9,3.3,5.9,56.4
2015-08-16,2015,Agustus,16,3.9,1.7,4.3,66.3
2015-08-17,2015,Agustus,17,1.0,2.1,2.4,24.7
2015-08-18,2015,Agustus,18,,1.8,2.6,314.2
2015-08-19,2015,Agustus,19,,2.8,3.0,339.7
2015-08-20,2015,Agustus,20,,4.5,5.3,328.8
2015-08-21,2015,Agustus,21,,4.4,6.8,310.0
2015-08-22,2015,Agustus,22,,4.2,6.2,312.6
2015-08-23,2015,Agustus,23,,3.5,4.5,321.6
2015-08-24,2015,Agustus,24,,2.5,3.5,314.4
2015-08-25,2015,Agustus,25,,5.7,6.2,336.7
2015-08-26,2015,Agustus,26,,5.0,6.0,326.7
2015-08-27,2015,Agustus,27,,3.9,5.8,311.8
2015-08-28,2015,Agustus,28,,2.1,2.6,323.5
2015-08-29,2015,Agustus,29,,0.9,1.6,305.4
2015-08-30,2015,Agustus,30,,2.9,4.0,316.1
2016-02-29,2016,Februari,29,1.4,,2.1,136.9
2016-03-01,2016,Maret,1,0.8,1.9,2.0,24.1
2016-03-02,2016,Maret,2,,1.4,1.5,348.0
2016-03-03,2016,Maret,3,,,1.7,259.4
2016-03-04,2016,Maret,4,0.4,,0.7,150.9
2016-03-05,2016,Maret,5,0.3,2.4,2.5,7.8
2016-03-06,2016,Maret,6,,,2.2,243.5
2016-03-07,2016,Maret,7,,1.4,2.5,305.4
2016-03-08,2016,Maret,8,,2.1,2.6,322.5
2016-03-09,2016,Maret,9,1.2,,1.7,132.5
2016-03-10,2016,Maret,10,2.8,,2.8,91.9
2016-03-11,2016,Maret,11,1.6,,1.8,110.7
2016-03-12,2016,Maret,12,1.4,,2.5,146.5
2016-03-13,2016,Maret,13,1.0,,1.9,147.8
2016-03-14,2016,Maret,14,0.7,1.1,1.3,34.4
2016-03-15,2016,Maret,15,1.2,0.8,1.4,56.5
2016-03-16,2016,Maret,16,2.8,,3.8,132.5
2016-03-17,2016,Maret,17,0.4,,4.5,174.9
2016-03-18,2016,Maret,18,,,3.5,194.8
2016-03-19,2016,Maret,19,3.0,,4.2,134.5
2016-03-20,2016,Maret,20,6.9,,7.0,100.7
2016-03-21,2016,Maret,21,4.8,,4.9,104.4
2016-03-22,2016,Maret,22,3.6,,3.9,112.7
2016-03-23,2016,Maret,23,3.0,,5.8,148.2
2016-03-24,2016,Maret,24,2.8,,4.4,140.1
2016-03-25,2016,Maret,25,1.6,,2.2,132.5
2016-03-26,2016,Maret,26,,1.5,2.0,322.0
2016-03-27,2016,Maret,27,,2.5,3.0,327.2
2016-03-28,2016,Maret,28,,1.4,2.5,305.4
2016-03-29,2016,Maret,29,,0.6,2.3,284.2
2016-03-30,2016,Maret,30,,,2.0,261.2
2016-03-31,2016,Maret,31,,0.9,0.9,339.1
2016-04-01,2016,April,1,,,1.1,191.5
2016-04-02,2016,April,2,0.3,,2.0,171.2
2016-04-03,2016,April,3,2.0,,2.9,135.5
2016-04-04,2016,April,4,1.2,0.3,1.3,76.2
2016-04-05,2016,April,5,2.7,1.0,2.9,70.4
2016-04-06,2016,April,6,5.9,,6.5,114.8
2016-04-07,2016,April,7,2.4,,2.8,120.0
2016-04-08,2016,April,8,2.0,0.8,2.1,69.1
2016-04-09,2016,April,9,0.6,2.2,2.3,14.2
2016-04-10,2016,April,10,3.3,1.4,3.6,66.9
2016-04-11,2016,April,11,2.7,1.2,3.0,66.5
2016-04-12,2016,April,12,4.6,2.2,5.1,64.0
2016-04-13,2016,April,13,3.3,1.4,3.6,66.9
2016-04-14,2016,April,14,0.6,0.6,0.8,42.5
2016-04-15,2016,April,15,,0.8,2.2,291.5
2016-04-16,2016,April,16,,1.4,1.6,330.9
2016-04-17,2016,April,17,,1.6,1.8,334.3
2016-04-18,2016,April,18,0.6,1.9,1.9,18.1
2016-04-19,2016,April,19,0.3,,1.1,163.5
2016-04-20,2016,April,20,0.4,1.3,1.3,19.3
2016-04-21,2016,April,21,0.7,0.4,0.7,60.9
2016-04-22,2016,April,22,1.2,2.2,2.5,28.5
2016-04-23,2016,April,23,3.1,3.2,4.5,44.4
2016-04-24,2016,April,24,3.5,1.2,3.7,71.1
2016-04-25,2016,April,25,2.0,,2.1,100.0
2016-04-26,2016,April,26,1.0,,2.0,150.9
2016-04-27,2016,April,27,1.6,,2.3,136.3
2016-04-28,2016,April,28,1.5,,1.6,114.1
2016-04-29,2016,April,29,,1.6,1.7,341.6
2016-04-30,2016,April,30,0.1,2.2,2.2,3.2
2016-05-01,2016,Mei,1,2.4,,2.5,107.5
2016-05-02,2016,Mei,2,1.8,,2.6,135.9
2016-05-03,2016,Mei,3,1.2,,1.4,118.5
2016-05-04,2016,Mei,4,3.3,0.6,3.4,80.4
2016-05-05,2016,Mei,5,1.2,,2.1,145.5
2016-05-06,2016,Mei,6,6.2,0.7,6.2,83.8
2016-05-07,2016,Mei,7,5.3,,5.3,91.9
2016-05-08,2016,Mei,8,2.4,0.8,2.5,72.2
2016-05-09,2016,Mei,9,2.4,2.8,3.7,40.2
2016-05-10,2016,Mei,10,4.8,2.0,5.2,66.9
2016-05-11,2016,Mei,11,4.6,1.8,5.0,68.3
2016-05-12,2016,Mei,12,9.5,0.0,9.5,89.9
2016-05-13,2016,Mei,13,6.9,2.5,7.3,70.0
2016-05-14,2016,Mei,14,10.0,1.2,10.1,83.0
2016-05-15,2016,Mei,15,7.0,,7.0,94.0
2016-05-16,2016,Mei,16,3.8,,3.8,93.8
2016-05-17,2016,Mei,17,2.2,,2.8,126.2
2016-05-18,2016,Mei,18,0.9,,1.0,121.2
2016-05-19,2016,Mei,19,1.6,1.0,1.9,57.8
2016-05-20,2016,Mei,20,4.4,2.2,4.9,63.1
2016-05-21,2016,Mei,21,2.1,4.4,4.8,25.1
2016-05-22,2016,Mei,22,4.3,2.8,5.2,56.9
2016-05-23,2016,Mei,23,3.6,5.2,6.3,34.7
2016-05-24,2016,Mei,24,5.1,2.9,5.9,60.9
2016-05-25,2016,Mei,25,7.2,3.3,7.9,65.4
2016-05-26,2016,Mei,26,3.9,3.6,5.3,47.1
2016-05-27,2016,Mei,27,4.0,3.0,5.0,52.5
2016-05-28,2016,Mei,28,6.9,1.7,7.1,76.2
2016-05-29,2016,Mei,29,7.5,1.5,7.7,78.5
2016-05-30,2016,Mei,30,6.9,2.1,7.2,73.1
2016-05-31,2016,Mei,31,7.2,0.9,7.2,82.7
2016-06-01,2016,Juni,1,8.8,1.6,9.0,79.9
2016-06-02,2016,Juni,2,7.7,1.1,7.8,81.6
2016-06-03,2016,Juni,3,7.2,3.7,8.1,62.8
2016-06-04,2016,Juni,4,4.2,1.8,4.6,66.7
2016-06-05,2016,Juni,5,4.0,,4.1,105.0
2016-06-06,2016,Juni,6,3.2,,3.2,95.1
2016-06-07,2016,Juni,7,2.2,0.1,2.2,87.5
2016-06-08,2016,Juni,8,0.2,1.1,1.1,11.5
2016-06-09,2016,Juni,9,1.8,0.3,1.9,80.4
2016-06-10,2016,Juni,10,2.7,1.8,3.2,55.9
2016-06-11,2016,Juni,11,1.5,3.6,3.9,22.7
2016-06-12,2016,Juni,12,2.8,0.1,2.8,87.5
2016-06-13,2016,Juni,13,2.5,1.8,3.1,53.8
2016-06-14,2016,Juni,14,7.0,,7.0,92.4
2016-06-15,2016,Juni,15,8.6,,8.7,98.0
2016-06-16,2016,Juni,16,8.8,3.0,9.3,71.4
2016-06-17,2016,Juni,17,5.7,3.5,6.6,58.6
2016-06-18,2016,Juni,18,5.7,3.6,6.7,57.1
2016-06-19,2016,Juni,19,5.5,2.5,6.1,66.0
2016-06-20,2016,Juni,20,5.9,2.7,6.5,65.7
2017-03-03,2017,Maret,3,1.6,,1.8,113.1
2017-03-04,2017,Maret,4,2.8,,2.8,97.3
2017-03-05,2017,Maret,5,3.3,,4.2,128.9
2017-03-06,2017,Maret,6,0.9,,0.9,98.0
2017-03-07,2017,Maret,7,0.0,0.6,0.6,3.2
2017-03-08,2017,Maret,8,,1.6,1.6,349.7
2017-03-09,2017,Maret,9,,0.7,0.9,315.2
2017-03-10,2017,Maret,10,2.0,,2.1,109.8
2017-03-11,2017,Maret,11,3.4,,3.4,102.7
2017-03-12,2017,Maret,12,4.5,,5.0,118.4
2017-03-13,2017,Maret,13,4.0,,4.6,119.6
2017-03-14,2017,Maret,14,1.3,,2.2,144.6
2017-03-15,2017,Maret,15,1.1,,2.9,157.0
2017-03-16,2017,Maret,16,4.4,,5.2,121.6
2017-03-17,2017,Maret,17,3.3,,4.3,129.5
2017-03-18,2017,Maret,18,3.0,,3.1,96.1
2017-03-19,2017,Maret,19,4.4,1.2,4.5,74.6
2017-03-20,2017,Maret,20,5.4,0.9,5.5,80.1
2017-03-21,2017,Maret,21,4.3,,5.6,128.9
2017-03-22,2017,Maret,22,3.6,,4.6,128.1
2017-03-23,2017,Maret,23,2.2,0.3,2.2,81.8
2017-03-24,2017,Maret,24,0.8,,2.1,158.6
2017-03-25,2017,Maret,25,0.1,,1.4,175.9
2017-03-26,2017,Maret,26,1.3,,2.7,151.5
2017-03-27,2017,Maret,27,3.0,0.2,3.0,86.1
2017-03-28,2017,Maret,28,4.9,2.4,5.5,64.1
2017-03-29,2017,Maret,29,,1.7,1.7,352.7
2017-03-30,2017,Maret,30,,1.4,1.9,318.6
2017-03-31,2017,Maret,31,,2.3,2.5,341.1
2017-04-01,2017,April,1,2.3,2.6,3.5,41.8
2017-04-02,2017,April,2,3.0,0.9,3.1,72.3
2017-04-03,2017,April,3,3.6,0.8,3.7,77.7
2017-04-04,2017,April,4,2.6,1.6,3.1,57.6
2017-04-05,2017,April,5,3.6,0.6,3.6,81.1
2017-04-06,2017,April,6,5.7,0.6,5.7,84.4
2017-04-07,2017,April,7,6.7,1.7,6.9,75.9
2017-04-08,2017,April,8,5.5,2.5,6.1,66.2
2017-04-09,2017,April,9,5.3,3.2,6.2,59.0
2017-04-10,2017,April,10,9.1,0.9,9.1,84.4
2017-04-11,2017,April,11,7.1,4.2,8.2,59.7
2017-04-12,2017,April,12,2.9,1.8,3.4,58.0
2017-04-13,2017,April,13,1.3,2.7,3.0,25.9
2017-04-14,2017,April,14,1.5,2.1,2.5,35.6
2017-04-15,2017,April,15,2.5,3.2,4.1,37.7
2017-04-16,2017,April,16,1.3,4.2,4.4,17.4
2017-04-17,2017,April,17,1.7,3.1,3.6,27.9
2017-04-18,2017,April,18,2.6,3.1,4.0,40.1
2017-04-19,2017,April,19,3.8,1.1,3.9,73.1
2017-04-20,2017,April,20,4.2,0.2,4.2,86.8
2017-04-21,2017,April,21,1.9,,3.9,150.7
2017-04-22,2017,April,22,0.9,,3.0,163.4
2017-04-23,2017,April,23,,,1.3,206.3
2017-04-24,2017,April,24,0.4,0.3,0.5,50.2
2017-04-25,2017,April,25,1.8,0.2,1.8,82.9
2017-04-26,2017,April,26,2.4,,2.5,106.9
2017-04-27,2017,April,27,3.3,2.3,4.0,54.6
2017-04-28,2017,April,28,0.9,2.5,2.6,20.7
2017-04-29,2017,April,29,0.2,0.7,0.7,17.7
2017-04-30,2017,April,30,0.9,1.9,2.1,24.1
2017-05-01,2017,Mei,1,1.4,1.9,2.4,37.7
2017-05-02,2017,Mei,2,1.5,,1.5,99.4
2017-05-03,2017,Mei,3,4.9,,5.0,100.1
2017-05-04,2017,Mei,4,1.9,2.1,2.8,42.9
2017-05-05,2017,Mei,5,1.6,1.4,2.1,50.3
2017-05-06,2017,Mei,6,,0.1,0.8,275.3
2017-05-07,2017,Mei,7,,,1.5,244.5
2017-05-08,2017,Mei,8,,0.4,0.6,320.3
2017-05-09,2017,Mei,9,1.6,2.9,3.3,29.3
2017-05-10,2017,Mei,10,0.7,2.5,2.6,15.4
2017-05-11,2017,Mei,11,1.7,1.5,2.3,47.2
2017-05-12,2017,Mei,12,1.3,2.1,2.5,30.9
2017-05-13,2017,Mei,13,0.5,2.4,2.4,11.4
2017-05-14,2017,Mei,14,0.6,0.9,1.1,35.6
2017-05-15,2017,Mei,15,1.0,1.4,1.7,37.4
2017-05-16,2017,Mei,16,4.0,2.3,4.6,59.8
2017-05-17,2017,Mei,17,3.2,4.8,5.8,33.8
2017-05-18,2017,Mei,18,2.5,1.2,2.8,64.3
2017-05-19,2017,Mei,19,6.2,1.6,6.4,75.8
2017-05-20,2017,Mei,20,6.5,2.1,6.8,71.9
2017-05-21,2017,Mei,21,5.4,3.6,6.5,55.9
2017-05-22,2017,Mei,22,2.6,3.6,4.4,35.3
2017-05-23,2017,Mei,23,2.7,3.0,4.0,42.1
2017-05-24,2017,Mei,24,4.1,1.6,4.4,67.9
2017-05-25,2017,Mei,25,5.0,2.9,5.8,60.1
2017-05-26,2017,Mei,26,6.1,3.0,6.8,64.0
2017-05-27,2017,Mei,27,4.6,2.8,5.4,58.5
2017-05-28,2017,Mei,28,3.0,1.8,3.5,59.2
2017-05-29,2017,Mei,29,6.2,,6.2,91.4
2017-05-30,2017,Mei,30,7.2,2.9,7.8,68.3
2017-05-31,2017,Mei,31,4.4,1.3,4.6,73.5
2017-06-01,2017,Juni,1,5.0,1.6,5.2,72.2
2017-06-02,2017,Juni,2,1.5,1.8,2.3,39.6
2017-06-03,2017,Juni,3,,,1.2,234.1
