Date,Year,month,day,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,WS10M,WS10M_MAX,WD10M
26/4/2023,2023,4,26,28.24,30.36,26.53,81,0.78,15.39,1.63,2.85,35.5
25/4/2023,2023,4,25,28.54,30.96,26.61,78.72,3.54,21.75,1.87,2.69,85.4
24/4/2023,2023,4,24,27.82,30.21,25.92,80.92,13.9,14.57,1.8,2.48,110
23/4/2023,2023,4,23,27.65,29.97,25.87,80.45,20.36,17.64,1.62,2.62,74.2
22/4/2023,2023,4,22,27.46,29.39,25.74,85.33,1.31,19.52,1.83,2.59,315.6
21/4/2023,2023,4,21,28.03,30.58,25.74,79.6,0.9,20.27,1.51,2.34,332.7
20/4/2023,2023,4,20,28.07,30.47,26.52,82.97,1.46,9.59,2.11,3.76,339.9
19/4/2023,2023,4,19,28.31,29.85,27.06,89.03,1.22,18.27,2.8,4.76,351.4
18/4/2023,2023,4,18,28.63,30.97,27.02,83.33,0.4,21.41,1.98,3.08,344.6
17/4/2023,2023,4,17,28.53,31.06,26.49,82.81,0.45,20.48,2.02,3.19,349
16/4/2023,2023,4,16,28.03,30.49,25.99,85.74,1.35,21.2,3.41,4.25,319.2
15/4/2023,2023,4,15,27.68,29.77,26.07,87.43,0.12,21.92,3.5,4.29,321
14/4/2023,2023,4,14,27.39,29.52,25.46,88.31,0.11,21.74,3.32,4.17,312.4
13/4/2023,2023,4,13,27.71,30.45,25.71,85.46,0.14,23.35,2.78,3.48,314.9
12/4/2023,2023,4,12,27.88,31.4,25.23,82,0.14,19.12,2.66,3.67,303.2
11/4/2023,2023,4,11,28.23,31.29,25.56,78.13,0.42,24.45,1.64,2.96,29.4
10/4/2023,2023,4,10,28.24,31.6,25.18,70.99,0.28,25.19,1.7,2.53,4.7
9/4/2023,2023,4,9,27.89,29.93,26.04,77.91,1.68,20.83,1.61,2.64,59.2
8/4/2023,2023,4,8,27.63,30.13,25.67,83.65,1.08,19.25,2.7,3.5,320.9
7/4/2023,2023,4,7,26.86,28.75,25.19,86.39,1.53,22.96,3.25,4.62,327.3
6/4/2023,2023,4,6,27.1,30.05,24.74,81.71,0.21,23.14,3,3.79,317.9
5/4/2023,2023,4,5,27,29.58,25.05,81.43,0.04,22.75,3.97,5.16,314.8
4/4/2023,2023,4,4,26.75,28.85,25.05,85.2,0.64,13.19,3.65,4.5,313.7
3/4/2023,2023,4,3,26.79,29.1,24.96,83.03,4.06,5.77,2.91,3.94,304.4
2/4/2023,2023,4,2,27.17,29.78,25.4,83.38,6.28,7.86,3.43,5.52,313.4
1/4/2023,2023,4,1,26.98,29,24.59,81.44,1,18.53,1.69,2.59,312.1
31/3/2023,2023,3,31,26.96,29.32,24.6,82.71,0.64,20.48,1.99,2.75,310.3
30/3/2023,2023,3,30,27.25,29.78,24.8,81.24,1.23,18.92,2,2.86,319.5
29/3/2023,2023,3,29,27.84,30.52,25.96,77.81,0.76,23.3,1.85,2.97,34.5
28/3/2023,2023,3,28,28.16,30.05,26.54,78.66,2.37,10.93,1.23,2.28,95.3
27/3/2023,2023,3,27,27.62,30.39,25.38,79.62,1.74,22.47,1.74,3.23,19.2
26/3/2023,2023,3,26,26.45,28.57,24.69,86.75,3.06,21.7,2.94,4.43,321.7
25/3/2023,2023,3,25,26.25,28.05,24.9,86.62,0.65,15.79,3.82,5.36,306
24/3/2023,2023,3,24,26.35,28.19,24.46,88.81,1.35,11.3,3.76,5.04,326.7
23/3/2023,2023,3,23,27.13,29.24,25.21,83.44,1.55,15.07,3.24,5.05,328.6
22/3/2023,2023,3,22,27.59,30.13,25.43,77.71,0.38,23.25,1.95,2.68,25.3
21/3/2023,2023,3,21,27.7,30.28,25.66,79.83,0.31,16.16,1.8,3.16,91.4
20/3/2023,2023,3,20,26.9,28.21,25.93,86.82,1.11,19.58,2.02,2.92,350.5
19/3/2023,2023,3,19,27.68,29.91,25.15,79.71,2.26,22.43,1.52,2.85,102.9
18/3/2023,2023,3,18,26.7,28.97,24.79,86.22,5.25,22.23,2.57,3.89,84.8
17/3/2023,2023,3,17,26.98,29.71,25.1,81.74,0.04,23.24,2.33,4.06,78.6
16/3/2023,2023,3,16,26.74,29.02,25.24,82.8,0.04,21.39,3.03,4.11,61
15/3/2023,2023,3,15,27.14,29.28,25.6,79.21,0.25,19.89,2.48,4.09,85.8
14/3/2023,2023,3,14,26.77,28.82,25,77.58,0.62,18.39,2.34,3.08,65.8
13/3/2023,2023,3,13,26.77,28.42,25.53,82.06,2.6,18.47,3.22,5.19,53.1
12/3/2023,2023,3,12,27.13,29.71,24.93,81.85,1.23,22.02,2.6,4.33,14.9
11/3/2023,2023,3,11,26.86,29.42,24.88,80.64,1.16,22.03,2.14,3.9,22.6
10/3/2023,2023,3,10,26.52,28.97,24.58,83.09,5.46,18.2,2.44,5.22,66.2
9/3/2023,2023,3,9,26.56,29.28,24.2,82.65,6.98,20.24,2.17,4.34,74.2
8/3/2023,2023,3,8,26.71,29.24,24.59,81.52,0.42,22.36,2.96,5.05,72.1
7/3/2023,2023,3,7,26.53,29.18,24.47,75.66,0.38,23.77,2.36,3.75,56.7
6/3/2023,2023,3,6,26.09,28.98,24.04,76.94,0.15,23.48,2.72,4.47,54.2
5/3/2023,2023,3,5,26.11,28.55,24.23,79.89,1.04,23.9,2.39,3.92,95.5
4/3/2023,2023,3,4,26.13,28.15,24.59,81.8,0.82,20.2,2.44,3.98,101.8
3/3/2023,2023,3,3,26.31,27.98,24.51,74.53,5.96,20.79,1.05,1.9,175.1
2/3/2023,2023,3,2,26.38,28.98,23.79,80.56,2.18,21.46,2.48,3.32,117.5
1/3/2023,2023,3,1,25.47,27,24.17,88.74,8.09,8.22,3.35,4.9,102.3
28/2/2023,2023,2,28,26.48,28.76,24.98,82.93,3.37,19.97,2.96,4.7,73.8
27/2/2023,2023,2,27,26.26,29.14,23.79,78.93,1.34,20.84,2.96,4.23,106.4
26/2/2023,2023,2,26,26.17,28.73,24.03,80.29,2.21,13.8,3.72,5.94,94.2
25/2/2023,2023,2,25,26.5,29.52,23.58,80.98,0.34,21.82,2.3,3.79,21.4
24/2/2023,2023,2,24,26.36,28.79,24.28,80.79,0.34,16.65,2.57,4.34,359.8
23/2/2023,2023,2,23,27.25,30.12,25.27,77.08,0.26,21.36,1.92,3.53,23.7
22/2/2023,2023,2,22,26.75,28.66,24.98,81,2.89,15.51,1.54,1.81,80.3
21/2/2023,2023,2,21,26.79,29.35,24.9,81.36,1.57,20.21,1.88,3.07,6.5
20/2/2023,2023,2,20,26.44,29.01,24.17,82,2.04,23.61,2.07,3.22,7.4
19/2/2023,2023,2,19,26.47,28.76,24.55,83.66,5.75,16.29,2.11,2.94,7.6
18/2/2023,2023,2,18,26.08,27.87,24.78,85.88,1.16,16.88,2.65,3.94,32.4
17/2/2023,2023,2,17,26.36,28.69,24.22,83.86,0.76,14.04,3.05,4.18,100.9
16/2/2023,2023,2,16,26.24,28.9,23.84,83.29,1.63,22.54,3.41,4.63,106.3
15/2/2023,2023,2,15,25.98,27.7,24.47,81.61,1.19,14.44,1.89,2.57,152.2
14/2/2023,2023,2,14,26.26,28.4,24.48,87.17,1.21,15.27,2.75,3.94,331.5
13/2/2023,2023,2,13,26.57,29,24.91,83.7,0.76,12.89,1.89,2.55,334.2
12/2/2023,2023,2,12,26.43,28.02,25.22,85.36,0.67,20.48,2.67,4.23,333.3
11/2/2023,2023,2,11,26.21,28.22,23.22,78.41,2.28,10.13,1.77,4.63,309.3
10/2/2023,2023,2,10,26.21,27.58,24.86,86.34,14.22,16.36,2.38,4.36,50.6
9/2/2023,2023,2,9,26.8,28.99,24.87,80.43,1.76,14.74,1.39,2.85,23.3
8/2/2023,2023,2,8,26.03,27.77,24.38,87.06,1.64,15.5,2.18,3.01,0.4
7/2/2023,2023,2,7,26.15,28.49,24.43,82.94,0.42,20.17,1.72,2.88,13.5
6/2/2023,2023,2,6,25.63,27.15,24.59,88.14,0.89,10.47,2.23,3.23,77
5/2/2023,2023,2,5,25.9,27.3,24.44,87.74,0.99,14.89,1.84,2.84,104.4
4/2/2023,2023,2,4,26.07,27.87,24.59,87.13,12.33,18,1.83,2.87,90.1
3/2/2023,2023,2,3,25.3,26.99,24.2,89.16,9.92,15.16,2.52,3.85,340.5
2/2/2023,2023,2,2,26.2,27.77,24.61,83.99,0.18,20.12,1.75,2.69,30.4
1/2/2023,2023,2,1,25.93,27.6,24.55,88.28,1.27,15.88,2.88,5.07,8
31/1/2023,2023,1,31,25.88,27.43,24.93,88.65,4.81,14.75,4.34,6.6,77.9
30/1/2023,2023,1,30,25.74,27.27,24.69,89.92,1.6,9.8,4.07,5.79,76.7
29/1/2023,2023,1,29,25.7,27.68,24.63,90.46,1.64,14.58,4.34,5.95,100.4
28/1/2023,2023,1,28,25.19,26.45,24.24,88.92,2.7,18.27,3.23,4.06,77.7
27/1/2023,2023,1,27,25.66,27,24.71,88.17,2.89,15.58,2.79,4.11,52.2
26/1/2023,2023,1,26,25.72,27.51,23.92,87.1,4.36,11.14,3.14,3.9,96.5
25/1/2023,2023,1,25,25.64,28.26,23.36,83.99,1.68,20.53,3.71,5.29,116
24/1/2023,2023,1,24,25.03,26.56,23.82,87.43,15.28,8.86,1.8,2.79,112.3
23/1/2023,2023,1,23,25.8,27.21,24.56,85.29,13.65,13.97,1.89,2.71,20.6
22/1/2023,2023,1,22,25.67,27.51,24.25,83.55,38.38,15.48,1.37,2.25,107.7
21/1/2023,2023,1,21,25.71,27.24,24.43,90.83,61.28,13.76,3.86,5.66,81.1
20/1/2023,2023,1,20,26,28.06,24.57,85.24,26.3,16.19,2.01,2.71,70.2
19/1/2023,2023,1,19,26.28,28.56,24.41,83.29,1.35,16.23,3.47,5.74,66.1
18/1/2023,2023,1,18,25.64,28.15,23.25,77.13,0.39,17.18,2.4,3.81,45.4
17/1/2023,2023,1,17,25.83,27.51,23.93,72.48,1.6,18.44,1.3,3.28,339.5
16/1/2023,2023,1,16,25.83,27.71,24.44,85.02,3.05,16.85,4.35,5.86,341.6
15/1/2023,2023,1,15,25.54,27.12,24.05,91.43,3.78,15.18,3.89,5.2,315.5
14/1/2023,2023,1,14,25.85,27.72,24.28,85.7,1.3,10.85,2.18,2.99,346.2
13/1/2023,2023,1,13,25.84,27.54,24.79,87.95,2.28,14.71,2.65,3.39,355.1
12/1/2023,2023,1,12,26.24,28.79,24.63,83.77,1.96,19.24,2.05,3.91,8.7
11/1/2023,2023,1,11,25.8,27.31,24.38,84.84,2.03,14.84,1.75,2.76,346.7
10/1/2023,2023,1,10,25.83,27.48,24.71,87.06,1.03,16.28,2.97,3.95,340.2
9/1/2023,2023,1,9,25.65,27.44,23.97,86.75,1.1,18.39,2.72,3.53,349.3
8/1/2023,2023,1,8,25.36,27.6,23.75,86.53,3,10.15,3.14,4.53,345.7
7/1/2023,2023,1,7,25.44,27.28,24.37,87.1,5.63,11.26,2.92,4.65,9.7
6/1/2023,2023,1,6,26.41,29.08,24.09,80.03,3.59,18.29,2.01,2.72,56.5
5/1/2023,2023,1,5,25.74,27.65,24.04,85.69,0.7,18.09,2.28,3.66,76.3
4/1/2023,2023,1,4,25.35,27.05,24.02,85.98,0.84,15.62,2.04,2.72,43.8
3/1/2023,2023,1,3,25.69,27.25,24.32,88.87,0.72,14.62,2.85,4.65,54.2
2/1/2023,2023,1,2,25.67,27.66,23.95,86.07,1.11,15.29,3.37,4.98,64.7
1/1/2023,2023,1,1,26.04,28.14,24.25,80.3,0.24,18.21,2.92,4.66,49.1
31/12/2022,2022,12,31,25.55,27.93,23.67,80.65,0.01,18.05,2.75,4.03,23.3
30/12/2022,2022,12,30,25.46,27.54,23.89,82.53,2.78,14.58,3.02,4.57,15.7
29/12/2022,2022,12,29,25.45,26.98,24.13,84.65,4.89,14.27,3.82,4.9,10.3
28/12/2022,2022,12,28,25.94,27.99,24.46,81.68,0.16,18.32,2.73,4.12,19.3
27/12/2022,2022,12,27,25.81,27.92,24.34,85.1,6.73,10.21,3.51,6.01,46.3
26/12/2022,2022,12,26,25.98,27.55,24.96,87.23,3.09,11.36,4,4.92,63.6
25/12/2022,2022,12,25,25.87,28.13,23.93,84.68,0.14,14.59,3.81,4.99,60.5
24/12/2022,2022,12,24,25.92,28.18,24.2,83.73,0.33,20.47,2.9,4.47,81.9
23/12/2022,2022,12,23,26.42,28.62,24.86,81.3,0.32,17.07,1.7,2.84,41.5
22/12/2022,2022,12,22,26.1,28.02,24.42,78.5,1.88,14.54,1.28,2.27,357.4
21/12/2022,2022,12,21,25.6,26.63,25.07,91.09,8.81,13.47,3.14,4.85,28.9
20/12/2022,2022,12,20,26.15,27.99,24.98,88.55,8.04,15.53,4.02,5.17,56.3
19/12/2022,2022,12,19,25.66,26.63,24.71,91.33,26.81,10.41,4.97,7.27,89.2
18/12/2022,2022,12,18,25.73,27.59,24.61,89.47,85.29,8.62,4.76,6.06,77
17/12/2022,2022,12,17,25.81,27.14,24.51,89.06,19.22,18.54,2.38,4.16,98.6
16/12/2022,2022,12,16,26.01,27.66,24.6,91.65,0.62,5.6,3.08,4.19,110.8
15/12/2022,2022,12,15,25.23,26.26,24.28,91.97,5.46,10.92,3.57,5.51,101.2
14/12/2022,2022,12,14,25.12,26.18,24.06,90.54,22.12,8.76,2.27,3.83,97
13/12/2022,2022,12,13,25.25,27.51,24.23,91.04,19.93,8.44,2.95,3.93,155.9
12/12/2022,2022,12,12,25.24,27.62,23.24,88.86,11.7,2.84,1.85,2.53,311.5
11/12/2022,2022,12,11,24.86,26.14,23.82,86.69,10.84,7.88,2.22,2.98,299.6
10/12/2022,2022,12,10,24.95,27.05,23.37,87.04,27.88,3.37,2.73,4.46,300.4
9/12/2022,2022,12,9,24.46,26.13,23.36,87.62,20.62,5.21,2.58,3.16,301.4
8/12/2022,2022,12,8,25.52,27.06,23.92,90.65,49.25,10.96,3.1,3.92,331.3
7/12/2022,2022,12,7,26.43,27.88,25.36,87.46,17.34,16.83,1.89,2.46,34.6
6/12/2022,2022,12,6,26.64,28.73,25.24,86.03,6.78,8.14,2.08,2.81,77.8
5/12/2022,2022,12,5,26.09,28.2,24.58,85.93,8.78,15.02,2.57,4.18,93.8
4/12/2022,2022,12,4,25.26,27.19,23.58,88.15,5.41,10.53,2.96,4.53,320.2
3/12/2022,2022,12,3,25.27,27.59,23.8,86.94,14.37,4.21,2.79,3.67,323.9
2/12/2022,2022,12,2,25.91,27.83,24.56,84.13,11.09,13.55,1.56,2.47,354.1
1/12/2022,2022,12,1,26.03,27.71,24.9,87.83,5.73,15.57,2.11,2.71,342.3
30/11/2022,2022,11,30,26.57,28.15,25.38,84.36,2.38,15.72,1.59,2.63,330.5
29/11/2022,2022,11,29,27.28,29.41,25.47,77.62,2.14,15.18,1.13,1.76,60.8
28/11/2022,2022,11,28,26.44,28.4,25.35,83.55,0.67,13.63,1.38,2.59,55
27/11/2022,2022,11,27,26.38,28.92,24.38,82.76,0.78,16.22,1.7,2.36,103.7
26/11/2022,2022,11,26,25.43,27.04,23.56,84.92,7.76,16.47,1.73,2.47,127.7
25/11/2022,2022,11,25,26.37,30.03,22.82,76.9,7.52,18.81,1.75,2.42,194.9
24/11/2022,2022,11,24,26.04,29.63,23.02,84.17,3.55,20.13,3.29,4.94,284.6
23/11/2022,2022,11,23,26.4,29.32,24.3,86.1,2.39,18.3,4.22,5.17,292.3
22/11/2022,2022,11,22,26.64,29.77,23.95,87.05,1.68,17.44,3.8,5.32,305.6
21/11/2022,2022,11,21,26.39,29.08,24.11,85.97,2.34,17.37,3.91,6.23,312
20/11/2022,2022,11,20,25.79,28.55,23.35,82.38,1.14,15.98,3.48,4.85,310.6
19/11/2022,2022,11,19,26.08,28.08,24.64,84.05,19.6,12.25,2.26,3.71,326.4
18/11/2022,2022,11,18,25.88,28.39,24.42,84.32,22.61,15.69,1.57,3.07,14.3
17/11/2022,2022,11,17,25.6,27.68,24.27,87.82,2.31,14.35,1.77,2.98,64.9
16/11/2022,2022,11,16,25.82,27.3,24.87,90.92,3.95,18.6,2.21,2.98,57
15/11/2022,2022,11,15,25.85,27.92,24.25,88.3,14.77,12.03,2.15,3.76,49.9
14/11/2022,2022,11,14,25.54,27.82,23.73,88.18,24.81,7.8,2.09,2.73,12.4
13/11/2022,2022,11,13,24.81,25.66,23.81,92.24,16.27,5.52,3.19,3.89,332.5
12/11/2022,2022,11,12,25.52,27.37,24.07,87.69,9.97,4.34,2.16,2.77,319.9
11/11/2022,2022,11,11,25.19,27,23.84,86.76,20.15,4.51,2.27,2.64,326.1
10/11/2022,2022,11,10,25.78,27.62,24.45,87.05,16.61,8.3,2.09,2.45,319.2
9/11/2022,2022,11,9,26.33,28.02,25.07,83.89,1.38,14.52,1.64,2.5,336.7
8/11/2022,2022,11,8,25.95,27.16,25.16,89.19,5.21,19.1,3.2,4.2,341.9
7/11/2022,2022,11,7,26.84,29.29,24.94,81.6,16.44,16.92,1.73,2.96,20.8
6/11/2022,2022,11,6,25.73,27.46,24.44,90.41,36.74,16.9,3.34,4.5,316.8
5/11/2022,2022,11,5,25.74,28,24.04,88.24,15.67,14.24,3.05,3.86,322.7
4/11/2022,2022,11,4,24.93,26.59,23.81,88.44,11.84,11,3.33,4.55,312.5
3/11/2022,2022,11,3,26.4,28.42,24.99,83.52,13.13,15.96,2.77,4.17,358.2
2/11/2022,2022,11,2,26.05,27.76,25.05,88.12,1.26,13.26,3.49,4.98,326.9
1/11/2022,2022,11,1,26.46,29.53,24.28,84.59,8.16,16.6,3.13,4.5,332
31/10/2022,2022,10,31,26.08,28.86,24.37,86.6,4.31,10.41,3.28,4.96,340.3
30/10/2022,2022,10,30,25.67,26.96,24.47,88.96,5.16,10.71,3.09,4.42,334.3
29/10/2022,2022,10,29,26.7,29.37,24.63,82.62,3.14,17.37,1.81,2.44,335
28/10/2022,2022,10,28,26.29,28.85,24.61,84.3,4.82,17.95,2.74,4.32,327.4
27/10/2022,2022,10,27,26.18,28.55,24.64,87.27,4.54,10.05,3.67,5.11,317.3
26/10/2022,2022,10,26,26.29,28.48,25.12,86.09,15.92,2.82,3.23,3.84,316.1
25/10/2022,2022,10,25,26.9,29.61,25.26,82.58,5.57,9.4,3.59,5.02,315.6
24/10/2022,2022,10,24,26.36,28.49,24.65,82.82,1.88,14.31,2.78,3.66,329.1
23/10/2022,2022,10,23,26.3,28.31,24.95,86.34,5.35,15.41,2.02,2.57,2
22/10/2022,2022,10,22,25.91,27.19,24.99,90.48,3.16,11.7,2.34,3.24,83.1
21/10/2022,2022,10,21,27.07,29.51,25.04,83.11,12.78,19.83,1.55,2.47,21.8
20/10/2022,2022,10,20,26.22,28.82,24.22,86.09,17.62,21.49,2.27,3.83,91.1
19/10/2022,2022,10,19,26.42,29.63,23.93,78.14,25.15,18.96,1.45,2.15,280.9
18/10/2022,2022,10,18,27.05,30.05,24.56,78.41,3,19.45,1.41,2.2,280.7
17/10/2022,2022,10,17,26.88,29.36,24.65,81.12,1.99,19.16,1.35,2.87,5.1
16/10/2022,2022,10,16,26.9,29.65,24.74,80.83,10.8,7.22,1.65,2.54,13.8
15/10/2022,2022,10,15,26.83,29.84,24.01,82.29,5.04,17.98,2.82,3.5,299.2
14/10/2022,2022,10,14,26.72,29.13,25.07,83.38,3.06,8.76,3.99,5.71,323.6
13/10/2022,2022,10,13,26.28,28.23,24.95,84.29,0.78,8.01,2.68,4.81,337
12/10/2022,2022,10,12,26.3,27.67,25.52,86.7,1.48,8.84,2.06,3.4,58.8
11/10/2022,2022,10,11,26.7,29.29,24.65,84.65,2.28,21.53,2.62,4.9,353.1
10/10/2022,2022,10,10,26.05,27.63,24.9,85.25,0.35,16.94,1.86,3.85,7.4
9/10/2022,2022,10,9,25.84,27.25,24.52,86.3,1.03,11.03,1.89,3.16,97.3
8/10/2022,2022,10,8,26.81,30.14,24.39,79.71,8.55,12.17,1.86,2.95,86.4
7/10/2022,2022,10,7,25.9,27.13,24.67,88.27,51.02,11.27,2.47,3.31,52.9
6/10/2022,2022,10,6,26.92,28.96,25.63,80.96,25.68,18.52,1.96,3.58,30.8
5/10/2022,2022,10,5,26.4,28.85,24.7,80.92,91.85,10.42,1.86,3.92,356.8
4/10/2022,2022,10,4,26.31,27.8,25,86.58,66.48,18.97,2.77,4.08,50.7
3/10/2022,2022,10,3,27.06,29.92,25.07,81.21,4.18,21.34,2.56,3.1,317.1
2/10/2022,2022,10,2,26.59,29.43,23.94,80.85,0.85,21.83,3.51,5.07,308
1/10/2022,2022,10,1,25.77,27.43,24.37,86.42,1.41,8.17,4.18,6.39,308.4
30/9/2022,2022,9,30,26.44,29.15,24.43,83.64,3.59,17.6,2.43,4.47,341.3
29/9/2022,2022,9,29,26.59,29.61,24.77,85.86,10.42,14.48,2.36,3.09,51.8
28/9/2022,2022,9,28,26.99,30.21,24.75,80.34,5.52,17.29,1.19,2.45,51.6
27/9/2022,2022,9,27,26.79,29.19,25.02,82.63,29.94,17.13,1.7,3.15,7.4
26/9/2022,2022,9,26,26.52,28.68,24.41,82.53,3.86,20.49,1.74,2.56,328.6
25/9/2022,2022,9,25,26.7,28.97,23.98,79.93,0.87,20.08,2.2,2.82,156.4
24/9/2022,2022,9,24,26.57,29.16,24.39,82.05,2.43,19.7,2.98,3.53,295
23/9/2022,2022,9,23,26.88,30.1,24.74,79.75,3.31,14.46,2.97,4.71,296.9
22/9/2022,2022,9,22,26.41,29.37,23.22,76.22,0.14,14.52,2.07,2.72,299.2
21/9/2022,2022,9,21,26.95,29.43,25.03,80.92,5.65,14.49,2.07,4.34,323.1
20/9/2022,2022,9,20,26.97,29.69,24.89,78.06,3.91,19.51,1.56,2.47,231.9
19/9/2022,2022,9,19,26.81,28.98,24.76,80.45,1.07,21.26,1.84,2.97,12.1
18/9/2022,2022,9,18,26.96,29.32,24.98,82.22,1.57,14.8,3.1,4.18,144.5
17/9/2022,2022,9,17,27.2,29.8,24.67,79.7,4.84,21.87,2.36,4.3,11.9
16/9/2022,2022,9,16,26.83,29.83,24.18,78.37,1.03,21.38,3.28,4.57,311.4
15/9/2022,2022,9,15,26.34,28.43,24.67,82.26,2.87,13.08,2.44,4.15,314.2
14/9/2022,2022,9,14,26.83,29.27,25,77.33,2.45,17.97,1.91,2.9,307.7
13/9/2022,2022,9,13,26.76,29.14,24.6,81.52,1.83,19.97,3.09,4.22,316.6
12/9/2022,2022,9,12,26.98,29.39,25.15,83.21,0.47,17.73,3.16,4.76,322.8
11/9/2022,2022,9,11,27.34,30.15,24.93,80.65,0.72,12.9,2.09,3.42,340.9
10/9/2022,2022,9,10,26.94,28.64,25.75,83.79,0.35,19.97,1.95,2.42,61.4
9/9/2022,2022,9,9,27.8,30.6,25.8,77.56,0.35,24.26,1.65,2.77,84.8
8/9/2022,2022,9,8,27.37,30.19,25.63,76.54,1.13,11.71,1.42,2.51,78.7
7/9/2022,2022,9,7,26.91,29.94,24.91,77.05,7.64,14.27,1.51,2.69,40.4
6/9/2022,2022,9,6,27.78,30.34,25.85,76.75,4.62,11.44,1.91,3.18,41.3
5/9/2022,2022,9,5,28.24,30.13,25.87,69.77,0.6,16.55,1.5,2.03,94
4/9/2022,2022,9,4,27.29,30.42,24.11,73.25,3.07,17.04,1.91,2.82,328.6
3/9/2022,2022,9,3,26.94,30.01,24.57,80.39,7.55,20.35,2.18,3.41,4.7
2/9/2022,2022,9,2,27.26,30.45,24.27,79.31,3.64,13.33,2.06,2.92,274.2
1/9/2022,2022,9,1,27.08,29.5,25.38,81.66,5.75,3.86,2.19,2.9,318.7
31/8/2022,2022,8,31,26.89,28.82,25.87,84.13,1.69,22.29,1.96,3.24,29.7
30/8/2022,2022,8,30,26.65,28.81,24.88,83.06,6.91,14.04,2.82,4.15,74.8
29/8/2022,2022,8,29,26.54,28.33,25.19,84.02,3.5,18.94,2.65,3.97,76.6
28/8/2022,2022,8,28,27.34,30.43,25.04,79.78,2.3,14.94,1.94,3.01,4.9
27/8/2022,2022,8,27,26.62,28.94,25.21,80.99,2.78,13.1,1.46,2.82,23.8
26/8/2022,2022,8,26,26.95,29.46,25.27,82.33,11.55,14.23,1.64,2.21,97.9
25/8/2022,2022,8,25,27.49,30.46,25.56,80.14,17.42,19.02,1.92,3.06,326.6
24/8/2022,2022,8,24,27.42,29.67,25.57,78.69,1.93,18.04,2.24,4.36,331.9
23/8/2022,2022,8,23,27.52,30.1,24.99,74.88,1.27,17.24,1.46,2.42,319
22/8/2022,2022,8,22,26.82,28.87,25.24,82.82,4.12,13.17,2.3,3.33,32.6
21/8/2022,2022,8,21,26.96,30.77,23.44,74.35,0.73,10.75,2.48,3.63,302.4
20/8/2022,2022,8,20,27.56,30.13,25.26,78.47,3.26,22.95,2.94,3.9,313.7
19/8/2022,2022,8,19,27.69,30.02,26.04,77.2,16.42,17.15,1.61,3.09,26.6
18/8/2022,2022,8,18,27.58,29.99,25.91,75.69,29.38,18.01,1.89,3.11,33.2
17/8/2022,2022,8,17,27.03,29.1,25.18,77.99,10.84,16.26,1.54,2.37,2
16/8/2022,2022,8,16,27,28.51,25.38,81.63,3.98,10.14,1.65,2.69,97.6
15/8/2022,2022,8,15,28.19,30.43,26.3,76.05,3.23,17.21,1.36,2.27,331.2
14/8/2022,2022,8,14,27.81,30,26.34,80.8,8.1,22.84,1.73,3.13,40.5
13/8/2022,2022,8,13,27.37,28.69,26,83.45,19.81,19.08,2.07,2.9,78.9
12/8/2022,2022,8,12,28,29.98,26.76,82.09,1.22,19.38,1.78,3.01,51.2
11/8/2022,2022,8,11,28.21,30.13,26.94,78.03,0.33,21.93,1.44,2.63,68.6
10/8/2022,2022,8,10,28.37,30.83,25.67,72.63,0.12,20.88,1.44,2.63,48.4
9/8/2022,2022,8,9,27.99,30.36,25.1,73.41,0.05,18.27,1.53,2.13,111.4
8/8/2022,2022,8,8,27.03,29.25,24.86,78.01,0.31,23.4,1.38,2.7,16.3
7/8/2022,2022,8,7,27.26,29.34,25,79.85,0.44,22.08,1.52,3.51,93.1
6/8/2022,2022,8,6,27.18,29.48,25.25,77.36,0.95,16.06,1.4,1.94,110.8
5/8/2022,2022,8,5,28.74,31.11,26.66,67.77,0.45,18.74,1.38,3.08,21.8
4/8/2022,2022,8,4,27.11,29.51,24.79,78.44,0.93,14.4,1.69,2.5,82.6
3/8/2022,2022,8,3,26.05,27.3,24.71,86.09,8.15,13.09,1.89,2.76,91
2/8/2022,2022,8,2,26.81,29.13,25.26,82.64,11.65,6.29,1.74,2.85,80.9
1/8/2022,2022,8,1,27.72,29.9,26.41,80.01,2.37,10.85,1.51,2.54,53.1
31/7/2022,2022,7,31,27.89,30.33,26.16,85.56,1.39,22.64,2.32,3.92,38.3
30/7/2022,2022,7,30,27.02,28.49,25.22,82.34,2.52,13.16,1.72,2.89,125.6
29/7/2022,2022,7,29,27.15,30.18,25.51,80.44,5.23,11.73,2.44,3.39,313.2
28/7/2022,2022,7,28,26.76,28.46,25.03,83.38,4.34,15.77,1.73,2.66,14.7
27/7/2022,2022,7,27,26.87,28.76,25.24,86.62,3.78,8.68,3.04,5.08,35.9
26/7/2022,2022,7,26,26.56,27.95,25.3,87.19,2.73,16.22,3.15,3.69,81.2
25/7/2022,2022,7,25,26.18,27.52,25.34,85.93,3.14,8.36,2.52,4.55,43.9
24/7/2022,2022,7,24,27,28.98,25.17,85.04,3.31,15.04,2.62,3.89,324.1
23/7/2022,2022,7,23,27.63,30.39,25.75,79.93,1.65,19.47,1.68,3.03,344.1
22/7/2022,2022,7,22,27.92,31.06,25.43,76.57,4.61,21.79,1.73,2.78,3.2
21/7/2022,2022,7,21,26.8,28.87,24.94,83.35,7.78,16.24,1.97,2.67,101.5
