Date,Year,Month,Day,SST,Q,S
2009-11-15,2009,November,15,29.29,1,5
2009-11-16,2009,November,16,29.25,1,5
2009-11-17,2009,November,17,29.59,1,5
2009-11-18,2009,November,18,29.35,1,5
2009-11-19,2009,November,19,29.27,1,5
2009-11-20,2009,November,20,29.21,1,5
2009-11-21,2009,November,21,29.16,1,5
2009-11-22,2009,November,22,29.12,1,5
2009-11-23,2009,November,23,29.11,1,5
2009-11-24,2009,November,24,29.11,1,5
2009-11-25,2009,November,25,29.18,1,5
2009-11-26,2009,November,26,29.05,1,5
2009-11-27,2009,November,27,28.98,1,5
2009-11-28,2009,November,28,28.93,1,5
2009-11-29,2009,November,29,29.0,1,5
2009-11-30,2009,November,30,29.1,1,5
2009-12-01,2009,Desember,1,29.16,1,5
2009-12-02,2009,Desember,2,29.17,1,5
2009-12-03,2009,Desember,3,29.13,1,5
2009-12-04,2009,Desember,4,29.21,1,5
2009-12-05,2009,Desember,5,29.32,1,5
2009-12-06,2009,Desember,6,29.22,1,5
2009-12-07,2009,Desember,7,29.23,1,5
2009-12-08,2009,Desember,8,29.14,1,5
2009-12-09,2009,Desember,9,29.25,1,5
2009-12-10,2009,Desember,10,29.44,1,5
2009-12-11,2009,Desember,11,29.29,1,5
2009-12-12,2009,Desember,12,29.76,1,5
2009-12-13,2009,Desember,13,30.02,1,5
2009-12-14,2009,Desember,14,29.98,1,5
2009-12-15,2009,Desember,15,29.82,1,5
2009-12-16,2009,Desember,16,29.92,1,5
2009-12-17,2009,Desember,17,29.28,1,5
2009-12-18,2009,Desember,18,29.45,1,5
2009-12-19,2009,Desember,19,29.28,1,5
2009-12-20,2009,Desember,20,29.43,1,5
2009-12-21,2009,Desember,21,29.47,1,5
2009-12-22,2009,Desember,22,29.67,1,5
2009-12-23,2009,Desember,23,29.87,1,5
2009-12-24,2009,Desember,24,29.78,1,5
2009-12-25,2009,Desember,25,29.63,1,5
2009-12-26,2009,Desember,26,29.3,1,5
2009-12-27,2009,Desember,27,29.04,1,5
2009-12-28,2009,Desember,28,28.99,1,5
2009-12-29,2009,Desember,29,28.98,1,5
2009-12-30,2009,Desember,30,28.82,1,5
2009-12-31,2009,Desember,31,28.73,1,5
2010-01-01,2010,Januari,1,28.7,1,5
2010-01-02,2010,Januari,2,28.75,1,5
2010-01-03,2010,Januari,3,28.75,1,5
2010-01-04,2010,Januari,4,28.7,1,5
2010-01-05,2010,Januari,5,28.88,1,5
2010-01-06,2010,Januari,6,28.95,1,5
2010-01-07,2010,Januari,7,29.23,1,5
2010-01-08,2010,Januari,8,29.22,1,5
2010-01-09,2010,Januari,9,29.32,1,5
2010-01-10,2010,Januari,10,29.59,1,5
2010-01-11,2010,Januari,11,29.24,1,5
2010-01-12,2010,Januari,12,29.2,1,5
2010-01-13,2010,Januari,13,29.08,1,5
2010-01-14,2010,Januari,14,29.1,1,5
2010-01-15,2010,Januari,15,29.24,1,5
2010-01-16,2010,Januari,16,29.24,1,5
2010-01-17,2010,Januari,17,29.07,1,5
2010-01-18,2010,Januari,18,29.03,1,5
2010-01-19,2010,Januari,19,28.98,1,5
2010-01-20,2010,Januari,20,28.92,1,5
2010-01-21,2010,Januari,21,28.95,1,5
2010-01-22,2010,Januari,22,28.9,1,5
2010-01-23,2010,Januari,23,29.04,1,5
2010-01-24,2010,Januari,24,29.33,1,5
2010-01-25,2010,Januari,25,29.49,1,5
2010-01-26,2010,Januari,26,29.69,1,5
2010-01-27,2010,Januari,27,29.68,1,5
2010-01-28,2010,Januari,28,29.67,1,5
2010-01-29,2010,Januari,29,29.59,1,5
2010-01-30,2010,Januari,30,29.85,1,5
2010-01-31,2010,Januari,31,29.64,1,5
2010-02-01,2010,Februari,1,29.43,1,5
2010-02-02,2010,Februari,2,29.61,1,5
2010-02-03,2010,Februari,3,30.03,1,5
2010-02-04,2010,Februari,4,30.15,1,5
2010-02-05,2010,Februari,5,30.34,1,5
2010-02-06,2010,Februari,6,30.54,1,5
2010-02-07,2010,Februari,7,30.57,1,5
2010-02-08,2010,Februari,8,30.72,1,5
2010-02-09,2010,Februari,9,30.31,1,5
2010-02-10,2010,Februari,10,30.04,1,5
2010-02-11,2010,Februari,11,30.07,1,5
2010-02-12,2010,Februari,12,30.49,1,5
2010-02-13,2010,Februari,13,30.41,1,5
2010-02-14,2010,Februari,14,29.88,1,5
2010-02-15,2010,Februari,15,29.67,1,5
2010-02-16,2010,Februari,16,30.03,1,5
2010-02-17,2010,Februari,17,30.38,1,5
2010-02-18,2010,Februari,18,30.07,1,5
2010-02-19,2010,Februari,19,29.65,1,5
2010-02-20,2010,Februari,20,29.62,1,5
2010-02-21,2010,Februari,21,29.55,1,5
2010-02-22,2010,Februari,22,29.66,1,5
2010-02-23,2010,Februari,23,29.99,1,5
2010-02-24,2010,Februari,24,29.94,1,5
2010-02-25,2010,Februari,25,30.22,1,5
2010-02-26,2010,Februari,26,30.02,1,5
2010-02-27,2010,Februari,27,30.0,1,5
2010-02-28,2010,Februari,28,30.16,1,5
2010-03-01,2010,Maret,1,30.01,1,5
2010-03-02,2010,Maret,2,29.88,1,5
2010-03-03,2010,Maret,3,29.9,1,5
2010-03-04,2010,Maret,4,29.93,1,5
2010-03-05,2010,Maret,5,29.87,1,5
2010-03-06,2010,Maret,6,29.78,1,5
2010-03-07,2010,Maret,7,29.76,1,5
2010-03-08,2010,Maret,8,29.76,1,5
2010-03-09,2010,Maret,9,29.75,1,5
2010-03-10,2010,Maret,10,29.95,1,5
2010-03-11,2010,Maret,11,29.99,1,5
2010-03-12,2010,Maret,12,30.53,1,5
2010-03-13,2010,Maret,13,30.27,1,5
2010-03-14,2010,Maret,14,30.18,1,5
2010-03-15,2010,Maret,15,30.2,1,5
2010-03-16,2010,Maret,16,30.03,1,5
2010-03-17,2010,Maret,17,30.04,1,5
2010-03-18,2010,Maret,18,30.09,1,5
2010-03-19,2010,Maret,19,30.32,1,5
2010-03-20,2010,Maret,20,30.29,1,5
2010-03-21,2010,Maret,21,30.24,1,5
2010-03-22,2010,Maret,22,30.35,1,5
2010-03-23,2010,Maret,23,30.22,1,5
2010-03-24,2010,Maret,24,30.11,1,5
2010-03-25,2010,Maret,25,29.99,1,5
2010-03-26,2010,Maret,26,30.1,1,5
2010-03-27,2010,Maret,27,29.97,1,5
2010-03-28,2010,Maret,28,29.84,1,5
2010-03-29,2010,Maret,29,30.2,1,5
2010-03-30,2010,Maret,30,30.22,1,5
2010-03-31,2010,Maret,31,30.03,1,5
2010-04-01,2010,April,1,29.88,1,5
2010-04-02,2010,April,2,29.95,1,5
2010-04-03,2010,April,3,29.83,1,5
2010-04-04,2010,April,4,29.85,1,5
2010-04-05,2010,April,5,30.01,1,5
2010-04-06,2010,April,6,30.13,1,5
2010-04-07,2010,April,7,30.55,1,5
2010-04-08,2010,April,8,30.29,1,5
2010-04-09,2010,April,9,30.19,1,5
2010-04-10,2010,April,10,30.07,1,5
2010-04-11,2010,April,11,30.32,1,5
2010-04-12,2010,April,12,30.4,1,5
2010-04-13,2010,April,13,30.72,1,5
2010-04-14,2010,April,14,30.68,1,5
2010-04-15,2010,April,15,30.3,1,5
2010-04-16,2010,April,16,30.36,1,5
2010-04-17,2010,April,17,30.46,1,5
2010-04-18,2010,April,18,30.48,1,5
2010-04-19,2010,April,19,30.34,1,5
2010-04-20,2010,April,20,30.61,1,5
2010-04-21,2010,April,21,30.54,1,5
2010-04-22,2010,April,22,30.34,1,5
2010-04-23,2010,April,23,30.36,1,5
2010-04-24,2010,April,24,30.44,1,5
2010-04-25,2010,April,25,30.29,1,5
2010-04-26,2010,April,26,30.18,1,5
2010-04-27,2010,April,27,30.3,1,5
2010-04-28,2010,April,28,30.76,1,5
2010-04-29,2010,April,29,30.62,1,5
2010-04-30,2010,April,30,30.6,1,5
2010-05-01,2010,Mei,1,30.52,1,5
2010-05-02,2010,Mei,2,30.75,1,5
2010-05-03,2010,Mei,3,30.53,1,5
2010-05-04,2010,Mei,4,30.82,1,5
2010-05-05,2010,Mei,5,30.99,1,5
2010-05-06,2010,Mei,6,31.33,1,5
2010-05-07,2010,Mei,7,31.25,1,5
2010-05-08,2010,Mei,8,31.07,1,5
2010-05-09,2010,Mei,9,30.84,1,5
2010-05-10,2010,Mei,10,30.63,1,5
2010-05-11,2010,Mei,11,30.46,1,5
2010-05-12,2010,Mei,12,30.41,1,5
2010-05-13,2010,Mei,13,30.23,1,5
2010-05-14,2010,Mei,14,30.21,1,5
2010-05-15,2010,Mei,15,30.28,1,5
2010-05-16,2010,Mei,16,30.21,1,5
2010-05-17,2010,Mei,17,30.2,1,5
2010-05-18,2010,Mei,18,30.21,1,5
2010-05-19,2010,Mei,19,30.48,1,5
2010-05-20,2010,Mei,20,30.52,1,5
2010-05-21,2010,Mei,21,30.27,1,5
2010-05-22,2010,Mei,22,30.36,1,5
2010-05-23,2010,Mei,23,30.62,1,5
2010-05-24,2010,Mei,24,30.7,1,5
2010-05-25,2010,Mei,25,30.85,1,5
2010-05-26,2010,Mei,26,31.14,1,5
2010-05-27,2010,Mei,27,30.85,1,5
2010-05-28,2010,Mei,28,30.74,1,5
2010-05-29,2010,Mei,29,30.54,1,5
2010-05-30,2010,Mei,30,30.48,1,5
2010-05-31,2010,Mei,31,30.72,1,5
2010-06-01,2010,Juni,1,30.59,1,5
2010-06-02,2010,Juni,2,30.48,1,5
2010-06-03,2010,Juni,3,30.36,1,5
2010-06-04,2010,Juni,4,30.21,1,5
2010-06-05,2010,Juni,5,29.98,1,5
2010-06-06,2010,Juni,6,29.86,1,5
2010-06-07,2010,Juni,7,29.76,1,5
2010-06-08,2010,Juni,8,29.77,1,5
2010-06-09,2010,Juni,9,29.76,1,5
2010-06-10,2010,Juni,10,29.81,1,5
2010-06-11,2010,Juni,11,29.93,1,5
2010-06-12,2010,Juni,12,30.26,1,5
2010-06-13,2010,Juni,13,30.46,1,5
2010-06-14,2010,Juni,14,30.42,1,5
2010-06-15,2010,Juni,15,30.26,1,5
2010-06-16,2010,Juni,16,30.07,1,5
2010-06-17,2010,Juni,17,30.01,1,5
2010-06-18,2010,Juni,18,30.18,1,5
2010-06-19,2010,Juni,19,30.5,1,5
2010-06-20,2010,Juni,20,30.33,1,5
2010-06-21,2010,Juni,21,30.03,1,5
2010-06-22,2010,Juni,22,29.8,1,5
2010-06-23,2010,Juni,23,29.76,1,5
2010-06-24,2010,Juni,24,30.24,1,5
2010-06-25,2010,Juni,25,29.96,1,5
2010-06-26,2010,Juni,26,29.81,1,5
2010-06-27,2010,Juni,27,29.72,1,5
2010-06-28,2010,Juni,28,29.69,1,5
2010-06-29,2010,Juni,29,29.67,1,5
2010-06-30,2010,Juni,30,29.59,1,5
2010-07-01,2010,Juli,1,29.56,1,5
2010-07-02,2010,Juli,2,29.5,1,5
2010-07-03,2010,Juli,3,29.52,1,5
2010-07-04,2010,Juli,4,29.78,1,5
2010-07-05,2010,Juli,5,29.91,1,5
2010-07-06,2010,Juli,6,29.82,1,5
2010-07-07,2010,Juli,7,29.69,1,5
2010-07-08,2010,Juli,8,29.61,1,5
2010-07-09,2010,Juli,9,29.58,1,5
2010-07-10,2010,Juli,10,29.51,1,5
2010-07-11,2010,Juli,11,29.76,1,5
2010-07-12,2010,Juli,12,,0,0
2010-07-13,2010,Juli,13,29.76,1,1
2010-07-14,2010,Juli,14,29.53,1,1
2010-07-15,2010,Juli,15,29.42,1,1
2010-07-16,2010,Juli,16,29.39,1,1
2010-07-17,2010,Juli,17,29.44,1,1
2010-07-18,2010,Juli,18,29.37,1,1
2010-07-19,2010,Juli,19,29.4,1,1
2010-07-20,2010,Juli,20,29.54,1,1
2010-07-21,2010,Juli,21,29.81,1,1
2010-07-22,2010,Juli,22,29.47,1,1
2010-07-23,2010,Juli,23,29.4,1,1
2010-07-24,2010,Juli,24,29.37,1,1
2010-07-25,2010,Juli,25,29.26,1,1
2010-07-26,2010,Juli,26,29.57,1,1
2010-07-27,2010,Juli,27,29.43,1,1
2010-07-28,2010,Juli,28,29.34,1,1
2010-07-29,2010,Juli,29,29.32,1,1
2010-07-30,2010,Juli,30,29.66,1,1
2010-07-31,2010,Juli,31,29.83,1,1
2010-08-01,2010,Agustus,1,29.9,1,1
2010-08-02,2010,Agustus,2,29.64,1,1
2010-08-03,2010,Agustus,3,29.55,1,1
2010-08-04,2010,Agustus,4,29.84,1,1
2010-08-05,2010,Agustus,5,29.75,1,1
2010-08-06,2010,Agustus,6,29.79,1,1
2010-08-07,2010,Agustus,7,29.71,1,1
2010-08-08,2010,Agustus,8,29.74,1,1
2010-08-09,2010,Agustus,9,29.73,1,1
2010-08-10,2010,Agustus,10,29.67,1,1
2010-08-11,2010,Agustus,11,29.62,1,1
2010-08-12,2010,Agustus,12,29.46,1,1
2010-08-13,2010,Agustus,13,29.41,1,1
2010-08-14,2010,Agustus,14,29.32,1,1
2010-08-15,2010,Agustus,15,29.34,1,1
2010-08-16,2010,Agustus,16,29.32,1,1
2010-08-17,2010,Agustus,17,29.2,1,1
2010-08-18,2010,Agustus,18,29.1,1,1
2010-08-19,2010,Agustus,19,29.03,1,1
2010-08-20,2010,Agustus,20,29.01,1,1
2010-08-21,2010,Agustus,21,29.04,1,1
2010-08-22,2010,Agustus,22,29.09,1,1
2010-08-23,2010,Agustus,23,29.14,1,1
2010-08-24,2010,Agustus,24,29.09,1,1
2010-08-25,2010,Agustus,25,29.08,1,1
2010-08-26,2010,Agustus,26,29.62,1,1
2010-08-27,2010,Agustus,27,29.4,1,1
2010-08-28,2010,Agustus,28,29.3,1,1
2010-08-29,2010,Agustus,29,29.34,1,1
2010-08-30,2010,Agustus,30,29.36,1,1
2010-08-31,2010,Agustus,31,29.15,1,1
2010-09-01,2010,September,1,29.07,1,1
2010-09-02,2010,September,2,28.88,1,1
2010-09-03,2010,September,3,28.73,1,1
2010-09-04,2010,September,4,28.69,1,1
2010-09-05,2010,September,5,28.89,1,1
2010-09-06,2010,September,6,29.15,1,1
2010-09-07,2010,September,7,29.25,1,1
2010-09-08,2010,September,8,29.53,1,1
2010-09-09,2010,September,9,29.56,1,1
2010-09-10,2010,September,10,29.35,1,1
2010-09-11,2010,September,11,29.42,1,1
2010-09-12,2010,September,12,29.58,1,1
2010-09-13,2010,September,13,29.63,1,1
2010-09-14,2010,September,14,29.46,1,1
2010-09-15,2010,September,15,29.34,1,1
2010-09-16,2010,September,16,29.33,1,1
2010-09-17,2010,September,17,29.18,1,1
2010-09-18,2010,September,18,29.21,1,1
2010-09-19,2010,September,19,29.12,1,1
2010-09-20,2010,September,20,29.07,1,1
2010-09-21,2010,September,21,28.96,1,1
2010-09-22,2010,September,22,28.9,1,1
2010-09-23,2010,September,23,28.89,1,1
2010-09-24,2010,September,24,28.8,1,1
2010-09-25,2010,September,25,28.9,1,1
2010-09-26,2010,September,26,28.8,1,1
2010-09-27,2010,September,27,28.9,1,1
2010-09-28,2010,September,28,28.73,1,1
2010-09-29,2010,September,29,28.71,1,1
2010-09-30,2010,September,30,28.58,1,1
2010-10-01,2010,Oktober,1,28.55,1,1
2010-10-02,2010,Oktober,2,28.63,1,1
2010-10-03,2010,Oktober,3,28.59,1,1
2010-10-04,2010,Oktober,4,28.64,1,1
2010-10-05,2010,Oktober,5,28.64,1,1
2010-10-06,2010,Oktober,6,28.67,1,1
2010-10-07,2010,Oktober,7,28.87,1,1
2010-10-08,2010,Oktober,8,29.2,1,1
2010-10-09,2010,Oktober,9,29.04,1,1
2010-10-10,2010,Oktober,10,28.83,1,1
2010-10-11,2010,Oktober,11,28.78,1,1
2010-10-12,2010,Oktober,12,28.8,1,1
2010-10-13,2010,Oktober,13,28.94,1,1
2010-10-14,2010,Oktober,14,28.88,1,1
2010-10-15,2010,Oktober,15,28.89,1,1
2010-10-16,2010,Oktober,16,28.95,1,1
2010-10-17,2010,Oktober,17,29.0,1,1
2010-10-18,2010,Oktober,18,29.07,1,1
2010-10-19,2010,Oktober,19,29.05,1,1
2010-10-20,2010,Oktober,20,29.05,1,1
2010-10-21,2010,Oktober,21,28.96,1,1
2010-10-22,2010,Oktober,22,28.78,1,1
2010-10-23,2010,Oktober,23,28.69,1,1
2010-10-24,2010,Oktober,24,28.74,1,1
2010-10-25,2010,Oktober,25,28.77,1,1
2010-10-26,2010,Oktober,26,28.81,1,1
2010-10-27,2010,Oktober,27,28.73,1,1
2010-10-28,2010,Oktober,28,28.65,1,1
2010-10-29,2010,Oktober,29,28.76,1,1
2010-10-30,2010,Oktober,30,28.81,1,1
2010-10-31,2010,Oktober,31,28.77,1,1
2010-11-01,2010,November,1,28.69,1,1
2010-11-02,2010,November,2,28.61,1,1
2010-11-03,2010,November,3,28.59,1,1
2010-11-04,2010,November,4,28.53,1,1
2010-11-05,2010,November,5,28.49,1,1
2010-11-06,2010,November,6,28.46,1,1
2010-11-07,2010,November,7,28.45,1,1
2010-11-08,2010,November,8,28.47,1,1
2010-11-09,2010,November,9,28.61,1,1
2010-11-10,2010,November,10,28.47,1,1
2010-11-11,2010,November,11,28.49,1,1
2010-11-12,2010,November,12,28.4,1,1
2010-11-13,2010,November,13,28.42,1,1
2010-11-14,2010,November,14,28.55,1,1
2010-11-15,2010,November,15,28.55,1,1
2010-11-16,2010,November,16,28.52,1,1
2010-11-17,2010,November,17,28.44,1,1
2010-11-18,2010,November,18,28.34,1,1
2010-11-19,2010,November,19,28.4,1,1
2010-11-20,2010,November,20,28.35,1,1
2010-11-21,2010,November,21,28.33,1,1
2010-11-22,2010,November,22,28.22,1,1
2010-11-23,2010,November,23,28.22,1,1
2010-11-24,2010,November,24,28.21,1,1
2010-11-25,2010,November,25,28.21,1,1
2010-11-26,2010,November,26,28.2,1,1
2010-11-27,2010,November,27,28.16,1,1
2010-11-28,2010,November,28,28.2,1,1
2010-11-29,2010,November,29,28.25,1,1
2010-11-30,2010,November,30,28.21,1,1
2010-12-01,2010,Desember,1,28.17,1,1
2010-12-02,2010,Desember,2,28.09,1,1
2010-12-03,2010,Desember,3,28.16,1,1
2010-12-04,2010,Desember,4,28.13,1,1
2010-12-05,2010,Desember,5,28.16,1,1
2010-12-06,2010,Desember,6,28.38,1,1
2010-12-07,2010,Desember,7,28.89,1,1
2010-12-08,2010,Desember,8,28.82,1,1
2010-12-09,2010,Desember,9,29.18,1,1
2010-12-10,2010,Desember,10,28.77,1,1
2010-12-11,2010,Desember,11,28.44,1,1
2010-12-12,2010,Desember,12,28.46,1,1
2010-12-13,2010,Desember,13,28.61,1,1
2010-12-14,2010,Desember,14,28.7,1,1
2010-12-15,2010,Desember,15,28.72,1,1
2010-12-16,2010,Desember,16,28.72,1,1
2010-12-17,2010,Desember,17,28.99,1,1
2010-12-18,2010,Desember,18,28.96,1,1
2010-12-19,2010,Desember,19,28.79,1,1
2010-12-20,2010,Desember,20,28.79,1,1
2010-12-21,2010,Desember,21,28.95,1,1
2010-12-22,2010,Desember,22,29.17,1,1
2010-12-23,2010,Desember,23,28.85,1,1
2010-12-24,2010,Desember,24,28.57,1,1
2010-12-25,2010,Desember,25,28.53,1,1
2010-12-26,2010,Desember,26,28.4,1,1
2010-12-27,2010,Desember,27,28.35,1,1
2010-12-28,2010,Desember,28,28.4,1,1
2010-12-29,2010,Desember,29,28.31,1,1
2010-12-30,2010,Desember,30,28.31,1,1
2010-12-31,2010,Desember,31,28.41,1,1
2011-01-01,2011,Januari,1,28.49,1,1
2011-01-02,2011,Januari,2,28.58,1,1
2011-01-03,2011,Januari,3,28.61,1,1
2011-01-04,2011,Januari,4,28.45,1,1
2011-01-05,2011,Januari,5,28.4,1,1
2011-01-06,2011,Januari,6,28.34,1,1
2011-01-07,2011,Januari,7,28.37,1,1
2011-01-08,2011,Januari,8,28.25,1,1
2011-01-09,2011,Januari,9,28.35,1,1
2011-01-10,2011,Januari,10,28.25,1,1
2011-01-11,2011,Januari,11,28.42,1,1
2011-01-12,2011,Januari,12,28.29,1,1
2011-01-13,2011,Januari,13,28.35,1,1
2011-01-14,2011,Januari,14,28.54,1,1
2011-01-15,2011,Januari,15,28.76,1,1
2011-01-16,2011,Januari,16,28.72,1,1
2011-01-17,2011,Januari,17,28.63,1,1
2011-01-18,2011,Januari,18,28.68,1,1
2011-01-19,2011,Januari,19,28.9,1,1
2011-01-20,2011,Januari,20,28.72,1,1
2011-01-21,2011,Januari,21,28.63,1,1
2011-01-22,2011,Januari,22,29.11,1,1
2011-01-23,2011,Januari,23,29.04,1,1
2011-01-24,2011,Januari,24,29.14,1,1
2011-01-25,2011,Januari,25,29.36,1,1
2011-01-26,2011,Januari,26,29.4,1,1
2011-01-27,2011,Januari,27,29.42,1,1
2011-01-28,2011,Januari,28,29.24,1,1
2011-01-29,2011,Januari,29,29.14,1,1
2011-01-30,2011,Januari,30,29.27,1,1
2011-01-31,2011,Januari,31,29.27,1,1
2011-02-01,2011,Februari,1,28.98,1,1
2011-02-02,2011,Februari,2,28.75,1,1
2011-02-03,2011,Februari,3,28.54,1,1
2011-02-04,2011,Februari,4,28.45,1,1
2011-02-05,2011,Februari,5,28.97,1,1
2011-02-06,2011,Februari,6,28.95,1,1
2011-02-07,2011,Februari,7,28.83,1,1
2011-02-08,2011,Februari,8,28.71,1,1
2011-02-09,2011,Februari,9,28.67,1,1
2011-02-10,2011,Februari,10,28.66,1,1
2011-02-11,2011,Februari,11,28.63,1,1
2011-02-12,2011,Februari,12,28.62,1,1
2011-02-13,2011,Februari,13,28.7,1,1
2011-02-14,2011,Februari,14,28.8,1,1
2011-02-15,2011,Februari,15,28.97,1,1
2011-02-16,2011,Februari,16,29.23,1,1
2011-02-17,2011,Februari,17,29.52,1,1
2011-02-18,2011,Februari,18,29.25,1,1
2011-02-19,2011,Februari,19,29.12,1,1
2011-02-20,2011,Februari,20,29.24,1,1
2011-02-21,2011,Februari,21,29.19,1,1
2011-02-22,2011,Februari,22,29.29,1,1
2011-02-23,2011,Februari,23,29.24,1,1
2011-02-24,2011,Februari,24,29.02,1,1
2011-02-25,2011,Februari,25,28.92,1,1
2011-02-26,2011,Februari,26,28.78,1,1
2011-02-27,2011,Februari,27,28.79,1,1
2011-02-28,2011,Februari,28,28.8,1,1
2011-03-01,2011,Maret,1,28.81,1,1
2011-03-02,2011,Maret,2,29.25,1,1
2011-03-03,2011,Maret,3,29.43,1,1
2011-03-04,2011,Maret,4,29.53,1,1
2011-03-05,2011,Maret,5,29.67,1,1
2011-03-06,2011,Maret,6,29.49,1,1
2011-03-07,2011,Maret,7,29.27,1,1
2011-03-08,2011,Maret,8,29.0,1,1
2011-03-09,2011,Maret,9,28.95,1,1
2011-03-10,2011,Maret,10,29.16,1,1
2011-03-11,2011,Maret,11,29.09,1,1
2011-03-12,2011,Maret,12,28.97,1,1
2011-03-13,2011,Maret,13,29.05,1,1
2011-03-14,2011,Maret,14,29.1,1,1
2011-03-15,2011,Maret,15,29.53,1,1
2011-03-16,2011,Maret,16,29.47,1,1
2011-03-17,2011,Maret,17,29.43,1,1
2011-03-18,2011,Maret,18,29.42,1,1
2011-03-19,2011,Maret,19,29.65,1,1
2011-03-20,2011,Maret,20,29.61,1,1
2011-03-21,2011,Maret,21,29.69,1,1
2011-03-22,2011,Maret,22,29.9,1,1
2011-03-23,2011,Maret,23,29.69,1,1
2011-03-24,2011,Maret,24,29.53,1,1
2011-03-25,2011,Maret,25,29.57,1,1
2011-03-26,2011,Maret,26,29.6,1,1
2011-03-27,2011,Maret,27,29.59,1,1
2011-03-28,2011,Maret,28,29.48,1,1
2011-03-29,2011,Maret,29,29.38,1,1
2011-03-30,2011,Maret,30,29.28,1,1
2011-03-31,2011,Maret,31,29.24,1,1
2011-04-01,2011,April,1,29.27,1,1
2011-04-02,2011,April,2,29.26,1,1
2011-04-03,2011,April,3,29.25,1,1
2011-04-04,2011,April,4,29.07,1,1
2011-04-05,2011,April,5,29.27,1,1
2011-04-06,2011,April,6,29.66,1,1
2011-04-07,2011,April,7,29.77,1,1
2011-04-08,2011,April,8,29.72,1,1
2011-04-09,2011,April,9,29.76,1,1
2011-04-10,2011,April,10,29.71,1,1
2011-04-11,2011,April,11,29.78,1,1
2011-04-12,2011,April,12,29.71,1,1
2011-04-13,2011,April,13,29.51,1,1
2011-04-14,2011,April,14,29.49,1,1
2011-04-15,2011,April,15,29.37,1,1
2011-04-16,2011,April,16,29.5,1,1
2011-04-17,2011,April,17,29.51,1,1
2011-04-18,2011,April,18,29.59,1,1
2011-04-19,2011,April,19,29.63,1,1
2011-04-20,2011,April,20,29.73,1,1
2011-04-21,2011,April,21,30.03,1,1
2011-04-22,2011,April,22,30.29,1,1
2011-04-23,2011,April,23,30.21,1,1
2011-04-24,2011,April,24,29.73,1,1
2011-04-25,2011,April,25,29.67,1,1
2011-04-26,2011,April,26,29.84,1,1
2011-04-27,2011,April,27,29.83,1,1
2011-04-28,2011,April,28,29.73,1,1
2011-04-29,2011,April,29,29.63,1,1
2011-04-30,2011,April,30,29.57,1,1
2011-05-01,2011,Mei,1,29.96,1,1
2011-05-02,2011,Mei,2,29.47,1,1
2011-05-03,2011,Mei,3,29.33,1,1
2011-05-04,2011,Mei,4,29.19,1,1
2011-05-05,2011,Mei,5,29.19,1,1
2011-05-06,2011,Mei,6,29.23,1,1
2011-05-07,2011,Mei,7,29.16,1,1
2011-05-08,2011,Mei,8,29.28,1,1
2011-05-09,2011,Mei,9,29.34,1,1
2011-05-10,2011,Mei,10,29.44,1,1
2011-05-11,2011,Mei,11,29.85,1,1
2011-05-12,2011,Mei,12,29.73,1,1
2011-05-13,2011,Mei,13,29.93,1,1
2011-05-14,2011,Mei,14,29.92,1,1
2011-05-15,2011,Mei,15,30.01,1,1
2011-05-16,2011,Mei,16,30.02,1,1
2011-05-17,2011,Mei,17,29.78,1,1
2011-05-18,2011,Mei,18,29.71,1,1
2011-05-19,2011,Mei,19,29.81,1,1
2011-05-20,2011,Mei,20,29.85,1,1
2011-05-21,2011,Mei,21,29.92,1,1
2011-05-22,2011,Mei,22,29.97,1,1
2011-05-23,2011,Mei,23,29.97,1,1
2011-05-24,2011,Mei,24,,0,0
2011-05-25,2011,Mei,25,29.9,1,5
2011-05-26,2011,Mei,26,30.03,1,5
2011-05-27,2011,Mei,27,29.74,1,5
2011-05-28,2011,Mei,28,29.49,1,5
2011-05-29,2011,Mei,29,29.35,1,5
2011-05-30,2011,Mei,30,29.39,1,5
2011-05-31,2011,Mei,31,29.39,1,5
2011-06-01,2011,Juni,1,29.63,1,5
2011-06-02,2011,Juni,2,29.56,1,5
2011-06-03,2011,Juni,3,29.53,1,5
2011-06-04,2011,Juni,4,29.56,1,5
2011-06-05,2011,Juni,5,29.59,1,5
2011-06-06,2011,Juni,6,29.54,1,5
2011-06-07,2011,Juni,7,29.57,1,5
2011-06-08,2011,Juni,8,29.58,1,5
2011-06-09,2011,Juni,9,29.66,1,5
2011-06-10,2011,Juni,10,29.67,1,5
2011-06-11,2011,Juni,11,29.61,1,5
2011-06-12,2011,Juni,12,29.72,1,5
2011-06-13,2011,Juni,13,29.66,1,5
2011-06-14,2011,Juni,14,29.66,1,5
2011-06-15,2011,Juni,15,29.71,1,5
2011-06-16,2011,Juni,16,29.82,1,5
2011-06-17,2011,Juni,17,29.99,1,5
2011-06-18,2011,Juni,18,30.05,1,5
2011-06-19,2011,Juni,19,29.89,1,5
2011-06-20,2011,Juni,20,29.73,1,5
2011-06-21,2011,Juni,21,29.66,1,5
2011-06-22,2011,Juni,22,29.65,1,5
2011-06-23,2011,Juni,23,29.67,1,5
2011-06-24,2011,Juni,24,29.71,1,5
2011-06-25,2011,Juni,25,29.6,1,5
2011-06-26,2011,Juni,26,29.49,1,5
2011-06-27,2011,Juni,27,29.42,1,5
2011-06-28,2011,Juni,28,29.38,1,5
